Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
0,0,0,0,118,0,1882,14486649668294622,1
85,0,0,0,180,0,1735,14486649668294622,2
0,37,0,0,24,0,1939,14486649668294622,3
0,0,0,0,91,0,1909,14486649668294622,4
41,0,0,0,46,6,1907,14486649668294622,5
46,0,0,0,32,0,1922,14486649668294622,6
12,0,0,0,55,0,1933,14486649668294622,7
57,0,0,0,23,0,1920,14486649668294622,8
11,0,0,0,42,0,1947,14486649668294622,9
0,0,0,0,58,0,1942,14486649668294622,10
0,0,0,0,84,0,1916,14486649668294622,11
115,0,0,0,68,0,1817,14486649668294622,12
0,0,0,0,53,0,1947,14486649668294622,13
116,0,0,0,69,0,1815,14486649668294622,14
15,152,0,0,19,0,1814,14486649668294622,15
40,0,0,0,0,0,1960,14486649668294622,16
160,0,0,0,83,0,1757,14486649668294622,17
0,0,0,0,44,0,1956,14486649668294622,18
7,0,0,0,168,0,1825,14486649668294622,19
0,0,0,0,24,0,1976,14486649668294622,20
52,0,0,0,30,0,1918,14486649668294622,21
0,0,0,0,53,0,1947,14486649668294622,22
193,0,0,0,23,0,1784,14486649668294622,23
44,0,0,0,58,30,1868,14486649668294622,24
20,0,0,0,133,0,1847,14486649668294622,25
111,0,0,0,3,0,1886,14486649668294622,26
33,0,0,0,12,0,1955,14486649668294622,27
101,0,0,0,108,0,1791,14486649668294622,28
35,0,0,0,77,0,1888,14486649668294622,29
37,0,0,0,20,0,1943,14486649668294622,30
0,0,0,0,49,0,1951,14486649668294622,31
0,0,0,0,32,0,1968,14486649668294622,32
49,0,0,0,109,0,1842,14486649668294622,33
0,0,0,0,111,0,1889,14486649668294622,34
41,0,0,0,17,0,1942,14486649668294622,35
0,0,0,0,99,0,1901,14486649668294622,36
0,0,0,0,56,0,1944,14486649668294622,37
65,0,0,0,8,0,1927,14486649668294622,38
181,0,0,0,52,0,1767,14486649668294622,39
3,0,0,0,25,0,1972,14486649668294622,40
0,0,0,0,51,0,1949,14486649668294622,41
78,0,0,0,2,0,1920,14486649668294622,42
0,0,0,0,115,0,1885,14486649668294622,43
84,0,0,0,51,0,1865,14486649668294622,44
0,0,0,0,58,0,1942,14486649668294622,45
27,0,0,0,15,76,1882,14486649668294622,46
93,0,0,0,138,0,1769,14486649668294622,47
172,0,0,0,67,0,1761,14486649668294622,48
70,0,0,0,38,0,1892,14486649668294622,49
0,0,0,0,90,0,1910,14486649668294622,50
0,0,0,0,63,0,1937,14486649668294622,51
23,0,0,0,27,0,1950,14486649668294622,52
51,0,0,0,28,0,1921,14486649668294622,53
44,0,0,0,7,0,1949,14486649668294622,54
0,0,0,0,78,0,1922,14486649668294622,55
51,0,0,0,141,0,1808,14486649668294622,56
0,0,0,0,103,0,1897,14486649668294622,57
82,0,0,0,7,0,1911,14486649668294622,58
46,0,0,0,1,0,1953,14486649668294622,59
47,0,0,0,3,0,1950,14486649668294622,60
0,0,0,0,20,0,1980,14486649668294622,61
0,0,0,0,150,0,1850,14486649668294622,62
24,0,0,0,61,0,1915,14486649668294622,63
0,0,0,0,96,0,1904,14486649668294622,64
5,0,0,0,61,0,1934,14486649668294622,65
70,0,0,0,19,0,1911,14486649668294622,66
0,0,0,0,46,0,1954,14486649668294622,67
0,0,0,0,51,0,1949,14486649668294622,68
0,0,0,0,79,0,1921,14486649668294622,69
0,0,0,0,76,0,1924,14486649668294622,70
0,0,0,0,30,0,1970,14486649668294622,71
0,0,0,0,175,0,1825,14486649668294622,72
1,0,0,0,99,0,1900,14486649668294622,73
0,0,0,0,73,0,1927,14486649668294622,74
190,0,0,0,54,0,1756,14486649668294622,75
0,0,0,0,85,0,1915,14486649668294622,76
32,0,0,0,111,0,1857,14486649668294622,77
54,0,0,0,85,0,1861,14486649668294622,78
0,0,0,0,67,0,1933,14486649668294622,79
279,0,0,0,69,17,1635,14486649668294622,80
63,0,0,0,7,0,1930,14486649668294622,81
0,0,0,0,57,0,1943,14486649668294622,82
0,0,0,0,120,0,1880,14486649668294622,83
0,0,0,0,47,0,1953,14486649668294622,84
18,0,0,0,9,0,1973,14486649668294622,85
0,0,0,0,55,0,1945,14486649668294622,86
0,0,0,0,25,0,1975,14486649668294622,87
3,0,0,0,28,0,1969,14486649668294622,88
39,0,0,0,77,0,1884,14486649668294622,89
0,0,0,0,90,0,1910,14486649668294622,90
0,0,0,0,50,0,1950,14486649668294622,91
