Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_1,Arc_5,None,Start,Walk
568,0,0,0,90,222,1120,15577365203048414,40
0,0,0,0,199,0,1801,15577365203048414,41
0,0,0,0,134,0,1866,15577365203048414,42
21,0,0,0,224,0,1755,15577365203048414,43
332,0,0,0,162,662,844,15577365203048414,44
10,0,0,0,408,0,1582,15577365203048414,45
49,0,0,0,9,95,1847,15577365203048414,46
140,0,0,0,29,0,1831,15577365203048414,47
52,0,0,0,431,328,1189,15577365203048414,48
84,0,0,0,49,0,1867,15577365203048414,49
0,0,0,0,196,0,1804,15577365203048414,50
0,0,0,0,79,0,1921,15577365203048414,51
181,0,0,0,218,381,1220,15577365203048414,52
0,0,0,0,101,0,1899,15577365203048414,53
13,0,0,0,186,0,1801,15577365203048414,54
11,0,0,0,183,0,1806,15577365203048414,55
185,0,0,0,28,30,1757,15577365203048414,56
0,0,0,0,655,25,1320,15577365203048414,57
0,0,0,0,740,0,1260,15577365203048414,58
7,0,0,0,108,0,1885,15577365203048414,59
175,0,0,0,102,190,1533,15577365203048414,60
0,0,0,0,264,58,1678,15577365203048414,61
93,0,0,0,18,138,1751,15577365203048414,62
0,0,0,0,148,0,1852,15577365203048414,63
0,0,0,0,367,0,1633,15577365203048414,64
0,0,0,0,257,90,1653,15577365203048414,65
0,0,0,0,89,16,1895,15577365203048414,66
57,0,0,0,47,0,1896,15577365203048414,67
0,0,0,0,492,0,1508,15577365203048414,68
0,0,0,0,104,0,1896,15577365203048414,69
7,0,0,0,232,0,1761,15577365203048414,70
0,0,0,0,102,215,1683,15577365203048414,71
0,0,0,0,256,0,1744,15577365203048414,72
0,0,0,0,69,0,1931,15577365203048414,73
0,0,0,0,98,82,1820,15577365203048414,74
0,0,0,0,414,32,1554,15577365203048414,75
0,0,0,0,62,0,1938,15577365203048414,76
0,0,0,0,76,0,1924,15577365203048414,77
6,0,0,0,42,91,1861,15577365203048414,78
294,0,0,0,425,10,1271,15577365203048414,79
0,0,0,0,43,0,1957,15577365203048414,80
0,0,0,0,257,1,1742,15577365203048414,81
0,0,0,0,376,733,891,15577365203048414,82
0,0,0,0,152,0,1848,15577365203048414,83
0,0,0,0,55,70,1875,15577365203048414,84
0,0,0,0,214,0,1786,15577365203048414,85
0,0,0,0,123,0,1877,15577365203048414,86
200,0,0,0,54,0,1746,15577365203048414,87
240,0,0,0,347,0,1413,15577365203048414,88
89,0,0,0,453,0,1458,15577365203048414,89
0,0,0,0,152,156,1692,15577365203048414,90
166,0,0,0,36,0,1798,15577365203048414,91
14,0,0,0,340,0,1646,15577365203048414,92
0,0,0,0,200,0,1800,15577365203048414,93
82,0,0,0,183,0,1735,15577365203048414,94
45,0,0,0,187,0,1768,15577365203048414,95
55,0,0,0,222,0,1723,15577365203048414,96
0,0,0,0,482,0,1518,15577365203048414,97
0,0,0,0,204,0,1796,15577365203048414,98
8,0,0,0,109,0,1883,15577365203048414,99
53,0,0,0,120,0,1827,15577365203048414,100
0,0,0,0,48,301,1651,15612549558360030,1
50,0,0,0,96,125,1729,15612549558360030,2
38,0,0,0,131,0,1831,15612549558360030,3
44,0,0,0,50,0,1906,15612549558360030,4
0,0,0,0,240,0,1760,15612549558360030,5
28,0,0,0,157,0,1815,15612549558360030,6
441,0,0,0,121,0,1438,15612549558360030,7
109,0,0,0,119,0,1772,15612549558360030,8
0,0,0,0,147,0,1853,15612549558360030,9
0,0,0,0,417,0,1583,15612549558360030,10
212,0,0,0,278,0,1510,15612549558360030,11
222,0,0,0,250,0,1528,15612549558360030,12
490,0,0,0,78,0,1432,15612549558360030,13
0,0,0,0,82,0,1918,15612549558360030,14
522,0,0,0,58,0,1420,15612549558360030,15
97,0,0,0,38,0,1865,15612549558360030,16
281,0,0,0,19,0,1700,15612549558360030,17
11,0,0,0,452,0,1537,15612549558360030,18
284,0,0,0,158,0,1558,15612549558360030,19
167,0,0,0,368,0,1465,15612549558360030,20
0,0,0,0,126,0,1874,15612549558360030,21
0,0,0,0,230,0,1770,15612549558360030,22
94,0,0,0,33,0,1873,15612549558360030,23
0,0,0,0,214,0,1786,15612549558360030,24
66,0,0,0,55,0,1879,15612549558360030,25
33,0,0,0,131,0,1836,15612549558360030,26
54,0,0,0,112,0,1834,15612549558360030,27
258,0,0,0,224,0,1518,15612549558360030,28
502,0,0,0,101,0,1397,15612549558360030,29
30,0,0,0,112,0,1858,15612549558360030,30
209,0,0,0,80,0,1711,15612549558360030,31
116,0,0,0,183,0,1701,15612549558360030,32
0,0,0,0,146,43,1811,15612549558360030,33
251,0,0,0,263,0,1486,15612549558360030,34
39,0,0,0,100,0,1861,15612549558360030,35
0,0,0,0,137,0,1863,15612549558360030,36
175,0,0,0,170,0,1655,15612549558360030,37
126,0,0,0,193,0,1681,15612549558360030,38
89,0,0,0,183,0,1728,15612549558360030,39
64,0,0,0,160,0,1776,15612549558360030,40
292,0,0,0,152,0,1556,15612549558360030,41
78,0,0,0,164,0,1758,15612549558360030,42
56,0,0,0,204,0,1740,15612549558360030,43
103,0,0,0,162,72,1663,15612549558360030,44
162,0,0,0,444,0,1394,15612549558360030,45
47,0,0,0,74,0,1879,15612549558360030,46
119,0,0,0,98,0,1783,15612549558360030,47
0,0,0,0,103,0,1897,15612549558360030,48
58,0,0,0,201,0,1741,15612549558360030,49
241,0,0,0,436,0,1323,15612549558360030,50
256,0,0,0,70,0,1674,15612549558360030,51
240,0,0,0,6,331,1423,15612549558360030,52
73,0,0,0,174,35,1718,15612549558360030,53
214,0,0,0,74,0,1712,15612549558360030,54
14,0,0,0,47,0,1939,15612549558360030,55
46,0,0,0,146,0,1808,15612549558360030,56
82,0,0,0,373,0,1545,15612549558360030,57
51,0,0,0,345,0,1604,15612549558360030,58
64,0,0,0,186,18,1732,15612549558360030,59
247,0,0,0,225,0,1528,15612549558360030,60
259,0,0,0,220,0,1521,15612549558360030,61
0,0,0,0,225,0,1775,15612549558360030,62
0,0,0,0,241,0,1759,15612549558360030,63
192,0,0,0,216,0,1592,15612549558360030,64
36,0,0,0,128,0,1836,15612549558360030,65
67,0,0,0,406,0,1527,15612549558360030,66
72,0,0,0,79,0,1849,15612549558360030,67
280,0,0,0,54,0,1666,15612549558360030,68
107,0,0,0,187,0,1706,15612549558360030,69
0,0,0,0,403,0,1597,15612549558360030,70
0,0,0,0,42,0,1958,15612549558360030,71
127,0,0,0,179,0,1694,15612549558360030,72
328,0,0,0,416,65,1191,15612549558360030,73
359,0,0,0,335,0,1306,15612549558360030,74
57,0,0,0,46,0,1897,15612549558360030,75
216,0,0,0,192,0,1592,15612549558360030,76
0,0,0,0,52,0,1948,15612549558360030,77
90,0,0,0,73,0,1837,15612549558360030,78
0,0,0,0,60,0,1940,15612549558360030,79
258,0,0,0,365,0,1377,15612549558360030,80
0,0,0,0,177,0,1823,15612549558360030,81
98,0,0,0,107,0,1795,15612549558360030,82
4,0,0,0,115,0,1881,15612549558360030,83
0,0,0,0,161,0,1839,15612549558360030,84
115,0,0,0,595,0,1290,15612549558360030,85
84,0,0,0,419,0,1497,15612549558360030,86
241,0,0,0,109,0,1650,15612549558360030,87
0,0,0,0,43,0,1957,15612549558360030,88
56,0,0,0,304,0,1640,15612549558360030,89
86,0,0,0,330,0,1584,15612549558360030,90
0,0,0,0,200,0,1800,15612549558360030,91
81,0,0,0,263,0,1656,15612549558360030,92
22,0,0,0,328,0,1650,15612549558360030,93
121,0,0,0,315,0,1564,15612549558360030,94
156,0,0,0,59,0,1785,15612549558360030,95
155,0,0,0,145,0,1700,15612549558360030,96
71,0,0,0,137,0,1792,15612549558360030,97
0,0,0,0,138,0,1862,15612549558360030,98
85,0,0,0,152,0,1763,15612549558360030,99
297,0,0,0,80,0,1623,15612549558360030,100
11,0,0,0,144,0,1845,15612549575139294,1
39,0,0,0,14,0,1947,15612549575139294,2
0,0,0,0,67,0,1933,15612549575139294,3
170,0,0,0,232,0,1598,15612549575139294,4
22,0,0,0,223,0,1755,15612549575139294,5
0,0,0,0,217,0,1783,15612549575139294,6
363,0,0,0,4,149,1484,15612549575139294,7
34,0,0,0,137,0,1829,15612549575139294,8
287,0,0,0,183,0,1530,15612549575139294,9
166,0,0,0,256,0,1578,15612549575139294,10
121,0,0,0,42,0,1837,15612549575139294,11
63,0,0,0,318,135,1484,15612549575139294,12
80,0,0,0,120,0,1800,15612549575139294,13
120,0,0,0,203,0,1677,15612549575139294,14
248,0,0,0,28,0,1724,15612549575139294,15
62,0,0,0,203,0,1735,15612549575139294,16
90,0,0,0,228,0,1682,15612549575139294,17
78,0,0,0,82,181,1659,15612549575139294,18
99,0,0,0,197,0,1704,15612549575139294,19
162,0,0,0,13,0,1825,15612549575139294,20
8,0,0,0,110,0,1882,15612549575139294,21
199,0,0,0,5,0,1796,15612549575139294,22
67,0,0,0,233,0,1700,15612549575139294,23
212,0,0,0,109,6,1673,15612549575139294,24
253,0,0,0,613,0,1134,15612549575139294,25
0,0,0,0,112,0,1888,15612549575139294,26
18,0,0,0,69,0,1913,15612549575139294,27
75,0,0,0,131,0,1794,15612549575139294,28
818,0,0,0,225,0,957,15612549575139294,29
91,0,0,0,32,0,1877,15612549575139294,30
112,0,0,0,176,55,1657,15612549575139294,31
0,0,0,0,292,0,1708,15612549575139294,32
27,0,0,0,161,0,1812,15612549575139294,33
0,0,0,0,116,0,1884,15612549575139294,34
1505,0,0,0,108,0,387,15612549575139294,35
60,0,0,0,422,0,1518,15612549575139294,36
118,0,0,0,42,0,1840,15612549575139294,37
691,0,0,0,293,42,974,15612549575139294,38
0,0,0,0,455,0,1545,15612549575139294,39
0,0,0,0,241,0,1759,15612549575139294,40
37,0,0,0,415,286,1262,15612549575139294,41
0,0,0,0,97,33,1870,15612549575139294,42
0,0,0,0,136,0,1864,15612549575139294,43
3,0,0,0,235,0,1762,15612549575139294,44
633,0,0,0,85,14,1268,15612549575139294,45
611,0,0,0,366,0,1023,15612549575139294,46
0,0,0,0,42,0,1958,15612549575139294,47
95,0,0,0,81,227,1597,15612549575139294,48
87,0,0,0,174,0,1739,15612549575139294,49
175,0,0,0,147,0,1678,15612549575139294,50
27,0,0,0,242,0,1731,15612549575139294,51
0,0,0,0,193,0,1807,15612549575139294,52
10,0,0,0,75,0,1915,15612549575139294,53
72,0,0,0,24,0,1904,15612549575139294,54
145,0,0,0,473,10,1372,15612549575139294,55
326,0,0,0,179,0,1495,15612549575139294,56
237,0,0,0,112,0,1651,15612549575139294,57
0,0,0,0,350,0,1650,15612549575139294,58
0,0,0,0,28,0,1972,15612549575139294,59
89,0,0,0,285,0,1626,15612549575139294,60
1,0,0,0,197,0,1802,15612549575139294,61
366,0,0,0,176,0,1458,15612549575139294,62
108,0,0,0,195,48,1649,15612549575139294,63
97,0,0,0,213,0,1690,15612549575139294,64
168,0,0,0,170,0,1662,15612549575139294,65
37,0,0,0,201,0,1762,15612549575139294,66
0,0,0,0,400,0,1600,15612549575139294,67
0,0,0,0,114,0,1886,15612549575139294,68
366,0,0,0,66,0,1568,15612549575139294,69
0,0,0,0,145,0,1855,15612549575139294,70
0,0,0,0,527,16,1457,15612549575139294,71
106,0,0,0,86,0,1808,15612549575139294,72
0,0,0,0,320,0,1680,15612549575139294,73
195,0,0,0,173,86,1546,15612549575139294,74
0,0,0,0,172,0,1828,15612549575139294,75
0,0,0,0,47,104,1849,15612549575139294,76
0,0,0,0,73,0,1927,15612549575139294,77
415,0,0,0,584,80,921,15612549575139294,78
150,0,0,0,148,0,1702,15612549575139294,79
165,0,0,0,444,0,1391,15612549575139294,80
59,0,0,0,44,0,1897,15612549575139294,81
309,0,0,0,405,0,1286,15612549575139294,82
473,0,0,0,351,0,1176,15612549575139294,83
89,0,0,0,184,0,1727,15612549575139294,84
49,0,0,0,3,0,1948,15612549575139294,85
26,0,0,0,133,0,1841,15612549575139294,86
97,0,0,0,83,131,1689,15612549575139294,87
93,0,0,0,46,0,1861,15612549575139294,88
376,0,0,0,437,0,1187,15612549575139294,89
113,0,0,0,264,0,1623,15612549575139294,90
406,0,0,0,45,0,1549,15612549575139294,91
0,0,0,0,14,0,1986,15612549575139294,92
113,0,0,0,17,0,1870,15612549575139294,93
172,0,0,0,142,0,1686,15612549575139294,94
189,0,0,0,222,0,1589,15612549575139294,95
148,0,0,0,184,0,1668,15612549575139294,96
456,0,0,0,129,0,1415,15612549575139294,97
122,0,0,0,29,0,1849,15612549575139294,98
315,0,0,0,22,0,1663,15612549575139294,99
0,0,0,0,131,0,1869,15612549575139294,100
