Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU426B_227303182691099,0.0021462552,0.25856745,0.25960043,0.16888155,0.005640134,1.0295587,0.098698355,0.0498556,0.37367636,1.3001276,0.21128477,0.19983542,0.08556395,0.60626805,0.00030620288,0.014078679,0.00068264303,0.15796956,3.7191079,0.036893982,0.16037375,0.13794617,1.4433036,0.0039763674,0.8378538,0.85326517,0.0043406663,0.92880315,0.09370099,1.2506723,0.1300801,0.5696824,0.5024021,0.973083,0.017478688,4.0190554,0.0032452368,0.020408899,1.2864772,0.015841525,0.38281587,1.1192893,0.9679467,0.9243728,0.8560256,0.0032717478,0.005845109,0.023438284,0.18256344,0.48807573,0.59887415,3.6445868,0.04817845,0.24602689,0.3268755,3.2139287,1.7508789,0.090975165,0.48149067,3.9768445e-05,0.11735951,1.9673482e-05,0.011594739,0.007882863,3.474068,1.1213635,0.056930568,0.04468059,0.0075955014,0.84134346,0.31453308,0.05893492,0.84949064,0.09565399,0.23782678,0.009951577,5.909161e-06,0.45190004,1.4374155,0.48531562,0.8984084,0.13790281,0.8902309,0.17906557,0.003533694,3.7341118
RU426B_164693584561908,0.002068826,0.28258222,0.26136467,0.115600035,0.0022837494,1.3625517,0.18670885,0.023168083,0.41896027,1.4391667,0.16368929,0.17232443,0.093619674,0.5711818,8.7619235e-05,0.0064934515,0.0030521755,0.199483,3.3969512,0.025958546,0.14804158,0.15708235,1.8806398,0.0021761712,0.731655,0.9854408,0.004051584,0.9660161,0.10132505,1.1341722,0.12534927,0.6527763,0.43433917,0.89416504,0.013379981,3.7672238,0.0006673138,0.020330958,1.6703242,0.009343433,0.41533062,1.5773482,1.0084394,0.89056545,0.8904106,0.0083247535,0.002590015,0.017639477,0.32932505,0.42139795,0.4110821,3.4935884,0.036574252,0.34150454,0.37552404,2.8240798,1.7926041,0.07927033,0.65743595,4.756363e-05,0.06976557,1.18369735e-05,0.002129181,0.0021086596,3.2592635,1.3401414,0.07701288,0.0911962,0.0030280335,0.9969694,0.3120934,0.09728376,0.94799554,0.13453083,0.08218858,0.017377796,6.3666757e-06,0.37536246,1.3024715,0.610092,0.8778092,0.19638155,1.0579263,0.23669359,0.0020675198,4.022612
RU426B_227920825727716,0.00276618,0.30316126,0.26284733,0.089434445,0.008869904,1.396948,0.17772226,0.029622741,0.37380746,1.2510856,0.1798755,0.15966268,0.066865146,0.6287931,0.00011897197,0.011867988,0.00239323,0.1967992,3.5521603,0.033720367,0.17092167,0.2103565,2.034857,0.0030486358,0.76889503,0.801596,0.0063045206,0.75350094,0.08810393,1.1128521,0.13817804,0.62659526,0.32699618,0.86136943,0.015910236,3.7162564,0.0021808688,0.01783804,1.4240545,0.016570168,0.42192912,1.582118,0.76248187,0.9254313,0.7899253,0.0067948173,0.0035862494,0.031052526,0.27761954,0.57013124,0.5686268,3.4665236,0.099973485,0.29037753,0.33777618,3.1640122,1.7416048,0.09555725,0.78667206,0.0002510653,0.11426656,0.00019502194,0.012235856,0.0026666948,3.2404563,1.3716034,0.086624704,0.11163587,0.012604494,0.89648294,0.29310244,0.08792826,0.92749774,0.176584,0.16034743,0.011522696,2.1032243e-05,0.39683327,1.2915474,0.5910168,0.96830904,0.17424008,0.9334198,0.21315336,0.00508685,3.8960836
RU426B_134530833959660,0.0011836572,0.33893755,0.21489207,0.045743033,0.0015114616,1.6176664,0.281745,0.015160461,0.36259997,1.1277871,0.12812375,0.14222252,0.05600674,0.52437174,3.8136222e-05,0.0073281764,0.0017994163,0.23752798,3.6553957,0.018973002,0.13783039,0.1368432,2.2586918,0.0041855015,0.5137904,0.76687557,0.0014142605,0.6970315,0.07110062,1.1591847,0.15298988,0.6476435,0.25712726,0.7663073,0.0059281983,3.6583343,0.0008069749,0.023099434,1.3546735,0.017290704,0.47260213,1.9469689,0.75258815,1.0977216,0.8673556,0.002922517,0.004479736,0.07214801,0.28534195,0.5804003,0.39306325,3.5853426,0.04159265,0.35121593,0.34946704,3.0487783,1.9687884,0.108992435,0.8583979,0.0015024921,0.054053035,0.00023129057,0.002174098,0.0020893458,3.0643065,1.6253529,0.06742339,0.08723667,0.005327688,0.98034185,0.21266726,0.12813793,0.95401657,0.21956275,0.06899225,0.010655625,2.5869955e-05,0.30827457,1.5551914,0.62877506,0.81863385,0.16990587,0.9134238,0.27850622,0.0047901887,3.9347062
RU426B_157606888291043,0.0013986939,0.35448262,0.25729105,0.047388285,0.003559613,1.609184,0.27758092,0.018708868,0.4811171,1.3093278,0.15996924,0.14192984,0.06754662,0.56976813,8.652442e-05,0.0053289463,0.0033437454,0.28136423,3.5161688,0.021111365,0.14902896,0.16768351,2.2917252,0.00623293,0.600132,0.81626034,0.0017612666,0.82808656,0.07917203,1.24747,0.17346494,0.69062215,0.30139825,0.7468366,0.006717238,3.6411827,0.0020119362,0.020678625,1.3694392,0.009761443,0.44259053,2.1267595,0.96876717,1.2059273,0.8934671,0.008104702,0.0036483726,0.06014288,0.39940986,0.565557,0.44651812,3.5310447,0.05737331,0.36714306,0.3910554,2.9329336,1.9246244,0.10350296,0.9435019,0.0028430987,0.06913673,0.000917403,0.005679943,0.0038635144,2.8408582,1.6500669,0.07449914,0.09007467,0.003397994,1.0328281,0.19590734,0.13965042,1.0049207,0.2259056,0.0879227,0.014379749,9.052861e-05,0.3123947,1.6232481,0.67865247,0.83131844,0.1893128,1.0071381,0.3289786,0.0039403937,3.856072
RU426B_126700272367852,0.0031123366,0.30819708,0.1689418,0.050455254,0.01619133,1.3811809,0.20056318,0.08496045,0.46772256,1.2806726,0.16925462,0.13815555,0.04065384,0.58267033,0.0017195877,0.011337722,0.007179066,0.290645,3.341662,0.02322727,0.11987589,0.17041636,1.755684,0.0035343827,0.6687767,0.60462487,0.011691613,0.71827567,0.07688884,1.0208038,0.16255525,0.5536915,0.37079808,0.8790994,0.011519773,3.5067363,0.013517601,0.025848664,1.0936804,0.040965337,0.40474954,1.6227646,0.70318645,0.9884935,0.68129873,0.019868433,0.0061895507,0.053523064,0.39680994,0.56235653,0.46606103,3.4420927,0.14748523,0.32975066,0.3170202,2.6819448,1.8919675,0.12679212,0.697564,0.005901443,0.07111264,0.002179945,0.0044287136,0.011558011,2.7243693,1.4333762,0.0633919,0.06706332,0.015574955,0.8168418,0.21564034,0.10475141,0.68508786,0.16376477,0.12795763,0.02543796,0.0009187008,0.44520003,1.2542684,0.62486386,0.7158328,0.16064303,0.8856648,0.2255315,0.0067821243,3.286439
RU426B_162080050040243,0.00067078805,0.3751641,0.21922868,0.04114852,0.0010776296,1.7027588,0.34025997,0.012930816,0.3118406,1.1471082,0.10516604,0.13123743,0.04817805,0.49250755,1.8592034e-05,0.0046074814,0.0026687637,0.2790619,3.4136887,0.016438928,0.12835391,0.12350484,2.3517783,0.004389734,0.45554677,0.68359935,0.0011203653,0.6874838,0.08754403,0.9200434,0.1392892,0.69629395,0.26477486,0.7580832,0.0028855396,3.4003494,0.0012845434,0.029212514,1.4291562,0.020201987,0.4907673,2.0525353,0.7485803,1.1703235,0.9213059,0.0031422712,0.004757231,0.084562436,0.3248111,0.6367415,0.359744,3.4779031,0.0465333,0.35378125,0.38251337,3.1173105,1.7639229,0.11838772,0.92309767,0.0022798846,0.042424966,0.00016783141,0.0011027139,0.0018911277,3.0244317,1.7602884,0.07544046,0.09143295,0.004695812,1.0438441,0.17740396,0.14301635,1.0099233,0.23892313,0.04097854,0.009003442,2.8082873e-06,0.32713935,1.391559,0.6572268,0.79799545,0.16050275,0.9723796,0.29573336,0.003365972,3.8644178
RU426B_201587038305118,0.002793772,0.098113135,0.04462931,0.036162965,0.02312681,0.46106955,0.02242211,0.08768032,0.09681079,0.25516105,0.05690377,0.07283087,0.03381328,0.12361261,0.0014817708,0.006468083,0.005344192,0.06139556,1.1704271,0.013048954,0.032935508,0.028394926,0.33513695,0.0058164136,0.22440305,0.23705745,0.008715904,0.14116806,0.017958874,0.3052029,0.0821565,0.19907838,0.07011698,0.34763443,0.010852403,1.6272937,0.024796706,0.01011893,0.45696816,0.028245317,0.053773053,0.36489993,0.20207684,0.3276223,0.20127133,0.0031910255,0.0018056848,0.021388281,0.05661226,0.24117309,0.21666141,1.9315803,0.08367805,0.05813472,0.044270378,2.3669412,0.7561761,0.079472244,0.41263098,0.0033069688,0.026079653,0.0015982782,0.00022550086,0.026776524,1.651137,0.30275163,0.020184102,0.044689495,0.0021858416,0.25582483,0.07309141,0.01898648,0.1892215,0.021986414,0.046041753,0.004640743,0.00043594983,0.13581608,0.37918264,0.19930468,0.2977536,0.04122799,0.34015986,0.10238538,0.0045699896,2.117333
RU426B_239956411772206,0.0005217678,0.35873416,0.20572564,0.041439902,0.0014942577,1.6659197,0.30362824,0.0151228765,0.37678495,1.1239853,0.11819981,0.11157153,0.05032608,0.48187438,0.00013043506,0.0036382386,0.0030581027,0.24815525,3.1790504,0.019823799,0.12567817,0.11531776,2.1826224,0.005871718,0.474868,0.71491,0.0011193252,0.72731596,0.069961734,0.89923316,0.14117737,0.6753487,0.2843861,0.7035878,0.0046121273,3.127527,0.0027286727,0.01979377,1.3858376,0.012790434,0.42539224,2.0424647,0.85404325,1.1896397,0.88025886,0.0042262976,0.002118127,0.08751214,0.3562752,0.5794153,0.37712705,3.3632276,0.04307604,0.3226901,0.34229356,2.828494,1.6725738,0.114952244,0.92093676,0.004073421,0.03949155,0.00038291342,0.001520193,0.003966508,2.833802,1.7625535,0.07154066,0.085256025,0.0052443985,0.9560434,0.15852275,0.1901721,0.9471055,0.21971671,0.047030024,0.014436553,3.0540734e-05,0.31589472,1.2230585,0.61931163,0.7217504,0.1571159,0.9544617,0.2941726,0.004480506,3.7130222
RU426B_196104809008499,0.0029877773,0.27358896,0.31194744,0.083871104,0.0016814056,1.4102898,0.24681169,0.04541009,0.4310545,1.3986111,0.17060296,0.11567188,0.12020783,0.47343802,0.0014743058,0.0010806284,0.003973593,0.44294527,4.0302844,0.025507366,0.10673796,0.18656471,1.5838239,0.00091455603,0.94207686,1.3562063,0.0034699368,1.0673556,0.136226,1.2626761,0.26341686,0.71688163,0.4242988,0.96724933,0.012062631,4.3488235,0.002034259,0.09065993,1.8384738,0.0271738,0.43673763,1.7229284,1.2163334,1.1991321,0.79594505,0.0017624722,0.003985268,0.11255719,0.31016263,0.5804952,0.4150615,3.5718,0.052269608,0.60889655,0.40099725,2.464205,2.137482,0.18686412,0.818325,0.00020189614,0.1305414,4.8673555e-05,0.000451917,0.010435598,3.1448207,1.2121866,0.06890336,0.08261332,0.005841749,0.9626533,0.40356043,0.12597024,1.0145746,0.22245353,0.072724625,0.0265688,0.00012146302,0.4121135,1.7957475,0.657772,0.8824583,0.24016799,1.0394402,0.2926781,0.025712984,3.6626244
