Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU1144_LN_134540497901989,6.382916e-05,0.15680413,0.16555604,0.007319273,2.9012637e-07,0.03291735,0.00021851699,0.15529925,0.037974052,0.9795271,0.086253494,0.06301187,0.007306542,0.25447032,0.13319175,0.0055009266,0.014317734,0.08391459,2.0319195,0.005202002,0.11706684,0.002097247,0.8875768,0.008661906,0.5267441,0.24149927,0.0026185934,1.3211024,0.055620484,0.39172238,0.04232434,0.51199317,0.09976999,0.773063,0.0011435479,2.6072884,0.0004180851,0.003142172,1.5499194,0.0013648563,0.01696109,0.90051407,0.597327,2.2673345,0.58517087,6.605023e-05,0.016341157,0.19755492,0.09314975,0.6491822,0.041277822,1.607713,0.36578915,0.015353372,0.05214073,3.9024065,0.98268855,0.012747763,1.1092768,9.845683e-05,0.0012433714,0.0008099406,0.006019302,0.04730818,2.6215158,0.7874367,0.032379285,0.0010925545,5.180229e-07,0.4338882,0.0155947255,0.0017475603,0.40680465,0.009351752,0.00959824,0.031286046,0.001563988,0.6300571,0.62114865,0.234995,0.028994039,0.039039288,0.4431511,0.53143406,0.01802436,3.5339801
RU1144_LN_200994213456747,4.7095995e-07,0.16349447,0.12715226,0.023428585,4.5147175e-05,0.03205381,0.007545741,0.05502711,0.16331847,1.0553163,0.049771823,0.06907028,0.011255376,0.20813532,0.12384918,1.33781705e-05,0.00019694425,0.16988324,2.2743268,0.008059566,0.07050926,0.019345926,0.49699572,0.019432267,0.87213963,0.6092018,0.00012763342,1.3281461,0.03393,0.53990364,0.2931266,0.54565156,0.047886398,1.2801175,0.00044236868,2.6144123,9.3843766e-05,0.014357732,1.58813,0.010296855,0.025378026,1.2776206,1.0671545,2.686773,0.6532552,0.0001944221,0.005989429,0.5277238,0.1466878,0.74092567,0.0533094,1.4739758,0.3499176,0.035165597,0.063451454,3.267729,0.6929686,0.0044099577,1.4094057,0.0017562617,0.012477328,5.402231e-06,0.0011125002,0.058717266,2.5249476,0.7461957,0.04819637,0.00029607257,1.0924379e-06,0.46462864,0.03091775,0.032768544,0.49845842,0.012063498,0.0016113695,0.083289325,0.0007434101,0.7782905,0.63027257,0.22629644,0.035010222,0.07967174,0.552372,0.6334882,0.03325313,2.7707658
RU1144_LN_191645443341598,0.00020075329,0.02270979,0.015458435,0.039845996,0.00079908245,0.10199734,0.010305043,0.031521313,0.027921326,0.09100567,0.017946022,0.025256947,0.0045291237,0.034070905,0.00478992,0.0012425428,0.0027514636,0.019713879,0.3800706,0.0033790842,0.016192595,0.0030493578,0.13256478,0.0018425249,0.10177482,0.06397999,0.0015226643,0.139181,0.035869855,0.040360328,0.041999135,0.07608789,0.018258119,0.17963135,0.00069470005,0.633812,0.002568873,0.0018966212,0.28006363,0.01652931,0.004677344,0.08291194,0.088536195,0.47162554,0.047574338,0.0073781847,0.00028428115,0.010584162,0.019822223,0.0711625,0.028234515,0.60384434,0.039222952,0.007202893,0.01555034,1.617175,0.26511458,0.018307447,0.24522771,0.0022126203,0.0079820445,0.00020226884,1.1650154e-06,0.0019395777,0.7407835,0.053879928,0.0022537108,0.0025620663,1.275485e-06,0.076077886,0.036026623,0.0019891441,0.117863744,0.0035919286,0.0071643866,0.0018863827,3.294413e-06,0.15169206,0.08739581,0.03639559,0.06211999,0.016141359,0.15112656,0.11091103,0.006808966,1.2188174
RU1144_LN_227305182878446,5.180071e-07,0.08561104,0.18854153,0.14612581,1.0023871e-05,0.056321643,0.00024266957,0.050895732,0.074327864,0.9657693,0.052453466,0.046350867,0.002835992,0.24598025,0.11180477,0.000117514,0.0061954185,0.019866318,2.2347307,0.013870132,0.06893495,0.00093059044,0.4977057,0.0054683723,0.70266557,0.22857618,0.003553756,1.201869,0.04895744,0.51393604,0.05240828,0.43483734,0.18759146,1.0627612,0.0027677212,2.71534,0.0026720902,0.008838211,1.3070433,4.1184427e-05,0.01095759,0.4481717,0.63780653,1.3616714,0.5719984,4.7675494e-06,0.018421045,0.12937813,0.08692528,0.23664252,0.059763357,1.7747947,0.6013433,0.016086783,0.04312781,2.9572914,1.6424884,9.745823e-05,0.6941961,1.493689e-09,2.618687e-05,3.0692292e-05,0.0020035729,0.02923417,2.722893,0.4517366,0.015243294,0.000100874284,1.5024723e-08,0.25648236,0.011582105,0.00072151475,0.22845821,0.006196931,0.00823859,0.039895426,0.00022106362,0.64410675,0.6916001,0.12601551,0.019678842,0.034366637,0.43285763,0.23497368,0.008168539,3.4435472
RU1144_T_236167208495908,1.1819495e-06,0.06445948,0.108876236,0.12231366,6.433863e-05,0.28687942,0.0034281209,0.15828696,0.08456032,0.8685704,0.092539184,0.05624891,0.013656852,0.33565015,0.038700297,8.0484475e-05,0.004193093,0.17204916,4.339687,0.033456184,0.14769852,0.006683864,0.7625063,0.0048162513,0.80498827,0.26188946,0.015453307,0.986064,0.044037208,1.5707453,0.09909675,0.58939004,0.24330913,1.2483027,0.001082826,4.4020286,0.008902667,0.0033228495,1.3473026,0.001966219,0.0655693,0.6281784,0.74163115,1.9577025,0.48507684,0.004841651,0.018683303,0.136837,0.12451361,0.33388454,0.056456458,2.166015,0.91797227,0.08476932,0.12631235,3.4195764,3.3229053,0.0052057467,0.9036998,2.4616852e-06,0.0014345672,1.8595065e-05,5.363423e-05,0.033525486,3.0997488,0.4846148,0.07943811,8.453473e-05,0.000786403,0.31416026,0.033823453,0.028439293,0.3646742,0.005208759,0.052528776,0.038720842,0.0029938265,1.3425386,1.7297482,0.2013401,0.03354927,0.071687534,0.6714866,0.2984713,0.010327121,3.3685007
RU1144_LN_170199701215972,0.007380865,0.10080873,0.06183998,0.011058002,2.8774855e-05,0.039716225,0.00032075687,0.13993019,0.0657771,0.8008156,0.046081364,0.05294863,0.0024624583,0.20374072,0.120795496,0.000436952,0.004395597,0.13386448,2.1609848,0.003646183,0.09954632,0.00040058975,0.668895,0.0020651831,0.43239242,0.16899204,0.00028982558,1.3739576,0.020662172,0.41953307,0.20097579,0.47165862,0.07042596,0.5662511,0.0010009767,2.2658906,0.0002931795,0.011518582,1.3292379,0.0020310644,0.015848277,1.0750468,0.48821583,2.0421262,0.41208366,4.8303882e-05,0.023976332,0.14119461,0.19524024,0.5980402,0.036934223,1.4164373,0.49323767,0.011329301,0.09101508,3.658233,1.1019542,0.01083388,1.0186492,1.8767363e-05,0.0034774004,1.3332478e-05,0.0014512838,0.025074838,2.1759684,1.0283003,0.031724773,0.014864156,8.0865375e-06,0.27212518,0.019000696,0.0024645033,0.26028407,0.004142294,0.006704611,0.055344567,0.00487477,0.64534014,0.9353837,0.15468311,0.024488261,0.056408145,0.40888456,0.48789257,0.012561201,2.6143317
RU1144_LN_197188232789403,5.200533e-05,0.008807587,0.014352068,0.010442709,0.00037905047,0.052513905,0.007202091,0.028590182,0.018879388,0.0387648,0.014278203,0.0086678,0.0015280548,0.023139233,0.001403945,0.0022635271,0.0010378651,0.011146236,0.32715452,0.0011596795,0.006488588,0.0020240948,0.0676221,0.0011469531,0.060305793,0.04843639,0.0005670215,0.21096002,0.012812467,0.047324173,0.013886798,0.047274858,0.018067423,0.10640362,0.0023945337,0.43097672,0.0014875873,0.0011106774,0.18806957,0.015703514,0.0038622825,0.051939633,0.06795391,0.33127582,0.04273786,0.0026407468,0.0001884247,0.008340719,0.008310542,0.048027605,0.026879115,0.33367863,0.025296642,0.006760257,0.009529813,1.5241369,0.21859294,0.015998581,0.19640552,0.0008426559,0.0010899213,0.00011610945,4.0412856e-06,0.0010046615,0.7995251,0.060981564,0.0049447375,0.00077858474,7.9858256e-07,0.05794483,0.016264874,0.0006923315,0.056860432,0.0007669554,0.0045825015,0.00022911213,4.544424e-08,0.1500138,0.042919595,0.021568354,0.042508803,0.009309515,0.0984946,0.08737937,0.024685675,0.896764
RU1144_T_227844233510317,0.00014766792,0.089927986,0.080560386,0.015539405,0.00040894997,0.12636064,0.0009349119,0.17324093,0.09367621,0.7060113,0.11354114,0.05245945,0.0097520435,0.24816063,0.056894787,0.0075914753,0.002490489,0.1979958,3.6573672,0.022298735,0.15488553,0.0032939278,0.81948733,0.013884205,0.63394153,0.1996548,0.008634431,1.0010211,0.027208721,1.2212323,0.10270997,0.49862045,0.14967182,0.7307037,0.007810294,3.9206235,0.008335219,0.007198676,1.2453597,0.006829336,0.06488613,0.8754383,0.46256444,2.1792905,0.45008484,0.0010550665,0.009378694,0.11887535,0.15077351,0.53003395,0.042310838,1.7871867,0.6261002,0.05803853,0.06728115,3.643102,2.4411626,0.0045993496,0.88254833,0.000105611995,0.0012894208,1.6488226e-05,0.00016658603,0.024160853,2.650972,0.63749635,0.052971657,0.0013044991,0.0016247163,0.24036394,0.023952955,0.016019756,0.29785407,0.0035624807,0.038574666,0.029277636,0.004366488,0.96296835,1.3365504,0.18822077,0.038767144,0.08698457,0.54442394,0.45946094,0.01288529,3.23339
RU1144_LN_239407447296238,2.2476253e-05,0.04120704,0.080109335,0.07069291,9.028447e-05,0.02707147,0.00094345387,0.034522418,0.03325055,0.23725799,0.03349695,0.042929653,0.0008926755,0.06359309,0.038342986,0.00041946053,0.010902575,0.012643824,0.72916234,0.0022157955,0.022713536,0.0009061613,0.2162368,0.004831148,0.29139954,0.13563208,0.010668868,0.52223253,0.01145013,0.1379097,0.071714476,0.22161958,0.04992127,0.6245686,0.0088535845,0.8760452,0.00023008735,0.005113988,0.6557892,0.00034591754,0.0035909733,0.25279787,0.21660835,0.9854749,0.19417176,4.1531574e-05,0.037257925,0.039275892,0.028720934,0.13571574,0.019780684,0.55907047,0.2793411,0.0030453745,0.030953621,2.927811,0.5668172,0.0011596488,0.5186366,7.439642e-07,0.00029340823,0.000115280745,0.0004400488,0.011532533,1.5488912,0.16667762,0.0056063174,0.00076807267,1.1854099e-05,0.10530287,0.005204742,0.0014240933,0.18038048,0.002663964,0.0059118983,0.026484003,0.0006738968,0.32859614,0.20042233,0.041271366,0.012259707,0.027121713,0.32894444,0.1948433,0.0018437364,2.1720872
RU1144_T_166264153459955,7.6078664e-05,0.00793523,0.023742476,0.01087656,0.0013035351,0.048615124,0.0016043759,0.038577802,0.02221955,0.056051496,0.007685259,0.0115349665,0.00051375147,0.025006874,0.010971889,0.00036364084,0.0027018387,0.0072066286,0.30954507,0.0007596155,0.0056455964,0.0007429172,0.0864616,0.00040638322,0.0949784,0.05669924,4.9146143e-05,0.2288597,0.0116534475,0.042155225,0.019983606,0.05763107,0.010433808,0.2052911,0.00066449854,0.3260463,0.0011024079,0.00072290946,0.29692778,0.002482395,0.0012838427,0.13110515,0.099268585,0.5527608,0.04586217,0.00026946276,0.0013961754,0.017755194,0.012511698,0.06732185,0.011457808,0.24901947,0.054162,0.0023663433,0.01229784,2.368649,0.17235717,0.0128684435,0.2636977,0.00010394068,0.0006170885,5.6500257e-06,8.181209e-06,0.0018632321,1.1705439,0.09065868,0.016166398,0.0009862568,8.389323e-06,0.06589733,0.00514939,0.0006211827,0.07951424,0.0033681921,0.00965913,0.0023029,5.285076e-06,0.16970138,0.04811699,0.034909353,0.019409498,0.015283473,0.11719578,0.12243437,0.022889398,1.211303
