Cell,clusters
RU1152_121812496108451,14
RU1152_121887390025572,14
RU1152_126201921137499,14
RU1152_161959819012523,14
RU1152_134447975329053,6
RU1152_191699130928475,14
RU1152_129997315366259,14
RU1152_135081900764083,14
RU1152_122499672467765,14
RU1152_165182807365868,14
RU1152_227293357631899,14
RU1152_166425395910494,14
RU1152_122490786835357,14
RU1152_205381656763750,14
RU1152_122291500562358,6
RU1152_195615853300637,14
RU1152_227297027024628,14
RU1152_170181057432931,14
RU1152_191140650966254,14
RU1152_192728936598238,14
RU1152_165310940010859,14
RU1152_161317605717867,14
RU1152_125059357109155,14
RU1152_156598241810675,14
RU1152_235678475897581,14
RU1152_134542492101419,14
RU1152_121254253541796,14
RU1152_226333581262108,14
RU1152_169727105878302,14
RU1152_121812465407787,14
RU1152_156572874561446,14
RU1152_126912885901742,14
RU1152_191767562640611,14
RU1152_169038986202342,14
RU1152_121731919763813,14
RU1152_165309490051310,14
RU1152_199944394136294,14
RU1152_166333974767341,14
RU1152_192247781346139,14
RU1152_195547375525158,14
RU1152_135504967167334,14
RU1152_165738987580724,14
RU1152_239396889677156,18
RU1152_161547099199708,14
RU1152_165878561433885,14
RU1152_235600119975213,14
RU1152_165260098694045,14
RU1152_232319589136677,14
RU1152_200502452640052,14
RU1152_122490801831221,14
RU1152_201463692216038,14
RU1152_165310953896307,14
RU1152_135071981329307,14
RU1152_156515947702627,14
RU1152_129508091743579,14
RU1152_130538481538973,14
RU1152_228049585884524,14
RU1152_131106652678563,14
RU1152_170265211489517,14
RU1152_191551042148132,14
RU1152_135023501458163,14
RU1152_125720897407908,14
RU1152_164827648408875,14
RU1152_169658279480622,14
RU1152_131235502054174,14
RU1152_164642012978595,14
RU1152_236176853067685,14
RU1152_161384158902172,14
RU1152_226419465973030,14
RU1152_165853193754534,14
RU1152_130133976627037,14
RU1152_239396843546398,14
RU1152_125606114539884,14
RU1152_169707658165035,14
RU1152_161394761878238,14
RU1152_160364226103645,14
RU1152_235058941840613,14
RU1152_135478795005286,14
RU1152_201463706893030,14
RU1152_133896489847587,14
RU1152_227983014083494,14
RU1152_204342126335796,14
RU1152_165808902130422,14
RU1152_227921645132533,14
RU1152_195486083603357,14
RU1152_131148516125595,14
RU1152_227501946367212,14
RU1152_126777593813365,8
RU1152_161547086355812,14
RU1152_227425473415965,14
RU1152_120726943586669,7
RU1152_130049258416044,14
RU1152_134590798149411,14
RU1152_240550088137947,14
RU1152_169107421845805,14
RU1152_165190292134181,14
RU1152_169787262396788,14
RU1152_134540498201828,7
RU1152_130074624773484,14
RU1152_200432946637157,14
RU1152_122292144400182,14
RU1152_235122023877877,14
RU1152_191215631715675,14
RU1152_169793589209388,14
RU1152_126748590487269,14
RU1152_157072011947420,14
RU1152_157053757643677,14
RU1152_129978391030006,14
RU1152_122369633803038,14
RU1152_121254285270374,14
RU1152_125804784019356,14
RU1152_230739022625187,14
RU1152_227906732551067,1
RU1152_170265211492765,14
RU1152_227357156858651,14
RU1152_170740629822686,14
RU1152_160432796153756,14
RU1152_201106017377125,14
RU1152_165380345214883,14
RU1152_133992842907043,12
RU1152_160911865625013,14
RU1152_227906778675493,14
RU1152_192256236960694,14
RU1152_192248733657374,14
RU1152_162096961665947,14
RU1152_192308970109163,14
RU1152_191235006097692,14
RU1152_235058941540069,14
RU1152_231349310670635,14
RU1152_230817392900526,14
RU1152_196654162140380,14
RU1152_231151742139100,14
RU1152_195976631118252,14
RU1152_191208143374245,14
RU1152_192265797425958,14
RU1152_230610145827174,14
RU1152_157689547742428,14
RU1152_121414912011187,14
RU1152_121887343889197,14
RU1152_235060852308787,14
RU1152_157684197898611,14
RU1152_160921529214830,14
RU1152_165738960341741,14
RU1152_161394761623340,14
RU1152_122350440672501,14
RU1152_133898368339243,14
RU1152_131149889656694,14
RU1152_200975991330652,14
RU1152_165800209738659,14
RU1152_196707150940508,14
RU1152_199884245515116,14
RU1152_134602640715101,14
RU1152_166288895925539,14
RU1152_232313234778933,14
RU1152_228050748262117,14
RU1152_135496081980661,14
RU1152_205932352134046,14
RU1152_131234280917932,14
RU1152_205440994110315,4
RU1152_170672146795379,14
RU1152_228044332525411,14
RU1152_200994199066852,14
RU1152_170328446851933,14
RU1152_156022953696477,14
RU1152_231772337597347,14
RU1152_156022952807789,14
RU1152_192237968504606,14
RU1152_157697990146990,6
RU1152_228066881551285,1
RU1152_192859692527011,14
RU1152_165723121761700,14
RU1152_231906448430902,14
RU1152_227922838252829,14
RU1152_240618642562270,14
RU1152_230681443199262,14
RU1152_197075190004460,14
RU1152_192248720812403,14
RU1152_200983475771691,14
RU1152_206061321218468,14
RU1152_231133506915675,12
RU1152_166400399170340,14
RU1152_122285058545446,14
RU1152_205366770981107,14
RU1152_130675161393582,14
RU1152_197254785976243,14
RU1152_236770352053099,14
RU1152_122499659938598,14
RU1152_230600528289182,14
RU1152_192859692285301,14
RU1152_161452762454947,14
RU1152_192677443426734,14
RU1152_134044563695990,14
RU1152_231296447198958,14
RU1152_157604587981662,14
RU1152_170740583197981,14
RU1152_206061335403436,14
RU1152_235000944540974,14
RU1152_131163560762269,14
RU1152_196499918711539,14
RU1152_157534928717542,14
RU1152_170869459446643,14
RU1152_122499659905251,14
RU1152_165926879520547,14
RU1152_231849378638133,14
RU1152_125050602048222,14
RU1152_196087333152998,14
RU1152_134592140000052,4
RU1152_125033675966188,14
RU1152_125746533846238,14
RU1152_160370399832421,14
RU1152_191215659276518,14
RU1152_122359146528037,14
RU1152_134396839082405,14
RU1152_227861681101748,5
RU1152_226401124269492,14
RU1152_231349283383605,14
RU1152_130127238649764,14
RU1152_197185798003061,14
RU1152_121416400714037,14
RU1152_126748589997342,14
RU1152_121748831037293,14
RU1152_135080705124717,14
RU1152_232236059649773,14
RU1152_236245142923550,14
RU1152_121735021254515,14
RU1152_192728983325491,14
RU1152_170120229087589,14
RU1152_200968831462685,14
RU1152_204746167577838,14
RU1152_131106671868316,14
RU1152_239612577634101,14
RU1152_166407901429086,14
RU1152_130134916054259,14
RU1152_130598638407030,14
RU1152_197066478762781,14
RU1152_161547118307683,14
RU1152_169150417877364,14
RU1152_192662392433398,14
RU1152_121399059532140,14
RU1152_165714263981419,14
RU1152_155911418170805,14
RU1152_164750312257771,14
RU1152_165789559647012,14
RU1152_125102575245107,15
RU1152_230738995074997,14
RU1152_232313281198451,14
RU1152_129663562632548,14
RU1152_230817405254891,14
RU1152_195617034029412,14
RU1152_226889792347508,24
RU1152_204746136143773,14
RU1152_204772992235421,14
RU1152_125257148222187,14
RU1152_204952160356190,14
RU1152_204290766518189,14
RU1152_135071968443100,14
RU1152_200511164180781,14
RU1152_160218182011693,14
RU1152_155843757717357,14
RU1152_169081800964012,14
RU1152_228044305491814,14
RU1152_195615840717043,14
RU1152_192248720538022,14
RU1152_239939129071982,4
RU1152_162020726533027,14
RU1152_156598195567027,14
RU1152_201119827127708,14
RU1152_195402198019379,14
RU1152_236847661509918,14
RU1152_120781416647580,12
RU1152_231357516233564,14
RU1152_130614985709980,14
RU1152_228049567301043,14
RU1152_134517097445606,14
RU1152_161529235655925,14
RU1152_126680976022430,14
RU1152_130142317173484,14
RU1152_156022984882926,14
RU1152_130665332562205,14
RU1152_236220493019492,14
RU1152_196664918403427,14
RU1152_231145184029029,14
RU1152_134540451265261,14
RU1152_200983461718427,14
RU1152_235559336916766,14
RU1152_157612091497885,14
RU1152_199874689021788,14
RU1152_191697098533227,14
RU1152_134540452026156,14
RU1152_165180775812467,14
RU1152_125745325796149,14
RU1152_165371901855644,14
RU1152_191087097366454,14
RU1152_169220314446629,14
RU1152_195615853238173,14
RU1152_164642044918187,14
RU1152_130598626311070,14
RU1152_135081913113891,14
RU1152_126227569302317,14
RU1152_239589192514869,14
RU1152_131223678204204,12
RU1152_165926910519029,14
RU1152_192718916410587,14
RU1152_156048588487525,14
RU1152_129457491954531,14
RU1152_192189918759782,14
RU1152_165191531517867,14
RU1152_130665332226987,14
RU1152_161943431628510,14
RU1152_196569577679284,14
RU1152_133855285033827,14
RU1152_166273832404843,14
RU1152_191087079222683,14
RU1152_201106016557926,14
RU1152_232252211652508,14
RU1152_165260098693022,14
RU1152_236845365156149,14
RU1152_205925089499571,14
RU1152_131235520821669,14
RU1152_231220211730230,14
RU1152_169175068065188,14
RU1152_235619285429533,14
RU1152_129454182939941,14
RU1152_161537435481972,5
RU1152_156395273665317,14
RU1152_239543705351965,14
RU1152_192309015566571,14
RU1152_166477740333477,14
RU1152_165875754687389,14
RU1152_161326298683830,14
RU1152_236161808656118,14
RU1152_135693650840301,14
RU1152_239597526564254,14
RU1152_230731493621029,14
RU1152_196592958368541,14
RU1152_130133995505579,14
RU1152_240550056707893,14
RU1152_169079788227436,14
RU1152_196592930802532,14
RU1152_235551774172910,14
RU1152_232370457926940,14
RU1152_235559290584301,14
RU1152_129440058620326,12
RU1152_204351835428725,8
RU1152_204351816977694,14
RU1152_192197480831788,14
RU1152_227303182526821,14
RU1152_130213184199902,14
RU1152_121735021444326,14
RU1152_169649573645723,14
RU1152_226213487885557,14
RU1152_160218228087214,14
RU1152_196664886258421,14
RU1152_192745043250076,14
RU1152_226410755962718,14
RU1152_169793557781875,14
RU1152_122488773818203,14
RU1152_227929295632813,14
RU1152_200494253008755,14
RU1152_125786518109086,14
RU1152_130133995501924,14
RU1152_134946238426019,14
RU1152_205933572937973,14
RU1152_134385042675958,14
RU1152_125236640143150,14
RU1152_192662365392110,14
RU1152_227297027284269,14
RU1152_125127896718645,14
RU1152_195424727252203,14
RU1152_192788798519598,14
RU1152_161538765108965,14
RU1152_191621909571940,14
RU1152_134395496917732,14
RU1152_231349310577372,14
RU1152_191697117141724,14
RU1152_130003785636067,14
RU1152_192718885567331,14
RU1152_231900159101790,14
RU1152_130529113303782,14
RU1152_204746167867180,4
RU1152_164750327180710,14
RU1152_200991380524454,14
RU1152_121889759844147,14
RU1152_227853851114725,14
RU1152_122488801053531,14
RU1152_230799438690029,14
RU1152_241097697061284,14
RU1152_226829547223475,14
RU1152_241176048167325,14
RU1152_204359588539678,14
RU1152_197280140249326,14
RU1152_169038998559147,14
RU1152_125262263642979,14
RU1152_120718456478003,14
RU1152_133924258507549,14
RU1152_125033676159387,14
RU1152_226970322529014,14
RU1152_192197462453045,14
RU1152_197281482660579,14
RU1152_134462217534323,14
RU1152_169707670821726,14
RU1152_227501931358638,14
RU1152_191012710078179,4
RU1152_121802832661795,14
RU1152_240147120965350,14
RU1152_120781404301172,14
RU1152_120850289440997,14
RU1152_227903423077299,14
RU1152_156033703631070,14
RU1152_170797787694901,6
RU1152_192309015824683,14
RU1152_165875727919349,7
RU1152_120728776193907,14
RU1152_191139679979307,14
RU1152_227501931388324,14
RU1152_191141974239531,14
RU1152_196157006297397,14
RU1152_235144585296222,14
RU1152_129508119075254,14
RU1152_230677818586925,14
RU1152_170122154826988,14
RU1152_164827648867253,15
RU1152_135504967941422,14
RU1152_130751350598956,14
RU1152_196046423709534,4
RU1152_239611753195764,14
RU1152_227920852474206,14
RU1152_135496082082587,14
RU1152_161409781676387,14
RU1152_235550835095459,14
RU1152_196515636406700,14
RU1152_196653222152540,14
RU1152_227303182157685,14
RU1152_157140481694004,14
RU1152_165310954335532,14
RU1152_204908256185180,14
RU1152_130194930555118,14
RU1152_135503644584165,14
RU1152_122505060346603,14
RU1152_192186294884661,14
RU1152_192256221793124,14
RU1152_226394662661550,5
RU1152_156048588945638,14
RU1152_235678475372278,14
RU1152_239595647362845,14
RU1152_200905078717221,14
RU1152_156572828526430,14
RU1152_156024192228197,14
RU1152_201532573902750,14
RU1152_196664871475948,14
RU1152_200363958720364,14
RU1152_129567952858340,14
RU1152_135621993196278,14
RU1152_200417914350900,14
RU1152_231686483695990,14
RU1152_231282354862387,14
RU1152_160381168434013,14
RU1152_197281495563700,14
RU1152_240617715067310,14
RU1152_191706600532214,14
RU1152_204746167826803,14
RU1152_235686977984246,14
RU1152_126912873295078,14
RU1152_201106048014758,14
RU1152_227362345269659,14
RU1152_205930473311643,14
RU1152_192265752041308,14
RU1152_232389336287454,14
RU1152_122283735074716,14
RU1152_121869089754011,7
RU1152_196105467483939,14
RU1152_226970341653211,14
RU1152_230817378286389,14
RU1152_130050243287476,14
RU1152_230817424395109,14
RU1152_232448572643164,14
RU1152_134513473546675,14
RU1152_135143806164196,14
RU1152_204359588828955,7
RU1152_121955437960419,14
RU1152_125583566170548,14
RU1152_162072293133037,14
RU1152_204763059676965,14
RU1152_134445183978342,14
RU1152_201104122858868,14
RU1152_165371873975667,14
RU1152_156515947898804,14
RU1152_192739586038565,14
RU1152_121748831520604,18
RU1152_232448541019382,14
RU1152_135546861964652,14
RU1152_196105452247853,14
RU1152_169151759825845,12
RU1152_200914890841507,14
RU1152_129593884948718,14
RU1152_135478782933940,14
RU1152_197264047230180,4
RU1152_131227018512819,14
RU1152_129593884948790,14
RU1152_161942477158123,14
RU1152_129567999809310,14
RU1152_196654161681628,14
RU1152_239460374460141,1
RU1152_235144572451102,14
RU1152_135485224803741,14
RU1152_170247782315939,14
RU1152_199954831980278,14
RU1152_120864497952565,14
RU1152_195959572806366,14
RU1152_121735021448116,14
RU1152_170755643591900,14
RU1152_169079787699436,12
RU1152_165180794846621,14
RU1152_230738055784308,14
RU1152_134542479248092,14
RU1152_227357138279667,14
RU1152_226283249100653,14
RU1152_240147166575348,14
RU1152_169082591558053,14
RU1152_130132653009261,14
RU1152_239451604900701,14
RU1152_170251091401526,14
RU1152_122378473585078,14
RU1152_160301799659932,14
RU1152_157491698259741,14
RU1152_162070030601115,14
RU1152_130675142966179,14
RU1152_122350409239981,14
RU1152_192677397776805,14
RU1152_134465290095981,14
RU1152_126150248191715,14
RU1152_204290735429356,14
RU1152_200975959579547,14
RU1152_235671093464500,14
RU1152_205925116722475,14
RU1152_135143775491822,14
RU1152_239997897599211,14
RU1152_157632255179499,14
RU1152_164750312519524,14
RU1152_121399105706414,14
RU1152_200363940166494,14
RU1152_191139679227189,14
RU1152_240153846762798,14
RU1152_196114222573356,14
RU1152_227373231494955,14
RU1152_197075221564315,14
RU1152_232328266902436,14
RU1152_239406553676596,14
RU1152_125798225697502,14
RU1152_226967208807340,14
RU1152_226833152523108,14
RU1152_191088305821598,12
RU1152_170182264699123,12
RU1152_161867074025701,14
RU1152_131149857937709,14
RU1152_170866391607603,14
RU1152_200923734207389,14
RU1152_131105463875483,14
RU1152_191234973780899,14
RU1152_133828588485539,14
RU1152_157561638304164,14
RU1152_192797280754461,14
RU1152_231686484122526,14
RU1152_126267432752995,14
RU1152_122285058317732,14
RU1152_195424746432309,14
RU1152_126682808675613,14
RU1152_230610160473947,14
RU1152_166425395616027,14
RU1152_120849050520798,14
RU1152_230817392420659,14
RU1152_230670693198621,14
RU1152_134379418073956,14
RU1152_165738959755045,14
RU1152_133846948825397,14
RU1152_121184445708523,14
RU1152_126700272176483,14
RU1152_130194899356963,14
RU1152_135135331740590,14
RU1152_192729608574708,14
RU1152_195976603330398,14
RU1152_161332503886117,14
RU1152_192788020222750,14
RU1152_133984134056174,14
RU1152_133984146578787,14
RU1152_239476047007027,14
RU1152_191166508842229,14
RU1152_196499945731819,14
RU1152_165878592060779,14
RU1152_200992231938972,14
RU1152_200968878311772,14
RU1152_135622829205878,14
RU1152_200991407519973,14
RU1152_236161794262893,5
RU1152_241097665047342,14
RU1152_165380329944926,14
RU1152_126284343723868,14
RU1152_170678321368293,14
RU1152_134447990226278,14
RU1152_134946238125811,14
RU1152_170728683916595,14
RU1152_169793543133605,0
RU1152_235678503163629,14
RU1152_199814290566429,14
RU1152_230748954417590,14
RU1152_200896637496108,14
RU1152_236220462087459,14
RU1152_157689547540189,14
RU1152_196730685078324,14
RU1152_196654149069100,14
RU1152_192868167367468,14
RU1152_200982568556403,14
RU1152_134396865564061,14
RU1152_135478767729446,14
RU1152_205915440700259,14
RU1152_200923734555035,14
RU1152_228050775685980,14
RU1152_134044544617755,14
RU1152_192788798228916,14
RU1152_230670705060260,14
RU1152_131106640391468,14
RU1152_235688972138397,14
RU1152_192718885010718,12
RU1152_162020772722918,14
RU1152_165738959563499,14
RU1152_231906467278052,14
RU1152_201129536153437,14
RU1152_200905093396907,14
RU1152_200511176464605,14
RU1152_121339915921262,14
RU1152_165397792942494,14
RU1152_204770978458022,14
RU1152_157553853418220,14
RU1152_192317694000366,14
RU1152_231358961675062,14
RU1152_164698934066596,14
RU1152_204952172713773,14
RU1152_121416400886059,14
RU1152_156024161590707,14
RU1152_129446800415660,14
RU1152_239543677740851,14
RU1152_231296415415197,14
RU1152_130675129641251,14
RU1152_156988278225782,14
RU1152_135005262727587,14
RU1152_134387892341539,14
RU1152_165309509422452,14
RU1152_169793543624540,14
RU1152_135504967359204,14
RU1152_165173259856731,14
RU1152_157140481096941,14
RU1152_232319542585190,14
RU1152_161959791479525,14
RU1152_191139664554419,14
RU1152_200907374345003,14
RU1152_235058926578590,14
RU1152_239396858751726,14
RU1152_134393260566238,14
RU1152_131227046004518,1
RU1152_131080064755635,14
RU1152_195488078478619,14
RU1152_125050614921645,14
RU1152_240152535755109,14
RU1152_166480155895733,14
RU1152_226942258404765,14
RU1152_121889786878245,14
RU1152_228044305292635,14
RU1152_201587065511142,14
RU1152_239460355791221,14
RU1152_191166554200798,14
RU1152_160921482836902,14
RU1152_157623915014453,14
RU1152_161409794009307,14
RU1152_133967254349724,1
RU1152_196654161377707,14
RU1152_125247364939100,14
RU1152_236700558609715,14
RU1152_130134916328859,14
RU1152_239517117828388,14
RU1152_135022695566117,14
RU1152_125745325632860,14
RU1152_129660428961581,14
RU1152_166477694658980,14
RU1152_227296995633910,14
RU1152_195486052728030,14
RU1152_157697975970205,14
RU1152_226212260465901,14
RU1152_165920839776036,14
RU1152_192662364706524,14
RU1152_235668692944683,14
RU1152_130615925757675,14
RU1152_227862589393644,14
RU1152_121889759902430,14
RU1152_230679133481830,14
RU1152_240628319017371,14
RU1152_121751127382262,14
RU1152_121748858198371,14
RU1152_196515649506676,14
RU1152_241055655115549,14
RU1152_191689582139227,14
RU1152_160218196949798,14
RU1152_205861517190940,14
RU1152_196664886188894,14
RU1152_125804771429158,14
RU1152_156572855450357,14
RU1152_235058941057317,14
RU1152_234992247979436,14
RU1152_130049304086814,14
RU1152_192308969847142,14
RU1152_196046424229734,14
RU1152_235748403076443,14
RU1152_126700257687470,14
RU1152_130132653303603,14
RU1152_232252211382173,14
RU1152_156941820737436,14
RU1152_199823149651804,14
RU1152_230601838770092,14
RU1152_227509494302942,14
RU1152_205294952668067,14
RU1152_196654134901491,14
RU1152_165380357315427,14
RU1152_122497256250214,14
RU1152_232448572738484,14
RU1152_226392668850908,14
RU1152_231916099451627,14
RU1152_232455907953574,14
RU1152_239939129861998,14
RU1152_164761869182812,14
RU1152_126227542100206,14
RU1152_134377557056806,14
RU1152_165251776956332,14
RU1152_155911449340701,14
RU1152_239596318119669,14
RU1152_155842550357291,14
RU1152_134954961784043,14
RU1152_120729984265460,14
RU1152_236770383485867,14
RU1152_230600528739573,4
RU1152_122378461338867,14
RU1152_157684197936484,14
RU1152_122283735308587,14
RU1152_204359601612524,14
RU1152_240489958848435,14
RU1152_227922866268470,14
RU1152_240152489638819,14
RU1152_192247780755694,14
RU1152_239595666697444,14
RU1152_205915453835685,14
RU1152_191621955206005,14
RU1152_231684171282357,14
RU1152_236245157336997,14
RU1152_165878592129460,14
RU1152_130546043897710,14
RU1152_227862620551605,14
RU1152_169777349446492,14
RU1152_126777613313822,14
RU1152_204842803849628,14
RU1152_121887370984821,14
RU1152_192186322373494,14
RU1152_195959557831005,14
RU1152_126267404799221,20
RU1152_196087360707814,14
RU1152_126836668807075,14
RU1152_131174420334827,14
RU1152_169560855989603,14
RU1152_236230137788204,5
RU1152_130598638872419,14
RU1152_195622430160693,14
RU1152_195547389967670,7
RU1152_169717307394860,14
RU1152_161317559854883,0
RU1152_161332485351149,14
RU1152_135022722901814,14
RU1152_227295685208803,14
RU1152_121731934472950,14
RU1152_164710464535454,14
RU1152_165182808153326,14
RU1152_129586387413277,14
RU1152_160361944303852,14
RU1152_231754935527324,14
RU1152_227905807247155,0
RU1152_206068837206748,14
RU1152_165790499851166,14
RU1152_166480137313571,14
RU1152_192118676450611,14
RU1152_126904027208116,14
RU1152_125786502687973,12
RU1152_121322570173363,14
RU1152_191072065211118,14
RU1152_192661037955803,14
RU1152_134060503873966,14
RU1152_200982568057630,14
RU1152_165248421280044,14
RU1152_231751802281379,1
RU1152_240618627816861,14
RU1152_240482262633710,14
RU1152_121254284815598,14
RU1152_226884396367150,14
RU1152_169220298987828,14
RU1152_120847183796534,14
RU1152_205932364708278,14
RU1152_155842577033949,14
RU1152_192883167554475,14
RU1152_197254758677925,14
RU1152_126268658900205,14
RU1152_165945566742316,15
RU1152_133984146799843,14
RU1152_134594407058275,14
RU1152_170677500857700,14
RU1152_130127284529908,14
RU1152_191141947033436,14
RU1152_156049514120924,14
RU1152_126284331375851,14
RU1152_192189946293620,14
RU1152_240018540423396,14
RU1152_228066869074150,14
RU1152_196046411681011,14
RU1152_204772979457381,12
RU1152_161943431887796,14
RU1152_201104122898333,14
RU1152_133846994664284,14
RU1152_226970295037213,14
RU1152_236176840812902,14
RU1152_230609252927836,4
RU1152_240153831816092,14
RU1152_162080077266157,14
RU1152_160919094455030,14
RU1152_131174432369883,14
RU1152_200494265551277,14
RU1152_121963862149541,14
RU1152_165258084903852,14
RU1152_196104808675573,14
RU1152_204359601870565,14
RU1152_169793589201644,14
RU1152_134396884675883,14
RU1152_161538796571876,14
RU1152_199944347765669,14
RU1152_121416388102876,14
RU1152_165945535842164,14
RU1152_122436428623134,14
RU1152_165875773496236,14
RU1152_122359133387110,14
RU1152_164710463954348,14
RU1152_236245169851803,14
RU1152_240162180648219,14
RU1152_231349298056627,14
RU1152_241046943644590,15
RU1152_236161839586531,14
RU1152_196730684357427,14
RU1152_169787280963486,14
RU1152_232252193031989,14
RU1152_170738731376043,14
RU1152_236221654752045,14
RU1152_227915483994916,14
RU1152_165182776425387,14
RU1152_230601838934764,14
RU1152_200896649783029,14
RU1152_126904027462964,14
RU1152_120786773272862,14
RU1152_130608320931702,14
RU1152_130074640276212,14
RU1152_226213442009324,14
RU1152_157560283548020,4
RU1152_166273817370020,14
RU1152_131227019041195,14
RU1152_169081832331564,14
RU1152_235748403337116,14
RU1152_201587084872494,14
RU1152_121338688879388,14
RU1152_191234987125165,14
RU1152_200432946432883,14
RU1152_205366758402411,14
RU1152_230609221019500,14
RU1152_240617715841756,14
RU1152_157697975937254,14
RU1152_125127896553884,14
RU1152_135135351229278,14
RU1152_122379400500972,14
RU1152_195536664873694,14
RU1152_192265766157668,14
RU1152_235668678327590,14
RU1152_230738101164766,14
RU1152_240617715845541,12
RU1152_126888176936691,14
RU1152_231349968889590,14
RU1152_206061348539307,14
RU1152_157491728960235,14
RU1152_204746135550709,14
RU1152_160438211463012,14
RU1152_157606887676702,14
RU1152_133921842556139,14
RU1152_165371888974629,14
RU1152_200417882818278,14
RU1152_165191532099891,14
RU1152_201448705932587,14
RU1152_156514592340851,14
RU1152_239589223786278,14
RU1152_134513501621550,14
RU1152_231684183844707,14
RU1152_135547755874022,14
RU1152_122379400342443,14
RU1152_232251004181875,14
RU1152_135693696653091,14
RU1152_134387892078517,14
RU1152_121886450244909,14
RU1152_231751801559974,14
RU1152_204911370684340,14
RU1152_165729296078763,14
RU1152_165723149327261,14
RU1152_133906836708060,14
RU1152_228067659691876,14
RU1152_192677424875748,14
RU1152_155973292248414,14
RU1152_133924285274403,14
RU1152_231289985644787,14
RU1152_231366221228390,14
RU1152_197074397084517,14
RU1152_170672147027803,14
RU1152_135485256488812,14
RU1152_129593871850909,14
RU1152_121416373983974,14
RU1152_165182775868774,14
RU1152_232236105455469,14
RU1152_226884395654565,14
RU1152_165851864623524,14
RU1152_231754935159580,12
RU1152_131165976484788,14
RU1152_192120152766835,14
RU1152_165782043704174,14
RU1152_157673025845981,14
RU1152_130142297869741,14
RU1152_129440058567404,14
RU1152_239594458015654,14
RU1152_169768847010213,14
RU1152_232251003460845,14
RU1152_191020359674147,14
RU1152_236161808616675,14
RU1152_130204816076070,14
RU1152_226949806053723,14
RU1152_165851836599077,14
RU1152_121817846467427,1
RU1152_130538528198006,14
RU1152_129997330602845,14
RU1152_236245170178870,14
RU1152_200897576483171,14
RU1152_239406553880493,14
