Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU1229A_Frozen_164710463950109,0.0015185687,0.022621522,0.009693382,0.011121788,0.0012804804,0.44610783,0.010258396,0.039582144,0.042843305,0.16150276,0.022585578,0.03774693,0.004660681,0.07433548,0.0015279356,0.001775182,0.003942619,0.062196568,0.7552905,0.005630465,0.036574826,0.0057500335,0.18827814,0.0015189047,0.09268563,0.049458288,0.0016893969,0.089650735,0.010779457,0.056108896,0.03907507,0.101472564,0.049809624,0.1937577,0.0023765983,1.2280744,0.0014571414,0.0028515123,0.19301242,0.008142768,0.013757877,0.19581708,0.08132892,0.17159756,0.12588397,0.0022385146,0.00017117523,0.009661751,0.016346358,0.0974086,0.09801319,1.4158338,0.038964212,0.015855731,0.014723392,2.1052377,0.52112085,0.035692345,0.44239524,0.009934132,0.011257563,0.0005090108,2.7007292e-05,0.0037399374,0.9968495,0.11400611,0.0030652417,0.0040230053,4.973048e-05,0.15953384,0.016229901,0.002894943,0.13021302,0.00253461,0.013590118,0.0016345457,0.0003629332,0.10086461,0.26645786,0.1432817,0.27298582,0.014535538,0.23833315,0.09280428,0.0026896163,1.4893001
RU1229A_Frozen_165378362850604,0.14154129,0.13149062,0.06343643,0.005205327,0.0013657282,1.5010444,0.03190917,0.0038966124,0.17618166,1.2795658,0.087242946,0.08190055,0.0052520665,0.32218856,0.00068514113,0.00830298,0.01712349,0.28637624,4.4012485,0.18829069,0.0108370315,0.06684643,1.3861461,0.0017591239,0.50046575,0.16387503,0.017133549,0.1996107,0.15272973,0.87932503,0.5252902,0.4341124,0.270162,0.42129853,0.003622834,4.316235,0.051505808,0.0052041435,0.8467375,0.119283214,0.35875022,1.1524781,0.7140113,0.07034712,0.7270615,0.003631318,0.0004502037,0.03265091,0.048174858,0.72684515,0.18833804,4.0643826,0.41735098,0.27152574,0.17945485,3.589307,3.622922,0.19405064,1.0714456,0.016927632,0.1259481,0.0008518601,0.013939227,0.0034578084,2.9855633,0.75429887,0.056596775,0.013101585,0.009472972,0.45093682,0.014848695,0.049284447,0.6437018,0.011698302,0.0030283986,0.026235936,0.012496887,0.48121828,1.6933599,0.5969613,1.1963856,0.1407446,0.8130513,0.2582784,0.0016818428,3.069992
RU1229A_Frozen_204770951223157,0.07164523,0.10817713,0.038999576,0.014389255,0.0035035536,1.258945,0.013989182,0.014124992,0.27132043,1.1713836,0.13528274,0.098256715,0.001043232,0.26402354,5.1853058e-05,0.003030621,0.009833464,0.2725354,4.242385,0.14442389,0.008956317,0.05336516,1.3528826,0.000695421,0.5022258,0.1397416,0.011624362,0.2699342,0.15707089,1.2795316,0.56842184,0.3718377,0.26223993,0.37066948,0.011572682,4.481101,0.08859363,0.0102534285,0.5227114,0.20527141,0.3301896,1.3008531,0.4557012,0.1297318,0.70442027,0.0031788903,0.0016064049,0.027123662,0.07582375,0.67414045,0.16176789,3.8654652,0.46644557,0.34976867,0.15928574,3.0104408,3.4164386,0.24084803,1.1495732,0.021389155,0.12924522,2.2943052e-05,0.010000302,0.0009844707,2.6258595,0.6696689,0.04725562,0.006676455,0.0033391735,0.4204451,0.005606466,0.03054483,0.52488124,0.018411225,0.0072433036,0.067941226,0.020440726,0.3666372,1.9322923,0.54699093,1.0374999,0.17488816,0.78149885,0.18448581,7.7226425e-05,1.9554169
RU1229A_Frozen_156572874925811,0.0864573,0.13974047,0.075162545,0.0016032894,0.0011681146,1.5599842,0.035941396,0.0037716455,0.12570012,1.1352283,0.049086653,0.06525758,0.0013403716,0.26111904,0.00078073173,0.019094544,0.024115138,0.23958652,4.2281923,0.13769731,0.011484827,0.05527415,1.3792179,0.00042973878,0.44476444,0.109920345,0.012970037,0.17073058,0.13399555,0.72044075,0.40996534,0.4352944,0.22271307,0.31792217,0.00079900824,4.045685,0.03339575,0.0024665,0.9366799,0.07506872,0.303117,1.2388918,0.7362749,0.033423796,0.76103795,0.0005061064,7.573422e-05,0.055953994,0.052588683,0.65903705,0.17577715,3.8768044,0.3799016,0.20599546,0.16359124,3.5928545,3.2404916,0.13546295,1.0669966,0.016840488,0.10415623,0.00059708644,0.008659467,0.0014580596,2.7237184,0.8035132,0.058743477,0.008247565,0.002329256,0.46591207,0.0035552916,0.10010298,0.6233742,0.016121946,0.0020648066,0.016389536,0.010585129,0.48178506,1.4874096,0.56203544,1.3437438,0.1172001,0.8415585,0.23938303,0.0026012051,2.898591
RU1229A_Frozen_157697990580957,0.12242994,0.10344379,0.046081122,0.0033401558,0.005232608,1.4937559,0.023111645,0.002487509,0.14420673,0.9819257,0.055690996,0.059698306,0.00092228653,0.2521628,9.905309e-05,0.0063707745,0.0290922,0.22013743,4.3944263,0.15585345,0.009804979,0.04751855,1.1499779,0.0020447588,0.4185054,0.1235208,0.01757251,0.15211362,0.10592794,0.87624735,0.44751278,0.3896306,0.19361416,0.29993856,0.00092868,4.204885,0.03501114,0.001729042,0.7310669,0.07071706,0.25151715,1.0737721,0.55765915,0.030320464,0.62248904,0.0014805424,0.0008175597,0.03741045,0.038526475,0.6861858,0.15358272,4.1521983,0.34943995,0.17945401,0.12296787,3.5174665,3.537986,0.13000815,0.9129624,0.013378752,0.08335828,0.00066822773,0.0066273734,0.002763279,2.80854,0.69145787,0.05075399,0.005396858,0.002522524,0.35524857,0.0044127246,0.08069436,0.5352702,0.015943926,0.004086363,0.017271634,0.0072377347,0.42687616,1.554513,0.4426411,1.130527,0.12056819,0.7081633,0.17486541,0.00078208034,2.8608088
RU1229A_Frozen_156031709309156,0.09257563,0.15492962,0.047910932,0.01575149,0.0025469274,1.5436639,0.05752667,0.003649379,0.2231237,1.354944,0.07649625,0.04550792,0.008064306,0.34114707,0.0035753069,0.0022272973,0.027463665,0.18556458,4.424182,0.124079295,0.009766693,0.06991979,1.2193136,0.0032951431,0.5334386,0.15913764,0.0137635935,0.27317894,0.12520021,0.93251294,0.38790596,0.42985818,0.29975107,0.50222504,0.0039480636,4.3669043,0.036608312,0.0074149226,0.91785383,0.053255532,0.39716524,1.1390302,0.79257727,0.048822433,0.7911215,0.0066423165,6.061361e-05,0.018807461,0.055187922,0.587508,0.15636756,4.052069,0.41767588,0.23264076,0.19404238,3.4053195,3.5412688,0.13751192,1.0072482,0.030226387,0.09384909,0.00088056235,0.005787751,0.0033470336,2.9158654,0.6503028,0.052483227,0.009103914,0.0027898476,0.46516582,0.005509106,0.111885525,0.66862774,0.00582986,0.0012573708,0.008587659,0.0048110206,0.57957613,1.7697688,0.6396869,1.182266,0.10928152,0.84599876,0.30711058,0.0009170539,2.9748673
RU1229A_Frozen_162011062946140,0.14921358,0.086158544,0.036625806,0.011006343,0.008360494,1.5210743,0.012655673,0.004973136,0.22870314,0.95288384,0.085028514,0.07922288,0.0012568553,0.27885923,1.5225587e-06,0.003179685,0.02160788,0.29987633,4.4029665,0.20665441,0.009888731,0.0638195,1.2304136,0.002838544,0.4492916,0.14436665,0.025242418,0.1809546,0.12756641,0.9444908,0.61487657,0.4022558,0.25338253,0.38636988,0.0032988875,4.3196115,0.05619905,0.0036145179,0.6437993,0.14944014,0.26096016,1.0881718,0.39814007,0.05730862,0.5750434,0.0021061872,0.0024643973,0.028526211,0.04257827,0.73890245,0.15308166,4.139206,0.38200006,0.27903315,0.15012646,3.5048745,3.7357285,0.20218752,0.9169194,0.016579844,0.09527271,0.00011739506,0.00830265,0.0012873214,2.8841994,0.66756415,0.05841002,0.0059201834,0.007880543,0.3047308,0.0154603105,0.0347652,0.48719984,0.013920448,0.009190746,0.034941692,0.002857057,0.41787016,1.6664555,0.41337806,1.052078,0.13248403,0.68317497,0.1713595,0.00014246705,2.8006344
RU1229A_Frozen_226273437338908,0.02594462,0.1368871,0.05468404,0.013841721,0.0011133575,1.5544777,0.04019892,0.002301629,0.16216691,1.059252,0.0957615,0.047795493,0.009437609,0.27969474,4.4534652e-05,0.006661004,0.0522065,0.22682038,3.0532048,0.06157129,0.015172636,0.045732554,0.9381419,0.0009501606,0.53459466,0.223954,0.005775566,0.23084639,0.12918942,0.45114064,0.61763084,0.43022767,0.14155105,0.35489506,0.0066332966,3.6971138,0.014711779,0.010836265,0.784674,0.13404335,0.2618275,0.8184817,0.4316096,0.21700072,0.6336107,0.0023527257,0.00093519426,0.06039168,0.062501974,0.59283054,0.3390543,3.4525206,0.2848272,0.21425188,0.11840751,3.632648,2.331757,0.1562789,1.1736237,0.01832115,0.27797958,6.940197e-06,0.015883237,0.0013621554,3.0166178,0.8148804,0.015805168,0.025717178,0.0025063967,0.36257926,0.018534182,0.06128137,0.6759884,0.009546654,0.010853978,0.03375661,0.0017710248,0.4041436,1.1358593,0.45533887,1.0325997,0.11437906,0.8230004,0.27443695,0.000108619584,2.7521496
RU1229A_Frozen_239458986900830,0.053624075,0.08715431,0.036673997,0.016563363,0.001753381,1.2996511,0.008071923,0.010340806,0.33823192,0.9799599,0.1526639,0.10644532,0.0004802509,0.21859445,8.653633e-06,0.0008271303,0.006638835,0.28513667,3.805335,0.13909513,0.0034181308,0.06646911,1.356241,0.0011265085,0.5004885,0.134301,0.018940926,0.25300667,0.14233859,1.0454822,0.65661013,0.38097203,0.24705197,0.43650463,0.00380136,4.133065,0.059791826,0.0045764996,0.42312807,0.23103431,0.26024598,1.0661503,0.22761697,0.1650461,0.6323881,0.005011267,0.00097000727,0.027858578,0.037378773,0.6410752,0.15656747,3.7367227,0.36998647,0.35277158,0.12193628,3.421915,3.318199,0.25419274,1.146842,0.0108811,0.08542056,1.2602504e-05,0.00837642,0.0007730563,2.9675624,0.63708824,0.049542118,0.013737594,0.007054343,0.25509313,0.018229125,0.015771514,0.44497883,0.011097895,0.006540562,0.07723951,0.0032886579,0.38806403,1.431415,0.44450873,0.8630684,0.1589255,0.6879314,0.17196998,9.559558e-05,1.5397662
RU1229A_Frozen_164779317456299,0.031835996,0.18992159,0.11734796,0.023254616,0.00512553,1.603061,0.043245077,0.0056106513,0.23911248,1.2346838,0.11540216,0.06538928,0.003317268,0.3673775,6.9897737e-06,0.006776712,0.03713118,0.31607535,4.1336517,0.1313384,0.010226881,0.08703218,1.2437563,0.00038856544,0.7595402,0.29976764,0.01233193,0.37204522,0.16103084,0.61316586,0.61078686,0.4968118,0.17658344,0.5119014,0.010061485,4.2499614,0.021136321,0.01123794,0.8637576,0.12488206,0.3156347,1.0053575,0.6706229,0.27008697,0.72172916,0.0017311149,0.0025977017,0.0715422,0.07786498,0.7098065,0.15191372,3.8527367,0.40118498,0.3227248,0.20679921,3.391769,3.4243846,0.25707957,1.1028559,0.026550809,0.14257134,3.7005611e-06,0.007457422,0.008945181,3.0248668,0.80757517,0.023065565,0.032442324,0.016608166,0.46716318,0.007962535,0.039478824,0.7764379,0.017396512,0.003534527,0.045572,0.0018556034,0.44669706,1.7719249,0.61974514,1.1295668,0.11037748,0.92960197,0.26056722,0.00010553149,2.786993
RU1229A_Frozen_134513520130804,0.15388075,0.11647009,0.04083974,0.0039307405,0.002878622,1.6022357,0.03068956,0.007097879,0.26290926,1.1438527,0.12458096,0.07108063,0.0030073354,0.3156081,1.6288752e-05,0.0066393567,0.02566535,0.27758977,4.3197265,0.19661933,0.0122155305,0.07332779,1.3579538,0.003496881,0.4689844,0.13832672,0.02380856,0.25648037,0.11934837,0.8781169,0.55137813,0.4057955,0.3012397,0.42492187,0.011748634,4.387546,0.04272502,0.010171297,0.6534792,0.117899135,0.3251556,1.0442702,0.49970096,0.15803695,0.6028056,0.0027188004,0.004260921,0.018724877,0.054341808,0.72333014,0.15231834,4.051733,0.3780281,0.26383212,0.18970318,3.5958025,3.4966552,0.20383622,0.999696,0.016218651,0.10270976,0.00076530245,0.015416484,0.001258791,2.9059334,0.75196457,0.062142305,0.009837682,0.012611325,0.37442607,0.013088037,0.03924039,0.61788523,0.020222155,0.012525659,0.02246691,0.007511887,0.47721356,1.6876992,0.50914556,0.9870544,0.13535745,0.7426249,0.22809905,0.0002632614,3.2401214
RU1229A_Frozen_197074416417204,0.06736921,0.13748558,0.04736746,0.0113978665,0.0023902142,1.2206581,0.028063586,0.0076477523,0.15968142,1.3743693,0.08677696,0.08164121,0.0003843493,0.26742718,7.529049e-05,0.0134625165,0.00782761,0.20236894,4.4480314,0.12521017,0.020219052,0.04868152,1.3993279,0.00024167635,0.45331436,0.10157464,0.0089730965,0.27114964,0.17155647,0.918598,0.37669244,0.34343654,0.2741629,0.25471163,0.012430878,4.4913683,0.12829521,0.010339699,0.7297719,0.08898483,0.35995507,1.4661564,0.9352366,0.041071814,0.8631578,0.00031605622,0.00051174744,0.014992142,0.059488546,0.58316976,0.12472736,3.7883394,0.4601993,0.22549304,0.1673142,2.4947393,3.3683853,0.19288321,1.0706654,0.04140338,0.21041752,2.5178777e-05,0.013267009,0.0017172664,2.7229364,0.7292731,0.052238684,0.008806336,0.0029816923,0.6063992,0.0012254259,0.05213169,0.70158416,0.021877123,0.0029830972,0.020006115,0.019401165,0.39426517,2.156691,0.6463527,1.2728462,0.16230842,0.84035236,0.2700925,9.602456e-05,2.5555744
