cluster,gene,perturb,mean,count,std,ci95_hi,ci95_lo,ci_sig,mean_sig
Arc_1,RORB,knockdown,-0.016398,1,,,,no,no
Arc_1,RUNX1,activate,-0.221811,1,,,,no,no
Arc_1,RUNX1,knockdown,0.024562,1,,,,no,no
Arc_1,SIX1,activate,-0.00925,1,,,,no,no
Arc_1,SIX1,knockdown,-0.382376,1,,,,no,yes
Arc_1,SIX4,activate,-0.009163,1,,,,no,no
Arc_1,SIX4,knockdown,-0.047372,1,,,,no,no
Arc_1,SMAD3,activate,-0.158935,1,,,,no,no
Arc_1,SMAD3,knockdown,0.032884,1,,,,no,no
Arc_1,SOX11,activate,-0.044043,1,,,,no,no
Arc_1,SOX11,knockdown,0.015662,1,,,,no,no
Arc_1,STAT1,activate,0.003626,1,,,,no,no
Arc_1,STAT1,knockdown,-0.002751,1,,,,no,no
Arc_1,STAT2,activate,0.089979,1,,,,no,no
Arc_1,STAT2,knockdown,0.099036,1,,,,no,no
Arc_1,TBX15,activate,0.049107,1,,,,no,no
Arc_1,TBX15,knockdown,-0.039839,1,,,,no,no
Arc_1,TCF4,activate,0.069411,1,,,,no,no
Arc_1,TCF4,knockdown,-0.525683,1,,,,no,yes
Arc_1,TCF7L1,activate,0.03157,1,,,,no,no
Arc_1,TCF7L1,knockdown,-0.109776,1,,,,no,no
Arc_1,TCF7L2,activate,-0.221601,1,,,,no,no
Arc_1,TCF7L2,knockdown,0.029187,1,,,,no,no
Arc_1,TEAD1,activate,-0.022022,1,,,,no,no
Arc_1,TEAD1,knockdown,-0.246128,1,,,,no,no
Arc_1,TFDP1,activate,0.06165,1,,,,no,no
Arc_1,TFDP1,knockdown,-0.36321,1,,,,no,yes
Arc_1,THRB,activate,-0.005063,1,,,,no,no
Arc_1,THRB,knockdown,-0.144849,1,,,,no,no
Arc_1,ZBTB20,activate,0.001769,1,,,,no,no
Arc_1,ZBTB20,knockdown,0.011055,1,,,,no,no
Arc_1,ZBTB7A,activate,0.038104,1,,,,no,no
Arc_1,ZBTB7A,knockdown,-0.061738,1,,,,no,no
Arc_1,ZEB1,activate,-0.128083,1,,,,no,no
Arc_1,ZEB1,knockdown,0.019464,1,,,,no,no
Arc_1_Generalist_NE,ASCL1,activate,-0.201151,1,,,,no,no
Arc_1_Generalist_NE,ASCL1,knockdown,-0.043799,1,,,,no,no
Arc_1_Generalist_NE,BACH1,activate,-0.580225,1,,,,no,yes
Arc_1_Generalist_NE,BACH1,knockdown,0.020781,1,,,,no,no
Arc_1_Generalist_NE,BACH2,activate,-0.188337,1,,,,no,no
Arc_1_Generalist_NE,BACH2,knockdown,0.048319,1,,,,no,no
Arc_1_Generalist_NE,CREB1,activate,-0.025022,1,,,,no,no
Arc_1_Generalist_NE,CREB1,knockdown,0.222445,1,,,,no,no
Arc_1_Generalist_NE,CUX1,activate,-0.082776,1,,,,no,no
Arc_1_Generalist_NE,CUX1,knockdown,-0.016401,1,,,,no,no
Arc_1_Generalist_NE,CUX2,activate,-0.046572,1,,,,no,no
Arc_1_Generalist_NE,CUX2,knockdown,0.003145,1,,,,no,no
Arc_1_Generalist_NE,EGR1,activate,0.310975,1,,,,no,no
Arc_1_Generalist_NE,EGR1,knockdown,0.083964,1,,,,no,no
Arc_1_Generalist_NE,EHF,activate,-0.327889,1,,,,no,yes
Arc_1_Generalist_NE,EHF,knockdown,-0.058803,1,,,,no,no
Arc_1_Generalist_NE,EPCAM,activate,0.029565,1,,,,no,no
Arc_1_Generalist_NE,EPCAM,knockdown,-0.002143,1,,,,no,no
Arc_1_Generalist_NE,ESR1,activate,-0.074692,1,,,,no,no
Arc_1_Generalist_NE,ESR1,knockdown,-0.021177,1,,,,no,no
Arc_1_Generalist_NE,ETS1,activate,-0.135662,1,,,,no,no
Arc_1_Generalist_NE,ETS1,knockdown,-0.064278,1,,,,no,no
Arc_1_Generalist_NE,FOS,activate,-0.026373,1,,,,no,no
Arc_1_Generalist_NE,FOS,knockdown,-0.236423,1,,,,no,no
Arc_1_Generalist_NE,FOXO3,activate,-0.360646,1,,,,no,yes
Arc_1_Generalist_NE,FOXO3,knockdown,-0.000815,1,,,,no,no
Arc_1_Generalist_NE,GRHL2,activate,-0.396617,1,,,,no,yes
Arc_1_Generalist_NE,GRHL2,knockdown,0.007082,1,,,,no,no
Arc_1_Generalist_NE,HES1,activate,-0.066072,1,,,,no,no
Arc_1_Generalist_NE,HES1,knockdown,-0.031056,1,,,,no,no
Arc_1_Generalist_NE,HIF1A,activate,0.011416,1,,,,no,no
Arc_1_Generalist_NE,HIF1A,knockdown,-0.032477,1,,,,no,no
Arc_1_Generalist_NE,HSF2,activate,-0.07348,1,,,,no,no
Arc_1_Generalist_NE,HSF2,knockdown,-0.024369,1,,,,no,no
Arc_1_Generalist_NE,ICAM1,activate,-0.076323,1,,,,no,no
Arc_1_Generalist_NE,ICAM1,knockdown,-0.051651,1,,,,no,no
Arc_1_Generalist_NE,JUN,activate,-0.067982,1,,,,no,no
Arc_1_Generalist_NE,JUN,knockdown,-0.317708,1,,,,no,yes
Arc_1_Generalist_NE,JUNB,activate,0.071034,1,,,,no,no
Arc_1_Generalist_NE,JUNB,knockdown,-0.126552,1,,,,no,no
Arc_1_Generalist_NE,JUND,activate,-0.350977,1,,,,no,yes
Arc_1_Generalist_NE,JUND,knockdown,0.000606,1,,,,no,no
Arc_1_Generalist_NE,KMT2A,activate,-0.010134,1,,,,no,no
Arc_1_Generalist_NE,KMT2A,knockdown,0.006314,1,,,,no,no
Arc_1_Generalist_NE,LMX1B,activate,0.039489,1,,,,no,no
Arc_1_Generalist_NE,LMX1B,knockdown,-0.056729,1,,,,no,no
Arc_1_Generalist_NE,MEIS2,activate,0.038301,1,,,,no,no
Arc_1_Generalist_NE,MEIS2,knockdown,0.044335,1,,,,no,no
Arc_1_Generalist_NE,NCAM1,activate,-0.008713,1,,,,no,no
Arc_1_Generalist_NE,NCAM1,knockdown,-0.049391,1,,,,no,no
Arc_1_Generalist_NE,NFATC2,activate,-0.003192,1,,,,no,no
Arc_1_Generalist_NE,NFATC2,knockdown,-0.140135,1,,,,no,no
Arc_1_Generalist_NE,NFIA,activate,-0.5833,1,,,,no,yes
Arc_1_Generalist_NE,NFIA,knockdown,-0.049414,1,,,,no,no
Arc_1_Generalist_NE,NFIB,activate,-0.381264,1,,,,no,yes
Arc_1_Generalist_NE,NFIB,knockdown,-0.053281,1,,,,no,no
Arc_1_Generalist_NE,NFIX,activate,0.043124,1,,,,no,no
Arc_1_Generalist_NE,NFIX,knockdown,0.082287,1,,,,no,no
Arc_1_Generalist_NE,NFKB1,activate,0.054004,1,,,,no,no
Arc_1_Generalist_NE,NFKB1,knockdown,0.019523,1,,,,no,no
Arc_1_Generalist_NE,NFYC,activate,-0.370244,1,,,,no,yes
Arc_1_Generalist_NE,NFYC,knockdown,-0.00664,1,,,,no,no
Arc_1_Generalist_NE,NR3C2,activate,0.01116,1,,,,no,no
Arc_1_Generalist_NE,NR3C2,knockdown,-0.004823,1,,,,no,no
Arc_1_Generalist_NE,NR6A1,activate,-0.087855,1,,,,no,no
Arc_1_Generalist_NE,NR6A1,knockdown,0.007013,1,,,,no,no
Arc_1_Generalist_NE,PBX1,activate,0.071896,1,,,,no,no
Arc_1_Generalist_NE,PBX1,knockdown,0.015493,1,,,,no,no
Arc_1_Generalist_NE,PPARG,activate,0.010694,1,,,,no,no
Arc_1_Generalist_NE,PPARG,knockdown,0.08436,1,,,,no,no
Arc_1_Generalist_NE,PROX1,activate,-0.013955,1,,,,no,no
Arc_1_Generalist_NE,PROX1,knockdown,-0.025394,1,,,,no,no
Arc_1_Generalist_NE,RBPJ,activate,-0.530252,1,,,,no,yes
Arc_1_Generalist_NE,RBPJ,knockdown,-0.043962,1,,,,no,no
Arc_1_Generalist_NE,REST,activate,-0.096801,1,,,,no,no
Arc_1_Generalist_NE,REST,knockdown,-0.043962,1,,,,no,no
Arc_1_Generalist_NE,RORA,activate,-0.293875,1,,,,no,no
Arc_1_Generalist_NE,RORA,knockdown,-0.019756,1,,,,no,no
Arc_1_Generalist_NE,RORB,activate,-0.075857,1,,,,no,no
Arc_1_Generalist_NE,RORB,knockdown,-0.015726,1,,,,no,no
Arc_1_Generalist_NE,RUNX1,activate,-0.324255,1,,,,no,yes
Arc_1_Generalist_NE,RUNX1,knockdown,0.004729,1,,,,no,no
Arc_1_Generalist_NE,SIX1,activate,-0.491065,1,,,,no,yes
Arc_1_Generalist_NE,SIX1,knockdown,-0.075484,1,,,,no,no
Arc_1_Generalist_NE,SIX4,activate,-0.028796,1,,,,no,no
Arc_1_Generalist_NE,SIX4,knockdown,-0.051511,1,,,,no,no
Arc_1_Generalist_NE,SMAD3,activate,0.044009,1,,,,no,no
Arc_1_Generalist_NE,SMAD3,knockdown,0.002633,1,,,,no,no
Arc_1_Generalist_NE,SOX11,activate,0.058523,1,,,,no,no
Arc_1_Generalist_NE,SOX11,knockdown,0.101041,1,,,,no,no
Arc_1_Generalist_NE,STAT1,activate,-0.229038,1,,,,no,no
Arc_1_Generalist_NE,STAT1,knockdown,-0.044126,1,,,,no,no
Arc_1_Generalist_NE,STAT2,activate,-0.045407,1,,,,no,no
Arc_1_Generalist_NE,STAT2,knockdown,-0.070195,1,,,,no,no
Arc_1_Generalist_NE,TBX15,activate,-0.113133,1,,,,no,no
Arc_1_Generalist_NE,TBX15,knockdown,0.003891,1,,,,no,no
Arc_1_Generalist_NE,TCF4,activate,-0.309694,1,,,,no,yes
Arc_1_Generalist_NE,TCF4,knockdown,-0.055681,1,,,,no,no
Arc_1_Generalist_NE,TCF7L1,activate,-0.299932,1,,,,no,no
Arc_1_Generalist_NE,TCF7L1,knockdown,-0.051744,1,,,,no,no
Arc_1_Generalist_NE,TCF7L2,activate,-0.092654,1,,,,no,no
Arc_1_Generalist_NE,TCF7L2,knockdown,-0.038837,1,,,,no,no
Arc_1_Generalist_NE,TEAD1,activate,-0.441628,1,,,,no,yes
Arc_1_Generalist_NE,TEAD1,knockdown,-0.082054,1,,,,no,no
Arc_1_Generalist_NE,TFDP1,activate,-0.122988,1,,,,no,no
Arc_1_Generalist_NE,TFDP1,knockdown,-0.009552,1,,,,no,no
Arc_1_Generalist_NE,THRB,activate,-0.236983,1,,,,no,no
Arc_1_Generalist_NE,THRB,knockdown,0.022692,1,,,,no,no
Arc_1_Generalist_NE,ZBTB20,activate,-0.022599,1,,,,no,no
Arc_1_Generalist_NE,ZBTB20,knockdown,-0.035971,1,,,,no,no
Arc_1_Generalist_NE,ZBTB7A,activate,-0.035925,1,,,,no,no
Arc_1_Generalist_NE,ZBTB7A,knockdown,-0.032151,1,,,,no,no
Arc_1_Generalist_NE,ZEB1,activate,-0.058663,1,,,,no,no
Arc_1_Generalist_NE,ZEB1,knockdown,-0.398784,1,,,,no,yes
Arc_3,ASCL1,activate,-0.241452,1,,,,no,no
Arc_3,ASCL1,knockdown,0.032143,1,,,,no,no
Arc_3,BACH1,activate,-0.635944,1,,,,no,yes
Arc_3,BACH1,knockdown,-0.019829,1,,,,no,no
Arc_3,BACH2,activate,-0.245443,1,,,,no,no
Arc_3,BACH2,knockdown,0.051217,1,,,,no,no
Arc_3,CREB1,activate,-0.387714,1,,,,no,yes
Arc_3,CREB1,knockdown,-0.005285,1,,,,no,no
Arc_3,CUX1,activate,-0.057887,1,,,,no,no
Arc_3,CUX1,knockdown,-0.034157,1,,,,no,no
Arc_3,CUX2,activate,0.094434,1,,,,no,no
Arc_3,CUX2,knockdown,0.137256,1,,,,no,no
Arc_3,EGR1,activate,0.057851,1,,,,no,no
Arc_3,EGR1,knockdown,0.123234,1,,,,no,no
Arc_3,EHF,activate,-0.487524,1,,,,no,yes
Arc_3,EHF,knockdown,-0.00302,1,,,,no,no
Arc_3,EPCAM,activate,0.010391,1,,,,no,no
Arc_3,EPCAM,knockdown,-0.01582,1,,,,no,no
Arc_3,ESR1,activate,-0.139575,1,,,,no,no
Arc_3,ESR1,knockdown,0.067307,1,,,,no,no
Arc_3,ETS1,activate,-0.106137,1,,,,no,no
Arc_3,ETS1,knockdown,-0.036296,1,,,,no,no
Arc_3,FOS,activate,0.002301,1,,,,no,no
Arc_3,FOS,knockdown,-0.068637,1,,,,no,no
Arc_3,FOXO3,activate,-0.48285,1,,,,no,yes
Arc_3,FOXO3,knockdown,0.002445,1,,,,no,no
Arc_3,GRHL2,activate,-0.452396,1,,,,no,yes
Arc_3,GRHL2,knockdown,-0.012908,1,,,,no,no
Arc_3,HES1,activate,-0.065006,1,,,,no,no
Arc_3,HES1,knockdown,-0.010517,1,,,,no,no
Arc_3,HIF1A,activate,-0.007748,1,,,,no,no
Arc_3,HIF1A,knockdown,-0.000575,1,,,,no,no
Arc_3,HSF2,activate,-0.017456,1,,,,no,no
Arc_3,HSF2,knockdown,0.009222,1,,,,no,no
Arc_3,ICAM1,activate,-0.034426,1,,,,no,no
Arc_3,ICAM1,knockdown,-0.001906,1,,,,no,no
Arc_3,JUN,activate,0.014795,1,,,,no,no
Arc_3,JUN,knockdown,0.054705,1,,,,no,no
Arc_3,JUNB,activate,0.101625,1,,,,no,no
Arc_3,JUNB,knockdown,-0.067486,1,,,,no,no
Arc_3,JUND,activate,-0.439722,1,,,,no,yes
Arc_3,JUND,knockdown,0.036673,1,,,,no,no
Arc_3,KMT2A,activate,0.007137,1,,,,no,no
Arc_3,KMT2A,knockdown,0.032395,1,,,,no,no
Arc_3,LMX1B,activate,0.069068,1,,,,no,no
Arc_3,LMX1B,knockdown,0.078758,1,,,,no,no
Arc_3,MEIS2,activate,-0.039568,1,,,,no,no
Arc_3,MEIS2,knockdown,0.061536,1,,,,no,no
Arc_3,NCAM1,activate,-0.019415,1,,,,no,no
Arc_3,NCAM1,knockdown,-0.01564,1,,,,no,no
Arc_3,NFATC2,activate,0.022507,1,,,,no,no
Arc_3,NFATC2,knockdown,0.076331,1,,,,no,no
Arc_3,NFIA,activate,-0.611297,1,,,,no,yes
Arc_3,NFIA,knockdown,-0.034354,1,,,,no,no
Arc_3,NFIB,activate,-0.405979,1,,,,no,yes
Arc_3,NFIB,knockdown,-0.015227,1,,,,no,no
Arc_3,NFIX,activate,0.126973,1,,,,no,no
Arc_3,NFIX,knockdown,0.071729,1,,,,no,no
Arc_3,NFKB1,activate,-0.026984,1,,,,no,no
Arc_3,NFKB1,knockdown,-0.033959,1,,,,no,no
Arc_3,NFYC,activate,-0.403049,1,,,,no,yes
Arc_3,NFYC,knockdown,0.008539,1,,,,no,no
Arc_3,NR3C2,activate,-0.01226,1,,,,no,no
Arc_3,NR3C2,knockdown,-0.072376,1,,,,no,no
Arc_3,NR6A1,activate,-0.105796,1,,,,no,no
Arc_3,NR6A1,knockdown,0.038417,1,,,,no,no
Arc_3,PBX1,activate,-0.09474,1,,,,no,no
Arc_3,PBX1,knockdown,-0.009941,1,,,,no,no
Arc_3,PPARG,activate,0.136357,1,,,,no,no
Arc_3,PPARG,knockdown,0.129903,1,,,,no,no
Arc_3,PROX1,activate,0.145741,1,,,,no,no
Arc_3,PROX1,knockdown,-0.028638,1,,,,no,no
Arc_3,RBPJ,activate,-0.556646,1,,,,no,yes
Arc_3,RBPJ,knockdown,0.031478,1,,,,no,no
Arc_3,REST,activate,0.040682,1,,,,no,no
Arc_3,REST,knockdown,0.027415,1,,,,no,no
Arc_3,RORA,activate,-0.377575,1,,,,no,yes
Arc_3,RORA,knockdown,-0.014022,1,,,,no,no
Arc_3,RORB,activate,0.029698,1,,,,no,no
Arc_3,RORB,knockdown,0.050013,1,,,,no,no
Arc_3,RUNX1,activate,-0.371553,1,,,,no,yes
Arc_3,RUNX1,knockdown,-0.016503,1,,,,no,no
Arc_3,SIX1,activate,-0.549437,1,,,,no,yes
Arc_3,SIX1,knockdown,-0.026013,1,,,,no,no
Arc_3,SIX4,activate,-0.017042,1,,,,no,no
Arc_3,SIX4,knockdown,-0.041977,1,,,,no,no
Arc_3,SMAD3,activate,-0.035847,1,,,,no,no
Arc_3,SMAD3,knockdown,-0.067163,1,,,,no,no
Arc_3,SOX11,activate,0.009941,1,,,,no,no
Arc_3,SOX11,knockdown,-0.023352,1,,,,no,no
Arc_3,STAT1,activate,-0.332866,1,,,,no,yes
Arc_3,STAT1,knockdown,0.018139,1,,,,no,no
Arc_3,STAT2,activate,-0.040593,1,,,,no,no
Arc_3,STAT2,knockdown,0.009923,1,,,,no,no
Arc_3,TBX15,activate,-0.079208,1,,,,no,no
Arc_3,TBX15,knockdown,-0.009348,1,,,,no,no
Arc_3,TCF4,activate,-0.360209,1,,,,no,yes
Arc_3,TCF4,knockdown,-0.055873,1,,,,no,no
Arc_3,TCF7L1,activate,-0.295779,1,,,,no,no
Arc_3,TCF7L1,knockdown,0.013519,1,,,,no,no
Arc_3,TCF7L2,activate,-0.013735,1,,,,no,no
Arc_3,TCF7L2,knockdown,0.049743,1,,,,no,no
Arc_3,TEAD1,activate,-0.520836,1,,,,no,yes
Arc_3,TEAD1,knockdown,-0.028242,1,,,,no,no
Arc_3,TFDP1,activate,-0.154856,1,,,,no,no
Arc_3,TFDP1,knockdown,-0.011829,1,,,,no,no
Arc_3,THRB,activate,-0.329378,1,,,,no,yes
Arc_3,THRB,knockdown,0.02506,1,,,,no,no
Arc_3,ZBTB20,activate,0.002894,1,,,,no,no
Arc_3,ZBTB20,knockdown,-0.035739,1,,,,no,no
Arc_3,ZBTB7A,activate,0.06968,1,,,,no,no
Arc_3,ZBTB7A,knockdown,-0.021321,1,,,,no,no
Arc_3,ZEB1,activate,-0.001636,1,,,,no,no
Arc_3,ZEB1,knockdown,-0.2851,1,,,,no,no
Arc_4,ASCL1,activate,-0.5375235,2,0.12383631769598122,-0.36589512000000013,-0.70915188,yes,yes
Arc_4,ASCL1,knockdown,0.0540085,2,0.002946513957204346,0.058092160000000004,0.04992484,no,no
Arc_4,BACH1,activate,-0.40025200000000005,2,0.09517940117483402,-0.2683400800000001,-0.53216392,yes,yes
Arc_4,BACH1,knockdown,0.037254999999999996,2,0.02195425134227993,0.06768204,0.0068279599999999906,no,no
Arc_4,BACH2,activate,0.323179,2,0.014173248322103182,0.34282212,0.30353588,no,no
Arc_4,BACH2,knockdown,0.198363,2,0.020425486481354598,0.22667127999999998,0.17005472000000005,no,no
Arc_4,CREB1,activate,-0.5920225,2,0.07423419120930735,-0.48913915999999996,-0.69490584,yes,yes
Arc_4,CREB1,knockdown,0.026216,2,0.024233963604825357,0.059802560000000005,-0.007370560000000002,no,no
Arc_4,CUX1,activate,0.034463,2,0.04283652880428105,0.0938314,-0.024905399999999994,no,no
Arc_4,CUX1,knockdown,-0.2780665,2,0.189660887956637,-0.015209919999999988,-0.54092308,yes,no
Arc_4,CUX2,activate,-0.051859999999999996,2,0.1096680191213464,0.10013211999999999,-0.20385211999999997,no,no
Arc_4,CUX2,knockdown,0.042726,2,0.0016433161594775411,0.045003520000000005,0.040448479999999995,no,no
Arc_4,EGR1,activate,-0.32353149999999997,2,0.05093926540989769,-0.25293328,-0.39412971999999996,yes,yes
Arc_4,EGR1,knockdown,0.045011999999999996,2,0.019559987781182273,0.07212075999999999,0.017903240000000004,no,no
Arc_4,EHF,activate,0.168481,2,0.001500480589677853,0.17056056,0.16640143999999998,no,no
Arc_4,EHF,knockdown,-0.484518,2,0.023020568368309263,-0.45261312,-0.51642288,yes,yes
Arc_4,EPCAM,activate,0.0522785,2,0.004533261574186956,0.05856128,0.04599572,no,no
Arc_4,EPCAM,knockdown,0.0225345,2,0.013796360407730728,0.041655279999999996,0.003413720000000002,no,no
Arc_4,ESR1,activate,0.0652385,2,0.038975018672221313,0.11925512,0.011221880000000004,no,no
Arc_4,ESR1,knockdown,0.0474005,2,0.01475095456233257,0.06784428,0.026956719999999997,no,no
Arc_4,ETS1,activate,-0.2803,2,0.10142456826627363,-0.13973272,-0.42086727999999995,yes,no
Arc_4,ETS1,knockdown,0.048167,2,0.017438667437622637,0.07233576,0.02399824,no,no
Arc_4,FOS,activate,0.08191849999999999,2,0.09007338310788597,0.20675383999999997,-0.042916839999999984,no,no
Arc_4,FOS,knockdown,-0.5574335,2,0.08114545288862464,-0.44497164000000006,-0.66989536,yes,yes
Arc_4,FOXO3,activate,0.12034349999999999,2,0.021765453831703117,0.15050887999999998,0.09017812,no,no
Arc_4,FOXO3,knockdown,-0.1193975,2,0.036162147896661244,-0.06927931999999998,-0.16951568000000003,yes,no
Arc_4,GRHL2,activate,0.052247,2,0.020245881358933224,0.08030636,0.02418764000000001,no,no
Arc_4,GRHL2,knockdown,-0.074491,2,0.08533364635359256,0.04377539999999999,-0.1927574,no,no
Arc_4,HES1,activate,0.047117,2,0.006327191478057225,0.05588604,0.03834796,no,no
Arc_4,HES1,knockdown,-0.3746525,2,0.03802749558543135,-0.32194908,-0.42735592,yes,yes
Arc_4,HIF1A,activate,-0.10826400000000001,2,0.2262289151456993,0.20527327999999995,-0.42180128,no,no
Arc_4,HIF1A,knockdown,-0.005193,2,0.012559630647435456,0.012213759999999997,-0.022599759999999997,no,no
Arc_4,HSF2,activate,-0.32559099999999996,2,0.0026516504294495165,-0.32191600000000004,-0.3292659999999999,yes,yes
Arc_4,HSF2,knockdown,0.023494,2,0.03918220095910897,0.07779776,-0.03080975999999999,no,no
Arc_4,ICAM1,activate,0.0397575,2,0.013441392803575085,0.058386320000000005,0.021128679999999997,no,no
Arc_4,ICAM1,knockdown,0.038161,2,0.03381808891702782,0.08503047999999999,-0.008708479999999984,no,no
Arc_4,JUN,activate,0.0253515,2,0.0030808642456297873,0.02962136,0.02108164,no,no
Arc_4,JUN,knockdown,-0.15988750000000002,2,0.03213588188458501,-0.11534944000000004,-0.20442556,yes,no
Arc_4,JUNB,activate,0.15659,2,0.045145939551636295,0.21915907999999998,0.09402092000000004,no,no
Arc_4,JUNB,knockdown,0.15863850000000002,2,0.01757796747351637,0.18300032,0.13427668000000004,no,no
Arc_4,JUND,activate,0.032151,2,0.019527460869247698,0.05921468,0.005087319999999999,no,no
Arc_4,JUND,knockdown,-0.116218,2,0.07865148727137969,-0.0072126,-0.22522340000000002,yes,no
Arc_4,KMT2A,activate,0.015157,2,0.0009545941546018376,0.016479999999999998,0.013834000000000003,no,no
Arc_4,KMT2A,knockdown,0.0243225,2,0.026555395167460794,0.0611264,-0.0124814,no,no
Arc_4,LMX1B,activate,-0.7060299999999999,2,0.07652026743288345,-0.59997832,-0.8120816799999999,yes,yes
Arc_4,LMX1B,knockdown,0.0218035,2,0.028985014067617772,0.061974680000000004,-0.01836768,no,no
Arc_4,MEIS2,activate,-0.610492,2,0.1283016970191743,-0.4326749200000001,-0.78830908,yes,yes
Arc_4,MEIS2,knockdown,0.067165,2,0.0018483771260216389,0.06972672,0.06460328,no,no
Arc_4,NCAM1,activate,0.046190499999999995,2,0.00628264375084247,0.05489779999999999,0.0374832,no,no
Arc_4,NCAM1,knockdown,0.015631500000000003,2,0.0237114116935285,0.04849384000000001,-0.01723084,no,no
