sample,category,iteration,mean_r2,mean_f1,mean_auc
human_RU1311,human_tumor,0,-0.0655576879539489,0.6190820703954608,0.6117364995767378
human_RU1311,human_tumor,1,-0.07708451919037314,0.6194128192564244,0.6063299133496892
human_RU1311,human_tumor,2,-0.09042603633546757,0.6051792918833416,0.5992060271362426
human_RU1311,human_tumor,3,-0.07270511021357387,0.6235377793148346,0.6087741415411433
