population,metric,median_ascl1_split,n_high,n_low,high_mean,low_mean,welch_t,p_value,cohens_d
all,R2,0.5186213264676127,14,14,0.26555105385068406,0.20698506621118848,1.0938803685107015,0.28407771836873497,0.4134479170192865
all,AUC,0.5186213264676127,14,14,0.7702831703285249,0.7401240193606667,1.3841978556138195,0.17821920481196377,0.5231776130375797
allograft,R2,0.5209124791031596,6,6,0.265185445000988,0.23890918145291662,0.3660028666138479,0.7263931288838886,0.21131185356367976
allograft,AUC,0.5209124791031596,6,6,0.7722065568289991,0.7598717142139143,0.43682217195295425,0.6768919739604882,0.25219939856503515
human_tumor,R2,0.5182222678114223,8,8,0.26436948795614756,0.18449775231170087,0.9985790367955535,0.33631442087776475,0.4992895183977767
human_tumor,AUC,0.5182222678114223,8,8,0.7653396796473781,0.7288141990265224,1.1104488931341003,0.28721324574015833,0.5552244465670502
