gene,r2,f1,roc_auc_score
ASCL1,-0.42068726449425076,0.42097596504005824,0.4938186034045365
BACH1,-0.3674828924191069,0.5308897428318061,0.49516162390000495
BACH2,-0.35690181648528196,0.4662746454514009,0.4999175329857671
CREB1,0.9756903933983534,0.9987569919204475,1.0
CUX2,-0.2865292899282206,0.5509673693329483,0.48570413791954137
EGR1,-0.23803537976921785,0.6033722438391699,0.5000735598477934
EHF,-0.3553527266761274,0.4763469119579501,0.49616335213984974
EPCAM,-0.2902651099706397,0.5698614318706697,0.5324177614849535
ESR1,0.9179172807205797,0.9983844911147012,1.0
ETS1,-0.4260010189082446,0.508612590040714,0.49445617356608895
FOS,-0.222334107141835,0.43023255813953487,0.5042565485121735
FOXO3,-0.4183242507415057,0.4986979166666667,0.5034378321376378
GRHL2,-0.41761976374566934,0.531332744924978,0.4805366960340492
HES1,-0.29660974793138717,0.4776920496477692,0.5037604796408945
HSF2,-0.29600452270555433,0.42805755395683454,0.49166273026888396
ICAM1,-0.28162535223247387,0.3532423208191126,0.5090651398013231
JUN,-0.3886887177737166,0.5182481751824818,0.4826496626836956
JUNB,-0.3251246517185036,0.5416909620991254,0.4915660611765645
JUND,0.9248643890450557,0.9974968710888611,1.0
KMT2A,-0.3247196821729761,0.5940695296523517,0.4947313556894165
LMX1B,-0.3457865124837649,0.4974779319041614,0.49891013933982686
MEIS2,-0.34846744109496486,0.5729517396184063,0.5080386092433624
NCAM1,-0.2671115218580171,0.4713506139154161,0.5076144650547144
NFATC2,-0.3562375721548525,0.5464640561075395,0.49123353551124993
NFIA,-0.24143627983340554,0.45532942393928943,0.48614270747586624
NFIB,-0.21511689374972431,0.5288640595903166,0.5087665971119208
NFIX,-0.3655733920985129,0.3373394115209283,0.488690327028641
NFKB1,-0.41178138408680476,0.5328554360812425,0.4982442658403216
NFYC,0.9449653676610024,0.9996904982977406,1.0
NR6A1,0.9528582150462325,0.9977176393870232,1.0
PBX1,-0.15877540794585943,0.5526770293609672,0.501006883352626
PKNOX2,-0.31186613468159363,0.5303217821782178,0.5186783327105908
PROX1,-0.6105587408169466,0.3564906709011513,0.4935230435609981
RBPJ,0.9613039038053651,0.9968409968409968,1.0
REST,-0.5565277940702151,0.3945578231292517,0.5050442656228249
RORA_RORB,-0.5009479031833326,0.5147192716236723,0.4852843680940666
RUNX1,-0.3256517047150209,0.38876233864844345,0.4847560266001663
SIX1,-0.4406559581158842,0.36544026457213724,0.5145131768631452
SIX4,-0.15959734784650825,0.5113389251320286,0.5039047512270474
SMAD3,-0.4282602953853438,0.40424725066363293,0.4967356807277089
SOX11,-0.32761152627834167,0.4197162061239731,0.5003367032758734
SOX9,0.9271168652237288,0.9872673849167483,1.0
STAT1,0.9207868083457712,0.9900249376558603,1.0
STAT2,-0.16802279088355498,0.4759036144578313,0.4964881474978052
TBX15,-0.35735613165127766,0.5221078134463961,0.4823930140586584
TCF4,0.9466534367700767,0.9945460378569136,1.0
TCF7L1,-0.23214839425789724,0.38076468269609776,0.4929828473755288
TCF7L2,-0.4507332591930764,0.2807017543859649,0.50911956738437
TEAD1,-0.33329517619490656,0.5107613234821715,0.5204982961678724
TFDP1,0.9396741995084148,0.9971936389148737,1.0
THRB,-0.3898377762341254,0.5244231345519929,0.4847710330138445
ZBTB20,-0.2759731750189791,0.5085181613629058,0.5106545555090573
ZEB1,0.9295928581405218,0.9941158253329204,1.0
