gene,r2,f1,roc_auc_score
ASCL1,-0.349896299012731,0.409926877908265,0.502833911261629
BACH1,-0.3358605495598037,0.5439121756487026,0.5114272217971377
BACH2,-0.37130788213975685,0.46742264078416296,0.4931225490234553
CREB1,0.9757340483153312,0.9985146676568882,1.0
CUX2,-0.3207274069461534,0.4882280049566295,0.48941113025245553
EGR1,-0.2938017869504772,0.544037412314887,0.5059477117052489
EHF,-0.3322293292178804,0.5003526093088858,0.49214075955057945
EPCAM,-0.3865400991760115,0.533355241537956,0.49447100632064833
ESR1,0.9174266366412788,0.9971025690554375,1.0
ETS1,-0.43851083003580005,0.5096660808435852,0.5011690521534826
FOS,-0.19628573993520892,0.37333333333333335,0.4974456622701096
FOXO3,-0.43099558261944715,0.48118025345186305,0.5021404199268873
GRHL2,-0.43652819278674304,0.5176470588235295,0.4906645020425966
HES1,-0.2848695804361887,0.46416517768513005,0.5048874797505425
HSF2,-0.28926742673072225,0.38640429338103754,0.5023747090705138
ICAM1,-0.31397118591000006,0.32810555140652226,0.4986735162212489
JUN,-0.37627407445307615,0.486959693598395,0.4936274529159904
JUNB,-0.3312210910621203,0.5207573388917839,0.5017162372243988
JUND,0.9241487322762154,0.9947049924357034,1.0
KMT2A,-0.3645378346363637,0.5714707183950435,0.5069571557018064
LMX1B,-0.32737690882750403,0.5338954468802698,0.4979694763020786
MEIS2,-0.33171890955621475,0.580018501387604,0.5063222819879076
NCAM1,-0.31096504063637376,0.43746295198577356,0.48612280931736285
NFATC2,-0.33443428199589875,0.5302104548540394,0.5064029647992198
NFIA,-0.22165776061293974,0.4670797831138652,0.49983786894628945
NFIB,-0.22153877796351984,0.5197469652932125,0.49718936165618305
NFIX,-0.3336911293003584,0.3705052344105599,0.5020463855224905
NFKB1,-0.42092359389756884,0.5257359270098123,0.5040216713041635
NFYC,0.9447886869747061,0.9988372093023256,1.0
NR6A1,0.9528828783155333,0.9982202887087206,1.0
PBX1,-0.176047016874894,0.5265494280348301,0.5063133792459511
PKNOX2,-0.34680872411146413,0.5285592497868713,0.5011253684794366
PROX1,-0.5238812462566038,0.3367784219813461,0.49801505023194614
RBPJ,0.9613015198176634,0.9981024667931688,1.0
REST,-0.4816476179152487,0.40412186379928317,0.5082029834045169
RORA_RORB,-0.4772675273120355,0.4955847900522617,0.49943871633978726
RUNX1,-0.2766556224943044,0.3657569395847912,0.5038169326544886
SIX1,-0.45225144197890677,0.3385063045586809,0.5029458811820728
SIX4,-0.19530521761365738,0.4918152055292834,0.4899780687136739
SMAD3,-0.40479634710037526,0.36707972878185646,0.49498976196233185
SOX11,-0.33177920781120607,0.3954827280779451,0.4886433477444969
SOX9,0.9289325556869529,0.9869050093535647,1.0
STAT1,0.919932655496649,0.9920941349512779,1.0
STAT2,-0.1597246382054165,0.45663166083236095,0.49757554237226065
TBX15,-0.34175933244935774,0.50853889943074,0.4916661243433641
TCF4,0.9466469818840247,0.9942049981890619,1.0
TCF7L1,-0.21439176276740524,0.3959731543624161,0.5038988632811428
TCF7L2,-0.3823841409325648,0.27548209366391185,0.4920709348157636
TEAD1,-0.3714443603369737,0.4666921898928024,0.4999949724476903
TFDP1,0.9400633316682195,0.9971853638922397,1.0
THRB,-0.3538461748954187,0.5070721357850071,0.5004118357389916
ZBTB20,-0.2986708815945964,0.5193486254596393,0.5039385133970828
ZEB1,0.9279002678354329,0.9912175648702595,1.0
