gene,r2,f1,roc_auc_score
ASCL1,-0.3660514073875467,0.4151103565365025,0.49807249018729216
BACH1,-0.3185684306605252,0.5529582460099952,0.5156107698362877
BACH2,-0.38072842880261515,0.4862402041188263,0.4992517839534422
CREB1,0.9756616108677346,0.9996587030716724,1.0
CUX2,-0.2686863063064162,0.5621385024230108,0.5059262347684463
EGR1,-0.2225675107898295,0.596760196702343,0.5019764888015795
EHF,-0.35562328927974907,0.4578406667958907,0.5134220220822656
EPCAM,-0.3583404937587644,0.5904477611940299,0.4866224747474748
ESR1,0.9160908134125473,0.9979287489643744,1.0
ETS1,-0.46213226882320213,0.5160965794768612,0.48644134751485013
FOS,-0.20331237074856534,0.4224532224532225,0.5070065395282806
FOXO3,-0.442943278882612,0.4574712643678161,0.49639281120941803
GRHL2,-0.41692126352548375,0.5043746783324755,0.5023281906332592
HES1,-0.2968996985420933,0.4610983981693364,0.49858379205433845
HSF2,-0.24485765764612077,0.39641999563414104,0.502736135676116
ICAM1,-0.3050917250647598,0.34114520415559313,0.49717922604885667
JUN,-0.3353402702396666,0.530092204526404,0.5028495238427765
JUNB,-0.3186922578777256,0.5532455165846691,0.4977792873144652
JUND,0.9240055736419752,0.9964519140989729,1.0
KMT2A,-0.3523619732683916,0.5800115540150202,0.5097250588273621
LMX1B,-0.3186395353140625,0.5146358066712049,0.5017793389395966
MEIS2,-0.3235023952130447,0.5732191990217059,0.5189760925715982
NCAM1,-0.27273010883673887,0.4295518772708922,0.49709493626610834
NFATC2,-0.3774615117448674,0.45735707591377694,0.49543250675446115
NFIA,-0.20362420276732962,0.48068669527896996,0.510277063902464
NFIB,-0.22856692442272242,0.5071653268088081,0.5048716225685999
NFIX,-0.3107018298794382,0.41652892561983473,0.5119391149896207
NFKB1,-0.40588961386019395,0.48792884371029227,0.5038330643727863
NFYC,0.9449799980054427,0.9996465182043125,1.0
NR6A1,0.9528867332045906,0.998848810437452,1.0
PBX1,-0.1638834366717934,0.5333779488037477,0.5078993211054752
PKNOX2,-0.3739097477596989,0.48189315166726426,0.49810779603787003
PROX1,-0.6866862150789568,0.28422053231939165,0.5003500821861103
RBPJ,0.961174469169846,0.9977314910290782,1.0
REST,-0.5057470542727345,0.3753351206434316,0.4924623007072698
RORA_RORB,-0.4895110580845432,0.48349687778768957,0.4852393813313585
RUNX1,-0.2961511118878266,0.37742504409171074,0.5041865940741904
SIX1,-0.550426995890833,0.3834902825085153,0.49366735591647143
SIX4,-0.17526317079684972,0.531056420559183,0.5095946149345257
SMAD3,-0.37018924103554407,0.3583924349881797,0.498064818831278
SOX11,-0.3014906916638176,0.3872739757381552,0.5000203105823261
SOX9,0.9288371315768283,0.9895118999596612,1.0
STAT1,0.9201971824909458,0.989010989010989,1.0
STAT2,-0.16990746779220545,0.45743281338094344,0.4903104381724529
TBX15,-0.29628816227105004,0.541543513957307,0.5047437564559464
TCF4,0.9462930061142587,0.9933230611196713,1.0
TCF7L1,-0.22731661220196586,0.34345351043643263,0.49328672527824646
TCF7L2,-0.4452508640450956,0.2843312101910828,0.4929578175319209
TEAD1,-0.34622391582185363,0.5111498257839722,0.506798830404112
TFDP1,0.9401138152570151,0.9955174429935685,1.0
THRB,-0.4639949431184809,0.5122553051488732,0.4917336044198627
ZBTB20,-0.2933983200313304,0.5090720580611716,0.5004056387526372
ZEB1,0.9287605893840521,0.9943420332177405,1.0
