sample,category,iteration,mean_r2,mean_f1,mean_auc
allograft_mt2,allograft,0,-0.09501600683555303,0.5670057326371412,0.6046482814664406
allograft_mt2,allograft,1,-0.09470248951630068,0.5684297724851902,0.6047127691783811
allograft_mt2,allograft,2,-0.10008029937138183,0.5646722803358071,0.6011513594167199
allograft_mt2,allograft,3,-0.10078702824213259,0.5646905202756451,0.6012808815353337
