gene,r2,f1,roc_auc_score
ASCL1,-0.3921248100165089,0.44242068155111636,0.5028512906851021
BACH1,-0.3467848608985955,0.5510643386749582,0.5090222453349786
BACH2,-0.34798693968995154,0.44739222188724753,0.5039105517633674
CREB1,0.9756802525150418,0.9994813278008299,1.0
CUX2,-0.23204975429860064,0.5582954273401963,0.5196778283610344
EGR1,-0.23260733916340404,0.5889756944444444,0.5071840562201663
EHF,-0.34060191885161384,0.4825910931174089,0.48518255872120786
EPCAM,-0.34141505710051145,0.5634864546525324,0.5061142936129907
ESR1,0.9170170712473112,0.9961572568725983,1.0
ETS1,-0.46400617137585964,0.5129770992366413,0.48859906668267894
FOS,-0.2066344089077914,0.399226056110932,0.494977517981787
FOXO3,-0.46704201715725935,0.45570321151716503,0.4709647658627425
GRHL2,-0.36892949858731106,0.5374625374625375,0.5094497704248239
HES1,-0.265271801398951,0.453781512605042,0.5056447130304491
HSF2,-0.25363540671546003,0.4194053208137715,0.5052778313499041
ICAM1,-0.30135463315144473,0.31594746716697936,0.5027750851556573
JUN,-0.3831262447819499,0.5031413612565445,0.4997598215817464
JUNB,-0.3007826130816533,0.5338746511037807,0.5159725957254253
JUND,0.9244573496347838,0.9945652173913043,1.0
KMT2A,-0.3101358823118654,0.6203494347379239,0.5105333814081849
LMX1B,-0.333845347222659,0.5259463524692906,0.5046740781406485
MEIS2,-0.3359205770965128,0.5921463632307006,0.5085683929316569
NCAM1,-0.29563117939465555,0.46950710108604843,0.49751361184702514
NFATC2,-0.40045910530702433,0.5158551810237203,0.4809728848898176
NFIA,-0.21469479239259592,0.45449172576832153,0.5017380394709234
NFIB,-0.2165196670739482,0.506355382619974,0.498575716562495
NFIX,-0.32323212625746667,0.34776487152411123,0.5089901719595031
NFKB1,-0.43589170091528073,0.5285996055226825,0.49399205427263687
NFYC,0.9449679213030683,0.9997302400863232,1.0
NR6A1,0.952727658753696,0.9984391259105099,1.0
PBX1,-0.1506215037372729,0.5607520564042303,0.4993770666599871
PKNOX2,-0.35534879063444413,0.5141972121837893,0.4985350238938584
PROX1,-0.6182645971083478,0.35170781197159284,0.49557230387977586
RBPJ,0.961289314525365,0.9980528511821974,1.0
REST,-0.5505302963981498,0.3422913719943423,0.49180166589215096
RORA_RORB,-0.48155467443425937,0.5312346286276439,0.4865529208453737
RUNX1,-0.290787150120533,0.3656586722280153,0.4960543284362181
SIX1,-0.42785507402107537,0.35623058336209873,0.49233506508761243
SIX4,-0.1825927416608204,0.5020855057351408,0.49862630038458483
SMAD3,-0.3935743548683144,0.37808951235804944,0.5021742394198629
SOX11,-0.37088851314394944,0.4235506158005407,0.4843021179117909
SOX9,0.9287898823409737,0.9860352155434122,1.0
STAT1,0.9194836844102754,0.9890170236133993,1.0
STAT2,-0.14947599835414027,0.46898121798520204,0.5091471812450266
TBX15,-0.30614289487789303,0.5184804928131417,0.5106932383719214
TCF4,0.9463007626185844,0.9953560371517027,1.0
TCF7L1,-0.2082324694816342,0.3690268573421695,0.5036598463908682
TCF7L2,-0.3985980714012374,0.2494802494802495,0.5099790652761025
TEAD1,-0.34387152150360834,0.5293054479731474,0.5133751560834454
TFDP1,0.939863401164146,0.998688696564385,1.0
THRB,-0.3557746275019298,0.4985352862849534,0.5063643242306973
ZBTB20,-0.26726677572101076,0.5282051282051282,0.5145482064511505
ZEB1,0.9284023483422607,0.9924007880664227,1.0
