gene,sample,transferability
JUND,human_RU1181,1.0
KMT2A,human_RU1181,0.10064087348682649
LMX1B,human_RU1181,0.411508482347547
MEIS2,human_RU1181,0.040806969280146724
NCAM1,human_RU1181,0.4515366430260047
NFATC2,human_RU1181,0.8085740486015589
NFIA,human_RU1181,0.4559902200488998
NFIB,human_RU1181,0.48692403486924035
NFIX,human_RU1181,0.09321642824180895
NFKB1,human_RU1181,0.2909215955983494
NFYC,human_RU1181,1.0
NR6A1,human_RU1181,1.0
PBX1,human_RU1181,0.9016506189821183
PKNOX2,human_RU1181,0.28103368712505766
PROX1,human_RU1181,0.3133883539660706
RBPJ,human_RU1181,1.0
REST,human_RU1181,0.4213663457129757
RORA_RORB,human_RU1181,0.599678825418674
RUNX1,human_RU1181,0.6170839469808542
SIX1,human_RU1181,0.5592944998839638
SIX4,human_RU1181,0.26804380288700846
SMAD3,human_RU1181,0.2989454378725355
SOX11,human_RU1181,0.3149931224209078
SOX9,human_RU1181,1.0
STAT1,human_RU1181,1.0
STAT2,human_RU1181,0.39696760854583046
TBX15,human_RU1181,0.14528126452812645
TCF4,human_RU1181,1.0
TCF7L1,human_RU1181,0.3738968880631677
TCF7L2,human_RU1181,0.4536822603056971
TEAD1,human_RU1181,0.6373117033603708
TFDP1,human_RU1181,1.0
THRB,human_RU1181,0.7063273727647867
ZBTB20,human_RU1181,0.348144646655637
ZEB1,human_RU1181,1.0
ASCL1,human_PleuralEffusion,0.39878542510121456
BACH1,human_PleuralEffusion,0.42948717948717946
BACH2,human_PleuralEffusion,0.7271062271062271
CREB1,human_PleuralEffusion,1.0
CUX2,human_PleuralEffusion,0.07424593967517401
EGR1,human_PleuralEffusion,0.37819025522041766
EHF,human_PleuralEffusion,0.43828264758497315
EPCAM,human_PleuralEffusion,0.3516483516483517
ESR1,human_PleuralEffusion,1.0
ETS1,human_PleuralEffusion,0.020146520146520148
FOS,human_PleuralEffusion,0.2624113475177305
FOXO3,human_PleuralEffusion,0.313953488372093
GRHL2,human_PleuralEffusion,0.6390423572744015
HES1,human_PleuralEffusion,0.6132478632478633
HSF2,human_PleuralEffusion,0.18580375782881003
ICAM1,human_PleuralEffusion,0.38202247191011235
JUN,human_PleuralEffusion,0.42462845010615713
JUNB,human_PleuralEffusion,0.22540250447227192
JUND,human_PleuralEffusion,1.0
KMT2A,human_PleuralEffusion,0.3348729792147806
LMX1B,human_PleuralEffusion,0.25464684014869887
MEIS2,human_PleuralEffusion,0.20566037735849058
NCAM1,human_PleuralEffusion,0.5717439293598234
NFATC2,human_PleuralEffusion,0.7245080500894454
NFIA,human_PleuralEffusion,0.46766169154228854
NFIB,human_PleuralEffusion,0.5603217158176944
NFIX,human_PleuralEffusion,0.16698656429942418
NFKB1,human_PleuralEffusion,0.10564663023679417
NFYC,human_PleuralEffusion,1.0
NR6A1,human_PleuralEffusion,1.0
PBX1,human_PleuralEffusion,0.9554263565891473
PKNOX2,human_PleuralEffusion,0.45083487940630795
PROX1,human_PleuralEffusion,0.22003577817531306
RBPJ,human_PleuralEffusion,1.0
REST,human_PleuralEffusion,0.7775700934579439
RORA_RORB,human_PleuralEffusion,0.37782340862423
RUNX1,human_PleuralEffusion,0.23832923832923833
SIX1,human_PleuralEffusion,0.6714876033057852
SIX4,human_PleuralEffusion,0.1984732824427481
SMAD3,human_PleuralEffusion,0.3591682419659735
SOX11,human_PleuralEffusion,0.0
SOX9,human_PleuralEffusion,1.0
STAT1,human_PleuralEffusion,1.0
STAT2,human_PleuralEffusion,0.4810606060606061
TBX15,human_PleuralEffusion,0.3187250996015936
TCF4,human_PleuralEffusion,1.0
TCF7L1,human_PleuralEffusion,0.20089285714285715
TCF7L2,human_PleuralEffusion,0.42289719626168226
TEAD1,human_PleuralEffusion,0.6957403651115619
TFDP1,human_PleuralEffusion,1.0
THRB,human_PleuralEffusion,0.4543828264758497
ZBTB20,human_PleuralEffusion,0.30501089324618735
ZEB1,human_PleuralEffusion,1.0
ASCL1,human_RU1293,0.29052969502407705
BACH1,human_RU1293,0.600142424781912
BACH2,human_RU1293,0.9318863596259044
CREB1,human_RU1293,1.0
CUX2,human_RU1293,0.44617615077926787
EGR1,human_RU1293,0.4994563247553461
EHF,human_RU1293,0.5907887771307571
EPCAM,human_RU1293,0.49589871611982883
ESR1,human_RU1293,1.0
ETS1,human_RU1293,0.5475560261161109
FOS,human_RU1293,0.28246996996997
FOXO3,human_RU1293,0.5876617620989186
GRHL2,human_RU1293,0.5215395480225988
HES1,human_RU1293,0.4621863799283154
HSF2,human_RU1293,0.3181656594383221
ICAM1,human_RU1293,0.2585435677223117
JUN,human_RU1293,0.371163454675232
JUNB,human_RU1293,0.45650255867301925
JUND,human_RU1293,1.0
KMT2A,human_RU1293,0.26637712631197974
LMX1B,human_RU1293,0.15493206281983413
MEIS2,human_RU1293,0.1679901182283395
NCAM1,human_RU1293,0.29204339963833637
NFATC2,human_RU1293,0.1521086994882654
NFIA,human_RU1293,0.3612673415823022
NFIB,human_RU1293,0.2441991017964072
NFIX,human_RU1293,0.6396603573323899
NFKB1,human_RU1293,0.7818951826363155
NFYC,human_RU1293,1.0
NR6A1,human_RU1293,1.0
PBX1,human_RU1293,0.6693819727288826
PKNOX2,human_RU1293,0.3145332390381895
PROX1,human_RU1293,0.1536968413622728
RBPJ,human_RU1293,1.0
REST,human_RU1293,0.6896064937356626
RORA_RORB,human_RU1293,0.20945826716075525
RUNX1,human_RU1293,0.3976748477578889
SIX1,human_RU1293,0.5007132667617689
SIX4,human_RU1293,0.38202876891462734
SMAD3,human_RU1293,0.25412014885699097
SOX11,human_RU1293,0.035115581436386094
SOX9,human_RU1293,1.0
STAT1,human_RU1293,1.0
STAT2,human_RU1293,0.46225914795828177
TBX15,human_RU1293,0.2479471617279543
TCF4,human_RU1293,1.0
TCF7L1,human_RU1293,0.3575111111111111
TCF7L2,human_RU1293,0.33976764968722073
TEAD1,human_RU1293,0.3723082399003381
TFDP1,human_RU1293,1.0
THRB,human_RU1293,0.6975472031056996
ZBTB20,human_RU1293,0.4527039247603545
ZEB1,human_RU1293,1.0
ASCL1,human_RU1145,0.3976660682226212
BACH1,human_RU1145,0.5832577818071925
BACH2,human_RU1145,1.0
CREB1,human_RU1145,1.0
CUX2,human_RU1145,0.2808954308494327
EGR1,human_RU1145,0.23704385157927016
EHF,human_RU1145,0.616871704745167
EPCAM,human_RU1145,0.18385650224215247
ESR1,human_RU1145,1.0
ETS1,human_RU1145,0.0663354763296318
FOS,human_RU1145,0.24937733499377335
FOXO3,human_RU1145,0.7828638497652582
GRHL2,human_RU1145,0.15257244234180958
HES1,human_RU1145,0.297029702970297
HSF2,human_RU1145,0.4781829049611476
ICAM1,human_RU1145,0.5437068188645239
JUN,human_RU1145,0.07100591715976332
JUNB,human_RU1145,0.37463471654003505
JUND,human_RU1145,1.0
KMT2A,human_RU1145,0.045209580838323354
LMX1B,human_RU1145,0.17498532002348796
MEIS2,human_RU1145,0.1553540081919251
NCAM1,human_RU1145,0.30121580547112464
NFATC2,human_RU1145,0.7866744593804793
NFIA,human_RU1145,0.1402074819239233
NFIB,human_RU1145,0.2076417162543063
NFIX,human_RU1145,0.22333235380546576
NFKB1,human_RU1145,0.5966608084358523
NFYC,human_RU1145,1.0
NR6A1,human_RU1145,1.0
PBX1,human_RU1145,0.5331369661266568
PKNOX2,human_RU1145,0.32599118942731276
PROX1,human_RU1145,0.2375803623611923
RBPJ,human_RU1145,1.0
REST,human_RU1145,0.4334211296458882
RORA_RORB,human_RU1145,0.5585559142941003
RUNX1,human_RU1145,0.6386168910648715
SIX1,human_RU1145,0.6601014622500746
SIX4,human_RU1145,0.3395806861499365
SMAD3,human_RU1145,0.09451130026416202
SOX11,human_RU1145,0.3899149809440047
SOX9,human_RU1145,1.0
STAT1,human_RU1145,1.0
STAT2,human_RU1145,0.2808788598574822
TBX15,human_RU1145,0.36431784107946025
TCF4,human_RU1145,1.0
TCF7L1,human_RU1145,0.1487652484379649
TCF7L2,human_RU1145,0.32707774798927614
TEAD1,human_RU1145,0.7437668969660559
TFDP1,human_RU1145,1.0
THRB,human_RU1145,0.5946814728229106
ZBTB20,human_RU1145,0.3558041112454655
ZEB1,human_RU1145,1.0
ASCL1,human_RU426,0.21715184893784423
BACH1,human_RU426,0.6711250983477577
BACH2,human_RU426,0.985390796201607
CREB1,human_RU426,1.0
CUX2,human_RU426,0.24165988608624897
EGR1,human_RU426,0.5785191212367778
EHF,human_RU426,0.6179039301310044
EPCAM,human_RU426,0.21879815100154082
ESR1,human_RU426,1.0
ETS1,human_RU426,0.424597364568082
FOS,human_RU426,0.5191204588910134
FOXO3,human_RU426,0.4155251141552511
GRHL2,human_RU426,0.5777777777777777
HES1,human_RU426,0.3671274961597542
HSF2,human_RU426,0.16834755624515127
ICAM1,human_RU426,0.3809897879025923
JUN,human_RU426,0.28289992119779356
JUNB,human_RU426,0.38573508005822416
JUND,human_RU426,1.0
KMT2A,human_RU426,0.1900756938603869
LMX1B,human_RU426,0.22561863173216884
MEIS2,human_RU426,0.3606437454279444
NCAM1,human_RU426,0.43934426229508194
NFATC2,human_RU426,0.21470160116448325
NFIA,human_RU426,0.5528804815133276
NFIB,human_RU426,0.4627006610009443
NFIX,human_RU426,0.39463886820551003
NFKB1,human_RU426,0.363901018922853
NFYC,human_RU426,1.0
NR6A1,human_RU426,1.0
PBX1,human_RU426,0.6748148148148149
PKNOX2,human_RU426,0.14784546805349183
PROX1,human_RU426,0.6666666666666666
RBPJ,human_RU426,1.0
REST,human_RU426,0.5378457059679768
RORA_RORB,human_RU426,0.19763138415988157
RUNX1,human_RU426,0.5055350553505535
SIX1,human_RU426,0.5835987261146497
SIX4,human_RU426,0.41802492809204217
SMAD3,human_RU426,0.30460624071322434
SOX11,human_RU426,0.24099926524614254
SOX9,human_RU426,1.0
STAT1,human_RU426,1.0
STAT2,human_RU426,0.40311804008908686
TBX15,human_RU426,0.3
TCF4,human_RU426,1.0
TCF7L1,human_RU426,0.5875968992248062
TCF7L2,human_RU426,0.32297194844579225
TEAD1,human_RU426,0.47751937984496123
TFDP1,human_RU426,1.0
THRB,human_RU426,0.7947598253275109
ZBTB20,human_RU426,0.48456260720411665
ZEB1,human_RU426,1.0
ASCL1,human_RU1080,0.4063814866760168
BACH1,human_RU1080,0.739754816112084
BACH2,human_RU1080,0.9472231804070369
CREB1,human_RU1080,1.0
CUX2,human_RU1080,0.23671846765449947
EGR1,human_RU1080,0.4857246114925913
EHF,human_RU1080,0.7351629502572898
EPCAM,human_RU1080,0.34747545582047684
ESR1,human_RU1080,1.0
ETS1,human_RU1080,0.18284734133790737
FOS,human_RU1080,0.20397643593519882
FOXO3,human_RU1080,0.47434119278779474
GRHL2,human_RU1080,0.745580589254766
HES1,human_RU1080,0.6117190257677374
HSF2,human_RU1080,0.6616515045486354
ICAM1,human_RU1080,0.5845831880013952
JUN,human_RU1080,0.3195182430038966
JUNB,human_RU1080,0.1523156089193825
JUND,human_RU1080,1.0
KMT2A,human_RU1080,0.45776965265082264
LMX1B,human_RU1080,0.21818181818181817
MEIS2,human_RU1080,0.09331046312178387
NCAM1,human_RU1080,0.5363006202116016
NFATC2,human_RU1080,0.5300171526586621
NFIA,human_RU1080,0.5746153846153846
NFIB,human_RU1080,0.5503048780487805
NFIX,human_RU1080,0.24473593372454264
NFKB1,human_RU1080,0.7509433962264151
NFYC,human_RU1080,1.0
NR6A1,human_RU1080,1.0
PBX1,human_RU1080,0.9591412742382271
PKNOX2,human_RU1080,0.46458333333333335
PROX1,human_RU1080,0.7838765008576329
RBPJ,human_RU1080,1.0
REST,human_RU1080,0.6557883888698042
RORA_RORB,human_RU1080,0.3293954134815844
RUNX1,human_RU1080,0.5785469760365158
SIX1,human_RU1080,0.5012285012285013
SIX4,human_RU1080,0.646112600536193
SMAD3,human_RU1080,0.39703856749311295
SOX11,human_RU1080,0.6164665523156089
SOX9,human_RU1080,1.0
STAT1,human_RU1080,1.0
STAT2,human_RU1080,0.5707401032702237
TBX15,human_RU1080,0.20644935155976166
TCF4,human_RU1080,1.0
TCF7L1,human_RU1080,0.6419275413295814
TCF7L2,human_RU1080,0.38269433696799154
TEAD1,human_RU1080,0.6376811594202898
TFDP1,human_RU1080,1.0
THRB,human_RU1080,0.660377358490566
ZBTB20,human_RU1080,0.41515591007976793
ZEB1,human_RU1080,1.0
ASCL1,human_RU1152,0.34268833087149186
BACH1,human_RU1152,0.4985632183908046
BACH2,human_RU1152,0.9383050847457627
CREB1,human_RU1152,1.0
CUX2,human_RU1152,0.25413533834586466
EGR1,human_RU1152,0.1593984962406015
EHF,human_RU1152,0.786918408631153
EPCAM,human_RU1152,0.192831541218638
ESR1,human_RU1152,1.0
ETS1,human_RU1152,0.10277214334009466
FOS,human_RU1152,0.3538961038961039
FOXO3,human_RU1152,0.45422781271837875
GRHL2,human_RU1152,0.6433949349760438
HES1,human_RU1152,0.4443646805455851
HSF2,human_RU1152,0.6669019054340155
ICAM1,human_RU1152,0.4363124560168895
JUN,human_RU1152,0.5191059841384282
JUNB,human_RU1152,0.35738368172623064
JUND,human_RU1152,1.0
KMT2A,human_RU1152,0.42678440029433407
LMX1B,human_RU1152,0.07535641547861507
MEIS2,human_RU1152,0.4938858695652174
NCAM1,human_RU1152,0.3221117061973986
NFATC2,human_RU1152,0.5246122724207687
NFIA,human_RU1152,0.4404476418864908
NFIB,human_RU1152,0.4707818930041152
NFIX,human_RU1152,0.23753462603878117
NFKB1,human_RU1152,0.39972714870395637
NFYC,human_RU1152,1.0
NR6A1,human_RU1152,1.0
PBX1,human_RU1152,0.7837455830388692
PKNOX2,human_RU1152,0.08551724137931034
PROX1,human_RU1152,0.22926500337154418
RBPJ,human_RU1152,1.0
REST,human_RU1152,0.3081591368846932
RORA_RORB,human_RU1152,0.2950591510090466
RUNX1,human_RU1152,0.6459968602825745
SIX1,human_RU1152,0.39786476868327403
SIX4,human_RU1152,0.3824561403508772
SMAD3,human_RU1152,0.038461538461538464
SOX11,human_RU1152,0.7471341874578556
SOX9,human_RU1152,1.0
STAT1,human_RU1152,1.0
STAT2,human_RU1152,0.359781121751026
TBX15,human_RU1152,0.4948905109489051
TCF4,human_RU1152,1.0
TCF7L1,human_RU1152,0.44516129032258067
TCF7L2,human_RU1152,0.5046594982078854
TEAD1,human_RU1152,0.45581737849779086
TFDP1,human_RU1152,1.0
THRB,human_RU1152,0.6365475387727579
ZBTB20,human_RU1152,0.29821843532145625
ZEB1,human_RU1152,1.0
ASCL1,human_RU1124,0.8157276995305164
BACH1,human_RU1124,1.0
BACH2,human_RU1124,0.9770378874856487
CREB1,human_RU1124,1.0
CUX2,human_RU1124,0.33650416171224734
EGR1,human_RU1124,0.8026159334126041
EHF,human_RU1124,1.0
EPCAM,human_RU1124,0.6461538461538462
ESR1,human_RU1124,1.0
ETS1,human_RU1124,0.4875
FOS,human_RU1124,0.033047735618115054
FOXO3,human_RU1124,0.54292343387471
GRHL2,human_RU1124,0.9506462984723855
HES1,human_RU1124,0.49467455621301776
HSF2,human_RU1124,0.819557625145518
ICAM1,human_RU1124,0.0471584038694075
JUN,human_RU1124,0.0
JUNB,human_RU1124,0.012542759407069556
JUND,human_RU1124,1.0
KMT2A,human_RU1124,0.14356435643564355
LMX1B,human_RU1124,0.5506912442396313
MEIS2,human_RU1124,0.06598407281001138
NCAM1,human_RU1124,0.7273838630806846
NFATC2,human_RU1124,0.9064994298745724
NFIA,human_RU1124,0.9865525672371638
NFIB,human_RU1124,0.8653366583541147
NFIX,human_RU1124,0.0
NFKB1,human_RU1124,0.9053591790193842
NFYC,human_RU1124,1.0
NR6A1,human_RU1124,1.0
PBX1,human_RU1124,0.9883855981416957
PKNOX2,human_RU1124,0.3697674418604651
PROX1,human_RU1124,0.9640852974186308
RBPJ,human_RU1124,1.0
REST,human_RU1124,0.3952434881087203
RORA_RORB,human_RU1124,0.9239001189060642
RUNX1,human_RU1124,0.8071693448702101
SIX1,human_RU1124,0.501207729468599
SIX4,human_RU1124,0.42706964520367935
SMAD3,human_RU1124,0.8290697674418605
SOX11,human_RU1124,0.5237556561085973
SOX9,human_RU1124,1.0
STAT1,human_RU1124,1.0
STAT2,human_RU1124,0.8619489559164734
TBX15,human_RU1124,0.032066508313539195
TCF4,human_RU1124,1.0
TCF7L1,human_RU1124,0.8189448441247003
TCF7L2,human_RU1124,0.014268727705112961
TEAD1,human_RU1124,0.9774346793349169
TFDP1,human_RU1124,1.0
THRB,human_RU1124,0.8428731762065096
ZBTB20,human_RU1124,0.3079667063020214
ZEB1,human_RU1124,1.0
ASCL1,human_RU1144,0.4553697931425333
BACH1,human_RU1144,0.6796610169491526
BACH2,human_RU1144,0.948781838316722
CREB1,human_RU1144,1.0
CUX2,human_RU1144,0.6456602692638213
EGR1,human_RU1144,0.5319392724147809
EHF,human_RU1144,0.41222007188277576
EPCAM,human_RU1144,0.45866364665911663
ESR1,human_RU1144,1.0
ETS1,human_RU1144,0.4768505683393402
FOS,human_RU1144,0.30103703703703705
FOXO3,human_RU1144,0.4508879023307436
GRHL2,human_RU1144,0.5170880800222284
HES1,human_RU1144,0.388374052232519
HSF2,human_RU1144,0.6464446952595937
ICAM1,human_RU1144,0.31130483689538807
JUN,human_RU1144,0.12273242630385488
JUNB,human_RU1144,0.30494885264030963
JUND,human_RU1144,1.0
KMT2A,human_RU1144,0.13552479815455595
LMX1B,human_RU1144,0.01606203267792855
MEIS2,human_RU1144,0.5628974288084048
NCAM1,human_RU1144,0.35654676258992807
NFATC2,human_RU1144,0.4376555156206801
NFIA,human_RU1144,0.30831878999418266
NFIB,human_RU1144,0.6097490625901356
NFIX,human_RU1144,0.1407202216066482
NFKB1,human_RU1144,0.6407766990291263
NFYC,human_RU1144,1.0
NR6A1,human_RU1144,1.0
PBX1,human_RU1144,0.8764327648867767
PKNOX2,human_RU1144,0.2642084835042972
PROX1,human_RU1144,0.8791816422449544
RBPJ,human_RU1144,1.0
REST,human_RU1144,0.5463090959358584
RORA_RORB,human_RU1144,0.2836565096952909
RUNX1,human_RU1144,0.592896976812445
SIX1,human_RU1144,0.3092436974789916
SIX4,human_RU1144,0.22265160523186683
SMAD3,human_RU1144,0.5912995289553893
SOX11,human_RU1144,0.6988888888888889
SOX9,human_RU1144,1.0
STAT1,human_RU1144,1.0
STAT2,human_RU1144,0.21868898186889818
TBX15,human_RU1144,0.22134609969022812
TCF4,human_RU1144,1.0
TCF7L1,human_RU1144,0.3454699407281964
TCF7L2,human_RU1144,0.5424302227234282
TEAD1,human_RU1144,0.8502824858757062
TFDP1,human_RU1144,1.0
THRB,human_RU1144,0.7824163671551009
ZBTB20,human_RU1144,0.40914351851851855
ZEB1,human_RU1144,1.0
ASCL1,human_RU1065,0.4551282051282051
BACH1,human_RU1065,1.0
BACH2,human_RU1065,1.0
CREB1,human_RU1065,1.0
CUX2,human_RU1065,0.0
EGR1,human_RU1065,0.7536231884057971
EHF,human_RU1065,1.0
EPCAM,human_RU1065,0.5328947368421053
ESR1,human_RU1065,1.0
ETS1,human_RU1065,1.0
FOS,human_RU1065,0.0
FOXO3,human_RU1065,0.6646341463414634
GRHL2,human_RU1065,1.0
HES1,human_RU1065,0.5743243243243243
HSF2,human_RU1065,1.0
ICAM1,human_RU1065,0.6174496644295302
JUN,human_RU1065,0.0
JUNB,human_RU1065,0.0
JUND,human_RU1065,1.0
KMT2A,human_RU1065,0.0
LMX1B,human_RU1065,0.47368421052631576
MEIS2,human_RU1065,0.0
NCAM1,human_RU1065,0.841726618705036
NFATC2,human_RU1065,0.27218934911242604
NFIA,human_RU1065,1.0
NFIB,human_RU1065,0.41228070175438597
NFIX,human_RU1065,0.0
NFKB1,human_RU1065,0.8159509202453987
NFYC,human_RU1065,1.0
NR6A1,human_RU1065,1.0
PBX1,human_RU1065,1.0
PKNOX2,human_RU1065,0.5302013422818792
PROX1,human_RU1065,1.0
RBPJ,human_RU1065,1.0
REST,human_RU1065,0.6521739130434783
RORA_RORB,human_RU1065,1.0
RUNX1,human_RU1065,1.0
SIX1,human_RU1065,0.5586206896551724
SIX4,human_RU1065,0.2986111111111111
SMAD3,human_RU1065,0.38064516129032255
SOX11,human_RU1065,0.573170731707317
SOX9,human_RU1065,1.0
STAT1,human_RU1065,1.0
STAT2,human_RU1065,0.632258064516129
TBX15,human_RU1065,1.0
TCF4,human_RU1065,1.0
TCF7L1,human_RU1065,0.0
TCF7L2,human_RU1065,0.16296296296296298
TEAD1,human_RU1065,1.0
TFDP1,human_RU1065,1.0
THRB,human_RU1065,0.7175141242937854
ZBTB20,human_RU1065,1.0
ZEB1,human_RU1065,1.0
ASCL1,human_RU1322,0.24189776144336786
BACH1,human_RU1322,0.7303742961245445
BACH2,human_RU1322,0.9654615881213686
CREB1,human_RU1322,1.0
CUX2,human_RU1322,0.3417593528816987
EGR1,human_RU1322,0.45129760701044824
EHF,human_RU1322,0.47934151065203356
EPCAM,human_RU1322,0.514792899408284
ESR1,human_RU1322,1.0
ETS1,human_RU1322,0.3072445019404916
FOS,human_RU1322,0.22853087295954577
FOXO3,human_RU1322,0.5313105229180116
GRHL2,human_RU1322,0.34627831715210355
HES1,human_RU1322,0.7325775258419474
HSF2,human_RU1322,0.11776447105788423
ICAM1,human_RU1322,0.11311475409836065
JUN,human_RU1322,0.3376322751322751
JUNB,human_RU1322,0.05971594577146546
JUND,human_RU1322,1.0
KMT2A,human_RU1322,0.3291225674291567
LMX1B,human_RU1322,0.30858618463524856
MEIS2,human_RU1322,0.08037443511943189
NCAM1,human_RU1322,0.20213498622589532
NFATC2,human_RU1322,0.7285345384118787
NFIA,human_RU1322,0.2231433506044905
NFIB,human_RU1322,0.3457844183564568
NFIX,human_RU1322,0.14064015518913675
NFKB1,human_RU1322,0.28211749515816653
NFYC,human_RU1322,1.0
NR6A1,human_RU1322,1.0
PBX1,human_RU1322,0.7617048756861479
PKNOX2,human_RU1322,0.20977662674004532
PROX1,human_RU1322,0.0
RBPJ,human_RU1322,1.0
REST,human_RU1322,0.527114267269206
RORA_RORB,human_RU1322,0.4779364049318624
RUNX1,human_RU1322,0.6996793729960812
SIX1,human_RU1322,0.5815415150512736
SIX4,human_RU1322,0.34405594405594403
SMAD3,human_RU1322,0.407059585492228
SOX11,human_RU1322,0.3198837959974177
SOX9,human_RU1322,1.0
STAT1,human_RU1322,1.0
STAT2,human_RU1322,0.28134158254640185
TBX15,human_RU1322,0.10451697988789976
TCF4,human_RU1322,1.0
TCF7L1,human_RU1322,0.197708674304419
TCF7L2,human_RU1322,0.378656914893617
TEAD1,human_RU1322,0.552442996742671
TFDP1,human_RU1322,1.0
THRB,human_RU1322,0.7272433828276307
ZBTB20,human_RU1322,0.6145038167938931
ZEB1,human_RU1322,1.0
ASCL1,human_RU1231,0.33627049180327867
BACH1,human_RU1231,0.43257514216084486
BACH2,human_RU1231,0.9670174018615945
CREB1,human_RU1231,1.0
CUX2,human_RU1231,0.44998968859558675
EGR1,human_RU1231,0.39802021035265
EHF,human_RU1231,0.4611493322541481
EPCAM,human_RU1231,0.27974605775138234
ESR1,human_RU1231,1.0
ETS1,human_RU1231,0.43160663698907326
FOS,human_RU1231,0.283164910771877
FOXO3,human_RU1231,0.37251319529029636
GRHL2,human_RU1231,0.40239205351712953
HES1,human_RU1231,0.6497337156902908
HSF2,human_RU1231,0.3096063634509484
ICAM1,human_RU1231,0.48089887640449436
JUN,human_RU1231,0.4421074127016541
JUNB,human_RU1231,0.24686361796843384
JUND,human_RU1231,1.0
KMT2A,human_RU1231,0.16517392209956258
LMX1B,human_RU1231,0.2815730792621123
MEIS2,human_RU1231,0.339133953864832
NCAM1,human_RU1231,0.4984404242046163
NFATC2,human_RU1231,0.4170376365843788
NFIA,human_RU1231,0.40279870828848224
NFIB,human_RU1231,0.3074946466809422
NFIX,human_RU1231,0.1877285656237302
NFKB1,human_RU1231,0.3737353298259814
NFYC,human_RU1231,1.0
NR6A1,human_RU1231,1.0
PBX1,human_RU1231,0.49888596313550737
PKNOX2,human_RU1231,0.5696613263029812
PROX1,human_RU1231,0.2919870497774181
RBPJ,human_RU1231,1.0
REST,human_RU1231,0.6645082962363416
RORA_RORB,human_RU1231,0.20271915584415584
RUNX1,human_RU1231,0.525390625
SIX1,human_RU1231,0.45493650143383857
SIX4,human_RU1231,0.31721470019342357
SMAD3,human_RU1231,0.31666329216440575
SOX11,human_RU1231,0.26972885471469044
SOX9,human_RU1231,1.0
STAT1,human_RU1231,1.0
STAT2,human_RU1231,0.37342799188640974
TBX15,human_RU1231,0.15413146507315062
TCF4,human_RU1231,1.0
TCF7L1,human_RU1231,0.40465021415459923
TCF7L2,human_RU1231,0.42708120269993866
TEAD1,human_RU1231,0.5455843361207424
TFDP1,human_RU1231,1.0
THRB,human_RU1231,0.7567786321327398
ZBTB20,human_RU1231,0.5576441102756893
ZEB1,human_RU1231,1.0
ASCL1,human_RU1229,0.4765741569680692
BACH1,human_RU1229,0.5118063754427391
BACH2,human_RU1229,0.7510204081632653
CREB1,human_RU1229,1.0
CUX2,human_RU1229,0.2789262573279852
EGR1,human_RU1229,0.31811169392162914
EHF,human_RU1229,0.5883037532732034
EPCAM,human_RU1229,0.45844424726412303
ESR1,human_RU1229,1.0
ETS1,human_RU1229,0.3692173407041024
FOS,human_RU1229,0.31862745098039214
FOXO3,human_RU1229,0.5705539358600583
GRHL2,human_RU1229,0.7567488262910798
HES1,human_RU1229,0.6794986571172784
HSF2,human_RU1229,0.3603179275831616
ICAM1,human_RU1229,0.20023731830317412
JUN,human_RU1229,0.5690265486725664
JUNB,human_RU1229,0.13616526040151294
JUND,human_RU1229,1.0
KMT2A,human_RU1229,0.2839203675344564
LMX1B,human_RU1229,0.33702623906705537
MEIS2,human_RU1229,0.2577829502473087
NCAM1,human_RU1229,0.5623100303951368
NFATC2,human_RU1229,0.32121035787023566
NFIA,human_RU1229,0.36524253132026985
NFIB,human_RU1229,0.2412576195059352
NFIX,human_RU1229,0.2540005819028222
NFKB1,human_RU1229,0.10096013965667734
NFYC,human_RU1229,1.0
NR6A1,human_RU1229,1.0
PBX1,human_RU1229,0.794924154025671
PKNOX2,human_RU1229,0.25387540216437554
PROX1,human_RU1229,0.19406459121326738
RBPJ,human_RU1229,1.0
REST,human_RU1229,0.5024730869944719
RORA_RORB,human_RU1229,0.30659276546091013
RUNX1,human_RU1229,0.6745147947820553
SIX1,human_RU1229,0.3751472320376914
SIX4,human_RU1229,0.37520233085140825
SMAD3,human_RU1229,0.3339176161262051
SOX11,human_RU1229,0.29386092522548735
SOX9,human_RU1229,1.0
STAT1,human_RU1229,1.0
STAT2,human_RU1229,0.15562043795620437
TBX15,human_RU1229,0.5646884272997033
TCF4,human_RU1229,1.0
TCF7L1,human_RU1229,0.4413325471698113
TCF7L2,human_RU1229,0.3296637905385302
TEAD1,human_RU1229,0.6265095729013255
TFDP1,human_RU1229,1.0
THRB,human_RU1229,0.7046843177189409
ZBTB20,human_RU1229,0.5302567237163814
ZEB1,human_RU1229,1.0
ASCL1,human_RU1066,0.1274915381722452
BACH1,human_RU1066,0.5595371407241508
BACH2,human_RU1066,0.9721216509775525
CREB1,human_RU1066,1.0
CUX2,human_RU1066,0.30572755417956654
EGR1,human_RU1066,0.23490712074303405
EHF,human_RU1066,0.8388848660391021
EPCAM,human_RU1066,0.14904744116548374
ESR1,human_RU1066,1.0
ETS1,human_RU1066,0.062021160160525356
FOS,human_RU1066,0.46653225806451615
FOXO3,human_RU1066,0.5837004405286343
GRHL2,human_RU1066,0.6461370262390671
HES1,human_RU1066,0.6598130841121496
HSF2,human_RU1066,0.6622740963855421
ICAM1,human_RU1066,0.46328736489004846
JUN,human_RU1066,0.5664568678267309
JUNB,human_RU1066,0.18464880521361332
