name,n_scored,n_excluded,restricted_r2,restricted_r2_median,penalized_r2,penalized_r2_median,restricted_auc,penalized_auc,baseline_r2_full,baseline_r2_full_median,baseline_auc_full
human_RU1152,53,0,-28.30220855988443,0.0963905505783798,-28.30220855988443,0.0963905505783798,0.702402087417484,0.7024020874174842,0.11521843979202141,0.1454304167208919,0.7045356374823614
tbo_allograft_5khvg_RPM_CTpreCre,53,0,0.20663245408251033,0.2357946171878631,0.20663245408251033,0.2357946171878631,0.7386569535495251,0.7386569535495251,0.20716812801946077,0.2167560973671323,0.7401253883688382
human_RU1215,53,0,-367.98932103591267,-0.0813050029283903,-367.98932103591267,-0.0813050029283903,0.6721228592231138,0.6721228592231138,0.033169142510470394,-0.0980987090847764,0.669032727496404
mets_compiled,53,0,-214.4856258127265,-0.1350021561066774,-214.4856258127265,-0.1350021561066774,0.6507169917138872,0.6507169917138872,0.019325370558959512,-0.166033105754898,0.6581603284067254
human_RU1080,53,0,-1730.8676774039052,0.2954604716151747,-1730.8676774039052,0.2954604716151747,0.7828118438592399,0.7828118438592397,0.25722280260801655,0.274642556758041,0.7595247663778154
allograft_TKO-luc,53,0,0.5503939750953217,0.7097523922008713,0.5503939750953217,0.7097523922008713,0.8786822432899579,0.8786822432899579,0.5498306292431346,0.7168150166159621,0.8794902555284004
rpr2_allograft_RPM,53,0,0.10187532974646767,0.0940607639874723,0.10187532974646767,0.0940607639874723,0.6960457767921577,0.6960457767921577,0.10405225508296186,0.0938202561693204,0.6958540893452222
tbo_allograft_5khvg_RPM_CTpostCre,53,0,0.08536652488768486,0.0846430692651736,0.08536652488768486,0.0846430692651736,0.6923170936765635,0.6923170936765635,0.0856178276254684,0.0762885384274207,0.6905197177296631
human_PleuralEffusion,53,0,-81.3819296691285,0.132324431901363,-81.3819296691285,0.132324431901363,0.7060013699627239,0.7060013699627239,,,
human_RU1066,53,0,-10553.400575859323,0.0887878442747842,-10553.400575859323,0.0887878442747842,0.7177386671659396,0.7177386671659396,0.12370163505379853,0.1456240012594678,0.7124401146993704
human_RU1231,53,0,-47.59100871385747,0.145069429858757,-47.59100871385747,0.145069429858757,0.7125480936272537,0.7125480936272537,0.1401053005438147,0.145069429858757,0.7123550985905915
organoid_combined,53,0,0.10013703139383008,0.12731700032385,0.10013703139383008,0.12731700032385,0.6938401595817647,0.6938401595817647,0.0995993149327351,0.1310777464903001,0.6944092444119206
organoid_celltag_WT,53,0,-3739.136893818726,0.4753522462743563,-3739.136893818726,0.4753522462743563,0.8121178527272228,0.8121178527272225,0.3154401413376259,0.3854053217299189,0.7902233671809392
organoid_shRORB2,53,0,0.16027051095767791,0.1455817121804911,0.16027051095767791,0.1455817121804911,0.7230413086432536,0.7230413086432536,0.16178585380406868,0.161633514914558,0.7238837357707743
human_RU1311,53,0,0.5352504196226688,0.7260917791449384,0.5352504196226688,0.7260917791449384,0.8712637623228344,0.8712637623228344,0.5379865508748085,0.7325451277811145,0.8726026582334883
human_RU1124,53,0,-14.080024463781703,0.6498634727052026,-14.080024463781703,0.6498634727052026,0.8560779938388041,0.8560779938388041,0.46881989464106855,0.6498634727052026,0.8430051672878056
allograft_mt6,53,0,0.2469425017583932,0.2710690610811082,0.2469425017583932,0.2710690610811082,0.7737681956689891,0.7737681956689891,0.25390221401441204,0.2642519532454959,0.7713327612056371
rpr2_allograft_RPR2,53,0,0.04428756742240978,-0.023835800293164,0.04428756742240978,-0.023835800293164,0.6902515091962363,0.6902515091962363,0.10328555830266575,-0.0450537744573975,0.6933611531021373
human_RU426,53,0,0.12521556582165397,0.0741407665465199,0.12521556582165397,0.0741407665465199,0.7127192887060867,0.7127192887060867,,,
allograft_3L,53,0,-14.531889343212917,0.2289797036095254,-14.531889343212917,0.2289797036095254,0.7500450444362049,0.7500450444362049,0.18335222526612685,0.2289797036095254,0.7455980046321302
