gene,sample,transferability_7777,transferability_6667,diff
FOS,allograft_TKO-luc,0.5,0.5608782435129741,-0.060878243512974106
FOXO3,allograft_TKO-luc,0.5150558523555124,0.2559768171939145,0.2590790351615979
GRHL2,allograft_TKO-luc,0.7978181818181819,0.671584038694075,0.12623414312410686
HES1,allograft_TKO-luc,0.3631489154277358,0.5601549261679981,-0.1970060107402623
HSF2,allograft_TKO-luc,0.8731343283582089,0.8786069651741294,-0.005472636815920473
ICAM1,allograft_TKO-luc,0.6725018234865062,0.6725018234865062,0.0
JUN,allograft_TKO-luc,0.13603297769156159,0.1360329776915615,8.326672684688674e-17
JUNB,allograft_TKO-luc,0.21177038109020743,0.2117703810902074,2.7755575615628914e-17
JUND,allograft_TKO-luc,1.0,1.0,0.0
KMT2A,allograft_TKO-luc,0.23940886699507388,0.2394088669950738,8.326672684688674e-17
LMX1B,allograft_TKO-luc,0.6997105643994211,0.6997105643994211,0.0
MEIS2,allograft_TKO-luc,0.8642303969022265,0.8642303969022265,0.0
NCAM1,allograft_TKO-luc,0.8091811414392059,0.7421836228287841,0.0669975186104218
NFATC2,allograft_TKO-luc,0.9126869271587071,0.9126869271587073,-1.1102230246251565e-16
NFIA,allograft_TKO-luc,0.7336956521739131,0.5866831072749692,0.1470125448989439
NFIB,allograft_TKO-luc,0.8874221668742217,0.8956413449564135,-0.008219178082191747
NFIX,allograft_TKO-luc,0.016755706653715396,0.0167557066537153,9.71445146547012e-17
NFKB1,allograft_TKO-luc,0.1544970986460348,0.1544970986460348,0.0
NFYC,allograft_TKO-luc,1.0,1.0,0.0
NR6A1,allograft_TKO-luc,1.0,1.0,0.0
PBX1,allograft_TKO-luc,0.9542579075425791,0.355174081237911,0.599083826304668
PKNOX2,allograft_TKO-luc,0.8165938864628821,0.8165938864628821,0.0
PROX1,allograft_TKO-luc,0.9425952725518573,0.9425952725518572,1.1102230246251565e-16
RBPJ,allograft_TKO-luc,1.0,1.0,0.0
REST,allograft_TKO-luc,0.8093394628599081,0.773757838880849,0.03558162397905906
RORA_RORB,allograft_TKO-luc,0.8840368753032508,0.8840368753032508,0.0
RUNX1,allograft_TKO-luc,0.6689982513115164,0.5137888198757764,0.15520943143573995
SIX1,allograft_TKO-luc,0.9740038872691934,0.9582726831635128,0.01573120410568063
SIX4,allograft_TKO-luc,0.7942336126170527,0.7942336126170527,0.0
SMAD3,allograft_TKO-luc,0.8802032913843175,0.8802032913843175,0.0
SOX11,allograft_TKO-luc,0.42281717317896766,0.4228171731789676,5.551115123125783e-17
SOX9,allograft_TKO-luc,1.0,1.0,0.0
STAT1,allograft_TKO-luc,1.0,1.0,0.0
STAT2,allograft_TKO-luc,0.7485436893203884,0.7485436893203884,0.0
TBX15,allograft_TKO-luc,0.7929268292682927,0.7685365853658537,0.024390243902439046
TCF4,allograft_TKO-luc,1.0,1.0,0.0
TCF7L1,allograft_TKO-luc,0.5321011673151751,0.4000486381322957,0.1320525291828794
TCF7L2,allograft_TKO-luc,0.8642578125,0.7529126213592233,0.11134519114077668
TEAD1,allograft_TKO-luc,0.5705190989226249,0.5705190989226249,0.0
TFDP1,allograft_TKO-luc,1.0,1.0,0.0
THRB,allograft_TKO-luc,0.8663772310660878,1.0,-0.13362276893391223
ZBTB20,allograft_TKO-luc,0.46564885496183206,0.5961585816301403,-0.1305097266683083
ZEB1,allograft_TKO-luc,1.0,1.0,0.0
ASCL1,allograft_mt4,0.3421798505539809,0.2891007472300953,0.0530791033238856
BACH1,allograft_mt4,0.7116279069767442,0.6090816844241502,0.10254622255259394
BACH2,allograft_mt4,0.959928988080142,0.5685678073510773,0.3913611807290648
CREB1,allograft_mt4,1.0,1.0,0.0
CUX2,allograft_mt4,0.34528907922912205,0.3958779443254818,-0.050588865096359736
EGR1,allograft_mt4,0.5800321199143469,0.5152569593147751,0.06477516059957178
EHF,allograft_mt4,0.5901140684410646,0.0,0.5901140684410646
EPCAM,allograft_mt4,0.3869889431730522,0.3869889431730522,0.0
ESR1,allograft_mt4,1.0,1.0,0.0
ETS1,allograft_mt4,0.29581749049429656,0.2958174904942965,5.551115123125783e-17
FOS,allograft_mt4,0.27406789092932665,0.2740678909293266,5.551115123125783e-17
FOXO3,allograft_mt4,0.36883780332056193,0.4255642911488714,-0.05672648782830947
GRHL2,allograft_mt4,0.5396582504463148,0.4403041825095057,0.09935406793680907
HES1,allograft_mt4,0.40241087458322644,0.4111817026683608,-0.008770828085134352
HSF2,allograft_mt4,0.2668219461697723,0.2668219461697723,0.0
ICAM1,allograft_mt4,0.28704905268621855,0.3361017389047495,-0.04905268621853093
JUN,allograft_mt4,0.36213991769547327,0.4022633744855967,-0.04012345679012341
JUNB,allograft_mt4,0.13307984790874525,0.1330798479087452,5.551115123125783e-17
JUND,allograft_mt4,1.0,1.0,0.0
KMT2A,allograft_mt4,0.15270164447924825,0.1527016444792482,5.551115123125783e-17
LMX1B,allograft_mt4,0.3685678073510773,0.3685678073510773,0.0
MEIS2,allograft_mt4,0.17465145754119138,0.1746514575411913,8.326672684688674e-17
NCAM1,allograft_mt4,0.5192767880882744,0.3943100239298059,0.12496676415846847
NFATC2,allograft_mt4,0.5726235741444867,0.5726235741444867,0.0
NFIA,allograft_mt4,0.5182502089718585,0.4064482029598308,0.11180200601202767
NFIB,allograft_mt4,0.5809264305177112,0.5572207084468664,0.02370572207084476
NFIX,allograft_mt4,0.2962115433511315,0.3142639206712433,-0.018052377320111834
NFKB1,allograft_mt4,0.048669201520912544,0.0486692015209125,4.163336342344337e-17
NFYC,allograft_mt4,1.0,1.0,0.0
NR6A1,allograft_mt4,1.0,1.0,0.0
PBX1,allograft_mt4,0.912566913076727,0.3683143219264892,0.5442525911502378
PKNOX2,allograft_mt4,0.6005089058524173,0.6005089058524173,0.0
PROX1,allograft_mt4,0.8005069708491762,0.8005069708491762,0.0
RBPJ,allograft_mt4,1.0,1.0,0.0
REST,allograft_mt4,0.43548795944233204,0.0615969581749049,0.37389100126742714
RORA_RORB,allograft_mt4,0.45244737509510524,0.4524473750951052,5.551115123125783e-17
RUNX1,allograft_mt4,0.7060260586319218,0.6328207847295865,0.07320527390233533
SIX1,allograft_mt4,0.5867639395518499,0.3658969804618117,0.22086695909003823
SIX4,allograft_mt4,0.4848901098901099,0.4741758241758241,0.010714285714285787
SMAD3,allograft_mt4,0.39658685685175754,0.3965868568517575,5.551115123125783e-17
SOX11,allograft_mt4,0.06768060836501902,0.067680608365019,1.3877787807814457e-17
SOX9,allograft_mt4,1.0,1.0,0.0
STAT1,allograft_mt4,1.0,1.0,0.0
STAT2,allograft_mt4,0.5965894629676762,0.5838635785187071,0.01272588444896916
TBX15,allograft_mt4,0.5329910141206675,0.506033376123235,0.02695763799743256
TCF4,allograft_mt4,1.0,1.0,0.0
TCF7L1,allograft_mt4,0.4441304906241973,0.4202414590290264,0.023889031595170918
TCF7L2,allograft_mt4,0.5236495218402688,0.3788378584115707,0.1448116634286981
TEAD1,allograft_mt4,0.6529245039938161,0.6529245039938161,0.0
TFDP1,allograft_mt4,1.0,1.0,0.0
THRB,allograft_mt4,0.8496831432192649,0.4679340937896071,0.38174904942965776
ZBTB20,allograft_mt4,0.17413066385669126,0.2131190727081138,-0.038988408851422546
ZEB1,allograft_mt4,1.0,1.0,0.0
ASCL1,allograft_5B,0.069067405355494,0.069067405355494,0.0
BACH1,allograft_5B,0.5744047619047619,0.3287898323816541,0.24561492952310776
BACH2,allograft_5B,0.988964502482987,0.0951156812339331,0.8938488212490538
CREB1,allograft_5B,1.0,1.0,0.0
CUX2,allograft_5B,0.3305676032434471,0.3271732981331322,0.0033943051103149102
EGR1,allograft_5B,0.3415048085989063,0.3648877993588534,-0.023382990759947098
EHF,allograft_5B,0.6551597502754315,0.2521116415717958,0.4030481087036357
EPCAM,allograft_5B,0.49546212261529915,0.4928690498240415,0.0025930727912576446
ESR1,allograft_5B,1.0,1.0,0.0
ETS1,allograft_5B,0.14403973509933773,0.1440397350993377,2.7755575615628914e-17
FOS,allograft_5B,0.3283841110682607,0.3154647126880062,0.012919398380254521
FOXO3,allograft_5B,0.51830053338238,0.5751009915534337,-0.056800458171053725
GRHL2,allograft_5B,0.3959793434157138,0.1875344732487589,0.20844487016695487
HES1,allograft_5B,0.46429233908365797,0.2622197721425946,0.20207256694106335
HSF2,allograft_5B,0.17371937639198218,0.1713066072754268,0.0024127691165553855
ICAM1,allograft_5B,0.2099630996309963,0.2099630996309963,0.0
JUN,allograft_5B,0.3273099850968703,0.3241430700447094,0.0031669150521609346
JUNB,allograft_5B,0.26776859504132233,0.2677685950413223,5.551115123125783e-17
JUND,allograft_5B,1.0,1.0,0.0
KMT2A,allograft_5B,0.26347760060744113,0.25,0.013477600607441131
LMX1B,allograft_5B,0.3696290855673889,0.3696290855673889,0.0
MEIS2,allograft_5B,0.3018729342636798,0.3018729342636798,0.0
NCAM1,allograft_5B,0.2923809523809524,0.3062857142857143,-0.013904761904761864
NFATC2,allograft_5B,0.07822254865956665,0.0782225486595666,5.551115123125783e-17
NFIA,allograft_5B,0.1658173265386123,0.0644977168949771,0.1013196096436352
NFIB,allograft_5B,0.6363111282248749,0.575279168271082,0.06103195995379285
NFIX,allograft_5B,0.3366427652141938,0.4888766317337746,-0.15223386651958082
NFKB1,allograft_5B,0.08777084098420859,0.0877708409842085,9.71445146547012e-17
NFYC,allograft_5B,1.0,1.0,0.0
NR6A1,allograft_5B,1.0,1.0,0.0
PBX1,allograft_5B,0.7870575221238938,0.535438854204921,0.2516186679189728
PKNOX2,allograft_5B,0.6405733186328556,0.6460859977949284,-0.005512679162072764
PROX1,allograft_5B,0.13808299669482188,0.1380829966948218,8.326672684688674e-17
RBPJ,allograft_5B,1.0,1.0,0.0
REST,allograft_5B,0.46951891296364306,0.260558207858979,0.20896070510466408
RORA_RORB,allograft_5B,0.21170839469808542,0.2117083946980854,2.7755575615628914e-17
RUNX1,allograft_5B,0.647459606774382,0.5153700189753321,0.1320895877990499
SIX1,allograft_5B,0.6159540995743106,0.3824825560044069,0.23347154356990368
SIX4,allograft_5B,0.7081960860298392,0.6783569075760512,0.02983917845378803
SMAD3,allograft_5B,0.4885819521178637,0.4659300184162062,0.022651933701657523
SOX11,allograft_5B,0.12082262210796915,0.1208226221079691,5.551115123125783e-17
SOX9,allograft_5B,1.0,1.0,0.0
STAT1,allograft_5B,1.0,1.0,0.0
STAT2,allograft_5B,0.24211690945970865,0.2421169094597086,5.551115123125783e-17
TBX15,allograft_5B,0.18141263940520447,0.1578066914498141,0.023605947955390366
TCF4,allograft_5B,1.0,1.0,0.0
TCF7L1,allograft_5B,0.29688080207946527,0.3808020794652803,-0.08392127738581501
TCF7L2,allograft_5B,0.6167130919220055,0.3552194762080413,0.26149361571396423
TEAD1,allograft_5B,0.7357049729931086,0.7357049729931086,0.0
TFDP1,allograft_5B,1.0,1.0,0.0
THRB,allograft_5B,0.6926184355490268,0.0,0.6926184355490268
ZBTB20,allograft_5B,0.6504357711254263,0.5143993937097385,0.13603637741568775
ZEB1,allograft_5B,1.0,1.0,0.0
ASCL1,allograft_mt2,0.4232378500160927,0.4431927904731252,-0.0199549404570325
BACH1,allograft_mt2,0.6696343402225755,0.6550969355847405,0.014537404637835039
BACH2,allograft_mt2,0.9173682569379482,0.4661910669975186,0.4511771899404296
CREB1,allograft_mt2,1.0,1.0,0.0
CUX2,allograft_mt2,0.634432466708941,0.5897273303741281,0.04470513633481299
EGR1,allograft_mt2,0.2733037412809131,0.2967660114140774,-0.023462270133164265
EHF,allograft_mt2,0.21991315136476428,0.211848635235732,0.008064516129032279
EPCAM,allograft_mt2,0.06967865097041044,0.0696786509704104,4.163336342344337e-17
ESR1,allograft_mt2,1.0,1.0,0.0
ETS1,allograft_mt2,0.06918043004051107,0.069180430040511,6.938893903907228e-17
FOS,allograft_mt2,0.47186872069658403,0.3583389149363697,0.11352980576021432
FOXO3,allograft_mt2,0.6572769953051644,0.2513219284603421,0.40595506684482224
GRHL2,allograft_mt2,0.08035153797865663,0.0,0.08035153797865663
HES1,allograft_mt2,0.30488578680203043,0.1121146060417315,0.19277118076029892
HSF2,allograft_mt2,0.4717219589257504,0.4717219589257504,0.0
ICAM1,allograft_mt2,0.39923833703586165,0.3992383370358616,5.551115123125783e-17
JUN,allograft_mt2,0.5006349206349207,0.5006349206349207,0.0
JUNB,allograft_mt2,0.3356079404466501,0.3356079404466501,0.0
JUND,allograft_mt2,1.0,1.0,0.0
KMT2A,allograft_mt2,0.12281270252754374,0.1642903434867142,-0.04147764095917046
LMX1B,allograft_mt2,0.6650124069478908,0.6650124069478908,0.0
MEIS2,allograft_mt2,0.38864764267990076,0.3886476426799007,5.551115123125783e-17
NCAM1,allograft_mt2,0.3486477680026067,0.4701857282502444,-0.12153796024763769
NFATC2,allograft_mt2,0.22053349875930522,0.2205334987593052,2.7755575615628914e-17
NFIA,allograft_mt2,0.0790758216726326,0.0441458733205374,0.03492994835209521
NFIB,allograft_mt2,0.08419689119170984,0.0841968911917098,4.163336342344337e-17
NFIX,allograft_mt2,0.2010066058508965,0.1038062283737024,0.0972003774771941
NFKB1,allograft_mt2,0.4349984486503258,0.4349984486503258,0.0
NFYC,allograft_mt2,1.0,1.0,0.0
NR6A1,allograft_mt2,1.0,1.0,0.0
PBX1,allograft_mt2,0.7003429996881821,0.2423208191126279,0.4580221805755542
PKNOX2,allograft_mt2,0.2803621604745551,0.2803621604745551,0.0
PROX1,allograft_mt2,0.08529776674937965,0.0852977667493796,5.551115123125783e-17
RBPJ,allograft_mt2,1.0,1.0,0.0
REST,allograft_mt2,0.4860421836228288,0.5068238213399504,-0.020781637717121604
RORA_RORB,allograft_mt2,0.2681023720349563,0.2681023720349563,0.0
RUNX1,allograft_mt2,0.5107772697583279,0.5583253435602429,-0.04754807380191495
SIX1,allograft_mt2,0.4890649762282092,0.3368650669990651,0.15219990922914411
SIX4,allograft_mt2,0.34610303830911493,0.3186922060766182,0.02741083223249674
SMAD3,allograft_mt2,0.2457838850718301,0.2457838850718301,0.0
SOX11,allograft_mt2,0.2789179104477612,0.2789179104477612,0.0
SOX9,allograft_mt2,1.0,1.0,0.0
STAT1,allograft_mt2,1.0,1.0,0.0
STAT2,allograft_mt2,0.4692211055276382,0.4726758793969849,-0.003454773869346728
TBX15,allograft_mt2,0.6978601085915043,0.6924305333759182,0.005429575215586069
TCF4,allograft_mt2,1.0,1.0,0.0
TCF7L1,allograft_mt2,0.45957043588123814,0.4595704358812381,5.551115123125783e-17
TCF7L2,allograft_mt2,0.4747056951956729,0.1699059561128526,0.3047997390828203
TEAD1,allograft_mt2,0.8459089461954792,0.8459089461954792,0.0
TFDP1,allograft_mt2,1.0,1.0,0.0
THRB,allograft_mt2,0.957196029776675,0.3576302729528536,0.5995657568238213
ZBTB20,allograft_mt2,0.23355048859934854,0.2719869706840391,-0.038436482084690554
ZEB1,allograft_mt2,1.0,1.0,0.0
ASCL1,allograft_1L,0.6,0.5977611940298507,0.002238805970149249
BACH1,allograft_1L,0.17751479289940827,0.0365230094959824,0.14099178340342589
BACH2,allograft_1L,0.6634897360703812,0.03125,0.6322397360703812
CREB1,allograft_1L,1.0,1.0,0.0
CUX2,allograft_1L,0.8704819277108434,0.8960843373493976,-0.025602409638554202
EGR1,allograft_1L,0.8471385542168675,0.8471385542168675,0.0
EHF,allograft_1L,0.1269956458635704,0.0,0.1269956458635704
EPCAM,allograft_1L,0.4118975903614458,0.4118975903614458,0.0
ESR1,allograft_1L,1.0,1.0,0.0
ETS1,allograft_1L,0.4180626365622724,0.4180626365622724,0.0
FOS,allograft_1L,0.22519083969465647,0.2152671755725191,0.009923664122137382
FOXO3,allograft_1L,0.523168908819133,0.577259475218659,-0.05409056639952592
GRHL2,allograft_1L,0.5982209043736101,0.625904486251809,-0.02768358187819886
HES1,allograft_1L,0.3620689655172414,0.337719298245614,0.024349667271627407
HSF2,allograft_1L,0.7561890472618155,0.7561890472618155,0.0
ICAM1,allograft_1L,0.43884358784284655,0.4128984432913269,0.02594514455151964
JUN,allograft_1L,0.1432813659985152,0.1432813659985152,0.0
JUNB,allograft_1L,0.08632040965618142,0.0863204096561814,1.3877787807814457e-17
JUND,allograft_1L,1.0,1.0,0.0
KMT2A,allograft_1L,0.496274217585693,0.496274217585693,0.0
LMX1B,allograft_1L,0.8461538461538461,0.8461538461538461,0.0
MEIS2,allograft_1L,0.9919236417033774,0.9919236417033774,0.0
NCAM1,allograft_1L,0.5549698795180723,0.5549698795180723,0.0
NFATC2,allograft_1L,0.7340579710144928,0.7340579710144928,0.0
NFIA,allograft_1L,0.3996937212863706,0.7987851176917237,-0.39909139640535307
NFIB,allograft_1L,0.7726907630522089,0.7726907630522089,0.0
NFIX,allograft_1L,0.2038547071905115,0.2038547071905115,0.0
NFKB1,allograft_1L,0.0,0.0,0.0
NFYC,allograft_1L,1.0,1.0,0.0
NR6A1,allograft_1L,1.0,1.0,0.0
PBX1,allograft_1L,0.9384272997032641,0.4469476744186046,0.4914796252846595
PKNOX2,allograft_1L,0.6485294117647059,0.6485294117647059,0.0
PROX1,allograft_1L,0.19088937093275488,0.1908893709327548,8.326672684688674e-17
RBPJ,allograft_1L,1.0,1.0,0.0
REST,allograft_1L,0.8265602322206096,0.4945770065075922,0.3319832257130174
RORA_RORB,allograft_1L,0.83690036900369,0.83690036900369,0.0
RUNX1,allograft_1L,0.509090909090909,0.4510542168674699,0.05803669222343916
SIX1,allograft_1L,0.7781871775976419,0.6906158357771262,0.08757134182051574
SIX4,allograft_1L,0.6500389711613406,0.6500389711613406,0.0
SMAD3,allograft_1L,0.9672489082969432,0.9672489082969432,0.0
SOX11,allograft_1L,0.18944323933477947,0.1894432393347794,5.551115123125783e-17
SOX9,allograft_1L,1.0,1.0,0.0
STAT1,allograft_1L,1.0,1.0,0.0
STAT2,allograft_1L,0.06537890044576523,0.0653789004457652,2.7755575615628914e-17
TBX15,allograft_1L,0.5003779289493575,0.4126984126984127,0.08767951625094483
TCF4,allograft_1L,1.0,1.0,0.0
TCF7L1,allograft_1L,0.10695970695970695,0.0945054945054945,0.012454212454212452
TCF7L2,allograft_1L,0.7922848664688428,0.7096296296296296,0.08265523683921316
TEAD1,allograft_1L,0.727540500736377,0.7776141384388807,-0.050073637702503726
TFDP1,allograft_1L,1.0,1.0,0.0
THRB,allograft_1L,1.0,0.6030368763557483,0.3969631236442517
ZBTB20,allograft_1L,0.48687350835322196,0.5210819411296739,-0.034208432776451914
ZEB1,allograft_1L,1.0,1.0,0.0
ASCL1,human_RU1181,0.3979214780600462,0.4030023094688221,-0.00508083140877591
BACH1,human_RU1181,0.5271625087432968,0.45016077170418,0.07700173703911684
BACH2,human_RU1181,0.9752407152682255,0.2161852361302155,0.75905547913801
CREB1,human_RU1181,1.0,1.0,0.0
CUX2,human_RU1181,0.4263731060606061,0.4306344696969697,-0.0042613636363636465
EGR1,human_RU1181,0.4550189393939394,0.4398674242424242,0.015151515151515194
EHF,human_RU1181,0.6279229711141678,0.7303988995873453,-0.10247592847317744
EPCAM,human_RU1181,0.2704212241098441,0.2836862927623924,-0.013265068652548284
ESR1,human_RU1181,1.0,1.0,0.0
ETS1,human_RU1181,0.4211370930765704,0.4211370930765704,0.0
FOS,human_RU1181,0.4213606437454279,0.4025847354303828,0.01877590831504511
FOXO3,human_RU1181,0.5988532110091743,0.4390187987161852,0.15983441229298911
GRHL2,human_RU1181,0.4456971928209848,0.2319871500688389,0.2137100427521459
HES1,human_RU1181,0.5015056752374334,0.254699679046309,0.24680599619112437
HSF2,human_RU1181,0.4934974454249884,0.5192754296330702,-0.02577798420808175
ICAM1,human_RU1181,0.21234625203063356,0.2220932931074495,-0.009747041076815927
JUN,human_RU1181,0.5372093023255814,0.5581395348837209,-0.020930232558139528
JUNB,human_RU1181,0.2746446584135718,0.2746446584135718,0.0
JUND,human_RU1181,1.0,1.0,0.0
KMT2A,human_RU1181,0.10064087348682649,0.1006408734868264,8.326672684688674e-17
LMX1B,human_RU1181,0.411508482347547,0.494268684089867,-0.08276020174232002
MEIS2,human_RU1181,0.040806969280146724,0.0408069692801467,2.0816681711721685e-17
NCAM1,human_RU1181,0.4515366430260047,0.4565011820330969,-0.004964539007092206
NFATC2,human_RU1181,0.8085740486015589,0.8085740486015589,0.0
NFIA,human_RU1181,0.4559902200488998,0.4530399810740478,0.002950238974851971
NFIB,human_RU1181,0.48692403486924035,0.497384806973848,-0.010460772104607663
NFIX,human_RU1181,0.09321642824180895,0.1035994462390401,-0.010383017997231153
NFKB1,human_RU1181,0.2909215955983494,0.2909215955983494,0.0
NFYC,human_RU1181,1.0,1.0,0.0
NR6A1,human_RU1181,1.0,1.0,0.0
PBX1,human_RU1181,0.9016506189821183,0.5596056854653828,0.3420449335167355
PKNOX2,human_RU1181,0.28103368712505766,0.2810336871250576,5.551115123125783e-17
PROX1,human_RU1181,0.3133883539660706,0.3133883539660706,0.0
RBPJ,human_RU1181,1.0,1.0,0.0
REST,human_RU1181,0.4213663457129757,0.1483264557542411,0.2730398899587346
RORA_RORB,human_RU1181,0.599678825418674,0.599678825418674,0.0
RUNX1,human_RU1181,0.6170839469808542,0.5352716873212583,0.08181225965959593
SIX1,human_RU1181,0.5592944998839638,0.3436497019715727,0.21564479791239116
SIX4,human_RU1181,0.26804380288700846,0.2740169238427078,-0.005973120955699351
SMAD3,human_RU1181,0.2989454378725355,0.2783127005960568,0.02063273727647874
SOX11,human_RU1181,0.3149931224209078,0.3149931224209078,0.0
SOX9,human_RU1181,1.0,1.0,0.0
STAT1,human_RU1181,1.0,1.0,0.0
STAT2,human_RU1181,0.39696760854583046,0.3969676085458304,5.551115123125783e-17
TBX15,human_RU1181,0.14528126452812645,0.1452812645281264,5.551115123125783e-17
TCF4,human_RU1181,1.0,1.0,0.0
TCF7L1,human_RU1181,0.3738968880631677,0.3411518810961449,0.03274500696702276
TCF7L2,human_RU1181,0.4536822603056971,0.2917050691244239,0.16197719118127318
TEAD1,human_RU1181,0.6373117033603708,0.6231749710312862,0.014136732329084634
TFDP1,human_RU1181,1.0,1.0,0.0
THRB,human_RU1181,0.7063273727647867,0.0,0.7063273727647867
ZBTB20,human_RU1181,0.348144646655637,0.3431812810210352,0.004963365634601813
ZEB1,human_RU1181,1.0,1.0,0.0
ASCL1,human_PleuralEffusion,0.39878542510121456,0.3987854251012145,5.551115123125783e-17
BACH1,human_PleuralEffusion,0.42948717948717946,0.2356435643564356,0.19384361513074386
BACH2,human_PleuralEffusion,0.7271062271062271,0.5648994515539305,0.16220677555229657
CREB1,human_PleuralEffusion,1.0,1.0,0.0
CUX2,human_PleuralEffusion,0.07424593967517401,0.074245939675174,1.3877787807814457e-17
EGR1,human_PleuralEffusion,0.37819025522041766,0.3781902552204176,5.551115123125783e-17
EHF,human_PleuralEffusion,0.43828264758497315,0.4454382826475849,-0.007155635062611743
EPCAM,human_PleuralEffusion,0.3516483516483517,0.3516483516483517,0.0
ESR1,human_PleuralEffusion,1.0,1.0,0.0
ETS1,human_PleuralEffusion,0.020146520146520148,0.0201465201465201,4.85722573273506e-17
FOS,human_PleuralEffusion,0.2624113475177305,0.2624113475177305,0.0
FOXO3,human_PleuralEffusion,0.313953488372093,0.1373626373626373,0.17659085100945573
GRHL2,human_PleuralEffusion,0.6390423572744015,0.3871559633027523,0.2518863939716492
HES1,human_PleuralEffusion,0.6132478632478633,0.65,-0.03675213675213673
HSF2,human_PleuralEffusion,0.18580375782881003,0.18580375782881,2.7755575615628914e-17
ICAM1,human_PleuralEffusion,0.38202247191011235,0.4179775280898876,-0.035955056179775235
JUN,human_PleuralEffusion,0.42462845010615713,0.4246284501061571,5.551115123125783e-17
JUNB,human_PleuralEffusion,0.22540250447227192,0.2254025044722719,2.7755575615628914e-17
JUND,human_PleuralEffusion,1.0,1.0,0.0
KMT2A,human_PleuralEffusion,0.3348729792147806,0.3672055427251732,-0.0323325635103926
LMX1B,human_PleuralEffusion,0.25464684014869887,0.2546468401486988,5.551115123125783e-17
MEIS2,human_PleuralEffusion,0.20566037735849058,0.2056603773584905,8.326672684688674e-17
NCAM1,human_PleuralEffusion,0.5717439293598234,0.5717439293598234,0.0
NFATC2,human_PleuralEffusion,0.7245080500894454,0.7245080500894454,0.0
NFIA,human_PleuralEffusion,0.46766169154228854,0.3447488584474886,0.12291283309479994
NFIB,human_PleuralEffusion,0.5603217158176944,0.5335120643431636,0.02680965147453085
NFIX,human_PleuralEffusion,0.16698656429942418,0.1669865642994241,8.326672684688674e-17
NFKB1,human_PleuralEffusion,0.10564663023679417,0.1056466302367941,6.938893903907228e-17
NFYC,human_PleuralEffusion,1.0,1.0,0.0
NR6A1,human_PleuralEffusion,1.0,1.0,0.0
PBX1,human_PleuralEffusion,0.9554263565891473,0.639344262295082,0.3160820942940653
PKNOX2,human_PleuralEffusion,0.45083487940630795,0.4508348794063079,5.551115123125783e-17
PROX1,human_PleuralEffusion,0.22003577817531306,0.220035778175313,5.551115123125783e-17
RBPJ,human_PleuralEffusion,1.0,1.0,0.0
REST,human_PleuralEffusion,0.7775700934579439,0.5945454545454546,0.18302463891248932
RORA_RORB,human_PleuralEffusion,0.37782340862423,0.37782340862423,0.0
RUNX1,human_PleuralEffusion,0.23832923832923833,0.2632794457274827,-0.024950207398244356
SIX1,human_PleuralEffusion,0.6714876033057852,0.3203883495145631,0.3510992537912221
SIX4,human_PleuralEffusion,0.1984732824427481,0.1984732824427481,0.0
SMAD3,human_PleuralEffusion,0.3591682419659735,0.3591682419659735,0.0
SOX11,human_PleuralEffusion,0.0,0.0,0.0
SOX9,human_PleuralEffusion,1.0,1.0,0.0
STAT1,human_PleuralEffusion,1.0,1.0,0.0
STAT2,human_PleuralEffusion,0.4810606060606061,0.4810606060606061,0.0
TBX15,human_PleuralEffusion,0.3187250996015936,0.2868525896414343,0.031872509960159334
TCF4,human_PleuralEffusion,1.0,1.0,0.0
TCF7L1,human_PleuralEffusion,0.20089285714285715,0.2008928571428571,5.551115123125783e-17
TCF7L2,human_PleuralEffusion,0.42289719626168226,0.08984375,0.33305344626168226
TEAD1,human_PleuralEffusion,0.6957403651115619,0.6957403651115619,0.0
TFDP1,human_PleuralEffusion,1.0,1.0,0.0
THRB,human_PleuralEffusion,0.4543828264758497,0.0,0.4543828264758497
ZBTB20,human_PleuralEffusion,0.30501089324618735,0.2832244008714596,0.02178649237472774
ZEB1,human_PleuralEffusion,1.0,1.0,0.0
ASCL1,human_RU1293,0.29052969502407705,0.290529695024077,5.551115123125783e-17
BACH1,human_RU1293,0.600142424781912,0.5277924827951297,0.07234994198678235
BACH2,human_RU1293,0.9318863596259044,0.208752426327863,0.7231339332980413
CREB1,human_RU1293,1.0,1.0,0.0
CUX2,human_RU1293,0.44617615077926787,0.4126495106922798,0.03352664008698808
EGR1,human_RU1293,0.4994563247553461,0.4628488582819862,0.03660746647335994
EHF,human_RU1293,0.5907887771307571,0.2855126169048879,0.3052761602258692
EPCAM,human_RU1293,0.49589871611982883,0.4958987161198288,5.551115123125783e-17
ESR1,human_RU1293,1.0,1.0,0.0
ETS1,human_RU1293,0.5475560261161109,0.5475560261161109,0.0
FOS,human_RU1293,0.28246996996997,0.2774024024024024,0.005067567567567599
FOXO3,human_RU1293,0.5876617620989186,0.4080947331212443,0.17956702897767435
GRHL2,human_RU1293,0.5215395480225988,0.1845773778013058,0.33696217022129304
HES1,human_RU1293,0.4621863799283154,0.3798161894662425,0.08237019046207289
HSF2,human_RU1293,0.3181656594383221,0.3140774973338073,0.004088162104514792
ICAM1,human_RU1293,0.2585435677223117,0.2338522096976203,0.024691358024691384
JUN,human_RU1293,0.371163454675232,0.3688436830835118,0.002319771591720199
JUNB,human_RU1293,0.45650255867301925,0.4565025586730192,5.551115123125783e-17
