gene,sample,transferability_7777,transferability_6667,diff
FOS,allograft_mt6,0.34904714142427284,0.3303243062520896,0.01872283517218326
FOXO3,allograft_mt6,0.7140266021765417,0.7974607013301088,-0.08343409915356714
GRHL2,allograft_mt6,0.6821776155717761,0.3255954175459752,0.35658219802580093
HES1,allograft_mt6,0.5256489493201484,0.5158658204895739,0.009783128830574528
HSF2,allograft_mt6,0.5593323216995447,0.5593323216995447,0.0
ICAM1,allograft_mt6,0.4769278414369774,0.4809538556828739,-0.004026014245896492
JUN,allograft_mt6,0.38369230769230767,0.3661538461538461,0.01753846153846156
JUNB,allograft_mt6,0.23304190533614713,0.2330419053361471,2.7755575615628914e-17
JUND,allograft_mt6,1.0,1.0,0.0
KMT2A,allograft_mt6,0.30176211453744495,0.2444933920704846,0.05726872246696035
LMX1B,allograft_mt6,0.18212020537601933,0.1821202053760193,2.7755575615628914e-17
MEIS2,allograft_mt6,0.36237564063913175,0.3623756406391317,5.551115123125783e-17
NCAM1,allograft_mt6,0.41672005124919925,0.405829596412556,0.010890454836643249
NFATC2,allograft_mt6,0.10159782936388302,0.101597829363883,2.7755575615628914e-17
NFIA,allograft_mt6,0.7447848761408083,0.7280534351145038,0.016731441026304528
NFIB,allograft_mt6,0.43144363876071196,0.4268292682926829,0.004614370468029039
NFIX,allograft_mt6,0.19661733615221988,0.1966173361522198,8.326672684688674e-17
NFKB1,allograft_mt6,0.2484172444980404,0.2484172444980404,0.0
NFYC,allograft_mt6,1.0,1.0,0.0
NR6A1,allograft_mt6,1.0,1.0,0.0
PBX1,allograft_mt6,0.8035172832019406,0.3822731383780524,0.4212441448238882
PKNOX2,allograft_mt6,0.344889960807959,0.344889960807959,0.0
PROX1,allograft_mt6,0.0,0.0,0.0
RBPJ,allograft_mt6,1.0,1.0,0.0
REST,allograft_mt6,0.6026529996985227,0.241483268013265,0.3611697316852577
RORA_RORB,allograft_mt6,0.44933655006031364,0.4493365500603136,5.551115123125783e-17
RUNX1,allograft_mt6,0.519134775374376,0.3323809523809524,0.18675382299342363
SIX1,allograft_mt6,0.3699439950217797,0.1765241128298453,0.19341988219193443
SIX4,allograft_mt6,0.5618860510805501,0.5363457760314342,0.025540275049115935
SMAD3,allograft_mt6,0.6737224070154219,0.6737224070154219,0.0
SOX11,allograft_mt6,0.35363280072354536,0.3536328007235453,5.551115123125783e-17
SOX9,allograft_mt6,1.0,1.0,0.0
STAT1,allograft_mt6,1.0,1.0,0.0
STAT2,allograft_mt6,0.6971532404603271,0.7104784978800727,-0.013325257419745551
TBX15,allograft_mt6,0.548268464603126,0.548268464603126,0.0
TCF4,allograft_mt6,1.0,1.0,0.0
TCF7L1,allograft_mt6,0.3355890495232236,0.3180559827745309,0.017533066748692705
TCF7L2,allograft_mt6,0.6326341764342999,0.3659872223912382,0.26664695404306166
TEAD1,allograft_mt6,0.4186904395942207,0.4233015677835844,-0.004611128189363711
TFDP1,allograft_mt6,1.0,1.0,0.0
THRB,allograft_mt6,0.9176967138981007,1.0,-0.0823032861018993
ZBTB20,allograft_mt6,0.35549952726126693,0.3491963441537977,0.006303183107469246
ZEB1,allograft_mt6,1.0,1.0,0.0
ASCL1,allograft_3L,0.07287933094384708,0.072879330943847,6.938893903907228e-17
BACH1,allograft_3L,0.5166569257744009,0.0375640295959021,0.4790928961784988
BACH2,allograft_3L,0.8344556677890012,0.2187673514714047,0.6156883163175965
CREB1,allograft_3L,1.0,1.0,0.0
CUX2,allograft_3L,0.427797833935018,0.5691937424789411,-0.14139590854392303
EGR1,allograft_3L,0.5908543922984356,0.5932611311672683,-0.002406738868832692
EHF,allograft_3L,0.5941143808995003,0.2443087173792337,0.3498056635202666
EPCAM,allograft_3L,0.5151162790697674,0.5151162790697674,0.0
ESR1,allograft_3L,1.0,1.0,0.0
ETS1,allograft_3L,0.441976679622432,0.441976679622432,0.0
FOS,allograft_3L,0.21941216678058784,0.1838687628161312,0.03554340396445663
FOXO3,allograft_3L,0.5505107832009081,0.4380899500277623,0.11242083317314577
GRHL2,allograft_3L,0.547085201793722,0.359800111049417,0.187285090744305
HES1,allograft_3L,0.5422656699252444,0.2287472035794183,0.3135184663458261
HSF2,allograft_3L,0.3888559573206876,0.3888559573206876,0.0
ICAM1,allograft_3L,0.4395539906103286,0.4395539906103286,0.0
JUN,allograft_3L,0.234375,0.234375,0.0
JUNB,allograft_3L,0.24375347029428096,0.2437534702942809,5.551115123125783e-17
JUND,allograft_3L,1.0,1.0,0.0
KMT2A,allograft_3L,0.231990231990232,0.2515262515262515,-0.019536019536019522
LMX1B,allograft_3L,0.15824541921154914,0.1582454192115491,2.7755575615628914e-17
MEIS2,allograft_3L,0.1532481954469739,0.1532481954469739,0.0
NCAM1,allograft_3L,0.3192771084337349,0.3192771084337349,0.0
NFATC2,allograft_3L,0.27040533037201553,0.2704053303720155,5.551115123125783e-17
NFIA,allograft_3L,0.37411003236245954,0.3112338858195211,0.06287614654293844
NFIB,allograft_3L,0.4191461836998706,0.4191461836998706,0.0
NFIX,allograft_3L,0.04018109790605546,0.0401810979060554,5.551115123125783e-17
NFKB1,allograft_3L,0.188268156424581,0.188268156424581,0.0
NFYC,allograft_3L,1.0,1.0,0.0
NR6A1,allograft_3L,1.0,1.0,0.0
PBX1,allograft_3L,0.967869222096956,0.4396648044692737,0.5282044176276823
PKNOX2,allograft_3L,0.5019673974142776,0.5019673974142776,0.0
PROX1,allograft_3L,0.8200999444752916,0.8200999444752916,0.0
RBPJ,allograft_3L,1.0,1.0,0.0
REST,allograft_3L,0.5518394648829431,0.2193225985563575,0.3325168663265856
RORA_RORB,allograft_3L,0.32358003442340794,0.2931726907630522,0.030407343660355746
RUNX1,allograft_3L,0.7049408489909533,0.4440832249674902,0.26085762402346313
SIX1,allograft_3L,0.6753246753246753,0.4886749716874292,0.18664970363724614
SIX4,allograft_3L,0.3090322580645161,0.2793548387096774,0.029677419354838697
SMAD3,allograft_3L,0.12372304199772985,0.1237230419977298,5.551115123125783e-17
SOX11,allograft_3L,0.20947075208913649,0.2094707520891364,8.326672684688674e-17
SOX9,allograft_3L,1.0,1.0,0.0
STAT1,allograft_3L,1.0,1.0,0.0
STAT2,allograft_3L,0.4546998867497169,0.4546998867497169,0.0
TBX15,allograft_3L,0.46530612244897956,0.4017492711370262,0.06355685131195338
TCF4,allograft_3L,1.0,1.0,0.0
TCF7L1,allograft_3L,0.42650462962962965,0.4265046296296296,5.551115123125783e-17
TCF7L2,allograft_3L,0.4071641791044776,0.2261904761904762,0.18097370291400142
TEAD1,allograft_3L,0.44979203802733214,0.427807486631016,0.021984551396316165
TFDP1,allograft_3L,1.0,1.0,0.0
THRB,allograft_3L,0.7579122709605774,0.5119378123264853,0.24597445863409217
ZBTB20,allograft_3L,0.44582814445828145,0.4458281444582814,5.551115123125783e-17
ZEB1,allograft_3L,1.0,1.0,0.0
ASCL1,allograft_2LR,0.2135523613963039,0.2135523613963039,0.0
BACH1,allograft_2LR,0.8899145299145299,0.8600337268128162,0.029880803101713704
BACH2,allograft_2LR,0.933422999327505,0.4161096256684492,0.5173133736590558
CREB1,allograft_2LR,1.0,1.0,0.0
CUX2,allograft_2LR,0.5575822603719599,0.5615164520743919,-0.003934191702432033
EGR1,allograft_2LR,0.4531473533619456,0.4524320457796852,0.0007153075822604049
EHF,allograft_2LR,0.5010026737967914,0.0,0.5010026737967914
EPCAM,allograft_2LR,0.36,0.36,0.0
ESR1,allograft_2LR,1.0,1.0,0.0
ETS1,allograft_2LR,0.5134408602150538,0.5134408602150538,0.0
FOS,allograft_2LR,0.2335740072202166,0.2364620938628159,-0.0028880866425992913
FOXO3,allograft_2LR,0.43213203098686426,0.4090909090909091,0.02304112189595514
GRHL2,allograft_2LR,0.746967654986523,0.789261744966443,-0.04229408997992001
HES1,allograft_2LR,0.558974358974359,0.434577867473932,0.12439649150042698
HSF2,allograft_2LR,0.13954293628808864,0.0983379501385041,0.04120498614958454
ICAM1,allograft_2LR,0.5604015230183454,0.5410176531671859,0.019383869851159585
JUN,allograft_2LR,0.4321197686287853,0.4266757400476352,0.005444028581150118
JUNB,allograft_2LR,0.21156417112299467,0.2115641711229946,5.551115123125783e-17
JUND,allograft_2LR,1.0,1.0,0.0
KMT2A,allograft_2LR,0.15024458420684836,0.1715583508036338,-0.02131376659678544
LMX1B,allograft_2LR,0.2302807486631016,0.2302807486631016,0.0
MEIS2,allograft_2LR,0.18148395721925134,0.1814839572192513,2.7755575615628914e-17
NCAM1,allograft_2LR,0.3331000699790063,0.3386983904828551,-0.005598320503848786
NFATC2,allograft_2LR,0.5481283422459893,0.5481283422459893,0.0
NFIA,allograft_2LR,0.5798882681564246,0.3476702508960573,0.23221801726036728
NFIB,allograft_2LR,0.7101556708673091,0.7083024462564863,0.0018532246108228234
NFIX,allograft_2LR,0.23926174496644295,0.2392617449664429,5.551115123125783e-17
NFKB1,allograft_2LR,0.2801608579088472,0.2801608579088472,0.0
NFYC,allograft_2LR,1.0,1.0,0.0
NR6A1,allograft_2LR,1.0,1.0,0.0
PBX1,allograft_2LR,0.7966273187183811,0.407171581769437,0.3894557369489441
PKNOX2,allograft_2LR,0.2863376972138301,0.2682108089963075,0.01812688821752262
PROX1,allograft_2LR,0.8993983957219251,0.8993983957219251,0.0
RBPJ,allograft_2LR,1.0,1.0,0.0
REST,allograft_2LR,0.5030080213903744,0.2543449197860962,0.24866310160427818
RORA_RORB,allograft_2LR,0.4675848169297951,0.4675848169297951,0.0
RUNX1,allograft_2LR,0.675028079371022,0.3062836624775583,0.36874441689346377
SIX1,allograft_2LR,0.7224126113776559,0.5152941176470588,0.2071184937305971
SIX4,allograft_2LR,0.6138578130638759,0.5817394442439553,0.032118368819920584
SMAD3,allograft_2LR,0.3227211796246649,0.3227211796246649,0.0
SOX11,allograft_2LR,0.46604215456674475,0.4660421545667447,5.551115123125783e-17
SOX9,allograft_2LR,1.0,1.0,0.0
STAT1,allograft_2LR,1.0,1.0,0.0
STAT2,allograft_2LR,0.34893184130213634,0.3489318413021363,5.551115123125783e-17
TBX15,allograft_2LR,0.5772946859903382,0.5772946859903382,0.0
TCF4,allograft_2LR,1.0,1.0,0.0
TCF7L1,allograft_2LR,0.3882633913340157,0.3422040259297168,0.04605936540429889
TCF7L2,allograft_2LR,0.5164609053497943,0.1443994601889338,0.3720614451608605
TEAD1,allograft_2LR,0.8439986163957108,0.851608439986164,-0.007609823590453146
TFDP1,allograft_2LR,1.0,1.0,0.0
THRB,allograft_2LR,0.7967914438502673,0.4231283422459893,0.37366310160427807
ZBTB20,allograft_2LR,0.6440438317426652,0.6779780841286673,-0.03393425238600212
ZEB1,allograft_2LR,1.0,1.0,0.0
ASCL1,allograft_mt5,0.07030739045127535,0.0735775016350556,-0.003270111183780247
BACH1,allograft_mt5,0.8196170641585488,0.6081871345029239,0.2114299296556249
BACH2,allograft_mt5,0.9399612653324726,0.2345360824742268,0.7054251828582458
CREB1,allograft_mt5,1.0,1.0,0.0
CUX2,allograft_mt5,0.678448867536033,0.6630061770761839,0.015442690459849029
EGR1,allograft_mt5,0.6032944406314344,0.6839396019217571,-0.08064516129032262
EHF,allograft_mt5,0.790270618556701,0.6433634020618557,0.14690721649484528
EPCAM,allograft_mt5,0.17237969676994067,0.1776532630191167,-0.0052735662491760205
ESR1,allograft_mt5,1.0,1.0,0.0
ETS1,allograft_mt5,0.3489046391752577,0.3489046391752577,0.0
FOS,allograft_mt5,0.2814306358381503,0.3179190751445087,-0.03648843930635837
FOXO3,allograft_mt5,0.39131853785900783,0.3205541237113402,0.07076441414766765
GRHL2,allograft_mt5,0.6099221789883269,0.4400773195876288,0.1698448594006981
HES1,allograft_mt5,0.40301936330817195,0.2170116429495472,0.18600772035862476
HSF2,allograft_mt5,0.665331998665332,0.700367033700367,-0.03503503503503502
ICAM1,allograft_mt5,0.4402283411685695,0.4503022162525185,-0.010073875083948969
JUN,allograft_mt5,0.5021459227467812,0.5021459227467812,0.0
JUNB,allograft_mt5,0.26836340206185566,0.2683634020618556,5.551115123125783e-17
JUND,allograft_mt5,1.0,1.0,0.0
KMT2A,allograft_mt5,0.1905890318212593,0.1855111712931618,0.0050778605280975
LMX1B,allograft_mt5,0.2802835051546392,0.2615979381443299,0.018685567010309267
MEIS2,allograft_mt5,0.2657860824742268,0.2657860824742268,0.0
NCAM1,allograft_mt5,0.4233425414364641,0.4233425414364641,0.0
NFATC2,allograft_mt5,0.38240979381443296,0.3824097938144329,5.551115123125783e-17
NFIA,allograft_mt5,0.6407447973713034,0.5612386917188588,0.07950610565244465
NFIB,allograft_mt5,0.48308823529411765,0.4522058823529412,0.030882352941176472
NFIX,allograft_mt5,0.10543442889684347,0.1054344288968434,6.938893903907228e-17
NFKB1,allograft_mt5,0.25579896907216493,0.2557989690721649,5.551115123125783e-17
NFYC,allograft_mt5,1.0,1.0,0.0
NR6A1,allograft_mt5,1.0,1.0,0.0
PBX1,allograft_mt5,0.9427554980595084,0.7799613402061856,0.16279415785332285
PKNOX2,allograft_mt5,0.23432449903038138,0.2343244990303813,8.326672684688674e-17
PROX1,allograft_mt5,0.8524484536082474,0.8524484536082474,0.0
RBPJ,allograft_mt5,1.0,1.0,0.0
REST,allograft_mt5,0.46713917525773196,0.1539948453608247,0.31314432989690727
RORA_RORB,allograft_mt5,0.4582113821138211,0.4582113821138211,0.0
RUNX1,allograft_mt5,0.6154960173787111,0.5996615905245347,0.015834426854176353
SIX1,allograft_mt5,0.5799207397622193,0.1588845654993514,0.4210361742628679
SIX4,allograft_mt5,0.686969361387966,0.5378368401624215,0.14913252122554455
SMAD3,allograft_mt5,0.14267100977198696,0.1426710097719869,5.551115123125783e-17
SOX11,allograft_mt5,0.2641265741039716,0.2641265741039716,0.0
SOX9,allograft_mt5,1.0,1.0,0.0
STAT1,allograft_mt5,1.0,1.0,0.0
STAT2,allograft_mt5,0.7987666342096722,0.7987666342096722,0.0
TBX15,allograft_mt5,0.5897604200853298,0.5480800787659993,0.041680341319330516
TCF4,allograft_mt5,1.0,1.0,0.0
TCF7L1,allograft_mt5,0.5872911889944317,0.5872911889944317,0.0
TCF7L2,allograft_mt5,0.410780046869769,0.39453125,0.01624879686976899
TEAD1,allograft_mt5,0.7726072607260726,0.7726072607260726,0.0
TFDP1,allograft_mt5,1.0,1.0,0.0
THRB,allograft_mt5,0.779639175257732,0.4900128865979381,0.28962628865979384
ZBTB20,allograft_mt5,0.5189830508474577,0.5176271186440679,0.0013559322033898091
ZEB1,allograft_mt5,1.0,1.0,0.0
ASCL1,allograft_2L,0.2,0.2,0.0
BACH1,allograft_2L,0.7315270935960592,0.5037986704653371,0.22772842313072206
BACH2,allograft_2L,0.959395656279509,0.3764705882352941,0.5829250680442148
CREB1,allograft_2L,1.0,1.0,0.0
CUX2,allograft_2L,0.5099439061703213,0.5099439061703213,0.0
EGR1,allograft_2L,0.4467108618052014,0.4467108618052014,0.0
EHF,allograft_2L,0.6470588235294118,0.3374117647058823,0.3096470588235295
EPCAM,allograft_2L,0.3047711781888997,0.2877312560856864,0.017039922103213312
ESR1,allograft_2L,1.0,1.0,0.0
ETS1,allograft_2L,0.38203309692671394,0.3820330969267139,5.551115123125783e-17
FOS,allograft_2L,0.0794813979706877,0.0760992108229988,0.0033821871476889115
FOXO3,allograft_2L,0.3619952494061758,0.420235294117647,-0.058240044711471206
GRHL2,allograft_2L,0.782088122605364,0.793022159358793,-0.010934036753429077
HES1,allograft_2L,0.6177625122669284,0.3427207637231503,0.27504174854377805
HSF2,allograft_2L,0.4337231968810916,0.4337231968810916,0.0
ICAM1,allograft_2L,0.2993062438057483,0.2993062438057483,0.0
JUN,allograft_2L,0.6492937165124208,0.6570871894788115,-0.007793472966390658
JUNB,allograft_2L,0.2842352941176471,0.2842352941176471,0.0
JUND,allograft_2L,1.0,1.0,0.0
KMT2A,allograft_2L,0.10900945744151319,0.1090094574415131,9.71445146547012e-17
LMX1B,allograft_2L,0.3668555240793201,0.3668555240793201,0.0
MEIS2,allograft_2L,0.26494117647058824,0.2649411764705882,5.551115123125783e-17
NCAM1,allograft_2L,0.4803427419354839,0.4324596774193548,0.04788306451612906
NFATC2,allograft_2L,0.5581176470588235,0.5581176470588235,0.0
NFIA,allograft_2L,0.6018418201516793,0.5648854961832062,0.03695632396847315
NFIB,allograft_2L,0.646448087431694,0.6562841530054645,-0.00983606557377048
NFIX,allograft_2L,0.2119047619047619,0.2119047619047619,0.0
NFKB1,allograft_2L,0.3647502356267672,0.3647502356267672,0.0
NFYC,allograft_2L,1.0,1.0,0.0
NR6A1,allograft_2L,1.0,1.0,0.0
PBX1,allograft_2L,0.8716856060606061,0.5711592836946278,0.3005263223659783
PKNOX2,allograft_2L,0.4301330798479088,0.4301330798479088,0.0
PROX1,allograft_2L,0.9204705882352942,0.9204705882352942,0.0
RBPJ,allograft_2L,1.0,1.0,0.0
REST,allograft_2L,0.4371764705882353,0.1251764705882353,0.31199999999999994
RORA_RORB,allograft_2L,0.5545497856121963,0.5345402572653645,0.020009528346831784
RUNX1,allograft_2L,0.6583194212576516,0.3047962867457452,0.3535231345119064
SIX1,allograft_2L,0.6867291563887519,0.49282982791587,0.19389932847288188
SIX4,allograft_2L,0.533013844515442,0.5431309904153354,-0.010117145899893432
SMAD3,allograft_2L,0.15664931377188832,0.1566493137718883,2.7755575615628914e-17
SOX11,allograft_2L,0.7183231276495525,0.7183231276495525,0.0
SOX9,allograft_2L,1.0,1.0,0.0
STAT1,allograft_2L,1.0,1.0,0.0
STAT2,allograft_2L,0.505938242280285,0.505938242280285,0.0
TBX15,allograft_2L,0.5935775213246363,0.6633216256899147,-0.06974410436527845
TCF4,allograft_2L,1.0,1.0,0.0
TCF7L1,allograft_2L,0.4408759124087591,0.4408759124087591,0.0
TCF7L2,allograft_2L,0.4,0.1482014388489208,0.25179856115107924
TEAD1,allograft_2L,0.8167311411992263,0.8834622823984526,-0.0667311411992263
TFDP1,allograft_2L,1.0,1.0,0.0
THRB,allograft_2L,0.8207058823529412,0.4564705882352941,0.3642352941176471
ZBTB20,allograft_2L,0.4333499750374438,0.4163754368447329,0.016974538192710942
ZEB1,allograft_2L,1.0,1.0,0.0
ASCL1,allograft_mt4Rf,0.41607862903225806,0.3407258064516129,0.07535282258064518
BACH1,allograft_mt4Rf,0.6404979674796748,0.6225758329189458,0.017922134560728997
BACH2,allograft_mt4Rf,0.8841372451516658,0.1058122205663189,0.7783250245853469
CREB1,allograft_mt4Rf,1.0,1.0,0.0
CUX2,allograft_mt4Rf,0.5545501551189245,0.5506721820062047,0.003877973112719757
EGR1,allograft_mt4Rf,0.5793691830403309,0.5876421923474664,-0.008273009307135482
EHF,allograft_mt4Rf,0.6492796820665673,0.137605563835072,0.5116741182314952
EPCAM,allograft_mt4Rf,0.49061796347260445,0.4906179634726044,5.551115123125783e-17
ESR1,allograft_mt4Rf,1.0,1.0,0.0
ETS1,allograft_mt4Rf,0.15424739195231,0.15424739195231,0.0
FOS,allograft_mt4Rf,0.11927097292950951,0.1192709729295095,1.3877787807814457e-17
FOXO3,allograft_mt4Rf,0.39522150323544053,0.0370554588410843,0.35816604439435623
GRHL2,allograft_mt4Rf,0.596100974756311,0.3971684053651266,0.19893256939118437
HES1,allograft_mt4Rf,0.48765743073047857,0.2034405385190725,0.28421689221140606
HSF2,allograft_mt4Rf,0.7147922998986829,0.7350557244174265,-0.020263424518743633
ICAM1,allograft_mt4Rf,0.17894203998987598,0.1850164515312579,-0.006074411541381913
JUN,allograft_mt4Rf,0.680727456428391,0.6837585248800202,-0.0030310684516291486
JUNB,allograft_mt4Rf,0.14307004470938897,0.1430700447093889,8.326672684688674e-17
JUND,allograft_mt4Rf,1.0,1.0,0.0
KMT2A,allograft_mt4Rf,0.1913422131147541,0.2026127049180328,-0.011270491803278687
LMX1B,allograft_mt4Rf,0.41306507699950323,0.4130650769995032,5.551115123125783e-17
MEIS2,allograft_mt4Rf,0.12021857923497267,0.1202185792349726,6.938893903907228e-17
NCAM1,allograft_mt4Rf,0.5871369294605809,0.5827282157676349,0.004408713692946042
NFATC2,allograft_mt4Rf,0.410829607550919,0.410829607550919,0.0
NFIA,allograft_mt4Rf,0.37801245599783373,0.2083766909469303,0.16963576505090344
NFIB,allograft_mt4Rf,0.6371822033898306,0.6371822033898306,0.0
NFIX,allograft_mt4Rf,0.2931335830212235,0.2389513108614232,0.05418227215980029
NFKB1,allograft_mt4Rf,0.3211624441132638,0.3211624441132638,0.0
NFYC,allograft_mt4Rf,1.0,1.0,0.0
NR6A1,allograft_mt4Rf,1.0,1.0,0.0
PBX1,allograft_mt4Rf,0.9446107784431138,0.2414307004470939,0.7031800779960199
PKNOX2,allograft_mt4Rf,0.36422845691382766,0.3642284569138276,5.551115123125783e-17
PROX1,allograft_mt4Rf,0.8154495777446598,0.8154495777446598,0.0
RBPJ,allograft_mt4Rf,1.0,1.0,0.0
REST,allograft_mt4Rf,0.3363139592647789,0.0842026825633383,0.2521112767014406
RORA_RORB,allograft_mt4Rf,0.48305929247633284,0.4798206278026906,0.0032386646736422553
RUNX1,allograft_mt4Rf,0.6359945872801083,0.5255681818181818,0.1104264054619265
SIX1,allograft_mt4Rf,0.6423451100870455,0.4301717699775952,0.21217334010945033
SIX4,allograft_mt4Rf,0.5177514792899408,0.5244755244755245,-0.006724045185583671
SMAD3,allograft_mt4Rf,0.168671679197995,0.168671679197995,0.0
SOX11,allograft_mt4Rf,0.2390547263681592,0.2390547263681592,0.0
SOX9,allograft_mt4Rf,1.0,1.0,0.0
STAT1,allograft_mt4Rf,1.0,1.0,0.0
STAT2,allograft_mt4Rf,0.6390072699924794,0.6390072699924794,0.0
TBX15,allograft_mt4Rf,0.20792575871582644,0.1888638073739653,0.019061951341861144
TCF4,allograft_mt4Rf,1.0,1.0,0.0
TCF7L1,allograft_mt4Rf,0.2887092700176812,0.2760798181358929,0.012629451881788323
TCF7L2,allograft_mt4Rf,0.48848975461674676,0.3395615346287992,0.14892821998794759
TEAD1,allograft_mt4Rf,0.6369183829138062,0.6226798881261124,0.01423849478769379
TFDP1,allograft_mt4Rf,1.0,1.0,0.0
THRB,allograft_mt4Rf,0.8994038748137109,1.0,-0.10059612518628913
ZBTB20,allograft_mt4Rf,0.3632589517384536,0.3668915412558381,-0.0036325895173845435
ZEB1,allograft_mt4Rf,1.0,1.0,0.0
ASCL1,allograft_TKO-luc,0.7342606149341142,0.7342606149341142,0.0
BACH1,allograft_TKO-luc,0.5458108770210681,0.2026731470230862,0.3431377299979819
BACH2,allograft_TKO-luc,0.9973372064875333,0.47009165460685,0.5272455518806833
CREB1,allograft_TKO-luc,1.0,1.0,0.0
CUX2,allograft_TKO-luc,0.8725079990155058,0.8725079990155058,0.0
EGR1,allograft_TKO-luc,0.6359832635983264,0.6874230863893674,-0.05143982279104109
EHF,allograft_TKO-luc,0.519295706705258,0.2819585142305837,0.23733719247467433
EPCAM,allograft_TKO-luc,0.45093228655544654,0.4509322865554465,5.551115123125783e-17
ESR1,allograft_TKO-luc,1.0,1.0,0.0
ETS1,allograft_TKO-luc,0.681379643029426,0.681379643029426,0.0
