gene,dataset,mean_shift_in_gemm_sds,std_ratio,dataset_mean,dataset_std
LMX1B,allograft_2L,0.12520112745384476,0.10056253432221995,0.022426552545321478,0.01039084967051269
ZBTB20,allograft_2L,1.763639371653174,0.4523163025162498,0.8025070658077504,0.19676728679340794
TBX15,allograft_2L,0.12250415900050202,0.08818447538194234,0.02184997721754406,0.01024539082884401
MEIS2,allograft_2L,0.13730339233703423,0.1113906494719878,0.0899071060505648,0.05195420279432977
NFIX,allograft_2L,1.977299059496249,0.8626963560927136,0.31838238246740164,0.14000569746038524
REST,allograft_2L,0.03122441683779634,0.14129158836699823,0.006434141664344311,0.03008873907672211
NFATC2,allograft_2L,0.06682254224631715,0.06822995749453017,0.02380260837885978,0.009387887480326136
KMT2A,allograft_2L,2.3367248845342736,0.6138433107515483,0.47937962429898695,0.12080646356541469
RBPJ,allograft_2L,0.6852331929876512,0.19270018165952546,0.11775470097153405,0.02911690315113381
HES1,allograft_2L,0.2693253044041657,0.19933239695190705,0.06913199901515638,0.05359992966230825
JUNB,allograft_2L,5.738541144850027,3.049691700286,0.6860485814359772,0.36644498231728523
ICAM1,allograft_2L,0.06184133821388468,0.20832711367495743,0.012034326073936086,0.04500034835719013
RUNX1,allograft_2L,-0.0018179905160611682,0.07557746095883856,0.00857952602726065,0.0326137220522201
SIX4,allograft_2L,0.21388273750181866,0.09080511587578766,0.07595947523594809,0.026785612269238826
NFIB,allograft_2L,4.424034286845755,0.7590208301861694,1.4339822938184297,0.24523478142839011
JUN,allograft_2L,2.6148512846125582,0.9958031746509161,0.5761804248504648,0.22218570011790734
NCAM1,allograft_2L,5.112443063577595,1.0356103811688848,1.3901727771253876,0.2782232386789179
PROX1,allograft_2L,1.8181179990876104,0.42219570953599783,0.6459211683969086,0.14615904717326328
TCF7L2,allograft_2L,0.02732083579089865,0.13806640685821225,0.005678057501861908,0.03122363352982913
PKNOX2,allograft_2L,0.8828846694889916,0.20560044170083094,0.04913912461594072,0.012379492144835186
ETS1,allograft_2L,0.5646693058627407,0.382987871802185,0.07536969348797137,0.04979844641873213
BACH2,allograft_2L,0.31691804798568657,0.14223721404724793,0.008062410561890193,0.006351149743351461
JUND,allograft_2L,5.315542817665041,1.2223971520768715,1.2771123950649304,0.2918882806618539
NR6A1,allograft_2L,0.12074797773631771,0.06195812188001628,0.01893957120572845,0.00612942034033281
PBX1,allograft_2L,0.32994634057653677,0.17553636529868288,0.04024930823415112,0.011996861049694362
EPCAM,allograft_2L,1.5084802772654715,0.6671256548072647,0.39835025380703304,0.16964075069940215
BACH1,allograft_2L,0.4403297628492712,0.5087956439035088,0.024281035903018222,0.0332042284747577
SOX9,allograft_2L,-0.005733949660652245,0.023885039773654183,0.0012538799489369538,0.0067794762805509804
CUX2,allograft_2L,0.971655736871473,0.3194179954876204,0.1315642422688923,0.03979829580726125
FOS,allograft_2L,5.923973425979979,2.3860248950165026,1.029571148947827,0.4133729095474909
RORA_RORB,allograft_2L,0.4535638454674566,0.17547010609417651,0.11393974496028522,0.03703830645219233
TEAD1,allograft_2LR,1.0167838447671786,0.31947383484417874,0.25701763956743967,0.07561870452179877
TCF7L1,allograft_2LR,0.7086847642823632,0.24319475971930649,0.07100496523553522,0.02347833634093346
TFDP1,allograft_2LR,3.6104893354811485,1.041350613815462,0.6054400645144427,0.17484363435592584
NFYC,allograft_2LR,10.631886131970848,2.4422220856732384,0.9403503831724764,0.21537272576855826
EGR1,allograft_2LR,4.1486465211830685,1.4797694069892053,0.9606319970034461,0.33330013468457903
HSF2,allograft_2LR,0.9761713825263557,0.3524146180886734,0.13837024687251442,0.04695335002560365
CREB1,allograft_2LR,0.7205873497164215,0.19823690925090678,0.19228231245567276,0.04965398076856606
TCF4,allograft_2LR,4.959715711151081,1.0835492640747257,1.722349591240739,0.3720248741864898
NFKB1,allograft_2LR,0.09034750414432477,0.4632704761751749,0.01540467629793281,0.04249689268684059
SIX1,allograft_2LR,0.7565577965586285,0.21068242657445888,0.1977218548074947,0.05372302148254814
ZEB1,allograft_2LR,3.5654148434577064,1.0144280779337218,0.22053895149329272,0.0601570415591607
SMAD3,allograft_2LR,0.04602962176614453,0.0460489635114637,0.005231576342799959,0.0055207314441624925
ESR1,allograft_2LR,0.021345630479371533,0.03625685681229248,0.010043876300433314,0.006242682812107094
SOX11,allograft_2LR,4.144297153709704,0.9320272687414162,1.3917612372739838,0.31473700302041874
STAT1,allograft_2LR,0.44826909312348195,0.3109169959364547,0.07123573640120892,0.04364236448514287
ASCL1,allograft_2LR,1.3634711854094728,0.36452026215868255,0.9936418290360937,0.25528355584933815
GRHL2,allograft_2LR,-0.07873981551417467,0.032146419088189084,0.002077091833041579,0.004960334149536341
THRB,allograft_2LR,0.005528564164682923,0.024395953855863444,0.0038433079907731578,0.002668080372537451
NFIA,allograft_2LR,-0.009927123503968748,0.05643856773294124,0.000743538430398575,0.017497398817044995
FOXO3,allograft_2LR,0.978511949733377,0.3732303638205029,0.08589715297758906,0.030621242109295316
STAT2,allograft_2LR,0.2983676687299003,0.18224163904148347,0.05017845196646151,0.020978986421434344
EHF,allograft_2LR,-0.08135413559767547,0.105447767185968,0.0014895681119241621,0.021975776076985035
LMX1B,allograft_2LR,0.11806286654286025,0.09387390307667112,0.02168897570783571,0.009699731827844763
ZBTB20,allograft_2LR,2.080267496658609,0.545905856681078,0.9402470869681976,0.2374807489055907
TBX15,allograft_2LR,0.04806346871528049,0.07807677555497072,0.013201357806499744,0.009071064682893282
MEIS2,allograft_2LR,0.24149226741543045,0.14530249019054278,0.13850229757153126,0.06777117359190002
NFIX,allograft_2LR,1.9692955896096276,0.9414051796985083,0.31708351134586976,0.15277923436869628
REST,allograft_2LR,0.04322459708863104,0.15691482168752188,0.008989639104879384,0.03341578349846764
NFATC2,allograft_2LR,0.027264806575937384,0.05873249248272471,0.018359785532608117,0.008081113503714588
KMT2A,allograft_2LR,3.0207054975154484,0.797098019987839,0.6139893488887924,0.15687161727286475
RBPJ,allograft_2LR,0.9016172227164585,0.2082301938760239,0.15045022197627153,0.03146348039745245
HES1,allograft_2LR,0.29619976095866485,0.31591455148055725,0.07635846597717989,0.0849485482419747
JUNB,allograft_2LR,5.65971238137185,3.2662545744953078,0.6765766715914034,0.3924667531745715
ICAM1,allograft_2LR,0.06562573310352987,0.28101460910153664,0.012851786102787215,0.060701437657122784
RUNX1,allograft_2LR,0.0005544835061703505,0.09222278001810588,0.009603312846181598,0.039796628204163007
SIX4,allograft_2LR,0.21168418136787007,0.11361335034720332,0.07531094710415583,0.03351356497548196
NFIB,allograft_2LR,4.3422783923361985,0.8727119417598606,1.4075674865784018,0.28196765329211265
JUN,allograft_2LR,5.052259383390973,1.1619913290497037,1.1200200496738995,0.2592659508906985
NCAM1,allograft_2LR,5.851716986847375,1.2575768821753868,1.5887833636384692,0.3378559344409597
PROX1,allograft_2LR,2.098223013177763,0.5149010864108367,0.7428901357340328,0.17825252715380632
TCF7L2,allograft_2LR,0.012512344141308704,0.12787973280770448,0.0023291261657174926,0.02891992341903069
PKNOX2,allograft_2LR,0.7916033786548012,0.2196535591422831,0.04364294954207312,0.013225650137190317
ETS1,allograft_2LR,0.5969852169231709,0.28958092369331867,0.079571607657845,0.03765309863356987
BACH2,allograft_2LR,0.5218705733347119,0.1774638841057822,0.017213912772396835,0.007924084491827825
JUND,allograft_2LR,6.47697072344779,1.3055673857311407,1.5544422251906354,0.3117479608503616
NR6A1,allograft_2LR,0.18243128955968604,0.08819386171248102,0.02504180501587224,0.008724881153108932
PBX1,allograft_2LR,0.6812986296457558,0.23988944054366973,0.06426213648363234,0.016395008980585955
EPCAM,allograft_2LR,1.9913199398959183,0.7328441218196861,0.52112964663332,0.18635204039192926
BACH1,allograft_2LR,0.5797172165542874,0.5541056119481492,0.03337752270433565,0.03616117700441832
SOX9,allograft_2LR,-0.006778212565167888,0.018999324904208817,0.0009574787011721495,0.0053927258968453125
CUX2,allograft_2LR,0.8511132165812981,0.25818085085817355,0.11654509197794666,0.032168375042671074
FOS,allograft_2LR,6.847768981233493,2.129809909828582,1.1896164432361516,0.36898429729201593
RORA_RORB,allograft_2LR,0.7521868311499832,0.28282322831478196,0.17697321489756213,0.05969845026764309
TEAD1,allograft_3L,0.4265088972154061,0.18844577852008448,0.11730094925598246,0.04460467208915859
TCF7L1,allograft_3L,0.5698774333039073,0.19455543881826803,0.05760432614667931,0.018782633453144147
TFDP1,allograft_3L,3.7003544961562427,1.0616135247538845,0.6205284997503363,0.17824579395913903
NFYC,allograft_3L,21.77397867784461,4.488162290481102,1.9229403189722132,0.39579846233603444
EGR1,allograft_3L,1.8260259326870651,1.3226131420144762,0.43748984302286903,0.2979025896108656
HSF2,allograft_3L,0.5813936693049643,0.18097975389655938,0.08577272338803918,0.024112523420111418
CREB1,allograft_3L,0.595529088863738,0.14368689436868762,0.1609579717827158,0.035990403182928773
TCF4,allograft_3L,1.2650559001099742,0.3886223737434,0.4538282632896945,0.1334292721996374
NFKB1,allograft_3L,0.27030873231240343,0.40913461319373085,0.031912943918162164,0.037530882379803426
SIX1,allograft_3L,0.9950120579296932,0.24964281785660294,0.2585265627014178,0.06365773683518046
ZEB1,allograft_3L,2.276660004198254,0.6295012363548456,0.1441139391032417,0.03733032716728063
SMAD3,allograft_3L,0.0764659132006279,0.046823376327270426,0.00888053124542693,0.0056135744716048425
ESR1,allograft_3L,0.05902700224485828,0.026185875494333256,0.016531831201622337,0.004508667580170045
SOX11,allograft_3L,6.160815369253742,1.2983534471695029,2.0727208196620164,0.43844197109723504
STAT1,allograft_3L,0.3825021760356049,0.27320240566279047,0.062004257247203716,0.03834849532828443
ASCL1,allograft_3L,3.324907273884986,0.7983654194365248,2.3672894179848587,0.5591172406547382
GRHL2,allograft_3L,-0.06829046579019835,0.038800844054876486,0.003689472550598129,0.005987141251043777
THRB,allograft_3L,-0.030718101345982664,0.010926319401303607,-0.0001208336611710436,0.0011949644810336736
NFIA,allograft_3L,0.17361416388942458,0.06532745764572451,0.057646029650806306,0.02025318192941477
FOXO3,allograft_3L,0.7536784458614831,0.45091738669477244,0.06745095506949633,0.03699498167279835
STAT2,allograft_3L,0.13148761184712687,0.14628739936913915,0.030967834317467625,0.016840066743986696
EHF,allograft_3L,-0.08170306515735233,0.11103329040780548,0.0014168496649173488,0.023139823556334926
LMX1B,allograft_3L,0.3917903188749489,0.1252083180101508,0.04997247937095593,0.012937430611807427
ZBTB20,allograft_3L,0.7338132112786893,0.37059602093808297,0.35451061217897484,0.16121721266900352
TBX15,allograft_3L,0.21155002437964637,0.08928741914516955,0.03219544549357101,0.010373532317099808
MEIS2,allograft_3L,1.1181149986355319,0.2949284377975793,0.547371761640701,0.13755886997502098
NFIX,allograft_3L,7.601485431227237,1.8490221370597215,1.2311231516387589,0.30007502882151654
REST,allograft_3L,0.035700146336027395,0.14188428410675627,0.007387270287263222,0.030214956551318988
NFATC2,allograft_3L,0.06258203122503588,0.049751032989365604,0.023219148535285016,0.006845337691608567
KMT2A,allograft_3L,1.1832812548098413,0.46101083438520274,0.25237797194170764,0.09072850936378303
RBPJ,allograft_3L,0.8760142435589712,0.18799145165679035,0.1465816243543647,0.028405416351932347
HES1,allograft_3L,0.07392046280769217,0.14588617411581942,0.016588178113968625,0.03922838831460891
JUNB,allograft_3L,7.597977444452537,3.315688939360397,0.9094748057536879,0.3984066896465615
ICAM1,allograft_3L,0.04860196455357408,0.2591273775785856,0.009174513847695841,0.055973617904174
RUNX1,allograft_3L,-0.007239640981289507,0.0943396172793374,0.00623993696070617,0.040710100834649855
SIX4,allograft_3L,0.2808768637652205,0.10478787598616535,0.09572134297986,0.030910234402673296
NFIB,allograft_3L,7.680315225860329,1.501093853727094,2.4860658633204764,0.4849938347963028
JUN,allograft_3L,5.5904398588926,1.3865271472611638,1.2401000100345754,0.30936485521318086
NCAM1,allograft_3L,2.774204787966046,0.72359496549774,0.7619903663722427,0.19439833595073835
PROX1,allograft_3L,1.1617690047891485,0.31029265880774076,0.41870108668356426,0.10741956474650295
TCF7L2,allograft_3L,0.007561417692390313,0.10083113763302891,0.0012094771751203907,0.022802900151393298
PKNOX2,allograft_3L,0.9944934231012075,0.2407834987378809,0.05585924485112837,0.014497913557835916
ETS1,allograft_3L,0.16324346488480249,0.30239795124988045,0.023173828540687967,0.039319647647300844
BACH2,allograft_3L,0.7844467841924438,0.15988148563976828,0.028938417117970735,0.007138998491283454
JUND,allograft_3L,4.930729074833018,0.9224354157788985,1.185225219461278,0.22026236487531764
NR6A1,allograft_3L,0.09084255883483629,0.04527667410362312,0.015981074767507084,0.004479150735569301
PBX1,allograft_3L,0.05576382510220384,0.12450049807223858,0.021510572617720262,0.008508864664304372
EPCAM,allograft_3L,3.2807341522621267,0.9557100516949706,0.8490096994720554,0.24302373841002786
BACH1,allograft_3L,0.526974826260603,0.5522583697329492,0.02993553101553011,0.036040625161460026
SOX9,allograft_3L,0.004485665637813654,0.040674889811987795,0.004154592703400404,0.011545069772023587
CUX2,allograft_3L,0.38684345822106514,0.21731029503257268,0.058698804547023344,0.02707605559438411
FOS,allograft_3L,3.7125644083164513,2.466639368432411,0.6464500081163067,0.4273391676100844
RORA_RORB,allograft_3L,0.3185318659255032,0.29216433135278547,0.08543713588089731,0.0616701743671167
TEAD1,allograft_5B,0.7691608283124428,0.3391094152875921,0.19840585458911697,0.0802664001817225
TCF7L1,allograft_5B,0.22239722635337858,0.16989631553441417,0.02405813798038052,0.016402009828691506
TFDP1,allograft_5B,3.3676136197173925,1.3464571452520284,0.5646610297901618,0.22607127480129197
NFYC,allograft_5B,2.8501624891419204,1.0996446571677059,0.25410196949813524,0.09697458252481309
EGR1,allograft_5B,1.2528902100668435,1.7382902983633683,0.30839796381546436,0.39152883403923094
HSF2,allograft_5B,2.2648936094247145,1.0087383497754838,0.31007091619636395,0.13439750336729964
CREB1,allograft_5B,0.7106533603215194,0.15717995402681484,0.18979406684977862,0.039370117522228576
TCF4,allograft_5B,5.704604560463865,1.9946649773877936,1.978099089335914,0.6848465610749708
NFKB1,allograft_5B,0.2895062666012964,0.9420627267392764,0.033673978986191275,0.08641763432248867
SIX1,allograft_5B,0.018607538026797387,0.15233923933206558,0.009548032069857387,0.03884578491115484
ZEB1,allograft_5B,1.4875313959580512,0.7161596684076237,0.09731747958673954,0.04246929661405424
SMAD3,allograft_5B,0.05815246624931226,0.0704203295769205,0.006684963425318216,0.008442572821575189
ESR1,allograft_5B,0.02165750079587735,0.04388691317373173,0.01009757393546375,0.007556421119582662
SOX11,allograft_5B,5.822012876048594,2.202524255492532,1.958310345952133,0.7437721046398118
STAT1,allograft_5B,0.4609953178102356,0.9400352765039232,0.07302207340934289,0.1319495643604541
ASCL1,allograft_5B,1.4665191629526715,0.6138387074276737,1.0658091592539647,0.4298881138241976
GRHL2,allograft_5B,-0.082952436854317,0.028501895092039493,0.001427065793274961,0.004397968033817172
THRB,allograft_5B,0.04110827311589135,0.035116835964380276,0.00773450747713792,0.00384057706190739
NFIA,allograft_5B,0.1390988635268513,0.0772420620146031,0.04694540417441686,0.02394701387384053
FOXO3,allograft_5B,2.2986930105966112,0.7368817951407874,0.1942098408280375,0.060456592073494825
STAT2,allograft_5B,0.2571739397256019,0.447635389001424,0.04543638157039409,0.05153013766231935
EHF,allograft_5B,-0.08553033645404479,0.08879518547469642,0.0006192295801444431,0.018505305183607046
LMX1B,allograft_5B,0.03546887388250339,0.08465494636479878,0.013154765952627037,0.008747162424560907
ZBTB20,allograft_5B,2.3034570890909807,0.8059914402673928,1.0373393436459604,0.35062355258448463
TBX15,allograft_5B,0.17293969768260287,0.12696970827470125,0.027709645863565342,0.014751511295660566
MEIS2,allograft_5B,1.0052289005572248,0.433978945554645,0.4947200600838673,0.202414028939525
NFIX,allograft_5B,5.362294870959224,2.2694699944161583,0.8677282747241027,0.3683088808590071
REST,allograft_5B,0.13788404939524568,0.3103703055080333,0.029147835318238714,0.06609488397382182
NFATC2,allograft_5B,-0.04223268351174356,0.06870825672718717,0.008797495871786716,0.009453697566437798
KMT2A,allograft_5B,2.566035865086232,0.9145306220909104,0.5245088097637318,0.17998275511354173
RBPJ,allograft_5B,0.8761707187397813,0.22927127627247865,0.14660526767761414,0.03464277765112639
HES1,allograft_5B,0.09354590537466648,0.24398898689960957,0.02186540528459905,0.06560796306158001
JUNB,allograft_5B,4.070741360132902,6.562680732018064,0.4856490254539333,0.788558864678951
ICAM1,allograft_5B,0.20402481593209526,0.4955202234875087,0.04274711191869761,0.10703639234287084
RUNX1,allograft_5B,0.046314340899886744,0.20450810275669784,0.029349931100540457,0.08825078715420646
SIX4,allograft_5B,-0.015703637198429873,0.07919597887821278,0.008236290746727297,0.023361159369218572
NFIB,allograft_5B,6.20854971598059,2.2691516821675966,2.01054782906485,0.7331484126301837
JUN,allograft_5B,3.6148992126548682,1.178728980122327,0.7993132232786636,0.26300049082445975
NCAM1,allograft_5B,4.861281672691542,1.883175465984502,1.3226966906800708,0.5059269264523191
PROX1,allograft_5B,1.4296717124351361,0.5902198231452791,0.5114457631458348,0.2043269626507908
TCF7L2,allograft_5B,0.04855140955412246,0.15373709934598045,0.010479338783062108,0.03476755105858183
PKNOX2,allograft_5B,1.2972607107216654,0.5544124913103842,0.07408928963023628,0.03338195688880015
ETS1,allograft_5B,0.43005672283886975,1.0595478573893349,0.05786653478099343,0.13776895063543418
BACH2,allograft_5B,0.834422672390415,0.20117797209429772,0.03116993122367356,0.008982961557516446
JUND,allograft_5B,6.745568754727227,1.2011290693548258,1.6185790054556333,0.28680981325200705
NR6A1,allograft_5B,0.185240665397657,0.10058481371616955,0.025319732184779092,0.009950698704431327
PBX1,allograft_5B,0.30767820252878575,0.2372589442719404,0.03872741413807754,0.016215230287948797
EPCAM,allograft_5B,4.753894404390564,1.9171119895002673,1.2236138078147156,0.4874948440824198
BACH1,allograft_5B,1.0657188243614495,1.020984837179767,0.06509420231448769,0.06662992148063569
SOX9,allograft_5B,-0.0076516391092368114,0.0182206299702638,0.000709567263953179,0.005171702868016677
CUX2,allograft_5B,1.6323071468557577,0.6907971847522392,0.213878954061822,0.08607076335703333
FOS,allograft_5B,1.10717373120707,2.5989771841172162,0.1950725195770836,0.4502663667466253
RORA_RORB,allograft_5B,0.4195114996121237,0.24608767623512048,0.1067519609594655,0.05194429392783491
TEAD1,allograft_TKO-luc,0.3682424038541107,0.2951241948822555,0.10350940746302731,0.06985520207287071
TCF7L1,allograft_TKO-luc,0.6570747385356452,0.44932677648759867,0.06602246666342687,0.04337858758773981
TFDP1,allograft_TKO-luc,2.171511676029444,1.668638852564776,0.36383451841149944,0.28016585148105416
NFYC,allograft_TKO-luc,2.5034335326353125,1.4434275026416232,0.2235249139126559,0.12729182882953557
EGR1,allograft_TKO-luc,9.229650261619879,4.344823611426384,2.1050665440495946,0.9786188902334272
HSF2,allograft_TKO-luc,0.555885659437056,0.4679225580785035,0.08237420796243022,0.06234284994616107
CREB1,allograft_TKO-luc,0.5310067747792219,0.23227084202921233,0.14479655282797949,0.0581787315328838
TCF4,allograft_TKO-luc,0.8349265171251884,0.6211296375829437,0.3061480101675883,0.2132581165772992
NFKB1,allograft_TKO-luc,1.0811705482897722,0.6163034859168944,0.10629520946192415,0.05653497136224266
SIX1,allograft_TKO-luc,0.8461953241937538,0.7462102299874741,0.22057900004301545,0.19028007635912728
ZEB1,allograft_TKO-luc,0.46314817509281114,0.46817983841874944,0.036570083757931096,0.027763736640931166
SMAD3,allograft_TKO-luc,0.2499667451755344,0.22606591860119193,0.02968124912551051,0.027102656175190178
ESR1,allograft_TKO-luc,0.055706022035016005,0.13761744980710386,0.01596002691691387,0.023694885990932037
SOX11,allograft_TKO-luc,0.860932174474928,1.1286990196160422,0.28299919989065403,0.3811512373728601
STAT1,allograft_TKO-luc,0.85919548533572,0.5549829177751066,0.1289160807370862,0.07790107037287702
ASCL1,allograft_TKO-luc,2.098835471354936,1.8454097449479743,1.5086376447667609,1.2923911524135225
GRHL2,allograft_TKO-luc,0.2460104959617311,0.208317735573505,0.052187496219524204,0.03214434475219644
THRB,allograft_TKO-luc,0.09995200234647798,0.09063984996131062,0.014169992637284768,0.00991288990298646
NFIA,allograft_TKO-luc,0.38800314979270284,0.3037400426165236,0.12411209601311801,0.09416717815228279
FOXO3,allograft_TKO-luc,1.4789152742811258,0.5793268200539221,0.12695214967298693,0.047530181188074075
STAT2,allograft_TKO-luc,0.48396323623900583,0.3015576972162053,0.07154353028297966,0.03471421168319121
