gene,sample,transferability_baseline,transferability_adaptive,n_regulators_dropped
ETS1,allograft_mt2,0.06918043004051107,0.06918043004051107,0
FOS,allograft_mt2,0.3583389149363697,0.12874064837905236,4
FOXO3,allograft_mt2,0.2513219284603421,0.5260545905707196,1
GRHL2,allograft_mt2,0.0,0.0,2
HES1,allograft_mt2,0.11211460604173155,0.0,4
HSF2,allograft_mt2,0.4717219589257504,0.641474078700812,2
ICAM1,allograft_mt2,0.39923833703586165,0.42529097200377475,1
JUN,allograft_mt2,0.5006349206349207,0.6843088418430884,2
JUNB,allograft_mt2,0.3356079404466501,0.3356079404466501,0
KMT2A,allograft_mt2,0.1642903434867142,0.5172413793103449,2
LMX1B,allograft_mt2,0.6650124069478908,0.4686724565756824,2
MEIS2,allograft_mt2,0.38864764267990076,0.4959677419354839,2
NCAM1,allograft_mt2,0.4701857282502444,0.1359375,3
NFATC2,allograft_mt2,0.22053349875930522,0.0,2
NFIA,allograft_mt2,0.044145873320537425,0.02102950408035154,2
NFIB,allograft_mt2,0.08419689119170984,0.09290646578782172,2
NFIX,allograft_mt2,0.10380622837370242,0.20733602735467827,1
NFKB1,allograft_mt2,0.4349984486503258,1.0,3
PBX1,allograft_mt2,0.24232081911262798,0.0,3
PKNOX2,allograft_mt2,0.2803621604745551,0.2803621604745551,0
PROX1,allograft_mt2,0.08529776674937965,0.08529776674937965,0
REST,allograft_mt2,0.5068238213399504,0.3815136476426799,2
RORA_RORB,allograft_mt2,0.2681023720349563,0.10297766749379653,2
RUNX1,allograft_mt2,0.5583253435602429,0.5977443609022557,2
SIX1,allograft_mt2,0.33686506699906515,0.3755051290021759,1
SIX4,allograft_mt2,0.31869220607661825,0.2759165613147914,2
SMAD3,allograft_mt2,0.2457838850718301,0.0,2
SOX11,allograft_mt2,0.2789179104477612,0.5065136476426799,2
STAT2,allograft_mt2,0.4726758793969849,0.6166253101736973,2
TBX15,allograft_mt2,0.6924305333759182,0.3163297045101089,2
TCF7L1,allograft_mt2,0.45957043588123814,0.8334367245657568,3
TCF7L2,allograft_mt2,0.16990595611285267,0.19115815691158156,1
TEAD1,allograft_mt2,0.8459089461954792,0.49812734082397003,2
THRB,allograft_mt2,0.3576302729528536,0.3576302729528536,0
ZBTB20,allograft_mt2,0.2719869706840391,0.25674827369742625,2
ASCL1,allograft_1L,0.5977611940298507,0.5857558139534884,3
BACH1,allograft_1L,0.036523009495982466,0.04522246535375638,1
BACH2,allograft_1L,0.03125,0.03125,0
CUX2,allograft_1L,0.8960843373493976,0.8840361445783133,1
EGR1,allograft_1L,0.8471385542168675,0.8471385542168675,1
EHF,allograft_1L,0.0,0.0,0
EPCAM,allograft_1L,0.4118975903614458,0.13513513513513514,2
ETS1,allograft_1L,0.4180626365622724,0.4822848879248012,1
FOS,allograft_1L,0.2152671755725191,0.5670640834575261,2
FOXO3,allograft_1L,0.577259475218659,0.05639913232104121,2
GRHL2,allograft_1L,0.625904486251809,0.625904486251809,0
HES1,allograft_1L,0.33771929824561403,0.5813953488372093,1
HSF2,allograft_1L,0.7561890472618155,0.5594095940959409,1
ICAM1,allograft_1L,0.4128984432913269,0.5118168389955687,1
JUN,allograft_1L,0.1432813659985152,0.25544267053701014,3
JUNB,allograft_1L,0.08632040965618142,0.9276934201012292,1
KMT2A,allograft_1L,0.496274217585693,0.6014545454545455,4
LMX1B,allograft_1L,0.8461538461538461,0.6007246376811595,2
MEIS2,allograft_1L,0.9919236417033774,0.9272727272727272,1
NCAM1,allograft_1L,0.5549698795180723,0.5790262172284644,1
NFATC2,allograft_1L,0.7340579710144928,0.3492753623188406,1
NFIA,allograft_1L,0.7987851176917237,0.7987851176917237,0
NFIB,allograft_1L,0.7726907630522089,0.68715953307393,1
NFIX,allograft_1L,0.2038547071905115,0.04,1
NFKB1,allograft_1L,0.0,0.0,0
PBX1,allograft_1L,0.44694767441860467,0.44694767441860467,0
PKNOX2,allograft_1L,0.6485294117647059,0.6485294117647059,0
PROX1,allograft_1L,0.19088937093275488,0.45625451916124365,1
REST,allograft_1L,0.4945770065075922,0.8756326825741142,1
RORA_RORB,allograft_1L,0.83690036900369,0.83690036900369,0
RUNX1,allograft_1L,0.4510542168674699,0.3182481751824818,2
SIX1,allograft_1L,0.6906158357771262,0.6906158357771262,0
SIX4,allograft_1L,0.6500389711613406,0.6500389711613406,0
SMAD3,allograft_1L,0.9672489082969432,0.9672489082969432,0
SOX11,allograft_1L,0.18944323933477947,0.18944323933477947,1
STAT2,allograft_1L,0.06537890044576523,0.06537890044576523,0
TBX15,allograft_1L,0.4126984126984127,0.21512481644640236,2
TCF7L1,allograft_1L,0.0945054945054945,0.0945054945054945,0
TCF7L2,allograft_1L,0.7096296296296296,0.7320117474302497,1
TEAD1,allograft_1L,0.7776141384388807,0.4574780058651026,1
THRB,allograft_1L,0.6030368763557483,0.6030368763557483,0
ZBTB20,allograft_1L,0.5210819411296739,0.6266471449487555,3
ASCL1,human_RU1181,0.40300230946882215,0.7434662998624484,3
BACH1,human_RU1181,0.45016077170418006,0.48876662081613936,4
BACH2,human_RU1181,0.2161852361302155,0.2161852361302155,0
CUX2,human_RU1181,0.4306344696969697,0.80215497478221,4
EGR1,human_RU1181,0.43986742424242425,0.635946813388354,4
EHF,human_RU1181,0.7303988995873453,1.0,1
EPCAM,human_RU1181,0.2836862927623924,0.5272810637322329,3
ETS1,human_RU1181,0.4211370930765704,0.15176524530032096,2
FOS,human_RU1181,0.4025847354303828,0.12540119211370931,4
FOXO3,human_RU1181,0.4390187987161852,0.4947271893626777,1
GRHL2,human_RU1181,0.2319871500688389,0.24094452086198992,2
HES1,human_RU1181,0.254699679046309,0.13915635029802842,2
HSF2,human_RU1181,0.5192754296330702,0.3558000917010546,3
ICAM1,human_RU1181,0.22209329310744952,0.07382704691812328,1
JUN,human_RU1181,0.5581395348837209,0.0,5
JUNB,human_RU1181,0.2746446584135718,0.2746446584135718,0
KMT2A,human_RU1181,0.10064087348682649,0.07565337001375516,3
LMX1B,human_RU1181,0.494268684089867,0.7017423200366805,1
MEIS2,human_RU1181,0.040806969280146724,0.26845483723062813,2
NCAM1,human_RU1181,0.4565011820330969,0.4932354964457693,3
NFATC2,human_RU1181,0.8085740486015589,1.0,1
NFIA,human_RU1181,0.4530399810740478,0.2627235213204952,3
NFIB,human_RU1181,0.49738480697384807,0.4168219944082013,2
NFIX,human_RU1181,0.10359944623904015,0.10614397065566254,2
NFKB1,human_RU1181,0.2909215955983494,0.5300320953690968,2
PBX1,human_RU1181,0.5596056854653828,0.7430077945896377,2
PKNOX2,human_RU1181,0.28103368712505766,0.3131591013296653,2
PROX1,human_RU1181,0.3133883539660706,0.510087116001834,1
REST,human_RU1181,0.14832645575424117,0.14832645575424117,0
RORA_RORB,human_RU1181,0.599678825418674,0.7558459422283357,2
RUNX1,human_RU1181,0.5352716873212583,0.6517344360211349,3
SIX1,human_RU1181,0.3436497019715727,0.5098578633654287,4
SIX4,human_RU1181,0.2740169238427078,0.0761118752865658,4
SMAD3,human_RU1181,0.27831270059605684,0.0,4
SOX11,human_RU1181,0.3149931224209078,0.8298945437872536,2
STAT2,human_RU1181,0.39696760854583046,0.5751948647409445,1
TBX15,human_RU1181,0.14528126452812645,0.6040806969280147,2
TCF7L1,human_RU1181,0.3411518810961449,0.5994956441999083,3
TCF7L2,human_RU1181,0.29170506912442395,0.18110958276020175,1
TEAD1,human_RU1181,0.6231749710312862,1.0,4
THRB,human_RU1181,0.0,1.0,1
ZBTB20,human_RU1181,0.34318128102103523,0.35602934433745986,4
ASCL1,human_PleuralEffusion,0.39878542510121456,0.22182468694096602,3
BACH1,human_PleuralEffusion,0.23564356435643563,0.5539568345323741,2
BACH2,human_PleuralEffusion,0.5648994515539305,0.889087656529517,1
CUX2,human_PleuralEffusion,0.07424593967517401,0.0,5
EGR1,human_PleuralEffusion,0.37819025522041766,0.41144901610017887,5
EHF,human_PleuralEffusion,0.44543828264758495,1.0,2
EPCAM,human_PleuralEffusion,0.3516483516483517,0.6189624329159212,3
ETS1,human_PleuralEffusion,0.020146520146520148,0.8246869409660107,2
FOS,human_PleuralEffusion,0.2624113475177305,0.4185185185185185,4
FOXO3,human_PleuralEffusion,0.13736263736263737,0.0,3
GRHL2,human_PleuralEffusion,0.3871559633027523,1.0,3
HES1,human_PleuralEffusion,0.65,0.9284436493738819,3
HSF2,human_PleuralEffusion,0.18580375782881003,0.7924865831842576,3
ICAM1,human_PleuralEffusion,0.41797752808988764,0.2826475849731664,3
JUN,human_PleuralEffusion,0.42462845010615713,1.0,4
JUNB,human_PleuralEffusion,0.22540250447227192,0.22540250447227192,0
KMT2A,human_PleuralEffusion,0.3672055427251732,0.38278388278388276,3
LMX1B,human_PleuralEffusion,0.25464684014869887,0.18545454545454546,1
MEIS2,human_PleuralEffusion,0.20566037735849058,0.0,1
NCAM1,human_PleuralEffusion,0.5717439293598234,0.38321167883211676,4
NFATC2,human_PleuralEffusion,0.7245080500894454,0.4776386404293381,2
NFIA,human_PleuralEffusion,0.3447488584474886,0.3434704830053667,4
NFIB,human_PleuralEffusion,0.5335120643431636,0.21084337349397592,3
NFIX,human_PleuralEffusion,0.16698656429942418,0.4937388193202147,3
NFKB1,human_PleuralEffusion,0.10564663023679417,0.4525939177101968,2
PBX1,human_PleuralEffusion,0.639344262295082,0.5474060822898033,2
PKNOX2,human_PleuralEffusion,0.45083487940630795,0.4432234432234432,1
PROX1,human_PleuralEffusion,0.22003577817531306,1.0,2
REST,human_PleuralEffusion,0.5945454545454546,0.5945454545454546,0
RORA_RORB,human_PleuralEffusion,0.37782340862423,0.4740608228980322,3
RUNX1,human_PleuralEffusion,0.2632794457274827,0.13602941176470587,3
SIX1,human_PleuralEffusion,0.32038834951456313,0.2772808586762075,3
SIX4,human_PleuralEffusion,0.1984732824427481,0.049723756906077346,4
SMAD3,human_PleuralEffusion,0.3591682419659735,0.6135957066189625,2
SOX11,human_PleuralEffusion,0.0,0.0,1
STAT2,human_PleuralEffusion,0.4810606060606061,0.32737030411449014,2
TBX15,human_PleuralEffusion,0.2868525896414343,0.4740608228980322,4
TCF7L1,human_PleuralEffusion,0.20089285714285715,0.0216998191681736,2
TCF7L2,human_PleuralEffusion,0.08984375,0.1806797853309481,2
TEAD1,human_PleuralEffusion,0.6957403651115619,0.16636851520572452,4
THRB,human_PleuralEffusion,0.0,1.0,1
ZBTB20,human_PleuralEffusion,0.28322440087145967,0.3202979515828678,3
ASCL1,human_RU1293,0.29052969502407705,0.775895535556732,4
BACH1,human_RU1293,0.5277924827951297,0.49550026469031233,4
BACH2,human_RU1293,0.20875242632786306,0.23310393506264337,1
CUX2,human_RU1293,0.4126495106922798,0.5770248808893594,5
EGR1,human_RU1293,0.46284885828198624,0.7958355390859361,5
EHF,human_RU1293,0.28551261690488794,1.0,2
EPCAM,human_RU1293,0.49589871611982883,0.37021351685194986,3
ETS1,human_RU1293,0.5475560261161109,0.0,3
FOS,human_RU1293,0.2774024024024024,0.22904535027351333,4
FOXO3,human_RU1293,0.4080947331212443,0.48173636844891476,2
GRHL2,human_RU1293,0.18457737780130581,1.0,4
HES1,human_RU1293,0.3798161894662425,0.1965766719604729,3
HSF2,human_RU1293,0.3140774973338073,1.0,5
ICAM1,human_RU1293,0.23385220969762033,0.5341450502911593,3
JUN,human_RU1293,0.3688436830835118,1.0,6
JUNB,human_RU1293,0.45650255867301925,0.3665078524792659,1
KMT2A,human_RU1293,0.2709011943539631,0.4923239809422975,6
LMX1B,human_RU1293,0.15493206281983413,0.35997882477501325,2
MEIS2,human_RU1293,0.1679901182283395,0.4965590259396506,2
NCAM1,human_RU1293,0.2620253164556962,1.0,5
NFATC2,human_RU1293,0.1521086994882654,0.2115757896594318,1
NFIA,human_RU1293,0.2916818679314119,0.13375683783306863,4
NFIB,human_RU1293,0.2617889221556886,0.29557084877360157,6
NFIX,human_RU1293,0.6396603573323899,0.6643726839597671,3
NFKB1,human_RU1293,0.7818951826363155,1.0,3
PBX1,human_RU1293,0.09811187577201341,0.0,3
PKNOX2,human_RU1293,0.3566124469589816,0.06723133933298041,2
PROX1,human_RU1293,0.1536968413622728,0.0,2
REST,human_RU1293,0.5179107111346392,0.0,1
RORA_RORB,human_RU1293,0.20945826716075525,0.571554614434445,4
RUNX1,human_RU1293,0.16847041847041846,0.0,4
SIX1,human_RU1293,0.3441031073446328,0.5696135521439916,3
SIX4,human_RU1293,0.37791892396786847,0.17787188988883007,5
SMAD3,human_RU1293,0.25961368066631224,0.25269101817540146,3
SOX11,human_RU1293,0.035115581436386094,0.5546144344450327,2
STAT2,human_RU1293,0.46225914795828177,1.0,4
TBX15,human_RU1293,0.2479471617279543,0.0,5
TCF7L1,human_RU1293,0.35004444444444444,0.4965590259396506,4
TCF7L2,human_RU1293,0.300088573959256,0.0,3
TEAD1,human_RU1293,0.35184196476241325,1.0,6
THRB,human_RU1293,0.4051526380801129,1.0,1
ZBTB20,human_RU1293,0.44691625972146864,1.0,5
ASCL1,human_RU1145,0.3988629563135847,0.3918760958503799,2
BACH1,human_RU1145,0.538961038961039,0.13559322033898305,2
BACH2,human_RU1145,0.6753360607831678,0.8816481589713617,1
CUX2,human_RU1145,0.2716957988347133,0.449266862170088,3
EGR1,human_RU1145,0.23704385157927016,0.44897360703812317,3
EHF,human_RU1145,0.0,0.0,1
EPCAM,human_RU1145,0.18385650224215247,0.09906487434248977,3
ETS1,human_RU1145,0.0663354763296318,0.4386323787258913,1
FOS,human_RU1145,0.17559153175591533,0.21507890122735243,5
FOXO3,human_RU1145,0.30362361192285214,0.5485096434833431,2
GRHL2,human_RU1145,0.029876977152899824,0.0,2
HES1,human_RU1145,0.05179517363154797,0.14932787843366452,3
HSF2,human_RU1145,0.4222952779438135,0.6105571847507332,2
ICAM1,human_RU1145,0.45479122859717636,0.0739333722969024,3
JUN,human_RU1145,0.06301775147928994,0.07685563997662186,3
JUNB,human_RU1145,0.37463471654003505,0.37463471654003505,0
KMT2A,human_RU1145,0.05089820359281437,0.342197545295149,3
LMX1B,human_RU1145,0.17498532002348796,0.2688486265341905,2
MEIS2,human_RU1145,0.1553540081919251,0.4734073641145529,3
NCAM1,human_RU1145,0.29027355623100304,0.05464640561075394,4
NFATC2,human_RU1145,0.7866744593804793,0.0,2
NFIA,human_RU1145,0.10330073349633252,0.42714159552546366,2
NFIB,human_RU1145,0.2076417162543063,0.16551724137931034,2
NFIX,human_RU1145,0.24713488098736408,0.2919345412039743,2
NFKB1,human_RU1145,0.5966608084358523,0.12507305669199298,2
PBX1,human_RU1145,0.02753368482718219,0.0,2
PKNOX2,human_RU1145,0.32599118942731276,0.6174751607247224,3
PROX1,human_RU1145,0.2375803623611923,0.5008766803039159,1
REST,human_RU1145,0.47048509643483344,1.0,2
RORA_RORB,human_RU1145,0.5926034634575873,0.7369959088252483,3
RUNX1,human_RU1145,0.4604707302353651,0.25344271901552884,4
SIX1,human_RU1145,0.38235294117647056,0.44973699590882527,2
SIX4,human_RU1145,0.3869123252858958,0.27142018779342725,3
SMAD3,human_RU1145,0.09451130026416202,0.5073056691992986,4
SOX11,human_RU1145,0.3899149809440047,0.8547632963179427,1
STAT2,human_RU1145,0.2764251781472684,0.7220923436586791,2
TBX15,human_RU1145,0.36431784107946025,0.31005260081823494,3
TCF7L1,human_RU1145,0.15293067539422792,0.5073056691992986,4
TCF7L2,human_RU1145,0.15173836181496758,0.19170075978959672,2
TEAD1,human_RU1145,0.7437668969660559,0.8818874560375146,2
THRB,human_RU1145,0.0,0.0,0
ZBTB20,human_RU1145,0.4576783555018138,0.7434248977206313,5
ASCL1,human_RU426,0.21715184893784423,0.7197962154294032,4
BACH1,human_RU426,0.6022222222222222,0.517467248908297,2
BACH2,human_RU426,0.7234352256186317,1.0,3
CUX2,human_RU426,0.22701383238405207,0.3357717629846379,3
EGR1,human_RU426,0.5557363710333605,0.5003657644476956,3
EHF,human_RU426,0.2540029112081514,0.0,1
EPCAM,human_RU426,0.21879815100154082,0.35662299854439594,3
ETS1,human_RU426,0.424597364568082,0.2183406113537118,1
FOS,human_RU426,0.5047801147227533,0.2838427947598253,5
FOXO3,human_RU426,0.16923076923076924,0.19868995633187772,1
GRHL2,human_RU426,0.36795903438185806,0.25836972343522563,1
HES1,human_RU426,0.3078635014836795,0.5167394468704513,3
HSF2,human_RU426,0.16834755624515127,0.5436681222707423,5
ICAM1,human_RU426,0.3699921445404556,0.39133627019089573,2
JUN,human_RU426,0.28289992119779356,0.18777292576419213,3
JUNB,human_RU426,0.38573508005822416,1.0,3
KMT2A,human_RU426,0.1900756938603869,0.8791848617176128,4
LMX1B,human_RU426,0.22561863173216884,0.0,3
MEIS2,human_RU426,0.3606437454279444,0.0,2
NCAM1,human_RU426,0.4524590163934426,0.20014556040756915,3
NFATC2,human_RU426,0.21470160116448325,0.0,2
NFIA,human_RU426,0.4414715719063545,0.18768996960486323,2
NFIB,human_RU426,0.4485363550519358,0.4032023289665211,5
NFIX,human_RU426,0.39463886820551003,0.25036390101892286,1
NFKB1,human_RU426,0.363901018922853,0.5414847161572053,2
PBX1,human_RU426,0.4410480349344978,0.5254730713245997,2
PKNOX2,human_RU426,0.14784546805349183,0.0,2
PROX1,human_RU426,0.6666666666666666,1.0,1
REST,human_RU426,0.06186317321688501,0.7889374090247453,1
RORA_RORB,human_RU426,0.20947446336047373,0.18208516886930984,1
RUNX1,human_RU426,0.1411192214111922,0.49344978165938863,6
SIX1,human_RU426,0.4039334341906203,0.4039334341906203,0
SIX4,human_RU426,0.41802492809204217,0.2381305637982196,3
SMAD3,human_RU426,0.30460624071322434,0.4847161572052402,2
SOX11,human_RU426,0.24099926524614254,0.4395924308588064,2
STAT2,human_RU426,0.40311804008908686,0.4388646288209607,2
TBX15,human_RU426,0.3328125,0.2625,2
TCF7L1,human_RU426,0.6085271317829457,0.6683710737764792,2
TCF7L2,human_RU426,0.19557195571955718,0.7802037845705968,3
TEAD1,human_RU426,0.47751937984496123,0.8398835516739447,3
THRB,human_RU426,0.4708879184861718,1.0,1
ZBTB20,human_RU426,0.48456260720411665,0.3235724743777452,3
ASCL1,human_RU1080,0.4063814866760168,0.6535162950257289,3
BACH1,human_RU1080,0.6171310629514963,1.0,3
BACH2,human_RU1080,0.42778730703259005,1.0,2
CUX2,human_RU1080,0.22298518250813154,0.41029159519725555,4
EGR1,human_RU1080,0.5182508131550415,0.36843910806174957,4
EHF,human_RU1080,0.2785591766723842,0.5207547169811321,1
EPCAM,human_RU1080,0.3702664796633941,0.42229845626072043,3
ETS1,human_RU1080,0.18284734133790737,0.29571183533447687,2
FOS,human_RU1080,0.20581737849779086,0.1554030874785592,4
FOXO3,human_RU1080,0.3313893653516295,0.3639794168096055,1
GRHL2,human_RU1080,0.623282967032967,1.0,2
HES1,human_RU1080,0.4775495997215454,0.5207547169811321,3
HSF2,human_RU1080,0.6616515045486354,0.6109777015437393,4
ICAM1,human_RU1080,0.5845831880013952,0.5845831880013952,0
JUN,human_RU1080,0.30782855118668084,0.0,4
JUNB,human_RU1080,0.1523156089193825,0.0,1
KMT2A,human_RU1080,0.4424131627056673,0.49193825042881645,4
LMX1B,human_RU1080,0.21818181818181817,0.15574614065180103,2
MEIS2,human_RU1080,0.09331046312178387,0.14785591766723843,2
NCAM1,human_RU1080,0.5476103611820503,0.34868421052631576,2
NFATC2,human_RU1080,0.5300171526586621,0.0,2
NFIA,human_RU1080,0.49414348462664714,0.32497423565784955,3
NFIB,human_RU1080,0.5407774390243902,0.6939965694682676,6
NFIX,human_RU1080,0.24473593372454264,0.24473593372454264,0
NFKB1,human_RU1080,0.7509433962264151,1.0,3
PBX1,human_RU1080,0.486106346483705,1.0,3
PKNOX2,human_RU1080,0.46458333333333335,0.23739279588336193,3
PROX1,human_RU1080,0.7838765008576329,0.486106346483705,1
REST,human_RU1080,0.5547169811320755,0.6874785591766723,1
RORA_RORB,human_RU1080,0.3957609451007644,0.9012006861063465,3
RUNX1,human_RU1080,0.5541951746489017,0.527958833619211,4
SIX1,human_RU1080,0.2566585956416465,0.3300171526586621,3
SIX4,human_RU1080,0.5810034469551896,0.31149228130360207,5
SMAD3,human_RU1080,0.39703856749311295,1.0,4
SOX11,human_RU1080,0.6164665523156089,0.49605488850771867,3
STAT2,human_RU1080,0.5707401032702237,0.4799313893653516,2
TBX15,human_RU1080,0.23624255169996494,0.14373927958833618,2
TCF7L1,human_RU1080,0.6099190995427366,1.0,4
TCF7L2,human_RU1080,0.2315644383184011,0.35574614065180105,2
TEAD1,human_RU1080,0.6376811594202898,0.3156089193825043,4
THRB,human_RU1080,0.0,1.0,1
ZBTB20,human_RU1080,0.41515591007976793,0.8689536878216123,5
ASCL1,human_RU1152,0.3124076809453471,0.4942683749157114,3
BACH1,human_RU1152,0.34919524142757175,0.5030343897505057,3
BACH2,human_RU1152,0.16115981119352663,1.0,2
CUX2,human_RU1152,0.25413533834586466,0.39177343223196226,4
EGR1,human_RU1152,0.1593984962406015,0.28455832771409306,4
EHF,human_RU1152,0.8287255563047876,0.519217801753203,1
EPCAM,human_RU1152,0.192831541218638,0.2589345920431558,4
ETS1,human_RU1152,0.10277214334009466,0.5738368172623062,3
FOS,human_RU1152,0.3327922077922078,0.5057316250842886,5
FOXO3,human_RU1152,0.1935266351989211,0.1665542818610924,1
GRHL2,human_RU1152,0.4722222222222222,0.0,3
HES1,human_RU1152,0.47050659264399725,1.0,3
HSF2,human_RU1152,0.5596330275229358,1.0,5
ICAM1,human_RU1152,0.42857142857142855,0.8206338503034389,3
JUN,human_RU1152,0.5191059841384282,1.0,5
JUNB,human_RU1152,0.35738368172623064,0.0,2
KMT2A,human_RU1152,0.3620309050772627,0.46931894807821983,6
LMX1B,human_RU1152,0.07535641547861507,0.0,3
MEIS2,human_RU1152,0.4938858695652174,0.480782198246797,3
NCAM1,human_RU1152,0.3221117061973986,0.5677680377612947,5
NFATC2,human_RU1152,0.5246122724207687,0.5246122724207687,2
NFIA,human_RU1152,0.24642049736247174,0.519217801753203,5
NFIB,human_RU1152,0.454320987654321,1.0,7
NFIX,human_RU1152,0.23753462603878117,0.3526635198921106,2
NFKB1,human_RU1152,0.39972714870395637,1.0,3
PBX1,human_RU1152,0.4304229195088677,1.0,3
PKNOX2,human_RU1152,0.08551724137931034,0.6655428186109238,3
PROX1,human_RU1152,0.22926500337154418,0.46931894807821983,1
REST,human_RU1152,0.28927848954821306,0.3331085637221848,1
RORA_RORB,human_RU1152,0.2950591510090466,0.5812542144302091,4
RUNX1,human_RU1152,0.5037764350453172,0.7012811867835469,5
SIX1,human_RU1152,0.17397260273972603,0.6898179366149697,3
SIX4,human_RU1152,0.3701754385964912,0.19389830508474576,4
SMAD3,human_RU1152,0.038461538461538464,0.519217801753203,4
SOX11,human_RU1152,0.7909642616318274,0.8010788941335132,2
STAT2,human_RU1152,0.359781121751026,0.6682400539447066,2
TBX15,human_RU1152,0.4948905109489051,0.6587997302764667,3
TCF7L1,human_RU1152,0.44516129032258067,0.519217801753203,5
TCF7L2,human_RU1152,0.3645251396648045,0.5246122724207687,4
TEAD1,human_RU1152,0.45581737849779086,1.0,5
THRB,human_RU1152,0.0,0.0,0
ZBTB20,human_RU1152,0.3075135553834237,0.7909642616318274,5
ASCL1,human_RU1124,0.8157276995305164,0.9046538024971623,2
BACH1,human_RU1124,0.8632075471698113,0.9657142857142857,2
BACH2,human_RU1124,0.01366742596810934,0.0,2
CUX2,human_RU1124,0.33650416171224734,1.0,4
EGR1,human_RU1124,0.8026159334126041,0.41522491349480967,4
EHF,human_RU1124,0.9090909090909091,1.0,2
EPCAM,human_RU1124,0.6461538461538462,0.9768250289687138,2
ETS1,human_RU1124,0.4875,0.6455981941309256,1
FOS,human_RU1124,0.033047735618115054,0.02847380410022779,5
FOXO3,human_RU1124,0.5414746543778802,0.5293440736478712,1
GRHL2,human_RU1124,1.0,0.9887766554433222,2
HES1,human_RU1124,0.06952491309385864,0.0,4
HSF2,human_RU1124,0.819557625145518,0.9690721649484536,2
ICAM1,human_RU1124,0.0471584038694075,0.5839328537170264,1
JUN,human_RU1124,0.0,0.031710079275198186,3
JUNB,human_RU1124,0.012542759407069556,0.012542759407069556,0
KMT2A,human_RU1124,0.14356435643564355,0.017584994138335287,3
LMX1B,human_RU1124,0.5506912442396313,0.9696629213483146,2
MEIS2,human_RU1124,0.06598407281001138,0.0,3
NCAM1,human_RU1124,0.7273838630806846,0.1928817451205511,3
NFATC2,human_RU1124,0.9064994298745724,0.42424242424242425,2
NFIA,human_RU1124,0.9614457831325302,0.021151586368977675,2
NFIB,human_RU1124,0.8653366583541147,0.04540295119182747,5
NFIX,human_RU1124,0.0,0.5593607305936074,2
NFKB1,human_RU1124,0.9053591790193842,0.0,3
PBX1,human_RU1124,0.5872291904218928,0.0,3
PKNOX2,human_RU1124,0.3697674418604651,0.40135287485907556,3
PROX1,human_RU1124,0.9640852974186308,0.5925925925925926,1
REST,human_RU1124,0.015712682379349047,0.35353535353535354,1
RORA_RORB,human_RU1124,0.9239001189060642,0.5069124423963134,2
RUNX1,human_RU1124,0.8662576687116564,0.5874285714285714,4
SIX1,human_RU1124,0.03395784543325527,0.4061085972850679,2
SIX4,human_RU1124,0.42706964520367935,0.09764309764309764,5
SMAD3,human_RU1124,0.8290697674418605,0.5925925925925926,4
SOX11,human_RU1124,0.5237556561085973,0.547806524184477,1
STAT2,human_RU1124,0.8619489559164734,0.02705749718151071,3
TBX15,human_RU1124,0.04513064133016627,0.053003533568904596,1
TCF7L1,human_RU1124,0.8189448441247003,0.5972850678733032,4
TCF7L2,human_RU1124,0.20803782505910165,0.5669745958429562,1
TEAD1,human_RU1124,0.9774346793349169,0.5594563986409966,3
THRB,human_RU1124,0.4882154882154882,0.4882154882154882,0
ZBTB20,human_RU1124,0.3079667063020214,0.0,5
ASCL1,human_RU1144,0.4553697931425333,0.33129855715871254,2
BACH1,human_RU1144,0.33165688739871474,1.0,4
BACH2,human_RU1144,0.5565385678739286,0.5753386784628145,2
CUX2,human_RU1144,0.6456602692638213,0.303290019353055,5
EGR1,human_RU1144,0.5319392724147809,0.7246336743157312,5
EHF,human_RU1144,0.13574785734033729,1.0,2
EPCAM,human_RU1144,0.46206115515288787,0.33674315731269006,3
ETS1,human_RU1144,0.4768505683393402,0.44152612662427426,2
FOS,human_RU1144,0.277037037037037,0.05612385955211501,5
FOXO3,human_RU1144,0.25463090959358586,0.5891622891899364,1
GRHL2,human_RU1144,0.3334257206208426,0.5490738180812829,3
HES1,human_RU1144,0.23008107352530052,0.0,4
HSF2,human_RU1144,0.6464446952595937,0.5435443737904341,3
ICAM1,human_RU1144,0.28993250843644547,0.32144846796657384,1
JUN,human_RU1144,0.13463718820861678,0.0,5
JUNB,human_RU1144,0.30494885264030963,0.30494885264030963,0
KMT2A,human_RU1144,0.13552479815455595,0.3889196675900277,4
LMX1B,human_RU1144,0.01606203267792855,0.46004976499861766,2
MEIS2,human_RU1144,0.5628974288084048,0.5786563450373238,3
NCAM1,human_RU1144,0.35654676258992807,0.07261640798226164,3
NFATC2,human_RU1144,0.7381808128283107,1.0,2
NFIA,human_RU1144,0.33076923076923076,0.5230854299142936,4
NFIB,human_RU1144,0.577444476492645,0.07215924799557645,5
NFIX,human_RU1144,0.1407202216066482,0.186618744816146,2
NFKB1,human_RU1144,0.7198335644937587,1.0,4
PBX1,human_RU1144,0.6590846047156727,1.0,4
PKNOX2,human_RU1144,0.2642084835042972,1.0,4
PROX1,human_RU1144,0.8791816422449544,0.4677909870058059,1
REST,human_RU1144,0.14376555156206802,0.5615150677356926,1
RORA_RORB,human_RU1144,0.2836565096952909,1.0,3
RUNX1,human_RU1144,0.18166189111747852,0.512579485761681,5
