,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
FOXO3,,,0.07750664935730006,,,-0.02612879848187777,,,,,,0.5483093530886511,,,,0.04834317637016383,,,,,,,,,,,,,,,,,,,,0.03200929001135727,-0.0023655136624405326,,,,,,,0.02438305948082431,,,,-0.024367944869373714,0.034578731879221336,,,,
GRHL2,,,,,,,,,,,-0.026216984969385515,,,,,,-0.09914042057567418,,,,,,,,,,,,,,,0.13678288374450975,,,,-0.09106368373458829,0.07126406275687863,,,,0.17141660337692033,,0.005989391215732831,,,,,,,,,,0.0666447859588431
HSF2,,,,,,-0.12095819122129592,,,,,-0.052523953210530605,,,,,0.2068628346726007,-0.1430404121974269,,,,,,,,,,,,,,,,,,,-0.09996172636643824,-0.05122311993775841,,,,,,,-0.019018032794732465,,,,,0.3029017853947061,,,,
ICAM1,,,,,,0.3579416115542783,,,,,,,,,,,,,,,,,,,,,0.052784694925568976,,,,,,,,,,,0.09282183007837957,,,,0.1000816237499989,,,,,-0.23412486530910903,,,,,,
JUN,,,,,,0.2748669429718484,0.13669520000618451,,,0.19770149868202141,,0.19164100779790683,,,,,,,,,-0.15538530863512523,,,,,,,,,,,,,,,,,,,,0.000575216819684532,,,,,,,0.15529291937259682,,,,,0.07718837635379927
JUNB,,,,,,0.2821395991363795,,,,,,,,,,,0.39911562822949215,,,,,,,,,,,,,,,,0.1002075717206996,,,0.066233642894165,-0.01318175319783832,,,,,,,,,,-0.1095086174065415,,-0.0893947735471855,,,,0.028470092223532417
JUND,,,,,,,,,,,,,0.3375621613766182,,,,,,,,,,,,,,,,,,,0.42771700377525756,,,,,,,,,,,,,,,,,,,,,
KMT2A,,,,,,-0.03645079334102419,,,0.0021417063838208295,,,,,,,,-0.07074774237797465,0.40242488131052223,,,,,,,,,,,,,0.16810823444038542,,,,,,,,,,0.0905839770441268,,,0.08202834552417948,,,,,,,,,0.25876384356215526
LMX1B,,,,,,,,,,,-0.07244487880807804,,,,,,0.06326657517095019,,,,,,,,,,,,-0.021794021407726905,,,,,,,0.03298522311216978,0.2099289588516417,,,,,,,-0.040220983844992175,0.14560868351415623,,,,,-0.16615578595181807,,,
MEIS2,,,,,,0.04403036955159173,-0.10495963056025642,,,,,0.049413479702292096,,,,,,,,,,,,,,,,,,,,,,,-0.15571107802908207,,,,,,,,,0.10386365333632991,,,0.020408099143591985,-0.14968519730554386,,-0.12288831477926254,,,0.056842448761483255
NCAM1,,,,0.23215994922759664,,,,,,-0.0979257849905305,,,,,,,,,,,,,,,,,,,,,-0.11392072676973897,,,,-0.20879387005641664,,,,,,,,,,,,0.010235149843445313,,0.22766366264624238,,,,
NFATC2,0.35646299990631164,,,,,0.055288959401212034,,,,,0.013883718749079677,,,,,0.07758619020940127,0.029966624393203523,-0.05539323030305021,,,,,,,,,,,,,,,,,,,,,,,-0.11719094301950783,,,,,,,,,,,,-0.06155315833852126
NFIA,,,,,,0.05199433145337251,,,,,0.06437645384685753,,,,,,-0.011142468728891797,0.15141982140399068,,,-0.015766995904117453,,,0.5526358000113027,,,,,,,,,,,,0.1308708233697466,0.04174435497155493,,,,,,,,,,,,,,,,
NFIB,,,,,,,,,,,,0.07798636460627861,,,,0.147231730991212,,,,,,,,,0.5102279047706316,,,,0.07767186347826982,,,,,,,,,,,,-0.021143732515028546,,,0.09373971140701398,,,,0.03289560031437255,,0.05358300261665094,,,
NFIX,,,,,,,-0.019691748835153566,,,,,,0.13342768007102418,0.293269397804677,,,,,,,,,,,,,-0.12473469471864074,,,,,,0.026229099447764526,,,0.2583944617832008,-0.18441039476005305,,,,,,,0.08747171223980788,,,,,,,,,
NFKB1,,,,,,,,,0.0765979524949455,,-0.06105797889064035,0.029800252584603504,,,,,0.08500680383794113,0.03840799494983649,,,,,,,,,,,,0.008977147906015226,,,0.1546717471890391,,,,,,,,,,,,,,,,,,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26535035975758137,0.02259655413776407,,,,,,,,-0.29899799404092287,,,,,,,,
PBX1,,,,0.09866862702911394,0.09128469847118503,,,,,,0.031060904724307448,,,,,,0.016976557647080948,0.06277600971803676,,,,,,,,,,,0.5332848627413085,,,-0.0864365006525264,,,,,,,,,,,,,,,,,0.11059240565588369,,,,
PKNOX2,,,,,,-0.15387856260643495,,,,,,,,0.03945361155854199,,,,,,,,,,,,,,,,,,,,,0.0880401107888289,,,,,,,,,-0.017728496396655302,,,-0.10382073872826936,0.05346970763534009,,-0.0651755128024456,,,-0.19552329164671056
PPARG,,,,,,,,,,,-0.13515284194272975,,,,,0.07099909177847685,-0.21024118171596762,0.15257288052614154,,,,,,,,,,,,,,,,,,0.12309500260696205,0.10026315328781621,,,,,,,,,,0.14178900177938303,,,,,,-0.10781990077874021
PRDM16,,,,,,-0.24103389493641403,0.08721157918334499,,,,,,,,,0.1860400204509815,,,,,,,,0.15681439607457925,,,,,,,,,,,,0.30969122216047945,-0.18103203896802733,,,,,,,-0.026652072789150993,,,,,,,,,0.1047767921987322
PROX1,0.3170316773381261,,,,,,,,,,,0.07595013576931237,,,,0.26001460951485067,,,,,0.024916883239873844,,0.1645569224093345,,,,,,,0.01845037696998797,,,,,,,,,,,,,,0.08044884853573431,,,,-0.08773541998835599,,,,,
RARB,,,,,,-0.12174589386232537,,,,-0.009343169468927492,,,,0.006019669442453801,,,,,,,,,,,,,,,,,,0.0428012016233249,,,,,,,,,,,,,,,,0.1238710188533122,0.01922248562598078,0.2855661082666029,,,0.022055739796307205
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8131962407495644,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734461980274991,,,,,,,,,,,,,,,,,
RORB,,,,,,-0.15481016061079633,,,,,-0.09773668480188685,0.06270499258997425,,,,,-0.07799108664021831,0.006178129837984769,,,0.10977744099337639,,,,,,,,,,,,,,,,,,-0.18906756720537415,0.07501663029023342,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,-0.13857890866265687,,,,,,,-0.07730464220997157,,,,,,,,,,,,,,,0.08481080300758459,0.19948739115536301,,,,,,,0.019168069094896212,,,-0.18671997713998234,0.04275580325536943,,,,0.13060132656727996,0.04603564160956741
SIX1,,,,,,0.15590108287192106,,,,,,,,,,,,,,,-0.23056002170434514,,0.030780596703809615,0.2417240484272266,,,,,,,,,,,,,,,,,0.06220396944839102,,,,,,0.22705456023334614,,,0.10972315592384685,,,0.10328753187882034
SIX4,,,,,,0.10970132855067094,,,,,,,,,,,,,,,-0.13243299074174864,,0.08282300288413014,0.14000602642092208,,,,,,,,,,,,,,,,,0.13110915397000722,,,,,,0.2076404218531911,0.19743406898604304,,,,,0.14631853550240537
SMAD3,,,,0.1404596474867188,0.016398876928270356,,,,,,,0.10773117245578945,,,,0.07674631529864095,,,,,,,,,,,,,,,,,,,,0.19123097691913005,0.23316092306207548,,,,,,,0.05865415950536024,-0.09311349388369106,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7691800782376265,,,,,,,,,,,
SP100,,,,-0.09965992185501821,-0.0912617077547827,0.17256037271128022,,,,,,,,,,,,,,,,,,-0.1804848255424969,,,,,,,,,,,,0.12987890997946716,0.040803507414197804,,,,,0.16433150101164518,,,,,,,-0.0871400112057733,,,,
STAT1,,,,,,,0.2098476404596682,,,,0.03519563005096704,,,,,-0.05151752071301641,0.12668560278197816,0.07083065066290317,,,,,,-0.08034851284037059,,,,,,,,,,,,,,,,,,,,,,,,0.03172166030780221,,,,,0.0620331084013071
TBX15,0.15183427341324995,,,,,0.3889116077965599,,,,,,-0.02508746739400536,,,,,,,,,0.29410458850396765,,0.01579510945130319,0.0918857118563775,,,,,,,,,,,,,,,,,,0.01742665549674227,,-0.000820904462943528,,,,,,,,,
TCF12,,,,,,-0.09270247044754493,,,,,-0.07725247967257443,,,,,0.07038497426606927,-0.030417936444118776,0.19422112558540305,,,,,0.24509554924876675,,,,,,,,,,,,,,,,,,,,,,-0.02388473638251898,,,,,,,,-0.08344126322393253
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7605610111870043,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,0.09405063549786119,,-0.0025014327243836343,,,,,0.1246769400576273,,-0.19274103238571705,,,,,,,,,,,,-0.004677577711310721,,,,0.2969798429520276,,,,
TEAD1,,,0.15037563642113516,,,0.012447187009678673,,,,,0.0988125923351485,,,,,,-0.07078209735830837,0.1709566932682517,,,,,,,,,,,0.11900394233541,,,,,,,,,,,,,,,,,,,0.10595758352734197,0.4107075862166683,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7360037817243608,,,
ZBTB20,,,,,,,0.2690562009051403,,,,0.10742387679908882,,,,,0.19581386622336783,0.12342768596735798,0.12071967127005045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1624781630533667,-0.026351455349474584,,,,,0.19202905217584432
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7137114262473684,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,0.19014165287731788,,-0.005591713848758673,,,,,-0.13067969544383823,,,,,0.13082840630042325,-0.07122200561541281,,,,,,,,,,,,,,,,
