,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
ASCL1,,,,,,-0.012306293646393796,,,,,0.0633405951738315,,,,,,0.06621309335168624,,,,,,0.29623748493222957,,,,,,,,-0.068320577007147,,,,,,,,,,,,,0.20095686780667954,,,-0.20363138889453136,,,0.010050880353132952,,,
CD44,,,0.019449943904092826,,,,,,-0.010709408511193175,,,,,,,-0.19752136995732666,,,,,,,,,,,,,,,0.03110380378414357,,,,,,,-0.08431595601882241,,,-0.0603806795432868,0.37932921698849853,,,,,,,,,,,
CREB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37373406405515824,,,,,
CUX1,,,,,,0.10678732031497673,,,,,,,,,,,0.03778307458180785,,,,-0.07040264912990091,,,,,,,,,,,,,,,0.0899600485600931,0.11906976586882156,,,,,,,,-0.01876095423217694,,0.2572910689913327,0.15489112985740838,,,,,
CUX2,,,,,,-0.04139447583092082,,,,,-0.060279375460134066,,,,,,,-0.041657743677145365,,,,,,,,,,,,,,,,,,0.04528559010767602,-0.20602314452063875,,,,,,,,,,,,,0.2565671858136677,,0.01440310242173326,0.0495081987861572
EGR1,,,,,,,,,,,0.2693642610212468,,,,,,0.3085765740128709,0.0877379101452766,,,0.08236623220511541,,,,,,,,,-0.13164460810957512,,,,,,0.13149403872124094,-0.08491422587325592,,,,,,,0.03399497028176551,,,,,,,,,
EHF,,,,,,,,,,,0.04211289516829808,,,-0.020343046476814064,,,0.07736428241821369,0.2110416813364181,,,,,,-0.2209586381568343,,,,0.09527038277913635,,,,,,,,,,,,,,,,,-0.012454682814706186,,,-0.05175050559702654,,,,,
EPCAM,,,,,,,,,0.15543071893400806,,,,,,,,,,,,,,,,,,,,,,0.02213735907102099,,,,,,,0.13316897500883057,,,,0.051319169684156896,,0.2380897049649634,,,,,,,,,
ESR1,,,-0.15134064558329008,,,-0.05987631958780015,,,,,-0.06933087607307892,-0.006974385613754741,,,,0.15813767638680276,,0.049337459713690746,,,,,,0.033930579694524066,,,,,,,,,,,,,,,,,,,,,,,,,0.14583316091585763,,,,
ETS1,,,,,,,,,,,0.14256012284710073,,,,,,0.006312447870455817,0.1719900133396161,,,,,,,,,,,,,0.1388317070866577,,,,,0.1876705836029321,-0.07787316256973786,,,,,,,,,,0.07839663452591317,0.09487682638347184,,,,,
FOS,,,,,,,,,,,,0.08103254274850391,,-0.015343055859775911,,,,,,,,,,,,,,,,,,0.05163250605302705,,-0.1280712388400378,,,,,,,,,0.0022070253264403483,,,,,,,-0.17616354159947473,,0.23770428280569622,0.03498450965496569
