,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
PKNOX2,,,,5.103326467075003,,,,,,,,,,11.581460540030653,,,,-18.721315553697846,,,,6.588773684741691,,,,,,,,,,,,,-8.787767001278686,,-12.996079995631403,,,,,,,,,,-25.01240525022147,,,,-2.739880718631145,,
FOS,,,,-1.3931593296512412,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.129080590005504,0.19934529682158997,10.557697183561123,,-23.083355011788466,,,6.055521874499372,,,,,,,,,4.8987621834773565,,,29.92901022035887,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,1.0673440081484635,,,,,,,,,,,-1.2001116478553713,,,,,,,,,,,,,0.08142251488140084,,,,
HSF2,,-6.688502012553619,,,,,,,,,,,-18.325924100204887,,,,,-15.181401447331929,,,,,,,-12.955281038965424,38.37236810323473,,,,,,,,,,,,,,,,26.832872765732876,,,,,,,-6.452955578381419,,-2.11092846773904,,
NFIX,,,,37.537459228805794,,,,-15.857577956340887,,,,-2.1971430682483017,,,,,,,,,,,,,33.34980385055313,,,3.272356791212695,,,,,,,,,,,,,,,,,,,,,-23.253707487380705,,10.978504603542445,,16.87125175610042
CREB1,,,,,,,,,,,,,,,,,,,,,,0.3748299676464245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARG,,-17.234940705620833,,,,,,,,,,,-27.02640151091121,,,,,,,,,,,,16.445524506515547,,,,,,,,,,,,18.282436428262397,,19.28173177049863,,,9.103854245956287,,,,,-13.483224240527461,,12.78760104225718,,,,
NFKB1,0.4447951523645103,-4.096400783556435,,,,,,,,,,,5.221506128353218,,,,,,,,,,5.0781758913942685,,,,,9.789734500163139,,,,,2.1141490918656762,,,,,,2.703844010921402,,,,,,,,,,,,,,
ZBTB20,,13.782513395119365,,,,,,,,,,34.248255023196876,16.160940874252148,,,,,,,,,-3.340792224466011,,,,,,,,,,,,,,,20.84957856510832,,15.423844138525272,,,25.01594885152983,,,,,24.557326083079154,,,,,,
LMX1B,,-9.57863582759457,,,,,,,,,,,8.098784543208037,,,,,,,,,,,,4.424315018304925,,,,,,,,,,-21.165504681433745,18.8622339202102,,,,,,,,,,,,,26.805339671060022,,-5.184451995846645,-2.9152663068621827,
NCAM1,,,,,,,-3.6789652031408937,,,,,,,-6.663732028050895,,,,,,,,,,,,7.3375993408105815,,,7.466457009081511,,,,,,,,0.3749805115980124,,,,,,,,,,,-3.1674846002223824,,,,,
EHF,,5.392852680128588,11.834473599833736,-2.8027895618965406,,,,,,,,,10.010128966519822,,,,,,,,,-6.737507771550101,,,,,,,,-27.905148655457555,,,,,,-1.528119975672406,,,27.187021703445055,,,,,,,,,,,,,,
JUNB,,,,,,,,,,,,,51.25677478814509,,,,,36.1625091469802,,,,,,,8.22427853543774,-11.413103637792664,,12.69114254828818,,,,,,,,,-13.799108742922721,,,,,,,,,,3.854449328002002,,-1.5502115061912987,,,,
REST,,,,,,,,,,,,,,0.8128577959782437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,-7.170496906583352,,,,,,,,,,,,,,,,-5.085165383311632,,,,,,,5.221115893773011,,,,,,,,,,32.7345776154885,,,,-5.339535001220158,,,,,,,,6.0329827862582,,-25.66171181362617,1.8403107708452495,,,
NFATC2,,1.6279302445723223,,,,,,,,,,,3.8889926644961457,,,,45.49036107112486,7.256350802825514,,,,,,,,,,,,,,,,,,,,,-7.11843733670814,-15.047448933256312,,10.302987456368683,,,,,-7.3701632553613186,,,,,,
ASCL1,,7.972171505645389,,,,,-8.769129466734073,,,,,,8.493475681862478,,,38.23239378749187,,-1.6076922397615092,,,,,,,,,,,,,,,,,1.5798238059219387,,-26.03983228724215,,,,,,,,,,,,,,25.65998335151818,,
EGR1,-16.559059980995887,34.5687145323513,,,,,,,,,,,39.581694909313,,,,,,,,,,,,16.814912391173,,,,,,,,,10.761176403720683,,,,,11.176271266929236,,,,,,,,,,-10.856939372034645,,4.308287513466059,,
SIX4,,,,,,,,,,,,,,,,10.734179292188617,,14.195726865443467,,,,25.132676410195618,,,,,,,,17.74413849827604,,,,-17.1356410309963,,,26.547858479531282,,,16.46405246352535,,,,,,,18.667864609339876,,,,,,
