,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
TCF12,,-10.344801766810258,,,,,,,,,,,-4.329471045107752,,,31.165232572979903,,-11.668657726038814,,,,,,,,,,,,,,,,,,-2.7884133551023282,,,24.73987444380576,,,9.149167189775268,,,,,-10.36680701483359,,,,,,
EPCAM,,,,,,,0.3447763765197599,,,,,,,,,,,,,,,,2.528259724426754,2.0562620707388284,,,,,,,,,,,,,,,,,0.910499880037124,,,,,,,,,,3.8532316081254354,,
TCF7L2,,,,,-0.07259415482084497,,4.121907654720555,,,,,,,,,,,,,,,,,,,9.523333559461298,,-6.111589986084759,,3.0287386955683,,,,,,-0.19445505412166175,,,,,,,,,,,,,,,,,
ESR1,,-9.096935946101052,,,,-19.21139385832599,,,,,,,,,,,,-7.586226830268127,,,,,,,,18.938774455307353,,,,4.3119144588620415,,,-1.371728235689969,,,,,,6.469120632102398,,,20.24622477956368,,,,,,,,,,,
RUNX1,,,,-35.937451784726605,,,,,,,,,,,,,,,,,,11.150676265233775,,,21.548068251006818,,,,,,,,,-18.990982364480562,,,-47.67943938308608,,,,,,,,,,11.788159266746403,,50.88066935126345,33.44649023203341,5.4000748581022044,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.7349587394872694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,12.738816609448053,,,,18.90990943058834,,,,,,,-9.02747110426794,,,,,1.5642244269563648,,,,13.74289509187608,,,,52.6329120997172,,,,,,,,,,,,,22.076736636071733,,,,,,,,,,,,,15.015848778191078,
SIX1,,,,,,,,,,,,,,,,3.923457783274961,,19.853099381221092,,,,,,,,,,,,31.073194056295016,,,,-29.705102050134,13.878713220244126,,29.14023053320213,,,7.9947081575233945,,,,,,,13.295118331885753,,,,,,
PROX1,2.78476521423194,,,,,,,,,,,,,,,20.92355348084805,40.520299639851146,,,,,-11.31940244026206,,,,,,,,,,,9.192041468823849,3.0244221311762147,,,,,,,,33.15592247649385,,,,,,,,,10.099752045946733,,
CUX1,,,,,,,,,,,,,4.698282767663578,,,,,13.659731550190337,,,,20.339473035855978,,,11.17294488331505,,,,,,,,,-9.25499482356441,,-1.765239044935821,32.74559252310279,,,,,,,,,,,,14.85618922451372,,,,
NFIA,,8.283475246179353,,,,,,,,,,,-1.6537131228928632,,,,,6.639871562500996,,,,,,,16.90577984007959,,,,,70.65716410260553,,,,-2.1721738193792004,,,,,19.453883193653656,,,,,,,,,,5.297172237143736,,,,
RARB,,,,0.3232976524560395,,,,,,,,,,,,,,-15.340906790996941,,,,15.806970242003667,,,,2.2090547203984987,,,,,,,,,36.52820466186476,,,5.165157846562553,,,,,,,,,2.9563453953148198,-0.9416388878456996,,,,,
SP100,,,,,,,,,,,,,,,-11.889485800116265,,,22.407472959761225,,,,,,,16.48755646802734,-10.580245145743756,,,-12.55438296955631,-22.74124666001836,,,,,,,,,,,20.640361622854623,,,,,,,,5.102918539114301,,,,
FOXO3,,,,,,19.77696283952343,,,,,,,,,,,,-6.54597676226583,,,,-6.122597047668512,,,7.89723663784484,8.893885846765476,,,,,,,139.77570634700285,,,,,,,,,12.643578019679335,,,,,,,-0.13758022376122037,,6.153053613471451,,
MEIS2,,,,,,,,,,,,-27.005957764696884,,-39.74102445112102,,,,12.190137186578626,,,,-37.596689499509665,,,,,,,,,,,12.925511779011325,,-32.23493983143776,,5.8937095076151,,,,,,,,,,14.4500224981488,,,,25.919859230327788,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7353963125970202,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,2.1373921466103,19.649193449319302,49.69258160101966,,,,,,,,,,,,11.862447660831627,,,-2.980499546753383,38.22635218471885,,,,,,,2.2482176659853392,,,,,,,,,,-0.09323906397388326,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759676739858272,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,10.956812131729308,,,,,,-31.053482494420482,,,,,,,39.72279772356934,,,,,20.258783664333457,,,,,,,,,,,,23.481204877716255,,,,,13.137321004530152,,-23.11841277623032,,-3.225231243253991,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8535066215370395,,,,,,,,,,,,,,,0.6797953441518417
SMAD3,,,,,,,,,,,,,,,2.0561882215858853,,,,,,,,,,24.302775449088955,,,,17.9769340526612,,,,13.307050617461993,,,-11.968778743318518,,,,,,9.635370407679703,,,,,,,30.139155149393652,,7.534829983333889,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7677791983494855,,,,,,,,,,,,
JUN,,,,,,,,,,,,17.482371273078208,,,,,,35.25841430838371,,,,19.666030284528052,,,,,,,,,,,24.581740342421234,-19.964194145481954,,,,,,0.0926563901555173,,,,,,,9.881442694418032,25.341999360768348,,,,,
KMT2A,,,,,,,21.472109946495024,,,,,,-8.970095708876196,,,,,-4.6265184119767095,,,,,0.43741638309706454,,,,,,,,,,,,,,,,51.77739037505288,11.42951842807137,,,,,,,32.962699083310746,,,,10.708271611146246,,
CD44,,,,,,1.3781156685136937,2.1139047379625495,,,,,,,,,,,,,,,,-0.6267479766855619,-5.36762971542387,,,,,,,,,,,,,,,,-3.937305087582499,24.240295531570588,-12.697928373043318,,,,,,,,,,,
ICAM1,,,,,,,,0.8011762102763487,,,,,,,,,,5.731611181766771,,,,,,1.514210076050873,,,,,,,,,,,,,-3.7678581640796462,,,,1.6154653396140914,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,4.350943038107682,,,,,,,,,,,10.23512554280455,,6.531282162313339,,,,,-2.5180704320794423,,18.909324038818244,,,,65.35023919775858,,,,,12.301157640521318,9.956503208417507,
ZEB1,,,,,-0.12076347320502367,,-2.060193666020112,,,,,,,,,,,,,,,,,,2.0688788233708366,,,,,3.061570889674257,,,,,,,,,,,,,,,,,,,-1.1110342101815995,,,,
ETS1,,18.404467760863863,,,,,18.161492843084773,,,,,,0.8673326733268962,,,,,,,,,11.83308266806831,,,23.638987900187143,,,,,,,,,,,,10.435707347694592,,22.05145469465293,,,,,,,,,,-9.572295272861847,,,,
RORB,,-12.557527804695932,,,,,,,,,,,-10.01289938924185,,,,,-19.718931352327193,9.5442931093456,,,,,,,,-24.50608197557068,,,,,,7.843189757347676,13.532364675443679,,,,,0.49164624001075713,,,,,,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7138765379140865,,,
STAT1,,4.2281782267352765,,,,,,,,,,26.911622904644396,16.159331966841428,,,,,,,,,4.6424989037754365,,,,,,,,-10.081908545584545,,,,,,,,,9.037852294677696,,,-6.549321573386662,,,,,7.8455731333966225,,,,,,
PBX1,,3.809615741380745,,,,,,,,,,,2.0631288862599804,,11.637098930387502,,,,,,,,,,,13.916294660195577,,,12.343151044857926,,,,,,,,,-10.567926950115462,7.740100834085327,,,,,,,,,,,,,68.47659392209248,
GRHL2,,-3.1113696973908462,,,,,,,,,,,-12.569849802474799,,,,,,,,,,,,-11.773558964939102,,,,,,,0.6901855170390654,,,,,,17.085530770837348,,21.85594639202827,,,,,,,8.969886463082293,,8.600935095915139,,,,
