,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
PKNOX2,,,,4.713340625282673,,,,,,,,,,11.247488481970667,,,,-18.94061734201801,,,,6.539427188642844,,,,,,,,,,,,,-8.409745676784235,,-12.805418617540129,,,,,,,,,,-25.242953468108965,,,,-2.355246389066978,,
FOS,,,,-1.7045696451138759,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.532187765148343,-0.07554902153784515,10.529986627381087,,-23.03530154000485,,,5.933610954040479,,,,,,,,,4.598376619549154,,,30.46342363990502,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,1.0596485658672596,,,,,,,,,,,-1.2025393105220117,,,,,,,,,,,,,0.09260316759239212,,,,
HSF2,,-6.570189217626992,,,,,,,,,,,-18.340783694212657,,,,,-15.266436065030497,,,,,,,-12.889975061135843,38.64318376405222,,,,,,,,,,,,,,,,26.995235096082887,,,,,,,-6.213941597480524,,-2.5368429443590808,,
NFIX,,,,37.34496763748146,,,,-15.8326257559333,,,,-2.3629875154020255,,,,,,,,,,,,,33.44079531943122,,,3.5234131817865277,,,,,,,,,,,,,,,,,,,,,-23.145846961927106,,11.101312700019022,,16.897042249442922
CREB1,,,,,,,,,,,,,,,,,,,,,,0.373716796039414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARG,,-17.563640838424416,,,,,,,,,,,-27.40156267546656,,,,,,,,,,,,15.956931580070298,,,,,,,,,,,,17.819366070915024,,19.22006600940068,,,9.072542990562788,,,,,-13.172435455443498,,13.004668688097203,,,,
NFKB1,0.6742689570176124,-3.8676516824259046,,,,,,,,,,,5.557481819678397,,,,,,,,,,5.060568699151216,,,,,9.849571470624815,,,,,2.052249716501401,,,,,,2.5519410311716904,,,,,,,,,,,,,,
ZBTB20,,13.539915977142954,,,,,,,,,,34.66474589341056,16.25508881170873,,,,,,,,,-3.393124350723891,,,,,,,,,,,,,,,20.87200189338244,,15.683358562277355,,,24.93306668650543,,,,,24.172454164884954,,,,,,
LMX1B,,-9.380191687506032,,,,,,,,,,,8.202041981305694,,,,,,,,,,,,4.088873813814743,,,,,,,,,,-21.322138282211437,18.77108253098955,,,,,,,,,,,,,26.463449636250157,,-5.035392554682603,-3.1153926104137097,
NCAM1,,,,,,,-3.6733047176517335,,,,,,,-6.655713579713018,,,,,,,,,,,,7.36281405050843,,,7.438849585130689,,,,,,,,0.3545079471715913,,,,,,,,,,,-3.1515315883611725,,,,,
EHF,,5.492856609823264,11.898074023685998,-2.9058186472331675,,,,,,,,,10.272779224456636,,,,,,,,,-6.4841754190274505,,,,,,,,-28.696889077657936,,,,,,-1.228092714458273,,,27.152767985897142,,,,,,,,,,,,,,
JUNB,,,,,,,,,,,,,51.33317683898515,,,,,36.187237534203476,,,,,,,8.142736240286997,-11.36273364747666,,12.932108783600356,,,,,,,,,-13.715391137042618,,,,,,,,,,3.559369966794341,,-1.5389029996445214,,,,
REST,,,,,,,,,,,,,,0.8130990155815535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,-7.258146848782905,,,,,,,,,,,,,,,,-5.151858784623474,,,,,,,5.200366382025529,,,,,,,,,,33.069219190574714,,,,-5.340342373163002,,,,,,,,6.0890265872875835,,-25.36725130665141,2.356206657113761,,,
NFATC2,,1.7107010635858004,,,,,,,,,,,4.33225491144963,,,,45.43545541550235,7.289428503859237,,,,,,,,,,,,,,,,,,,,,-6.987114728174762,-15.028924428227302,,10.125283162199977,,,,,-7.7772142638410795,,,,,,
ASCL1,,8.121587786650219,,,,,-8.941542360088683,,,,,,8.633687674690005,,,38.153546225968284,,-1.5474098442914106,,,,,,,,,,,,,,,,,1.2544530867288106,,-26.133539827473655,,,,,,,,,,,,,,25.643868427322033,,
EGR1,-16.32316484628779,34.685611839776065,,,,,,,,,,,39.59522480179538,,,,,,,,,,,,16.726422741108127,,,,,,,,,10.797711933022804,,,,,11.316586203289368,,,,,,,,,,-10.766988123316308,,4.520233551496544,,
SIX4,,,,,,,,,,,,,,,,10.235565022579706,,13.98964836960308,,,,25.33524651409399,,,,,,,,18.003828502138603,,,,-17.061525370872623,,,26.416202434532888,,,16.625667119687666,,,,,,,18.94850701520094,,,,,,
TCF12,,-9.8655907813292,,,,,,,,,,,-3.716148592458911,,,31.6321095748563,,-11.534643553694277,,,,,,,,,,,,,,,,,,-3.316350013885068,,,25.01124155159354,,,8.558777021866174,,,,,-10.026458291463307,,,,,,
EPCAM,,,,,,,0.30570506671591,,,,,,,,,,,,,,,,2.491534427482559,2.050062528513934,,,,,,,,,,,,,,,,,0.874573462155622,,,,,,,,,,3.8292236747753163,,
TCF7L2,,,,,-0.03421380621421499,,4.061684824712836,,,,,,,,,,,,,,,,,,,9.516897642815831,,-6.193098831873616,,3.00187667114151,,,,,,-0.21518179338794297,,,,,,,,,,,,,,,,,
ESR1,,-9.069096294307863,,,,-19.613831067555605,,,,,,,,,,,,-7.868356984173883,,,,,,,,18.45192821750049,,,,3.8478058293567625,,,-0.5982585212219915,,,,,,6.47423655737102,,,20.73504320811241,,,,,,,,,,,
RUNX1,,,,-36.11030465907717,,,,,,,,,,,,,,,,,,11.019625486089625,,,21.25311875199902,,,,,,,,,-19.072358548838327,,,-47.57924786528153,,,,,,,,,,11.774418326052041,,50.66262880486916,32.87881340854751,5.676269759545452,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.7358059543678447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,12.73877004246544,,,,19.086076841923894,,,,,,,-8.823942484350766,,,,,1.5163165992112446,,,,13.54345812669663,,,,52.71978741974304,,,,,,,,,,,,,21.941582242228343,,,,,,,,,,,,,15.245633384439891,
SIX1,,,,,,,,,,,,,,,,3.8939545749625264,,19.96219418215979,,,,,,,,,,,,31.067614633120478,,,,-29.702589076100725,14.01272168124067,,29.024786946846675,,,8.058938927486734,,,,,,,13.405356632630463,,,,,,
PROX1,2.5707393359610933,,,,,,,,,,,,,,,21.04938947351947,40.50676077268781,,,,,-11.396469772910006,,,,,,,,,,,9.532563331005374,3.2374571930666174,,,,,,,,33.19791875248681,,,,,,,,,10.230919928530618,,
CUX1,,,,,,,,,,,,,4.802744548368505,,,,,13.608401286902104,,,,20.065352731163866,,,11.267134681020408,,,,,,,,,-9.286077964658075,,-1.92633994087329,32.88030009812796,,,,,,,,,,,,15.38451005479707,,,,
NFIA,,8.286913795395316,,,,,,,,,,,-1.5371668074476463,,,,,6.513263661963855,,,,,,,16.768003224826895,,,,,70.78511231324765,,,,-2.080064188478878,,,,,19.425019743078806,,,,,,,,,,5.3182322284060515,,,,
RARB,,,,0.4136035967178653,,,,,,,,,,,,,,-15.7060525292516,,,,15.81916470180763,,,,2.0679530552256074,,,,,,,,,36.53051586075221,,,5.361439705574296,,,,,,,,,2.918322888552344,-0.8452648615924907,,,,,
SP100,,,,,,,,,,,,,,,-11.709627028122856,,,22.543782091816208,,,,,,,16.376839783640712,-10.86674809068855,,,-12.792764628867397,-22.981820608366885,,,,,,,,,,,21.06929996185033,,,,,,,,5.191054404864798,,,,
FOXO3,,,,,,19.519130763953367,,,,,,,,,,,,-6.634696182999307,,,,-6.227439416425518,,,8.68163404173255,8.260200895175565,,,,,,,140.84188000344656,,,,,,,,,12.194251174500469,,,,,,,-0.3291137376377995,,6.093751255581253,,
MEIS2,,,,,,,,,,,,-26.53090718085802,,-39.73155700435201,,,,11.812443841643809,,,,-37.54444888563001,,,,,,,,,,,12.998304377421196,,-32.051508987417655,,5.491874225515204,,,,,,,,,,14.208450030596703,,,,26.317570724868368,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735389445648347,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,2.148748315635905,19.682840757864927,50.01229123907871,,,,,,,,,,,,11.767306409014356,,,-3.0761118387632282,37.6256603659449,,,,,,,2.1253802710145284,,,,,,,,,,-0.3657306112471733,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7596487482086318,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,11.122957368020279,,,,,,-31.20774538126613,,,,,,,39.8209223032412,,,,,19.99426779178897,,,,,,,,,,,,23.66296686044464,,,,,13.12756580934357,,-23.076982278496967,,-3.1249438852015845,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8538127211939466,,,,,,,,,,,,,,,0.6764612425418065
SMAD3,,,,,,,,,,,,,,,2.0599977330592765,,,,,,,,,,24.677598292729854,,,,17.960110118258502,,,,13.564122250101981,,,-11.927582309044277,,,,,,9.245311183343333,,,,,,,29.504854205858557,,7.507883350372301,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7687031532002027,,,,,,,,,,,,
JUN,,,,,,,,,,,,17.61975051734671,,,,,,35.291171210053946,,,,19.880276586294322,,,,,,,,,,,24.41637046356829,-19.80768466001304,,,,,,-0.2105280389787484,,,,,,,10.034850649785408,25.397971570289606,,,,,
KMT2A,,,,,,,21.36892451328422,,,,,,-9.014364146312957,,,,,-4.724989535843084,,,,,0.4649931571205851,,,,,,,,,,,,,,,,51.68722208634262,12.029880488016241,,,,,,,32.98151986336193,,,,10.664593016636553,,
CD44,,,,,,1.4107040437429192,2.1077335059871185,,,,,,,,,,,,,,,,-0.5167786406547149,-5.4205752781993715,,,,,,,,,,,,,,,,-3.9354815624164567,24.412794517393884,-12.437433136890899,,,,,,,,,,,
ICAM1,,,,,,,,0.8318122720210747,,,,,,,,,,5.738577657040057,,,,,,1.5029198490725508,,,,,,,,,,,,,-3.7628510262971084,,,,1.6364544484266592,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,4.293816946522658,,,,,,,,,,,10.062041234713721,,6.663314845225959,,,,,-2.700360281992123,,18.866187884586466,,,,65.28416223053785,,,,,12.144514792070602,9.90682765624504,
ZEB1,,,,,-0.11109491166501567,,-2.087273792464121,,,,,,,,,,,,,,,,,,2.088835259792096,,,,,3.0733734253774134,,,,,,,,,,,,,,,,,,,-1.102416072719991,,,,
ETS1,,18.32697965501802,,,,,18.013325105511875,,,,,,0.8873625230179255,,,,,,,,,12.000056695488071,,,23.537507272181525,,,,,,,,,,,,10.501623382296973,,21.7525267268434,,,,,,,,,,-9.39264921077632,,,,
