EGR1|JUNB,FOS,JUND,RORA,RORB,PKNOX2,MEIS2,STAT1|0.004692,0.101633,0.082349,0.168867,0.001333,0.149903,0.092468,0.054513,0.003039,0.083884,0.160959,0.214286,0.001164,0.036838,0.009731,0.048793,0.136646,0.327513,0.282718,0.285224,0.020876,0.054934,0.021349,0.048106,0.080145,0.099815,0.272372,0.240384,0.036451,0.018720,0.022844,0.030592,0.039277,0.088240,0.102437,0.135449,0.030533,0.024371,0.111550,0.034935,0.037760,0.270349,0.057036,0.208552,0.025705,0.028356,0.006845,0.048589,0.501429,0.218073,0.691280,0.520752,0.034936,0.078319,0.209920,0.115353,0.176680,0.252313,0.194659,0.431564,0.057957,0.022543,0.055859,0.080590,0.112212,0.529502,0.226034,0.300784,0.273525,0.486539,0.202296,0.193340,0.047104,0.305518,0.322693,0.417488,0.202488,0.282877,0.350227,0.164384,0.461191,0.673614,0.476528,0.476935,0.239210,0.529920,0.141710,0.243735,0.244663,0.315032,0.429903,0.444340,0.227255,0.149686,0.214144,0.190189,0.202028,0.164342,0.386019,0.517479,0.056531,0.051992,0.363607,0.318116,0.332776,0.570861,0.395979,0.569492,0.431917,0.381322,0.422499,0.361760,0.763957,0.443783,0.853260,0.855644,0.511619,0.220906,0.881099,0.567021,0.372812,0.383932,0.357759,0.569547,0.407276,0.112741,0.340849,0.286101,0.131672,0.498058,0.355486,0.432321,0.351029,0.529219,0.310421,0.090665,0.081738,0.177120,0.445393,0.429749,0.267732,0.099776,0.357442,0.108621,0.566477,0.735891,0.538059,0.554795,0.445274,0.673893,0.474279,0.239611,0.386907,0.150747,0.649165,0.494604,0.316513,0.085893,0.311699,0.074049,0.234249,0.209684,0.438007,0.587309,0.102947,0.152894,0.393014,0.150925,0.383179,0.556030,0.431697,0.562699,0.380347,0.206947,0.430768,0.189324,0.681089,0.790393,0.711301,0.867425,0.332572,0.850154,0.600045,0.681581,0.417488,0.486012,0.437566,0.515138,0.437842,0.476244,0.386449,0.242347,0.356016,0.842553,0.859913,0.939807,0.374041,0.759697,0.655170,0.639112,0.119838,0.366223,0.917626,0.963409,0.322241,0.347713,0.684241,0.583409,0.926167,0.962120,0.946703,0.973517,0.513249,0.858704,0.593925,0.913387,0.489176,0.544527,0.953350,0.979884,0.394970,0.528373,0.428704,0.334452,0.549424,0.625417,0.783735,0.888866,0.306980,0.314151,0.688018,0.681624,0.658173,0.630239,0.730011,0.665595,0.712180,0.902029,0.802437,0.745416,0.920543,0.975782,0.935722,0.997397,0.753448,0.967502,0.947590,0.997038,0.718844,0.714760,0.802983,0.769271,0.783685,0.804907,0.770066,0.552428
PRDM16|RORA,EGR1,ZEB1,RORB,JUN,NFIA,EHF,STAT1|0.137888,0.011799,0.095030,0.051212,0.308419,0.124484,0.228907,0.264248,0.090526,0.052527,0.154164,0.093187,0.893563,0.447900,0.304799,0.818776,0.115067,0.005925,0.112174,0.011571,0.048941,0.026886,0.162599,0.118083,0.142798,0.094212,0.145048,0.006150,0.355894,0.389502,0.227306,0.315218,0.099655,0.044128,0.108662,0.135118,0.135941,0.368905,0.172662,0.514594,0.148169,0.104478,0.941171,0.924945,0.950735,0.596330,0.995497,0.951468,0.007289,0.006875,0.214651,0.066415,0.037790,0.370075,0.308166,0.396471,0.017461,0.037040,0.272494,0.385153,0.091416,0.544193,0.362038,0.473967,0.036396,0.008433,0.079366,0.053262,0.045195,0.003144,0.102649,0.049202,0.095934,0.038590,0.125103,0.291638,0.377168,0.014566,0.184286,0.100968,0.035006,0.005829,0.099367,0.004065,0.011853,0.002765,0.075273,0.035558,0.068739,0.019218,0.143324,0.067387,0.016244,0.004345,0.220557,0.244750,0.096192,0.013163,0.183534,0.130374,0.159352,0.199943,0.585170,0.738259,0.132756,0.056540,0.305542,0.506113,0.792237,0.740136,0.930079,0.844487,0.046186,0.006950,0.173013,0.099668,0.020705,0.090162,0.140598,0.370304,0.082148,0.020258,0.213507,0.176258,0.051567,0.336802,0.203850,0.438301,0.748831,0.480235,0.704250,0.372205,0.911753,0.829925,0.974263,0.936464,0.986844,0.863175,0.940111,0.460648,0.994515,0.982850,0.739342,0.917098,0.618988,0.685141,0.716503,0.177387,0.926265,0.927162,0.969150,0.979401,0.991163,0.978940,0.694554,0.864133,0.998693,0.994999,0.448420,0.818534,0.615314,0.364165,0.705287,0.467599,0.759017,0.666136,0.891864,0.869507,0.971401,0.854235,0.997110,0.925558,0.902335,0.624117,0.974880,0.951150,0.133817,0.680106,0.486825,0.382940,0.591728,0.771632,0.845035,0.521855,0.135396,0.920270,0.651037,0.452017,0.561081,0.782468,0.695282,0.323699,0.032235,0.016613,0.174881,0.249546,0.162705,0.008144,0.172915,0.162680,0.334221,0.098573,0.677499,0.757708,0.945229,0.101244,0.160297,0.363361,0.070353,0.026853,0.109639,0.052795,0.050204,0.015968,0.150952,0.216298,0.222674,0.071724,0.357328,0.600072,0.440511,0.073310,0.152280,0.362987,0.250860,0.057524,0.501345,0.331464,0.619682,0.695937,0.796437,0.966068,0.801063,0.724750,0.922805,0.754347,0.949896,0.982129,0.980706,0.995376,0.085461,0.034073,0.134374,0.114287,0.053137,0.040698,0.177937,0.200685,0.095897,0.047701,0.602755,0.169602,0.148778,0.184480,0.541546,0.276820
TCF12|NFATC2,JUND,ZEB1,JUN,TBX15,EGR1,FOS,JUNB|0.224608,0.421459,0.061696,0.034928,0.397867,0.264846,0.099030,0.102594,0.549048,0.550942,0.192888,0.194700,0.357101,0.253608,0.231369,0.256716,0.685024,0.354812,0.417300,0.522996,0.518615,0.477219,0.411615,0.473197,0.246280,0.290543,0.522195,0.580390,0.404354,0.449085,0.608348,0.306290,0.851618,0.309832,0.129838,0.146623,0.120218,0.177781,0.118905,0.143529,0.811381,0.193416,0.223750,0.146701,0.158517,0.130488,0.141556,0.164257,0.573962,0.175981,0.095591,0.176607,0.083359,0.228916,0.058153,0.133893,0.511850,0.225521,0.152670,0.182645,0.158636,0.154665,0.075549,0.129592,0.149532,0.186748,0.096761,0.394416,0.112822,0.233325,0.066253,0.212359,0.455800,0.518308,0.546791,0.719450,0.300209,0.497366,0.292498,0.466045,0.095001,0.445956,0.575983,0.839257,0.223995,0.501367,0.267935,0.741179,0.407872,0.854763,0.897014,0.960502,0.562083,0.844317,0.727844,0.953543,0.862736,0.682556,0.469533,0.702038,0.345381,0.558575,0.378438,0.582007,0.893680,0.603574,0.676088,0.552996,0.371457,0.246943,0.305088,0.053337,0.448158,0.272846,0.101308,0.154353,0.099958,0.157300,0.045965,0.041665,0.448571,0.418462,0.293780,0.399236,0.245981,0.247879,0.136457,0.029885,0.671188,0.811300,0.372138,0.422218,0.617907,0.763602,0.493188,0.440194,0.768712,0.847119,0.395501,0.361165,0.627626,0.576238,0.320602,0.350200,0.893428,0.474210,0.498967,0.448990,0.796130,0.614995,0.619167,0.599941,0.697255,0.393603,0.515590,0.502422,0.516358,0.459245,0.550578,0.402465,0.610036,0.654239,0.223995,0.322981,0.272140,0.353987,0.255305,0.235957,0.451041,0.271520,0.315027,0.202603,0.266394,0.184027,0.222959,0.298171,0.631401,0.387622,0.326526,0.304586,0.469095,0.653650,0.317533,0.581614,0.611109,0.501685,0.626056,0.461843,0.538130,0.393325,0.466017,0.230774,0.763973,0.699287,0.611322,0.814059,0.819733,0.892910,0.898496,0.921187,0.770158,0.404371,0.385819,0.443272,0.420403,0.473357,0.455937,0.425921,0.935165,0.786570,0.795931,0.773978,0.884855,0.867656,0.826643,0.919535,0.849645,0.502060,0.726425,0.621833,0.664971,0.352926,0.772374,0.669814,0.768505,0.699411,0.695625,0.790251,0.861212,0.807271,0.871962,0.646434,0.841240,0.798428,0.911176,0.700231,0.800982,0.377816,0.626223,0.062808,0.899665,0.920314,0.918461,0.933937,0.926023,0.925365,0.949006,0.934047,0.914152,0.873918,0.965781,0.875605,0.917887,0.552473,0.906329,0.138434
LMX1B|ZBTB18,RORB,PBX1,STAT1,RORA,TBX15,JUNB,FOS|0.033330,0.316968,0.539425,0.670128,0.449315,0.710807,0.797161,0.946213,0.100791,0.277267,0.604546,0.387149,0.541194,0.332825,0.661839,0.586667,0.061671,0.180428,0.175903,0.129561,0.779627,0.855519,0.709723,0.829622,0.137385,0.078239,0.025846,0.008827,0.710697,0.448475,0.139016,0.173527,0.083954,0.113321,0.233153,0.227136,0.114546,0.080273,0.297674,0.368026,0.292431,0.426234,0.627609,0.459589,0.266935,0.476263,0.636402,0.483414,0.106861,0.056620,0.244162,0.016504,0.074120,0.047746,0.230852,0.566408,0.085214,0.059350,0.008768,0.004409,0.184635,0.226210,0.079481,0.133839,0.056176,0.330373,0.541659,0.579928,0.545162,0.900581,0.942538,0.988591,0.152600,0.271982,0.605660,0.626382,0.757882,0.828078,0.953816,0.991563,0.247112,0.595773,0.780878,0.769778,0.897201,0.982583,0.927954,0.998457,0.656330,0.341676,0.786856,0.409498,0.834744,0.625522,0.801047,0.971774,0.161116,0.419419,0.596079,0.469023,0.327446,0.328557,0.542697,0.499380,0.332422,0.344498,0.459717,0.400673,0.307880,0.316517,0.438941,0.450138,0.284708,0.244717,0.690705,0.342005,0.729908,0.358033,0.876392,0.880849,0.773796,0.248819,0.820280,0.221532,0.818059,0.267980,0.763795,0.634109,0.119678,0.046665,0.078398,0.096589,0.075913,0.134251,0.193174,0.032345,0.174478,0.192273,0.242289,0.220322,0.146379,0.090985,0.053491,0.026504,0.026178,0.027288,0.034288,0.032261,0.173249,0.140947,0.245686,0.015013,0.093257,0.040148,0.083326,0.044188,0.240364,0.135454,0.139966,0.043432,0.147600,0.150242,0.194391,0.317721,0.229715,0.272670,0.491344,0.216986,0.888352,0.436628,0.583818,0.401544,0.872763,0.332851,0.559739,0.231320,0.080796,0.086472,0.082182,0.073926,0.077419,0.076041,0.218215,0.057855,0.735794,0.228587,0.066395,0.095724,0.760364,0.304056,0.303889,0.095122,0.004525,0.040936,0.225976,0.251265,0.006850,0.328117,0.421855,0.391342,0.218399,0.088150,0.187534,0.225050,0.652140,0.148865,0.253246,0.182224,0.095987,0.214219,0.761605,0.241285,0.692891,0.460819,0.893223,0.515381,0.490578,0.156976,0.448447,0.129220,0.584378,0.275802,0.572286,0.175580,0.017830,0.508390,0.640626,0.494065,0.086106,0.485647,0.585761,0.517165,0.973950,0.778517,0.514434,0.399604,0.934160,0.403508,0.399667,0.420471,0.177061,0.165975,0.299896,0.159897,0.443932,0.146346,0.523532,0.133890,0.893206,0.191562,0.214131,0.167287,0.561660,0.368935,0.277841,0.215809
CUX1|TCF4,MEIS2,TCF7L2,RORB,EGR1,RORA,JUNB,TBX15|0.067410,0.135014,0.415115,0.370759,0.343826,0.638771,0.615644,0.796856,0.767319,0.308092,0.583029,0.460282,0.433448,0.412220,0.364336,0.280504,0.145713,0.433826,0.813024,0.967156,0.502504,0.670881,0.797497,0.900361,0.852818,0.939293,0.959192,0.986875,0.662545,0.773538,0.915300,0.919662,0.414813,0.447855,0.731041,0.334712,0.673558,0.743429,0.606765,0.624907,0.776817,0.348200,0.455710,0.599941,0.516152,0.634504,0.328935,0.351649,0.094851,0.246442,0.546884,0.441905,0.615805,0.466663,0.641869,0.457265,0.717001,0.558331,0.917349,0.897248,0.669202,0.746654,0.909025,0.829367,0.276952,0.046709,0.203411,0.016038,0.259847,0.039697,0.111343,0.012687,0.469050,0.029707,0.194980,0.001073,0.402454,0.035994,0.205201,0.003722,0.265215,0.080670,0.204705,0.031481,0.369210,0.344483,0.184536,0.066939,0.501846,0.059394,0.410659,0.004914,0.577823,0.463827,0.308451,0.009093,0.360292,0.353535,0.449320,0.323062,0.497486,0.601415,0.505903,0.589977,0.736159,0.639064,0.785651,0.819825,0.657397,0.798645,0.533528,0.771287,0.232922,0.260258,0.309419,0.255662,0.545350,0.695110,0.561766,0.578935,0.480727,0.335811,0.631540,0.380607,0.790764,0.978286,0.844861,0.961045,0.465689,0.229039,0.916802,0.267602,0.662382,0.792067,0.533025,0.416233,0.701113,0.378012,0.531661,0.315574,0.542667,0.606681,0.370619,0.259438,0.213935,0.491486,0.717720,0.893621,0.855299,0.858308,0.748315,0.831709,0.785832,0.929086,0.933113,0.955387,0.748909,0.820130,0.689341,0.560842,0.891743,0.504825,0.974743,0.623156,0.890935,0.900201,0.760733,0.774787,0.869553,0.643772,0.658963,0.909479,0.661383,0.801720,0.617890,0.897177,0.122725,0.268581,0.932076,0.917234,0.972222,0.978788,0.899061,0.859795,0.938310,0.939720,0.942822,0.920252,0.956927,0.931043,0.871860,0.703361,0.570123,0.763909,0.719043,0.625608,0.549463,0.740634,0.753416,0.597095,0.766652,0.704197,0.649867,0.613044,0.745741,0.748271,0.634095,0.432580,0.370487,0.784505,0.611838,0.637318,0.759307,0.955374,0.875032,0.945283,0.713909,0.731994,0.833998,0.649088,0.939555,0.984161,0.906946,0.976880,0.377135,0.619414,0.771713,0.862077,0.717416,0.806279,0.743339,0.888187,0.844749,0.880934,0.785775,0.990401,0.718533,0.854359,0.730445,0.983504,0.241422,0.453262,0.883124,0.879373,0.801763,0.976549,0.922288,0.973495,0.916513,0.929678,0.967042,0.943479,0.939532,0.994797,0.893579,0.993541
RARB|ZBTB18,EGR1,ETS1,PRDM16,ZEB1,TEAD1,TCF7L2,HSF2|0.223548,0.818291,0.904979,0.921537,0.317043,0.634240,0.771051,0.714561,0.060879,0.566489,0.340332,0.774343,0.537460,0.645312,0.486889,0.689890,0.369574,0.344972,0.603165,0.767105,0.203940,0.208765,0.260444,0.281539,0.266757,0.513054,0.353524,0.732908,0.488209,0.527556,0.425077,0.691166,0.067104,0.290071,0.192632,0.234665,0.256474,0.312933,0.426155,0.331085,0.054563,0.349167,0.423817,0.448443,0.561761,0.363709,0.788886,0.227113,0.195930,0.287532,0.458910,0.548335,0.356937,0.298815,0.614490,0.519957,0.412826,0.394464,0.554341,0.306342,0.509588,0.176892,0.539428,0.204538,0.007291,0.306006,0.539501,0.371237,0.286744,0.276416,0.304524,0.196731,0.000823,0.122446,0.035648,0.056246,0.133987,0.234730,0.151334,0.030795,0.027190,0.055245,0.030455,0.040762,0.097817,0.144545,0.046097,0.102081,0.015282,0.059839,0.022582,0.102699,0.047138,0.102361,0.057600,0.152924,0.007684,0.201002,0.100779,0.195597,0.212897,0.341147,0.517260,0.436184,0.001679,0.167327,0.134113,0.361307,0.092623,0.248408,0.928394,0.639961,0.067502,0.221524,0.117028,0.184459,0.352893,0.358553,0.257692,0.439767,0.038108,0.321920,0.197969,0.264463,0.392201,0.513529,0.214432,0.144631,0.717904,0.890065,0.974002,0.957361,0.233858,0.656770,0.854449,0.753758,0.490665,0.590008,0.474938,0.649211,0.378222,0.445094,0.433256,0.508387,0.804905,0.734277,0.913148,0.909236,0.391754,0.550596,0.613581,0.956882,0.876990,0.765464,0.787533,0.902158,0.858362,0.441957,0.762622,0.609227,0.150048,0.218643,0.380279,0.322434,0.303302,0.345626,0.609868,0.409371,0.554785,0.415048,0.921525,0.804386,0.784038,0.432578,0.793088,0.684814,0.515662,0.503728,0.638224,0.831548,0.129074,0.772700,0.556476,0.964620,0.820909,0.764786,0.821846,0.568818,0.080652,0.206850,0.177762,0.519068,0.276353,0.431386,0.917419,0.364868,0.284103,0.320810,0.482564,0.276765,0.465188,0.208252,0.564233,0.270662,0.783050,0.350927,0.905901,0.397401,0.633346,0.257275,0.693674,0.471503,0.520304,0.368195,0.860338,0.698081,0.827935,0.620498,0.824759,0.793026,0.925543,0.423781,0.803459,0.670300,0.316377,0.274966,0.365369,0.343193,0.620746,0.452813,0.740526,0.506306,0.427558,0.373534,0.653060,0.750347,0.911400,0.462721,0.899063,0.836344,0.721455,0.672657,0.846378,0.916099,0.729085,0.657603,0.886085,0.906973,0.845308,0.942445,0.606667,0.792480,0.860214,0.780364,0.528901,0.582898
KMT2A|JUND,ZEB1,PPARG,JUNB,SMAD3,STAT1,EGR1,ESR1|0.132407,0.032859,0.314740,0.038441,0.554661,0.088952,0.412127,0.063297,0.085867,0.130844,0.124164,0.222203,0.145854,0.151167,0.013913,0.160667,0.077859,0.032455,0.016631,0.010620,0.286937,0.058132,0.015019,0.036894,0.027575,0.104916,0.002194,0.009767,0.027660,0.082318,0.000729,0.017625,0.099485,0.034655,0.518566,0.367955,0.353311,0.356553,0.324205,0.690388,0.021166,0.526777,0.387742,0.439627,0.147683,0.730716,0.134448,0.442615,0.459244,0.315946,0.319730,0.267398,0.184031,0.373814,0.174711,0.420003,0.545491,0.676069,0.094756,0.486687,0.091922,0.100164,0.088340,0.243188,0.606083,0.675238,0.519222,0.228392,0.723051,0.655937,0.454038,0.158596,0.615458,0.795938,0.459474,0.699070,0.710551,0.912158,0.382987,0.595802,0.091999,0.081329,0.079225,0.016158,0.304106,0.098891,0.188105,0.026969,0.121852,0.222759,0.160732,0.084543,0.172846,0.464207,0.175446,0.082280,0.464337,0.451501,0.399156,0.579277,0.653130,0.762170,0.631324,0.644231,0.578074,0.775839,0.810534,0.840231,0.703849,0.942018,0.901170,0.894519,0.393352,0.502191,0.472043,0.353517,0.547635,0.739598,0.600720,0.371355,0.654992,0.774721,0.199244,0.597020,0.628562,0.866258,0.663380,0.560467,0.200820,0.126330,0.499504,0.572063,0.529497,0.538943,0.531559,0.347526,0.606883,0.566244,0.556399,0.620426,0.929234,0.606000,0.595687,0.510208,0.590551,0.556542,0.474840,0.426115,0.566909,0.346315,0.468859,0.486270,0.616528,0.761303,0.736326,0.847777,0.600618,0.634018,0.585725,0.667573,0.412011,0.226595,0.515248,0.554489,0.780039,0.690505,0.646571,0.880638,0.686527,0.586377,0.709164,0.617086,0.964003,0.815491,0.993418,0.881813,0.599672,0.530546,0.535133,0.517859,0.757268,0.727599,0.769164,0.676575,0.773253,0.830107,0.883481,0.913178,0.992602,0.892689,0.937079,0.863531,0.792841,0.852092,0.693715,0.671005,0.965717,0.940430,0.970783,0.879136,0.666991,0.896089,0.762633,0.705535,0.898361,0.980817,0.987294,0.981555,0.915409,0.877978,0.921442,0.688767,0.991840,0.898505,0.974037,0.651996,0.853308,0.801653,0.968268,0.832590,0.985674,0.987990,0.995488,0.933717,0.820219,0.902942,0.732571,0.709198,0.990859,0.957170,0.972757,0.883474,0.868129,0.888350,0.890247,0.838078,0.955757,0.972024,0.990692,0.971646,0.786734,0.821823,0.748241,0.702578,0.995243,0.947396,0.926449,0.784656,0.881732,0.873544,0.896580,0.796531,0.986189,0.967773,0.995309,0.936761
EHF|JUND,NFIA,TCF7L2,TBX15,NR3C2,JUNB,HSF2,FOS|0.407426,0.074714,0.458010,0.664233,0.183933,0.158035,0.354299,0.612547,0.617963,0.795133,0.637399,0.750502,0.885143,0.902611,0.657815,0.899631,0.068136,0.029658,0.625271,0.664580,0.047239,0.023949,0.581212,0.602128,0.721858,0.452750,0.618087,0.666562,0.556626,0.108816,0.610982,0.545626,0.093538,0.651941,0.088793,0.380312,0.830941,0.903312,0.320603,0.736641,0.337078,0.878656,0.243488,0.745340,0.969741,0.986515,0.699710,0.921462,0.583374,0.749744,0.236995,0.462897,0.923760,0.761439,0.556294,0.558396,0.897497,0.903604,0.525097,0.588451,0.965463,0.978825,0.772559,0.812356,0.143472,0.168082,0.290612,0.634788,0.134126,0.084165,0.722608,0.759291,0.175343,0.485406,0.413573,0.684943,0.582093,0.294070,0.690065,0.664412,0.046853,0.054669,0.390510,0.257235,0.049762,0.023334,0.256247,0.054000,0.416571,0.282145,0.418466,0.571438,0.147894,0.055253,0.536188,0.177602,0.030728,0.274490,0.112596,0.212306,0.412109,0.287172,0.471939,0.357375,0.199861,0.457353,0.348675,0.330761,0.675650,0.634550,0.504551,0.343995,0.310448,0.439714,0.405613,0.505832,0.259737,0.162250,0.288447,0.128580,0.539367,0.754909,0.332263,0.664528,0.597666,0.345740,0.507305,0.145365,0.847551,0.973398,0.726020,0.936959,0.990827,0.994720,0.932071,0.974926,0.948668,0.945377,0.990481,0.956430,0.989980,0.998803,0.992030,0.995461,0.623150,0.813171,0.676416,0.715370,0.721753,0.562273,0.755162,0.773402,0.928082,0.925989,0.922163,0.728331,0.984371,0.991857,0.919680,0.990991,0.319582,0.979573,0.368009,0.877070,0.978662,0.970923,0.886560,0.956372,0.234683,0.943254,0.485883,0.904530,0.984690,0.997586,0.947775,0.994065,0.126777,0.659994,0.113717,0.521046,0.601325,0.363323,0.430067,0.615450,0.507689,0.917198,0.262669,0.637732,0.993191,0.998664,0.691558,0.955727,0.631013,0.821844,0.544322,0.523415,0.951638,0.953617,0.609998,0.761368,0.499349,0.315622,0.394767,0.224793,0.596902,0.396879,0.337234,0.354264,0.938257,0.967913,0.578860,0.679483,0.941952,0.920052,0.745093,0.949696,0.860563,0.837986,0.529939,0.549871,0.799265,0.874408,0.678248,0.943620,0.619971,0.445709,0.453366,0.387698,0.673983,0.432948,0.556958,0.458818,0.336542,0.130345,0.299840,0.059355,0.370468,0.090757,0.188852,0.042222,0.856843,0.846868,0.706435,0.735704,0.569244,0.320741,0.534595,0.298816,0.703501,0.680260,0.369358,0.307534,0.726928,0.595866,0.565084,0.230363
TEAD1|TEAD1,JUND,CREB1,TCF7L2,PBX1,FOS,JUNB,EGR1|0.016837,0.022938,0.011455,0.018652,0.011819,0.025379,0.007938,0.016954,0.162970,0.269138,0.223279,0.184477,0.243688,0.267045,0.146165,0.095367,0.145692,0.062018,0.012980,0.040373,0.171274,0.173520,0.091425,0.139974,0.177083,0.143287,0.048036,0.120449,0.297697,0.351900,0.210122,0.172127,0.104822,0.244865,0.156187,0.237046,0.277510,0.379466,0.340768,0.072806,0.347752,0.377121,0.274789,0.329041,0.384984,0.319709,0.292301,0.296641,0.148433,0.072817,0.022083,0.054927,0.216214,0.320412,0.120582,0.530617,0.238996,0.223051,0.100960,0.153983,0.404167,0.443819,0.245509,0.385030,0.087885,0.174706,0.209615,0.139350,0.163064,0.263800,0.261326,0.122294,0.121541,0.414655,0.419526,0.306200,0.474802,0.506877,0.491924,0.410810,0.234756,0.268115,0.262095,0.140892,0.327852,0.337646,0.325883,0.207755,0.381142,0.483975,0.404686,0.265677,0.540004,0.582421,0.482336,0.339288,0.100497,0.165588,0.129442,0.230420,0.287212,0.596704,0.473867,0.312685,0.136166,0.282232,0.291414,0.357646,0.487834,0.575860,0.516839,0.441986,0.273911,0.512823,0.448866,0.291445,0.642911,0.681228,0.656722,0.413944,0.265765,0.650474,0.531721,0.448724,0.713734,0.775792,0.628045,0.530171,0.405605,0.480137,0.347356,0.353880,0.471163,0.429490,0.379584,0.417841,0.616064,0.515223,0.408549,0.435098,0.555931,0.567130,0.515868,0.539891,0.483650,0.530500,0.394368,0.520140,0.625641,0.621605,0.595352,0.737617,0.892922,0.902725,0.367911,0.419870,0.865752,0.796239,0.512088,0.632988,0.463263,0.602414,0.354986,0.499826,0.586183,0.666389,0.526107,0.412150,0.685522,0.633378,0.496888,0.683555,0.686267,0.688442,0.591697,0.544573,0.743055,0.660388,0.436614,0.776198,0.810188,0.857345,0.776690,0.926432,0.960079,0.909146,0.499250,0.784149,0.934707,0.945458,0.879904,0.934443,0.461259,0.619120,0.556104,0.386442,0.651673,0.621388,0.573497,0.425321,0.695685,0.728047,0.669299,0.575820,0.718197,0.781340,0.694298,0.770726,0.604921,0.640103,0.610205,0.476946,0.746058,0.692077,0.678426,0.724946,0.944564,0.912547,0.715915,0.542681,0.844253,0.824710,0.721608,0.789010,0.677169,0.696596,0.879208,0.545864,0.973255,0.864271,0.937928,0.614675,0.746016,0.903234,0.900215,0.858196,0.953432,0.934975,0.861008,0.824114,0.921619,0.901122,0.957468,0.853647,0.965901,0.926785,0.933366,0.943420,0.981928,0.953291,0.963446,0.897661,0.977310,0.955633,0.937751,0.921993
NFIA|NFIA,JUND,RORA,MEIS2,JUNB,RORB,EGR1,FOS|0.029057,0.093534,0.198216,0.209696,0.042584,0.056330,0.032753,0.226797,0.023074,0.042149,0.057970,0.035606,0.003479,0.064367,0.021777,0.154768,0.015789,0.031333,0.060183,0.075744,0.031445,0.111845,0.105473,0.232593,0.097428,0.109968,0.250688,0.465162,0.046008,0.187734,0.191610,0.549849,0.521185,0.214405,0.282113,0.239415,0.416226,0.403480,0.397075,0.477560,0.056025,0.063234,0.033638,0.039448,0.014906,0.238849,0.078807,0.149578,0.100861,0.197500,0.299276,0.387618,0.172207,0.286694,0.265401,0.350801,0.194351,0.329229,0.345975,0.607341,0.099262,0.256431,0.268620,0.438269,0.126932,0.322396,0.206789,0.274184,0.029537,0.275921,0.073440,0.425008,0.286714,0.324672,0.136712,0.073106,0.098951,0.555927,0.206997,0.421317,0.003021,0.036109,0.066647,0.086273,0.017430,0.075364,0.021529,0.101373,0.035761,0.035606,0.138107,0.030121,0.022907,0.052649,0.084470,0.043811,0.441144,0.289570,0.289913,0.313443,0.565437,0.436582,0.620942,0.460281,0.202236,0.249675,0.012375,0.011405,0.441051,0.396934,0.163741,0.149750,0.308177,0.307583,0.367422,0.424377,0.453475,0.557653,0.653585,0.707718,0.380920,0.417959,0.244168,0.043818,0.486815,0.546478,0.559522,0.320967,0.898669,0.557504,0.544649,0.548626,0.339744,0.793803,0.673526,0.742943,0.594040,0.673090,0.594255,0.921499,0.812466,0.867868,0.709828,0.787615,0.443570,0.455137,0.463354,0.541135,0.370898,0.479787,0.490406,0.558037,0.463029,0.560747,0.573408,0.760720,0.464770,0.525592,0.544974,0.745598,0.838730,0.871613,0.849395,0.896026,0.819509,0.786315,0.838791,0.804128,0.647091,0.774823,0.840042,0.965921,0.590994,0.649171,0.622572,0.754575,0.675043,0.594997,0.611861,0.740141,0.673078,0.693798,0.677165,0.691854,0.526549,0.643935,0.671318,0.800649,0.458557,0.500314,0.471131,0.644524,0.527344,0.513778,0.700870,0.771932,0.752271,0.970498,0.968551,0.985645,0.517306,0.601071,0.799997,0.967855,0.973156,0.992311,0.979177,0.997716,0.747268,0.831220,0.796163,0.900744,0.719229,0.982626,0.975768,0.990648,0.815508,0.916472,0.900127,0.984097,0.965491,0.984973,0.976020,0.987259,0.834673,0.906088,0.969114,0.993697,0.816731,0.876125,0.871601,0.921474,0.803079,0.917746,0.969491,0.994369,0.873564,0.961517,0.909107,0.987774,0.916071,0.984671,0.974185,0.995888,0.823389,0.944046,0.943130,0.961240,0.939398,0.982042,0.963285,0.996572,0.882488,0.931192,0.927193,0.896262
