,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
NCAM1,,,,,,,6.395929443736911,,,,,,,8.13895860757559,,,,,,,,,,,,8.180778667477828,,,7.684047435127874,,,,,,,,6.161779093575195,,,,,,,,,,,5.208563566399194,,,,,
EHF,,21.08785019136971,26.757068505011198,23.32669531676349,,,,,,,,,23.919025333990753,,,,,,,,,30.051656512262895,,,,,,,,38.22693587220628,,,,,,27.311399758055348,,,40.2105874263115,,,,,,,,,,,,,,
JUNB,,,,,,,,,,,,,51.25677478814507,,,,,36.1625091469802,,,,,,,15.453351220741851,16.967653864860193,,18.420983366080367,,,,,,,,,16.920519919536176,,,,,,,,,,16.594447669489263,,13.979858626286687,,,,
REST,,,,,,,,,,,,,,0.8128577959782437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,25.961799690812295,,,,,,,,,,,,,,,,21.84026754018401,,,,,,,32.6966519818063,,,,,,,,,,44.25230602046887,,,,27.764028268782113,,,,,,,,32.793935553544365,,33.30045011296468,23.71002064864909,,,
NFATC2,,12.468654845531189,,,,,,,,,,,21.303081194102504,,,,49.11092694159788,15.193252612168802,,,,,,,,,,,,,,,,,,,,,25.308704863780214,27.2566273476897,,27.25922554722655,,,,,24.8062856490962,,,,,,
ASCL1,,16.9988407611015,,,,,17.923318339696866,,,,,,18.494130669819626,,,43.47555461539118,,15.463326608295084,,,,,,,,,,,,,,,,,22.1389731514879,,36.60664443774822,,,,,,,,,,,,,,33.92918648214426,,
EGR1,20.599231628658707,34.5687145323513,,,,,,,,,,,39.58169490931302,,,,,,,,,,,,21.41808100306292,,,,,,,,,18.998947850181306,,,,,21.401212342589364,,,,,,,,,,20.928012044460054,,16.064063122468767,,
SIX4,,,,,,,,,,,,,,,,21.00199897402517,,21.909015421471352,,,,32.63638082505255,,,,,,,,27.032087823818408,,,,29.55552625541474,,,34.95888745419692,,,23.675336058441758,,,,,,,28.451073402740118,,,,,,
TCF12,,20.134916318483597,,,,,,,,,,,18.612573059526493,,,38.03740389263545,,20.05253632587045,,,,,,,,,,,,,,,,,,21.887929698200253,,,32.371420856998604,,,25.389488288199264,,,,,30.408919047416227,,,,,,
EPCAM,,,,,,,3.925189780152057,,,,,,,,,,,,,,,,3.1351604661775703,2.9705502597241704,,,,,,,,,,,,,,,,,3.9251897801520563,,,,,,,,,,4.166768639527625,,
TCF7L2,,,,,7.348557940115383,,6.705751799513069,,,,,,,,,,,,,,,,,,,10.514203655641365,,7.028948744623603,,6.984935373736965,,,,,,6.240390191579295,,,,,,,,,,,,,,,,,
ESR1,,22.687939139456294,,,,24.324313908785943,,,,,,,,,,,,25.91668255982303,,,,,,,,29.168195567605817,,,,30.12073619074328,,,21.590114464647048,,,,,,25.741977490987747,,,29.825628835322913,,,,,,,,,,,
RUNX1,,,,50.63033533937457,,,,,,,,,,,,,,,,,,52.43671735648393,,,54.853313155799135,,,,,,,,,47.24978000012984,,,67.60937644076783,,,,,,,,,,48.60999573052602,,70.96357466517235,47.61791722705433,47.74254214543873,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.7349587394872694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,15.239002968273585,,,,19.92602852747049,,,,,,,14.680937803919289,,,,,11.589786319737302,,,,17.766687642745353,,,,52.63291209971721,,,,,,,,,,,,,23.370615207113566,,,,,,,,,,,,,16.559746327134075,
SIX1,,,,,,,,,,,,,,,,27.168481922408056,,24.49151500153471,,,,,,,,,,,,39.8835059118337,,,,33.69382976719695,26.138801219039287,,33.109627354655196,,,20.16052158003102,,,,,,,27.97055892452235,,,,,,
PROX1,22.702374153630053,,,,,,,,,,,,,,,25.78492138759933,43.85056791489852,,,,,20.596730222732674,,,,,,,,,,,23.862754680625077,19.12495985039011,,,,,,,,36.35139608820554,,,,,,,,,21.370703434942797,,
CUX1,,,,,,,,,,,,,21.19013522581266,,,,,24.554353571019785,,,,28.615315253513078,,,23.3286026340489,,,,,,,,,29.227211172821807,,18.39851596930893,36.938653708118544,,,,,,,,,,,,25.6770227827772,,,,
NFIA,,12.359481983073545,,,,,,,,,,,15.000826706624725,,,,,13.66678422270818,,,,,,,22.346010017403152,,,,,70.65716410260553,,,,17.70133345902072,,,,,25.866262465440936,,,,,,,,,,14.826670577834046,,,,
RARB,,,,21.22029878376788,,,,,,,,,,,,,,30.9292549049659,,,,21.846887285669148,,,,22.756282782487002,,,,,,,,,40.822102950639405,,,27.677001401118623,,,,,,,,,25.378263131284427,29.4513255524,,,,,
SP100,,,,,,,,,,,,,,,40.53473329428092,,,32.76015020815747,,,,,,,27.459023845493665,21.718090070974235,,,26.39797228304631,32.82982299066876,,,,,,,,,,,33.055791914748895,,,,,,,,27.751651176305554,,,,
FOXO3,,,,,,28.622012211615136,,,,,,,,,,,,32.241647105737826,,,,27.94534886271165,,,32.69839023725036,30.682511677314494,,,,,,,139.77570634700288,,,,,,,,,36.47592865918086,,,,,,,31.16577925754377,,32.73140349040377,,
MEIS2,,,,,,,,,,,,52.22161822115709,,56.68452473026427,,,,40.39975610439686,,,,52.40849818055727,,,,,,,,,,,53.26699344341812,,53.58388166955321,,37.15944158750871,,,,,,,,,,46.99830975804923,,,,53.111539044526,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7353963125970202,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,21.6274620336585,27.535745005285865,51.33823491768369,,,,,,,,,,,,28.072346919796495,,,18.313224778453378,39.540416249206025,,,,,,,26.67568712747287,,,,,,,,,,19.554685446536713,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759676739858272,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,23.90141648393851,,,,,,35.266457439473875,,,,,,,41.57426122242767,,,,,26.26622597727858,,,,,,,,,,,,26.359834457147986,,,,,27.92868258781979,,27.814251854250763,,18.38072641898494,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8535066215370395,,,,,,,,,,,,,,,0.6797953441518418
SMAD3,,,,,,,,,,,,,,,30.34059570675526,,,,,,,,,,33.806939092422446,,,,32.27254682421049,,,,25.445915791731125,,,25.37275807333506,,,,,,24.689899896191662,,,,,,,36.079763484743275,,28.968418205466723,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7677791983494855,,,,,,,,,,,,
JUN,,,,,,,,,,,,27.39082673340503,,,,,,38.8843633908916,,,,29.262440253895903,,,,,,,,,,,32.20963370367536,27.60466569382312,,,,,,21.50188293613777,,,,,,,19.108174803012094,30.283245300238633,,,,,
KMT2A,,,,,,,24.84519188922515,,,,,,21.12761668738971,,,,,15.485875655256477,,,,,15.20313206756843,,,,,,,,,,,,,,,,51.84529390144084,19.64638935797565,,,,,,,33.82473985319106,,,,18.495012110825787,,
CD44,,,,,,10.551699570572389,11.892391998294706,,,,,,,,,,,,,,,,11.132866950656428,17.36813807527758,,,,,,,,,,,,,,,,9.980753555102504,26.17174998346578,15.695597912280972,,,,,,,,,,,
ICAM1,,,,,,,,2.209668291925472,,,,,,,,,,6.027612213278042,,,,,,2.0304693954380015,,,,,,,,,,,,,4.577680059043653,,,,4.383826989776447,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,21.434999799257195,,,,,,,,,,,16.378723484498945,,22.225658005669107,,,,,17.108164897853754,,22.250743130854552,,,,65.3502391977586,,,,,20.875606450975386,17.20156143711118,
ZEB1,,,,,3.1120588458146687,,2.6416095673144513,,,,,,,,,,,,,,,,,,2.751047217931233,,,,,4.186721733596989,,,,,,,,,,,,,,,,,,,3.148275433432172,,,,
ETS1,,23.069407453289983,,,,,24.925834233402895,,,,,,20.811873532417497,,,,,,,,,24.008908595677017,,,38.02547722068604,,,,,,,,,,,,22.361496356382332,,30.269434781622614,,,,,,,,,,30.725677728919504,,,,
RORB,,19.89175301671757,,,,,,,,,,,23.765206250026964,,,,,26.035066647640964,28.808611172802685,,,,,,,,32.75456577732734,,,,,,30.335869553294184,25.699055700873235,,,,,26.662797095133964,,,,,,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7138765379140865,,,
STAT1,,16.38246857462257,,,,,,,,,,31.619583880203145,22.489246918913036,,,,,,,,,20.4826069790287,,,,,,,,34.28033733678416,,,,,,,,,26.27412559118767,,,20.795862931874236,,,,,31.576031910901005,,,,,,
PBX1,,10.966480025531363,,,,,,,,,,,11.054213037189626,,17.23027651087073,,,,,,,,,,,15.232994821512396,,,16.152285961689266,,,,,,,,,16.33292220742762,13.922307009613753,,,,,,,,,,,,,68.47659392209245,
GRHL2,,23.56544613153129,,,,,,,,,,,31.23992302232404,,,,,,,,,,,,31.545901235695226,,,,,,,35.91485558984958,,,,,,35.4032425708229,,33.91564875303757,,,,,,,28.73026681454383,,35.971743235398584,,,,
