,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
PKNOX2,,,,24.837114176507832,,,,,,,,,,32.420334547620406,,,,35.99930598012201,,,,29.110755858573178,,,,,,,,,,,,,27.23637960302186,,32.08635808255647,,,,,,,,,,38.37795893115765,,,,29.22364032246293,,
FOS,,,,19.32343157293698,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06580229562171,35.598301770123406,27.587105353399615,,31.360710542321655,,,30.20788312808702,,,,,,,,,36.354154015058675,,,34.31857027310042,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,1.0673440081484638,,,,,,,,,,,1.2001116478553713,,,,,,,,,,,,,0.22572565940381178,,,,
HSF2,,15.482785026898618,,,,,,,,,,,22.29052291427051,,,,,21.21866975867116,,,,,,,23.72609220663828,43.690627804506,,,,,,,,,,,,,,,,37.713176467612534,,,,,,,21.541825823317275,,22.12677551550352,,
NFIX,,,,40.514580594977026,,,,23.092947509944842,,,,26.77936974756493,,,,,,,,,,,,,35.72721625187296,,,20.831820943523045,,,,,,,,,,,,,,,,,,,,,33.105041548527375,,24.53021919776238,,33.12602547915882
CREB1,,,,,,,,,,,,,,,,,,,,,,0.3748299676464245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARG,,23.0976127950935,,,,,,,,,,,32.36873280168026,,,,,,,,,,,,27.247349909308706,,,,,,,,,,,,22.89889754563695,,25.489985564888535,,,18.109057190401753,,,,,24.558722523701707,,22.632556299180706,,,,
NFKB1,17.807306058172397,13.67158094713253,,,,,,,,,,,15.165447013097289,,,,,,,,,,13.297967504971592,,,,,16.117116741450808,,,,,11.971414892987923,,,,,,19.182643095025362,,,,,,,,,,,,,,
ZBTB20,,19.200514876797822,,,,,,,,,,35.15396275690984,23.82140088450765,,,,,,,,,23.80563017409921,,,,,,,,,,,,,,,29.242005877593158,,26.091917160295253,,,28.530827393554397,,,,,28.132032280251533,,,,,,
LMX1B,,21.399245342189154,,,,,,,,,,,23.610368726473997,,,,,,,,,,,,24.044754985219058,,,,,,,,,,34.282967856623245,23.87302233671323,,,,,,,,,,,,,30.48755427512131,,26.147421500287116,29.296928522122883,
