,cluster,attr,gene,perturb,score
2843,NE_7,478544779109341,ASCL1,knockdown,-0.091181
2844,NE_7,478544779109341,CREB1,activate,0.033186
2845,NE_7,478544779109341,CREB1,knockdown,0.028412
2846,NE_7,478544779109341,CUX1,activate,-0.03427
2847,NE_7,478544779109341,CUX1,knockdown,0.001787
2848,NE_7,478544779109341,CUX2,activate,-0.025893
2849,NE_7,478544779109341,CUX2,knockdown,-0.088837
2850,NE_7,478544779109341,EGR1,activate,-0.034855
2851,NE_7,478544779109341,EGR1,knockdown,-0.40488
2852,NE_7,478544779109341,EHF,activate,-0.013122
2853,NE_7,478544779109341,EHF,knockdown,-0.016959
2854,NE_7,478544779109341,ESR1,activate,0.024838
2855,NE_7,478544779109341,ESR1,knockdown,0.071088
2856,NE_7,478544779109341,ETS1,activate,-0.000967
2857,NE_7,478544779109341,ETS1,knockdown,0.062359
2858,NE_7,478544779109341,FOS,activate,0.077649
2859,NE_7,478544779109341,FOS,knockdown,-0.359392
2860,NE_7,478544779109341,FOXO3,activate,-0.233912
2861,NE_7,478544779109341,FOXO3,knockdown,-0.064732
2862,NE_7,478544779109341,GRHL2,activate,0.014147
2863,NE_7,478544779109341,GRHL2,knockdown,0.014587
2864,NE_7,478544779109341,HSF2,activate,0.146715
2865,NE_7,478544779109341,HSF2,knockdown,-0.055622
2866,NE_7,478544779109341,JUN,activate,0.013181
2867,NE_7,478544779109341,JUN,knockdown,-0.181805
2868,NE_7,478544779109341,JUNB,activate,-0.016168
2869,NE_7,478544779109341,JUNB,knockdown,-0.366978
2870,NE_7,478544779109341,JUND,activate,-0.107232
2871,NE_7,478544779109341,JUND,knockdown,0.051551
2872,NE_7,478544779109341,KMT2A,activate,0.005331
2873,NE_7,478544779109341,KMT2A,knockdown,-0.018746
2874,NE_7,478544779109341,LMX1B,activate,0.019742
2875,NE_7,478544779109341,LMX1B,knockdown,0.003368
2876,NE_7,478544779109341,MEIS2,activate,0.009197
2877,NE_7,478544779109341,MEIS2,knockdown,-0.274626
2878,NE_7,478544779109341,NFATC2,activate,0.045048
2879,NE_7,478544779109341,NFATC2,knockdown,-0.138953
2880,NE_7,478544779109341,NFIA,activate,0.017896
2881,NE_7,478544779109341,NFIA,knockdown,-0.01157
2882,NE_7,478544779109341,NFIB,activate,0.083624
2883,NE_7,478544779109341,NFIB,knockdown,0.026537
2884,NE_7,478544779109341,NFIX,activate,-0.023872
2885,NE_7,478544779109341,NFIX,knockdown,-0.028353
2886,NE_7,478544779109341,NFKB1,activate,0.013356
2887,NE_7,478544779109341,NFKB1,knockdown,0.045839
2888,NE_7,478544779109341,NR3C2,activate,-0.034328
2889,NE_7,478544779109341,NR3C2,knockdown,-0.042676
2890,NE_7,478544779109341,PBX1,activate,0.027035
2891,NE_7,478544779109341,PBX1,knockdown,0.011863
2892,NE_7,478544779109341,PKNOX2,activate,-0.014821
2893,NE_7,478544779109341,PKNOX2,knockdown,-0.002343
2894,NE_7,478544779109341,PPARG,activate,0.028968
2895,NE_7,478544779109341,PPARG,knockdown,0.009578
2896,NE_7,478544779109341,PRDM16,activate,-0.030403
2897,NE_7,478544779109341,PRDM16,knockdown,0.03591
2898,NE_7,478544779109341,PROX1,activate,0.004189
2899,NE_7,478544779109341,PROX1,knockdown,-0.088457
2900,NE_7,478544779109341,RARB,activate,-0.01403
2901,NE_7,478544779109341,RARB,knockdown,-0.021675
2902,NE_7,478544779109341,REST,activate,-0.048798
2903,NE_7,478544779109341,REST,knockdown,-0.039249
2904,NE_7,478544779109341,RORA,activate,0.131426
2905,NE_7,478544779109341,RORA,knockdown,-0.007821
2906,NE_7,478544779109341,RORB,activate,0.023813
2907,NE_7,478544779109341,RORB,knockdown,-0.56378
2908,NE_7,478544779109341,RUNX1,activate,0.022114
2909,NE_7,478544779109341,RUNX1,knockdown,0.013854
2910,NE_7,478544779109341,SIX1,activate,0.00082
2911,NE_7,478544779109341,SIX1,knockdown,-0.010076
2912,NE_7,478544779109341,SIX4,activate,0.014352
2913,NE_7,478544779109341,SIX4,knockdown,-0.040889
2914,NE_7,478544779109341,SMAD3,activate,0.049735
2915,NE_7,478544779109341,SMAD3,knockdown,0.013181
2916,NE_7,478544779109341,SOX9,activate,-0.073577
2917,NE_7,478544779109341,SOX9,knockdown,0.002988
2918,NE_7,478544779109341,SP100,activate,-0.051902
2919,NE_7,478544779109341,SP100,knockdown,-0.036584
2920,NE_7,478544779109341,STAT1,activate,0.01983
2921,NE_7,478544779109341,STAT1,knockdown,0.005887
2922,NE_7,478544779109341,TBX15,activate,-0.019683
2923,NE_7,478544779109341,TBX15,knockdown,-0.255294
2924,NE_7,478544779109341,TCF12,activate,-0.036964
2925,NE_7,478544779109341,TCF12,knockdown,-0.01403
2926,NE_7,478544779109341,TCF4,activate,0.030433
2927,NE_7,478544779109341,TCF4,knockdown,-0.214961
2928,NE_7,478544779109341,TCF7L2,activate,-0.346621
2929,NE_7,478544779109341,TCF7L2,knockdown,0.020327
2930,NE_7,478544779109341,TEAD1,activate,-0.040069
2931,NE_7,478544779109341,TEAD1,knockdown,-0.003398
2932,NE_7,478544779109341,ZBTB18,activate,-0.02973
2933,NE_7,478544779109341,ZBTB18,knockdown,0.007293
2934,NE_7,478544779109341,ZBTB20,activate,-0.02062
2935,NE_7,478544779109341,ZBTB20,knockdown,0.017428
2936,NE_7,478544779109341,ZBTB7A,activate,-0.054626
2937,NE_7,478544779109341,ZBTB7A,knockdown,0.005536
2938,NE_7,478544779109341,ZEB1,activate,-0.017106
2939,NE_7,478544779109341,ZEB1,knockdown,-0.390996
2940,NE_7,478545030898653,ASCL1,activate,-0.006899
2941,NE_7,478545030898653,ASCL1,knockdown,-0.0726
2942,NE_7,478545030898653,CREB1,activate,0.0798
2943,NE_7,478545030898653,CREB1,knockdown,0.032286
2944,NE_7,478545030898653,CUX1,activate,-0.004867
2945,NE_7,478545030898653,CUX1,knockdown,0.015654
2946,NE_7,478545030898653,CUX2,activate,-0.020521
2947,NE_7,478545030898653,CUX2,knockdown,-0.188701
2948,NE_7,478545030898653,EGR1,activate,-0.054613
2949,NE_7,478545030898653,EGR1,knockdown,-0.425719
2950,NE_7,478545030898653,EHF,activate,-0.114846
2951,NE_7,478545030898653,EHF,knockdown,0.036225
2952,NE_7,478545030898653,ESR1,activate,0.026266
2953,NE_7,478545030898653,ESR1,knockdown,0.060358
2954,NE_7,478545030898653,ETS1,activate,0.031233
2955,NE_7,478545030898653,ETS1,knockdown,0.020696
2956,NE_7,478545030898653,FOS,activate,0.133034
2957,NE_7,478545030898653,FOS,knockdown,-0.270734
2958,NE_7,478545030898653,FOXO3,activate,-0.244243
2959,NE_7,478545030898653,FOXO3,knockdown,-0.016256
2960,NE_7,478545030898653,GRHL2,activate,0.080553
2961,NE_7,478545030898653,GRHL2,knockdown,0.031333
2962,NE_7,478545030898653,HSF2,activate,0.008856
2963,NE_7,478545030898653,HSF2,knockdown,-0.035723
2964,NE_7,478545030898653,JUN,activate,0.042848
2965,NE_7,478545030898653,JUN,knockdown,-0.142818
2966,NE_7,478545030898653,JUNB,activate,0.001029
2967,NE_7,478545030898653,JUNB,knockdown,-0.279464
2968,NE_7,478545030898653,JUND,activate,-0.144097
2969,NE_7,478545030898653,JUND,knockdown,0.165747
2970,NE_7,478545030898653,KMT2A,activate,-0.027645
2971,NE_7,478545030898653,KMT2A,knockdown,-0.045482
2972,NE_7,478545030898653,LMX1B,activate,0.066379
2973,NE_7,478545030898653,LMX1B,knockdown,-0.020295
2974,NE_7,478545030898653,MEIS2,activate,0.021048
2975,NE_7,478545030898653,MEIS2,knockdown,-0.194019
2976,NE_7,478545030898653,NFATC2,activate,0.002333
2977,NE_7,478545030898653,NFATC2,knockdown,-0.150018
2978,NE_7,478545030898653,NFIA,activate,0.038834
2979,NE_7,478545030898653,NFIA,knockdown,-0.022101
2980,NE_7,478545030898653,NFIB,activate,0.055266
2981,NE_7,478545030898653,NFIB,knockdown,-0.026767
2982,NE_7,478545030898653,NFIX,activate,-0.067031
2983,NE_7,478545030898653,NFIX,knockdown,0.024334
2984,NE_7,478545030898653,NFKB1,activate,-0.015278
2985,NE_7,478545030898653,NFKB1,knockdown,0.084391
2986,NE_7,478545030898653,NR3C2,activate,0.019367
2987,NE_7,478545030898653,NR3C2,knockdown,0.006272
2988,NE_7,478545030898653,PBX1,activate,-0.040038
2989,NE_7,478545030898653,PBX1,knockdown,-0.005971
2990,NE_7,478545030898653,PKNOX2,activate,-0.052707
2991,NE_7,478545030898653,PKNOX2,knockdown,0.022904
2992,NE_7,478545030898653,PPARG,activate,-0.039863
2993,NE_7,478545030898653,PPARG,knockdown,0.012317
2994,NE_7,478545030898653,PRDM16,activate,-0.009508
2995,NE_7,478545030898653,PRDM16,knockdown,0.064698
2996,NE_7,478545030898653,PROX1,activate,-0.003713
2997,NE_7,478545030898653,PROX1,knockdown,-0.156289
2998,NE_7,478545030898653,RARB,activate,0.020772
2999,NE_7,478545030898653,RARB,knockdown,-0.011565
3000,NE_7,478545030898653,REST,activate,-0.043801
3001,NE_7,478545030898653,REST,knockdown,-0.02895
3002,NE_7,478545030898653,RORA,activate,0.005745
3003,NE_7,478545030898653,RORA,knockdown,-0.044654
3004,NE_7,478545030898653,RORB,activate,0.029452
3005,NE_7,478545030898653,RORB,knockdown,-0.238623
3006,NE_7,478545030898653,RUNX1,activate,-0.001079
3007,NE_7,478545030898653,RUNX1,knockdown,-0.003537
3008,NE_7,478545030898653,SIX1,activate,0.008153
3009,NE_7,478545030898653,SIX1,knockdown,0.01889
3010,NE_7,478545030898653,SIX4,activate,-0.002559
3011,NE_7,478545030898653,SIX4,knockdown,-0.050926
3012,NE_7,478545030898653,SMAD3,activate,0.044529
3013,NE_7,478545030898653,SMAD3,knockdown,-0.03176
3014,NE_7,478545030898653,SOX9,activate,-0.000928
3015,NE_7,478545030898653,SOX9,knockdown,0.02328
3016,NE_7,478545030898653,SP100,activate,-0.001756
3017,NE_7,478545030898653,SP100,knockdown,0.004766
3018,NE_7,478545030898653,STAT1,activate,0.041819
3019,NE_7,478545030898653,STAT1,knockdown,0.016607
3020,NE_7,478545030898653,TBX15,activate,0.01889
3021,NE_7,478545030898653,TBX15,knockdown,-0.236215
3022,NE_7,478545030898653,TCF12,activate,0.047012
3023,NE_7,478545030898653,TCF12,knockdown,0.019894
3024,NE_7,478545030898653,TCF4,activate,0.027319
3025,NE_7,478545030898653,TCF4,knockdown,-0.157468
3026,NE_7,478545030898653,TCF7L2,activate,-0.378807
3027,NE_7,478545030898653,TCF7L2,knockdown,-0.006096
3028,NE_7,478545030898653,TEAD1,activate,0.006573
3029,NE_7,478545030898653,TEAD1,knockdown,-0.031032
3030,NE_7,478545030898653,ZBTB18,activate,0.044504
3031,NE_7,478545030898653,ZBTB18,knockdown,0.033741
3032,NE_7,478545030898653,ZBTB20,activate,0.019317
3033,NE_7,478545030898653,ZBTB20,knockdown,0.01292
3034,NE_7,478545030898653,ZBTB7A,activate,0.022452
3035,NE_7,478545030898653,ZBTB7A,knockdown,0.021399
3036,NE_7,478545030898653,ZEB1,activate,-0.035397
3037,NE_7,478545030898653,ZEB1,knockdown,-0.307962
3038,NE_7,478545030898655,ASCL1,activate,0.057583
3039,NE_7,478545030898655,ASCL1,knockdown,-0.045969
3040,NE_7,478545030898655,CREB1,activate,0.107785
3041,NE_7,478545030898655,CREB1,knockdown,0.115736
3042,NE_7,478545030898655,CUX1,activate,0.058207
3043,NE_7,478545030898655,CUX1,knockdown,0.075249
3044,NE_7,478545030898655,CUX2,activate,0.045725
3045,NE_7,478545030898655,CUX2,knockdown,-0.108898
3046,NE_7,478545030898655,EGR1,activate,0.030963
3047,NE_7,478545030898655,EGR1,knockdown,-0.374725
3048,NE_7,478545030898655,EHF,activate,0.004912
3049,NE_7,478545030898655,EHF,knockdown,0.073241
3050,NE_7,478545030898655,ESR1,activate,0.011207
3051,NE_7,478545030898655,ESR1,knockdown,0.201379
3052,NE_7,478545030898655,ETS1,activate,0.102738
3053,NE_7,478545030898655,ETS1,knockdown,0.030366
3054,NE_7,478545030898655,FOS,activate,0.223983
3055,NE_7,478545030898655,FOS,knockdown,-0.216466
3056,NE_7,478545030898655,FOXO3,activate,-0.21264
3057,NE_7,478545030898655,FOXO3,knockdown,0.035847
3058,NE_7,478545030898655,GRHL2,activate,0.097501
3059,NE_7,478545030898655,GRHL2,knockdown,0.05316
3060,NE_7,478545030898655,HSF2,activate,-0.007055
3061,NE_7,478545030898655,HSF2,knockdown,0.05145
3062,NE_7,478545030898655,JUN,activate,0.054435
3063,NE_7,478545030898655,JUN,knockdown,-0.138449
3064,NE_7,478545030898655,JUNB,activate,0.048113
3065,NE_7,478545030898655,JUNB,knockdown,-0.262924
3066,NE_7,478545030898655,JUND,activate,-0.135057
3067,NE_7,478545030898655,JUND,knockdown,0.161325
3068,NE_7,478545030898655,KMT2A,activate,0.034056
3069,NE_7,478545030898655,KMT2A,knockdown,0.040297
3070,NE_7,478545030898655,LMX1B,activate,0.051966
3071,NE_7,478545030898655,LMX1B,knockdown,-0.020434
3072,NE_7,478545030898655,MEIS2,activate,0.052156
3073,NE_7,478545030898655,MEIS2,knockdown,-0.147947
3074,NE_7,478545030898655,NFATC2,activate,0.038371
3075,NE_7,478545030898655,NFATC2,knockdown,-0.160674
3076,NE_7,478545030898655,NFIA,activate,0.167757
3077,NE_7,478545030898655,NFIA,knockdown,0.055195
3078,NE_7,478545030898655,NFIB,activate,0.034029
3079,NE_7,478545030898655,NFIB,knockdown,0.018236
3080,NE_7,478545030898655,NFIX,activate,-0.026485
3081,NE_7,478545030898655,NFIX,knockdown,0.024911
3082,NE_7,478545030898655,NFKB1,activate,0.108817
3083,NE_7,478545030898655,NFKB1,knockdown,0.080242
3084,NE_7,478545030898655,NR3C2,activate,0.076579
3085,NE_7,478545030898655,NR3C2,knockdown,0.083119
3086,NE_7,478545030898655,PBX1,activate,0.063825
3087,NE_7,478545030898655,PBX1,knockdown,0.036851
3088,NE_7,478545030898655,PKNOX2,activate,0.037964
3089,NE_7,478545030898655,PKNOX2,knockdown,0.003311
3090,NE_7,478545030898655,PPARG,activate,-0.004477
3091,NE_7,478545030898655,PPARG,knockdown,0.033975
3092,NE_7,478545030898655,PRDM16,activate,0.034029
3093,NE_7,478545030898655,PRDM16,knockdown,0.164799
3094,NE_7,478545030898655,PROX1,activate,0.067922
3095,NE_7,478545030898655,PROX1,knockdown,-0.072698
3096,NE_7,478545030898655,RARB,activate,0.124257
3097,NE_7,478545030898655,RARB,knockdown,0.006404
3098,NE_7,478545030898655,REST,activate,-0.006051
3099,NE_7,478545030898655,REST,knockdown,0.096225
3100,NE_7,478545030898655,RORA,activate,0.056471
3101,NE_7,478545030898655,RORA,knockdown,-0.078125
3102,NE_7,478545030898655,RORB,activate,0.053214
3103,NE_7,478545030898655,RORB,knockdown,-0.23131
3104,NE_7,478545030898655,RUNX1,activate,0.040759
3105,NE_7,478545030898655,RUNX1,knockdown,-0.011207
3106,NE_7,478545030898655,SIX1,activate,0.030447
3107,NE_7,478545030898655,SIX1,knockdown,0.013568
3108,NE_7,478545030898655,SIX4,activate,0.067732
3109,NE_7,478545030898655,SIX4,knockdown,-0.004559
3110,NE_7,478545030898655,SMAD3,activate,0.039538
3111,NE_7,478545030898655,SMAD3,knockdown,0.131204
3112,NE_7,478545030898655,SOX9,activate,0.029877
3113,NE_7,478545030898655,SOX9,knockdown,0.080676
3114,NE_7,478545030898655,SP100,activate,0.050582
3115,NE_7,478545030898655,SP100,knockdown,0.024097
3116,NE_7,478545030898655,STAT1,activate,0.09286
3117,NE_7,478545030898655,STAT1,knockdown,0.004206
3118,NE_7,478545030898655,TBX15,activate,0.018236
3119,NE_7,478545030898655,TBX15,knockdown,-0.192179
3120,NE_7,478545030898655,TCF12,activate,0.04548
3121,NE_7,478545030898655,TCF12,knockdown,0.068818
3122,NE_7,478545030898655,TCF4,activate,0.020542
3123,NE_7,478545030898655,TCF4,knockdown,-0.175328
3124,NE_7,478545030898655,TCF7L2,activate,-0.356707
3125,NE_7,478545030898655,TCF7L2,knockdown,0.04586
3126,NE_7,478545030898655,TEAD1,activate,0.033079
3127,NE_7,478545030898655,TEAD1,knockdown,-0.009199
3128,NE_7,478545030898655,ZBTB18,activate,0.081029
3129,NE_7,478545030898655,ZBTB18,knockdown,-0.011479
3130,NE_7,478545030898655,ZBTB20,activate,0.037557
3131,NE_7,478545030898655,ZBTB20,knockdown,0.051478
3132,NE_7,478545030898655,ZBTB7A,activate,0.058316
3133,NE_7,478545030898655,ZBTB7A,knockdown,0.11039
3134,NE_7,478545030898655,ZEB1,activate,0.028982
3135,NE_7,478545030898655,ZEB1,knockdown,-0.227267
3136,NE_7,478545047544797,ASCL1,activate,-0.00475
3137,NE_7,478545047544797,ASCL1,knockdown,-0.127857
3138,NE_7,478545047544797,CREB1,activate,-0.039552
3139,NE_7,478545047544797,CREB1,knockdown,0.014249
3140,NE_7,478545047544797,CUX1,activate,-0.002091
3141,NE_7,478545047544797,CUX1,knockdown,0.010127
3142,NE_7,478545047544797,CUX2,activate,0.031307
3143,NE_7,478545047544797,CUX2,knockdown,-0.09171
3144,NE_7,478545047544797,EGR1,activate,-0.003973
3145,NE_7,478545047544797,EGR1,knockdown,-0.403764
3146,NE_7,478545047544797,EHF,activate,-0.116296
3147,NE_7,478545047544797,EHF,knockdown,-0.066049
3148,NE_7,478545047544797,ESR1,activate,-0.003615
3149,NE_7,478545047544797,ESR1,knockdown,0.075758
3150,NE_7,478545047544797,ETS1,activate,0.024526
3151,NE_7,478545047544797,ETS1,knockdown,0.105392
3152,NE_7,478545047544797,FOS,activate,0.085497
3153,NE_7,478545047544797,FOS,knockdown,-0.351008
3154,NE_7,478545047544797,FOXO3,activate,-0.264436
3155,NE_7,478545047544797,FOXO3,knockdown,0.016609
3156,NE_7,478545047544797,GRHL2,activate,0.031875
3157,NE_7,478545047544797,GRHL2,knockdown,-0.024914
3158,NE_7,478545047544797,HSF2,activate,0.053951
3159,NE_7,478545047544797,HSF2,knockdown,0.041075
3160,NE_7,478545047544797,JUN,activate,0.035459
3161,NE_7,478545047544797,JUN,knockdown,-0.251322
3162,NE_7,478545047544797,JUNB,activate,-0.01165
3163,NE_7,478545047544797,JUNB,knockdown,-0.34127
3164,NE_7,478545047544797,JUND,activate,-0.123764
3165,NE_7,478545047544797,JUND,knockdown,0.084242
3166,NE_7,478545047544797,KMT2A,activate,0.01174
3167,NE_7,478545047544797,KMT2A,knockdown,-0.048813
3168,NE_7,478545047544797,LMX1B,activate,0.024376
3169,NE_7,478545047544797,LMX1B,knockdown,0.02593
3170,NE_7,478545047544797,MEIS2,activate,-0.001374
3171,NE_7,478545047544797,MEIS2,knockdown,-0.27056
3172,NE_7,478545047544797,NFATC2,activate,0.020015
3173,NE_7,478545047544797,NFATC2,knockdown,-0.0918
3174,NE_7,478545047544797,NFIA,activate,0.075609
3175,NE_7,478545047544797,NFIA,knockdown,-0.022196
3176,NE_7,478545047544797,NFIB,activate,0.00708
3177,NE_7,478545047544797,NFIB,knockdown,0.021598
3178,NE_7,478545047544797,NFIX,activate,-0.04717
3179,NE_7,478545047544797,NFIX,knockdown,-0.030142
3180,NE_7,478545047544797,NFKB1,activate,-0.029634
3181,NE_7,478545047544797,NFKB1,knockdown,0.052278
3182,NE_7,478545047544797,NR3C2,activate,-0.057058
3183,NE_7,478545047544797,NR3C2,knockdown,-0.001942
3184,NE_7,478545047544797,PBX1,activate,-0.015205
3185,NE_7,478545047544797,PBX1,knockdown,0.089828
3186,NE_7,478545047544797,PKNOX2,activate,-0.02832
3187,NE_7,478545047544797,PKNOX2,knockdown,-0.023361
3188,NE_7,478545047544797,PPARG,activate,-0.054429
3189,NE_7,478545047544797,PPARG,knockdown,-0.085765
3190,NE_7,478545047544797,PRDM16,activate,-0.021688
3191,NE_7,478545047544797,PRDM16,knockdown,0.030471
3192,NE_7,478545047544797,PROX1,activate,-0.043137
3193,NE_7,478545047544797,PROX1,knockdown,-0.123167
3194,NE_7,478545047544797,RARB,activate,0.029933
3195,NE_7,478545047544797,RARB,knockdown,0.018223
3196,NE_7,478545047544797,REST,activate,-0.036176
3197,NE_7,478545047544797,REST,knockdown,0.01885
3198,NE_7,478545047544797,RORA,activate,0.128454
3199,NE_7,478545047544797,RORA,knockdown,-0.047916
3200,NE_7,478545047544797,RORB,activate,-0.017386
3201,NE_7,478545047544797,RORB,knockdown,-0.562987
3202,NE_7,478545047544797,RUNX1,activate,-0.021598
3203,NE_7,478545047544797,RUNX1,knockdown,-0.040657
3204,NE_7,478545047544797,SIX1,activate,-0.051591
3205,NE_7,478545047544797,SIX1,knockdown,-0.020045
3206,NE_7,478545047544797,SIX4,activate,-0.054459
3207,NE_7,478545047544797,SIX4,knockdown,-0.035937
3208,NE_7,478545047544797,SMAD3,activate,0.060851
3209,NE_7,478545047544797,SMAD3,knockdown,-0.01655
3210,NE_7,478545047544797,SOX9,activate,-0.053383
3211,NE_7,478545047544797,SOX9,knockdown,-0.002868
3212,NE_7,478545047544797,SP100,activate,-0.012158
3213,NE_7,478545047544797,SP100,knockdown,-0.014548
3214,NE_7,478545047544797,STAT1,activate,0.045198
3215,NE_7,478545047544797,STAT1,knockdown,-0.05882
3216,NE_7,478545047544797,TBX15,activate,-0.032084
3217,NE_7,478545047544797,TBX15,knockdown,-0.263779
3218,NE_7,478545047544797,TCF12,activate,0.038237
3219,NE_7,478545047544797,TCF12,knockdown,-0.008723
3220,NE_7,478545047544797,TCF4,activate,-0.003645
3221,NE_7,478545047544797,TCF4,knockdown,-0.168125
3222,NE_7,478545047544797,TCF7L2,activate,-0.379806
3223,NE_7,478545047544797,TCF7L2,knockdown,0.038417
3224,NE_7,478545047544797,TEAD1,activate,-0.014966
3225,NE_7,478545047544797,TEAD1,knockdown,-0.085497
3226,NE_7,478545047544797,ZBTB18,activate,-0.035131
3227,NE_7,478545047544797,ZBTB18,knockdown,-0.023062
3228,NE_7,478545047544797,ZBTB20,activate,0.040568
3229,NE_7,478545047544797,ZBTB20,knockdown,-0.036266
3230,NE_7,478545047544797,ZBTB7A,activate,-0.069724
3231,NE_7,478545047544797,ZBTB7A,knockdown,-0.024376
3232,NE_7,478545047544797,ZEB1,activate,0.003645
3233,NE_7,478545047544797,ZEB1,knockdown,-0.389604
3234,NE_4,458100449567199,ASCL1,activate,-0.020612
3235,NE_4,458100449567199,ASCL1,knockdown,-0.16531
3236,NE_4,458100449567199,CREB1,activate,0.024495
3237,NE_4,458100449567199,CREB1,knockdown,0.031517
3238,NE_4,458100449567199,CUX1,activate,-0.026354
3239,NE_4,458100449567199,CUX1,knockdown,0.044157
3240,NE_4,458100449567199,CUX2,activate,0.0392
3241,NE_4,458100449567199,CUX2,knockdown,-0.02433
3242,NE_4,458100449567199,EGR1,activate,-0.141476
3243,NE_4,458100449567199,EGR1,knockdown,-0.024165
3244,NE_4,458100449567199,EHF,activate,-0.020901
3245,NE_4,458100449567199,EHF,knockdown,0.040357
3246,NE_4,458100449567199,ESR1,activate,-0.001859
3247,NE_4,458100449567199,ESR1,knockdown,-0.002437
3248,NE_4,458100449567199,ETS1,activate,0.037507
3249,NE_4,458100449567199,ETS1,knockdown,0.09513
3250,NE_4,458100449567199,FOS,activate,0.095336
3251,NE_4,458100449567199,FOS,knockdown,-0.019745
3252,NE_4,458100449567199,FOXO3,activate,0.088314
3253,NE_4,458100449567199,FOXO3,knockdown,0.061465
3254,NE_4,458100449567199,GRHL2,activate,0.088356
3255,NE_4,458100449567199,GRHL2,knockdown,0.011896
3256,NE_4,458100449567199,HSF2,activate,0.004502
3257,NE_4,458100449567199,HSF2,knockdown,-0.038539
3258,NE_4,458100449567199,JUN,activate,-0.028006
3259,NE_4,458100449567199,JUN,knockdown,0.023586
3260,NE_4,458100449567199,JUNB,activate,-0.033996
3261,NE_4,458100449567199,JUNB,knockdown,0.022017
3262,NE_4,458100449567199,JUND,activate,0.045603
3263,NE_4,458100449567199,JUND,knockdown,0.121856
3264,NE_4,458100449567199,KMT2A,activate,0.007311
3265,NE_4,458100449567199,KMT2A,knockdown,-0.019456
3266,NE_4,458100449567199,LMX1B,activate,0.012557
3267,NE_4,458100449567199,LMX1B,knockdown,-0.017514
3268,NE_4,458100449567199,MEIS2,activate,-0.01739
3269,NE_4,458100449567199,MEIS2,knockdown,-0.285638
3270,NE_4,458100449567199,NFATC2,activate,0.009707
3271,NE_4,458100449567199,NFATC2,knockdown,-0.058738
3272,NE_4,458100449567199,NFIA,activate,-0.228717
3273,NE_4,458100449567199,NFIA,knockdown,0.019249
3274,NE_4,458100449567199,NFIB,activate,-0.03507
3275,NE_4,458100449567199,NFIB,knockdown,0.039613
3276,NE_4,458100449567199,NFIX,activate,0.01929
3277,NE_4,458100449567199,NFIX,knockdown,0.008716
3278,NE_4,458100449567199,NFKB1,activate,-0.04015
3279,NE_4,458100449567199,NFKB1,knockdown,0.001322
3280,NE_4,458100449567199,NR3C2,activate,0.057458
3281,NE_4,458100449567199,NR3C2,knockdown,-0.006568
3282,NE_4,458100449567199,PBX1,activate,-0.068611
3283,NE_4,458100449567199,PBX1,knockdown,-0.014953
3284,NE_4,458100449567199,PKNOX2,activate,-0.049155
3285,NE_4,458100449567199,PKNOX2,knockdown,0.03825
3286,NE_4,458100449567199,PPARG,activate,-0.017514
3287,NE_4,458100449567199,PPARG,knockdown,0.0019
3288,NE_4,458100449567199,PRDM16,activate,-0.015779
3289,NE_4,458100449567199,PRDM16,knockdown,0.069478
3290,NE_4,458100449567199,PROX1,activate,-0.009872
3291,NE_4,458100449567199,PROX1,knockdown,-0.091825
3292,NE_4,458100449567199,RARB,activate,-0.027263
3293,NE_4,458100449567199,RARB,knockdown,0.018671
3294,NE_4,458100449567199,REST,activate,-0.077988
3295,NE_4,458100449567199,REST,knockdown,-0.024949
3296,NE_4,458100449567199,RORA,activate,0.172333
3297,NE_4,458100449567199,RORA,knockdown,-0.018423
3298,NE_4,458100449567199,RORB,activate,0.098848
3299,NE_4,458100449567199,RORB,knockdown,-0.31447
3300,NE_4,458100449567199,RUNX1,activate,-0.033128
3301,NE_4,458100449567199,RUNX1,knockdown,-0.01169
3302,NE_4,458100449567199,SIX1,activate,-0.017349
3303,NE_4,458100449567199,SIX1,knockdown,0.00822
3304,NE_4,458100449567199,SIX4,activate,-0.005039
3305,NE_4,458100449567199,SIX4,knockdown,-0.071709
3306,NE_4,458100449567199,SMAD3,activate,-0.070594
3307,NE_4,458100449567199,SMAD3,knockdown,0.010533
3308,NE_4,458100449567199,SOX9,activate,0.003098
3309,NE_4,458100449567199,SOX9,knockdown,-0.002231
3310,NE_4,458100449567199,SP100,activate,0.045892
3311,NE_4,458100449567199,SP100,knockdown,0.021727
3312,NE_4,458100449567199,STAT1,activate,-0.081499
3313,NE_4,458100449567199,STAT1,knockdown,0.072039
3314,NE_4,458100449567199,TBX15,activate,-0.029741
3315,NE_4,458100449567199,TBX15,knockdown,-0.140526
3316,NE_4,458100449567199,TCF12,activate,0.051262
3317,NE_4,458100449567199,TCF12,knockdown,0.031559
3318,NE_4,458100449567199,TCF4,activate,-0.031435
3319,NE_4,458100449567199,TCF4,knockdown,-0.236193
3320,NE_4,458100449567199,TCF7L2,activate,-0.253996
3321,NE_4,458100449567199,TCF7L2,knockdown,-0.00694
3322,NE_4,458100449567199,TEAD1,activate,0.017886
3323,NE_4,458100449567199,TEAD1,knockdown,0.056301
3324,NE_4,458100449567199,ZBTB18,activate,0.027593
3325,NE_4,458100449567199,ZBTB18,knockdown,-0.176381
3326,NE_4,458100449567199,ZBTB20,activate,0.050931
3327,NE_4,458100449567199,ZBTB20,knockdown,0.004957
