cluster,gene,mean,count,std,ci95_hi,ci95_lo,sig,mean_sig
NE_6,PKNOX2,0.06046216666666667,6,0.06807705192035467,0.11493515319662337,0.005989180136709973,Not significant,no
NE_6,PPARG,0.068351,6,0.06689025836995997,0.12187435391131562,0.014827646088684358,Not significant,no
NE_6,PRDM16,-0.04896333333333333,6,0.047635061719983815,-0.010847345607218305,-0.08707932105944835,Master destabilizer,no
NE_6,PROX1,-0.06125549999999999,6,0.08634374463445513,0.007833884832958729,-0.1303448848329587,Not significant,no
NE_6,RARB,0.01745616666666667,6,0.043573670877798065,0.052322364891054976,-0.01741003155772164,Not significant,no
NE_6,REST,-0.03298683333333333,6,0.06987910703326615,0.022928097598192206,-0.08890176426485888,Not significant,no
NE_6,RORA,-0.08215283333333333,6,0.11290813329679428,0.008192489366515857,-0.17249815603318253,Not significant,no
NE_6,RORB,-0.09899899999999999,6,0.17572948632600052,0.041613874258297726,-0.23961187425829772,Not significant,no
NE_6,RUNX1,0.008550666666666666,6,0.055401316441639425,0.0528809524110904,-0.03577961907775707,Not significant,no
NE_6,SIX1,0.03562716666666666,6,0.06051423769136208,0.08404864147566263,-0.012794308142329312,Not significant,no
NE_6,SIX4,-0.0007351666666666664,6,0.04765264859970185,0.03739489349406415,-0.03886522682739749,Not significant,no
NE_6,SMAD3,0.07332433333333334,6,0.07087901346284856,0.13003935604224054,0.016609310624426145,Not significant,no
NE_6,SOX9,-0.019733333333333335,6,0.044356503088799355,0.015759261118303166,-0.05522592778496983,Not significant,no
NE_6,SP100,0.013518833333333336,6,0.05818617116606545,0.06007746695141386,-0.03303980028474719,Not significant,no
NE_6,STAT1,-0.008759333333333334,6,0.05305187910212669,0.033691011007370646,-0.051209677674037314,Not significant,no
NE_6,TBX15,-0.077624,6,0.08507497068115863,-0.009549845769981288,-0.1456981542300187,Master destabilizer,no
NE_6,TCF12,0.07450033333333334,6,0.06082452013017996,0.12317008580173769,0.02583058086492898,Not significant,no
NE_6,TCF4,-0.04861966666666665,6,0.21410911885734027,0.12270330955595049,-0.21994264288928378,Not significant,no
NE_6,TCF7L2,-0.13821783333333335,6,0.16293743977295908,-0.007840728103189726,-0.26859493856347694,Master destabilizer,no
NE_6,TEAD1,0.012766166666666667,6,0.04492221551266886,0.0487114253329834,-0.023179091999650063,Not significant,no
NE_6,ZBTB18,0.012087166666666668,6,0.06441618949741336,0.06363085317807657,-0.03945651984474323,Not significant,no
NE_6,ZBTB20,0.06710433333333334,6,0.046913885572042166,0.1046432599575882,0.029565406709078465,Not significant,no
NE_6,ZBTB7A,0.006424499999999999,6,0.04346908869875236,0.04120701505260385,-0.028358015052603852,Not significant,no
NE_6,ZEB1,-0.15271500000000002,6,0.16773402590887754,-0.018499826513355716,-0.2869301734866443,Master destabilizer,no
NE_6_NE_4,ASCL1,-0.1464375,2,0.11200924967385507,0.008799400000000013,-0.3016744,Not significant,no
NE_6_NE_4,CREB1,-0.001169,2,0.018592665704519083,0.024599120000000002,-0.026937120000000002,Not significant,no
NE_6_NE_4,CUX1,-0.02497,2,0.02372767514949579,0.00791488,-0.05785488,Not significant,no
NE_6_NE_4,CUX2,-0.0493715,2,0.021723027424831926,-0.01926492,-0.07947807999999999,Master destabilizer,no
NE_6_NE_4,EGR1,-0.200691,2,0.27340425115934097,0.17822796000000002,-0.57960996,Not significant,no
NE_6_NE_4,EHF,-0.08606050000000001,2,0.02226467121922083,-0.05520324,-0.11691776000000002,Master destabilizer,no
NE_6_NE_4,ESR1,-0.09688,2,0.04160333457789171,-0.03922072,-0.15453928,Master destabilizer,no
NE_6_NE_4,ETS1,-0.08473649999999999,2,0.026097189973251923,-0.048567639999999974,-0.12090536000000002,Master destabilizer,no
NE_6_NE_4,FOS,-0.226271,2,0.20293964620053917,0.05498900000000001,-0.507531,Not significant,no
NE_6_NE_4,FOXO3,-0.157557,2,0.09075432693816864,-0.031777920000000015,-0.28333608,Master destabilizer,no
NE_6_NE_4,GRHL2,0.008213000000000002,2,0.05152121429081423,0.07961776,-0.06319176,Not significant,no
NE_6_NE_4,HSF2,-0.069469,2,0.01603293915662378,-0.04724848000000001,-0.09168952,Master destabilizer,no
NE_6_NE_4,JUN,-0.031828,2,0.06376547531384048,0.056546439999999996,-0.12020244,Not significant,no
NE_6_NE_4,JUNB,-0.1923845,2,0.20083317509938442,0.08595607999999993,-0.47072507999999996,Not significant,no
NE_6_NE_4,JUND,0.12394,2,0.03586869858246881,0.17365147999999997,0.07422852,Not significant,no
NE_6_NE_4,KMT2A,-0.0102195,2,0.04929736346398254,0.058103159999999994,-0.07854216,Not significant,no
NE_6_NE_4,LMX1B,-0.05304349999999999,2,0.018958239910392524,-0.02676872,-0.07931827999999999,Master destabilizer,no
NE_6_NE_4,MEIS2,-0.2176235,2,0.23696491740445463,0.11079312,-0.54604012,Not significant,no
NE_6_NE_4,NFATC2,-0.134211,2,0.06844652220529542,-0.039348960000000016,-0.22907303999999998,Master destabilizer,no
NE_6_NE_4,NFIA,-0.125005,2,0.1884863835930861,0.13622379999999992,-0.38623379999999996,Not significant,no
NE_6_NE_4,NFIB,-0.032004,2,0.03756575485731652,0.020059480000000005,-0.08406748,Not significant,no
NE_6_NE_4,NFIX,-0.0985665,2,0.035122700928317,-0.04988892000000001,-0.14724408,Master destabilizer,no
NE_6_NE_4,NFKB1,-0.010312499999999999,2,0.026959860246299497,0.027051959999999996,-0.04767695999999999,Not significant,no
NE_6_NE_4,NR3C2,-0.070741,2,0.007445834405894349,-0.06042159999999999,-0.0810604,Master destabilizer,no
NE_6_NE_4,PBX1,0.0391725,2,0.026141030593685475,0.07540211999999999,0.002942880000000002,Not significant,no
NE_6_NE_4,PKNOX2,0.033793000000000004,2,0.004169101581875884,0.03957108,0.028014920000000006,Not significant,no
NE_6_NE_4,PPARG,-0.029056,2,0.01800718128969662,-0.00409932,-0.054012679999999993,Master destabilizer,no
NE_6_NE_4,PRDM16,-0.1063555,2,0.041251902507642,-0.04918328000000001,-0.16352772,Master destabilizer,no
NE_6_NE_4,PROX1,-0.070814,2,0.1132530505019622,0.08614672,-0.22777471999999999,Not significant,no
NE_6_NE_4,RARB,-0.041541,2,0.05163859401649119,0.030026439999999995,-0.11310844,Not significant,no
NE_6_NE_4,REST,-0.09871150000000001,2,0.07344930268219026,0.0030840399999999962,-0.20050704000000003,Not significant,no
NE_6_NE_4,RORA,-0.1134715,2,0.05903988069517078,-0.03164640000000002,-0.1952966,Master destabilizer,no
NE_6_NE_4,RORB,-0.2687635,2,0.23152302361644292,0.05211103999999994,-0.5896380399999999,Not significant,no
NE_6_NE_4,RUNX1,-0.058267,2,0.014379723502209625,-0.038337720000000006,-0.07819627999999999,Master destabilizer,no
NE_6_NE_4,SIX1,-0.067969,2,0.00905520943987492,-0.055419120000000016,-0.08051887999999999,Master destabilizer,no
NE_6_NE_4,SIX4,-0.07599600000000001,2,0.02617002197171413,-0.0397262,-0.11226580000000001,Master destabilizer,no
NE_6_NE_4,SMAD3,-0.002865500000000001,2,0.024443974318837762,0.031012119999999997,-0.03674312,Not significant,no
NE_6_NE_4,SOX9,-0.0736685,2,5.868986283848326e-05,-0.07358716,-0.07374984,Master destabilizer,no
NE_6_NE_4,SP100,-0.08032,2,0.03488864858374426,-0.0319668,-0.12867320000000002,Master destabilizer,no
NE_6_NE_4,STAT1,0.08929849999999999,2,0.11209693091472218,0.24465691999999994,-0.06605991999999998,Not significant,no
NE_6_NE_4,TBX15,-0.117144,2,0.08714101128630539,0.0036272800000000105,-0.23791528,Not significant,no
NE_6_NE_4,TCF12,0.0038994999999999985,2,0.03708280092576611,0.05529363999999999,-0.04749463999999999,Not significant,no
NE_6_NE_4,TCF4,-0.1219645,2,0.12344882317989102,0.04912683999999998,-0.29305583999999996,Not significant,no
NE_6_NE_4,TCF7L2,-0.1678805,2,0.2478048643600444,0.17555951999999997,-0.51132052,Not significant,no
NE_6_NE_4,TEAD1,-0.124664,2,0.0724105628206272,-0.024308080000000024,-0.22501991999999998,Master destabilizer,no
NE_6_NE_4,ZBTB18,-0.066149,2,0.0059538390975907305,-0.0578974,-0.0744006,Master destabilizer,no
NE_6_NE_4,ZBTB20,-0.0547185,2,0.055968208837696425,0.02284947999999999,-0.13228647999999998,Not significant,no
NE_6_NE_4,ZBTB7A,-0.1276635,2,0.0016680648968190655,-0.12535168000000002,-0.12997532,Master destabilizer,no
NE_6_NE_4,ZEB1,-0.15879849999999998,2,0.16310619989595734,0.06725515999999998,-0.38485215999999994,Not significant,no
NE_7,ASCL1,-0.0479775,12,0.06493686495568389,-0.011236009866755416,-0.08471899013324458,Master destabilizer,no
NE_7,CREB1,0.038454,12,0.04408987940353412,0.06340019766732519,0.013507802332674814,Not significant,no
NE_7,CUX1,0.007442916666666666,12,0.03321462378492706,0.026235859210261257,-0.011350025876927922,Not significant,no
NE_7,CUX2,-0.053192833333333335,12,0.07632678850339783,-0.010006887282293292,-0.09637877938437338,Master destabilizer,no
NE_7,EGR1,-0.19879191666666665,12,0.20484306974429267,-0.08289103923733993,-0.3146927940959934,Master destabilizer,no
NE_7,EHF,-0.034438666666666666,12,0.06002964553729543,-0.0004736972965576347,-0.0684036360367757,Master destabilizer,no
NE_7,ESR1,0.028593416666666666,12,0.07563381358343794,0.07138727524625782,-0.01420044191292449,Not significant,no
NE_7,ETS1,0.0382285,12,0.04006165282411598,0.060895513921341,0.015561486078658999,Not significant,no
NE_7,FOS,-0.08491266666666664,12,0.22526366820535737,0.042542252020798865,-0.21236758535413214,Not significant,no
NE_7,FOXO3,-0.12998258333333332,12,0.11726692632115249,-0.06363257368434706,-0.1963325929823196,Master destabilizer,no
NE_7,GRHL2,0.03787983333333333,12,0.03451816044248786,0.05741032117226637,0.01834934549440029,Not significant,no
NE_7,HSF2,0.02124733333333333,12,0.053138377729254865,0.05131320088589293,-0.008818534219226275,Not significant,no
NE_7,JUN,-0.0714495,12,0.10040822558436135,-0.01463819825141597,-0.12826080174858404,Master destabilizer,no
NE_7,JUNB,-0.15654191666666664,12,0.1547333647228256,-0.06899327388683353,-0.24409055944649977,Master destabilizer,no
NE_7,JUND,0.01686641666666667,12,0.1311976500478699,0.091098475267407,-0.057365641934073654,Not significant,no
NE_7,KMT2A,-0.008695833333333333,12,0.028503859728539267,0.007431743532137838,-0.024823410198804505,Not significant,no
NE_7,LMX1B,0.010202749999999998,12,0.03263920605408332,0.02867011931343145,-0.008264619313431453,Not significant,no
NE_7,MEIS2,-0.11710383333333334,12,0.1395873485598523,-0.03812485593216643,-0.19608281073450023,Master destabilizer,no
NE_7,NFATC2,-0.056990500000000006,12,0.07964081198218548,-0.011929468648332747,-0.10205153135166727,Master destabilizer,no
NE_7,NFIA,0.01084608333333333,12,0.10115878458098197,0.06808205381188413,-0.04638988714521747,Not significant,no
NE_7,NFIB,0.03496599999999999,12,0.03827160535151116,0.0566201992189738,0.01331180078102618,Not significant,no
NE_7,NFIX,-0.031146083333333328,12,0.03216769810471462,-0.01294549475656508,-0.04934667191010157,Master destabilizer,no
NE_7,NFKB1,0.045447666666666664,12,0.04307304553542702,0.06981853641266855,0.02107679692066478,Not significant,no
NE_7,NR3C2,-0.004221000000000002,12,0.04481258712987599,0.021134108057667113,-0.029576108057667118,Not significant,no
NE_7,PBX1,0.014634833333333333,12,0.039440660283596427,0.03695048764844929,-0.007680820981782625,Not significant,no
NE_7,PKNOX2,-0.008635583333333334,12,0.024093423781975834,0.004996554478765677,-0.022267721145432344,Not significant,no
NE_7,PPARG,-0.017005916666666666,12,0.03608512338260573,0.0034111639180478444,-0.03742299725138118,Not significant,no
NE_7,PRDM16,0.023431916666666667,12,0.0609625940668215,0.0579247513597444,-0.011060918026411067,Not significant,no
NE_7,PROX1,-0.05395316666666667,12,0.06586263280334213,-0.01668787406369055,-0.09121845926964278,Master destabilizer,no
NE_7,RARB,0.011111500000000002,12,0.039407991647980145,0.03340867029446019,-0.011185670294460185,Not significant,no
NE_7,REST,-0.018728666666666664,12,0.0459603094030517,0.007275826399105914,-0.04473315973243924,Not significant,no
NE_7,RORA,-0.013233833333333334,12,0.08223472564758354,0.0332948428362467,-0.05976250950291337,Not significant,no
NE_7,RORB,-0.17370941666666664,12,0.23638731433139681,-0.0399607026956669,-0.30745813063766636,Master destabilizer,no
NE_7,RUNX1,-0.00965225,12,0.0385233655428754,0.012144395956944077,-0.03144889595694408,Not significant,no
NE_7,SIX1,-0.005859083333333334,12,0.028022197355467824,0.00999596738940155,-0.02171413405606822,Not significant,no
NE_7,SIX4,-0.013089083333333335,12,0.034140683921514925,0.006227827058023144,-0.032405993724689816,Not significant,no
NE_7,SMAD3,0.026365666666666662,12,0.044089396161421705,0.05131159091402744,0.0014197424193058833,Not significant,no
NE_7,SOX9,-0.011223166666666671,12,0.04631321985789868,0.014981004286289531,-0.03742733761962287,Not significant,no
NE_7,SP100,-0.01168975,12,0.0295644911741495,0.005037935599092538,-0.028417435599092537,Not significant,no
NE_7,STAT1,0.029577250000000003,12,0.03986638700624648,0.05213378188428072,0.00702071811571928,Not significant,no
NE_7,TBX15,-0.1156785,12,0.11594865751114311,-0.050074371146290486,-0.18128262885370952,Master destabilizer,no
NE_7,TCF12,0.024312166666666666,12,0.03189544851494797,0.04235871553697515,0.006265617796358185,Not significant,no
NE_7,TCF4,-0.08468875000000002,12,0.10874795118832856,-0.023158804285446283,-0.14621869571455376,Master destabilizer,no
NE_7,TCF7L2,-0.16455,12,0.1936679483774413,-0.05497204271346408,-0.27412795728653594,Master destabilizer,no
NE_7,TEAD1,-0.027935083333333333,12,0.03484908530026508,-0.008217357129795464,-0.047652809536871205,Master destabilizer,no
NE_7,ZBTB18,0.017715166666666667,12,0.04331041609093241,0.04222034144770491,-0.006790008114371571,Not significant,no
NE_7,ZBTB20,0.002608416666666668,12,0.03561220851556472,0.02275792047610708,-0.01754108714277374,Not significant,no
NE_7,ZBTB7A,-0.0031373333333333323,12,0.05922951980732294,0.030374922287302236,-0.0366495889539689,Not significant,no
NE_7,ZEB1,-0.16917925,12,0.18165119566812404,-0.06640041061674337,-0.2719580893832566,Master destabilizer,no
NE_9,ASCL1,-0.10815092105263158,38,0.08947695018313197,-0.07970136813900952,-0.13660047396625363,Master destabilizer,no
NE_9,CREB1,0.012022947368421053,38,0.04930845007783388,0.027700765585368735,-0.0036548708485266285,Not significant,no
NE_9,CUX1,-0.018870157894736842,38,0.038455325738447094,-0.006643133815715777,-0.03109718197375791,Master destabilizer,no
NE_9,CUX2,-0.043630105263157894,38,0.05486120375500413,-0.026186766884518944,-0.06107344364179684,Master destabilizer,no
NE_9,EGR1,-0.14244631578947367,38,0.1635927321089496,-0.09043135463029292,-0.19446127694865442,Master destabilizer,no
NE_9,EHF,-0.047660947368421046,38,0.05163121084945557,-0.031244598106967617,-0.06407729662987448,Master destabilizer,no
NE_9,ESR1,-0.023879000000000004,38,0.06572318373668827,-0.0029820517966725746,-0.044775948203327434,Master destabilizer,no
NE_9,ETS1,0.0073687631578947385,38,0.042460225634614684,0.020869161120095594,-0.006131634804306116,Not significant,no
NE_9,FOS,-0.06514221052631579,38,0.18200109557899505,-0.007274236836842363,-0.12301018421578921,Master destabilizer,no
NE_9,FOXO3,-0.0523022105263158,38,0.09615704146755098,-0.02172869596586806,-0.08287572508676354,Master destabilizer,no
NE_9,GRHL2,0.043527131578947366,38,0.06246016605077453,0.06338659030455467,0.023667672853340063,Not significant,no
NE_9,HSF2,-0.01905621052631579,38,0.061430152605570415,0.00047575131935649606,-0.038588172371988076,Not significant,no
NE_9,JUN,-0.030775789473684208,38,0.0505100182881376,-0.014715927855520932,-0.04683565109184748,Master destabilizer,no
NE_9,JUNB,-0.11727760526315786,38,0.13993076504694651,-0.07278606083413008,-0.16176914969218564,Master destabilizer,no
NE_9,JUND,0.039739736842105265,38,0.08657126333233162,0.06726541504114364,0.012214058643066898,Not significant,no
NE_9,KMT2A,0.01602847368421052,38,0.03888011342140673,0.028390560699984354,0.003666386668436685,Not significant,no
NE_9,LMX1B,-0.02375681578947368,38,0.038065696316319106,-0.011653675938053658,-0.035859955640893705,Master destabilizer,no
NE_9,MEIS2,-0.1676437368421053,38,0.16902930298998523,-0.1139001963043011,-0.2213872773799095,Master destabilizer,no
NE_9,NFATC2,-0.06730560526315787,38,0.06782339004396777,-0.04574088809423449,-0.08887032243208126,Master destabilizer,no
NE_9,NFIA,-0.12409684210526317,38,0.12508447238361725,-0.08432573559719764,-0.1638679486133287,Master destabilizer,no
NE_9,NFIB,-0.01104457894736842,38,0.03847351757756101,0.0011882292994009683,-0.023277387194137807,Not significant,no
NE_9,NFIX,-0.0433306052631579,38,0.041306484107540044,-0.03019704401763071,-0.05646416650868509,Master destabilizer,no
NE_9,NFKB1,0.00188715789473684,38,0.04300101713474978,0.015559502669684908,-0.011785186880211226,Not significant,no
NE_9,NR3C2,-0.021398289473684207,38,0.041495075171090856,-0.008204764947887138,-0.034591813999481275,Master destabilizer,no
NE_9,PBX1,-0.010515342105263165,38,0.06941899470538901,0.011556703924907924,-0.032587388135434256,Not significant,no
NE_9,PKNOX2,0.03821402631578947,38,0.052391771606621305,0.054872198901134976,0.021555853730443962,Not significant,no
NE_9,PPARG,0.012621315789473684,38,0.050030976698012215,0.02852886422487643,-0.0032862326459290655,Not significant,no
NE_9,PRDM16,-0.04960023684210526,38,0.049229481945456885,-0.033947526857567724,-0.06525294682664279,Master destabilizer,no
NE_9,PROX1,-0.06850476315789474,38,0.08224813227072984,-0.04235364170936963,-0.09465588460641984,Master destabilizer,no
NE_9,RARB,-0.008913552631578949,38,0.05115020627772592,0.007349859309289579,-0.025176964572447474,Not significant,no
NE_9,REST,-0.04488792105263157,38,0.0530839492707804,-0.028009667820350536,-0.0617661742849126,Master destabilizer,no
NE_9,RORA,-0.10424592105263158,38,0.11630627472240873,-0.06726587747571929,-0.1412259646295439,Master destabilizer,no
NE_9,RORB,-0.1587651052631579,38,0.1974340900685031,-0.09599014946883767,-0.22154006105747814,Master destabilizer,no
NE_9,RUNX1,-0.013428026315789474,38,0.03961817648401057,-0.0008312692077721909,-0.026024783423806756,Master destabilizer,no
NE_9,SIX1,0.003099289473684214,38,0.044763261311462375,0.017331946807894707,-0.011133367860526277,Not significant,no
NE_9,SIX4,-0.02925678947368421,38,0.05802187429785047,-0.010808503299359385,-0.047705075648009035,Master destabilizer,no
NE_9,SMAD3,0.029558631578947364,38,0.05277853771743138,0.046339777990648895,0.012777485167245833,Not significant,no
NE_9,SOX9,-0.033751236842105264,38,0.0571913717124165,-0.015567012274717705,-0.051935461409492824,Master destabilizer,no
NE_9,SP100,-0.01413094736842105,38,0.056392593334321214,0.00379930243018675,-0.03206119716702885,Not significant,no
NE_9,STAT1,0.0258005,38,0.08444406457779563,0.05264982687726107,-0.001048826877261072,Not significant,no
NE_9,TBX15,-0.09899486842105264,38,0.08691649936489092,-0.07135942104955273,-0.12663031579255254,Master destabilizer,no
NE_9,TCF12,0.030928578947368418,38,0.04391769650129758,0.04489238558025924,0.016964772314477593,Not significant,no
NE_9,TCF4,-0.11112815789473685,38,0.1509528640349456,-0.06313209316482185,-0.15912422262465184,Master destabilizer,no
NE_9,TCF7L2,-0.1654401315789474,38,0.15194015157490082,-0.1171301548409518,-0.21375010831694302,Master destabilizer,no
NE_9,TEAD1,-0.05012042105263158,38,0.060995896977929974,-0.030726532514457023,-0.06951430959080614,Master destabilizer,no
NE_9,ZBTB18,-0.06342978947368422,38,0.0937351608551939,-0.03362632150613787,-0.09323325744123057,Master destabilizer,no
NE_9,ZBTB20,-0.0006774736842105233,38,0.04127053563902123,0.0124446576024815,-0.013799604970902546,Not significant,no
NE_9,ZBTB7A,-0.02346084210526316,38,0.05308904359685197,-0.006580969111704658,-0.04034071509882166,Master destabilizer,no
NE_9,ZEB1,-0.150215,38,0.16306679061494853,-0.09836726403493268,-0.2020627359650673,Master destabilizer,no
