,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
NFIX,,,,,,,0.12228007031249999,,,,,,0.0805821328125001,-0.1736443984375,,,,,,,,,,,,,-0.05257483593750001,,,,,,-0.14044592968749997,,,-0.13100839843750006,-0.19801311718750003,,,,,,,0.09944444531250002,,,,,,,,,
NFKB1,,,,,,,,,0.12365070312500004,,-0.20038073437499992,0.26526201562499996,,,,,0.04430367187499995,0.20107251562500006,,,,,,,,,,,,0.17425232812500008,,,0.278178140625,,,,,,,,,,,,,,,,,,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151756,0.39748149999999993,,,,,,,,0.22709400000000002,,,,,,,,
PBX1,,,,-0.0050004765625000225,0.027811070312500075,,,,,,0.017045648437499894,,,,,,-0.008760585937499954,0.03283791406249992,,,,,,,,,,,0.4080767421875,,,0.05180086718749999,,,,,,,,,,,,,,,,,0.11516138281249999,,,,
PKNOX2,,,,,,0.09716038281250006,,,,,,,,0.07305063281250002,,,,,,,,,,,,,,,,,,,,,-0.16420392968750003,,,,,,,,,0.10971177343750005,,,0.19111646093750007,-0.08172464843750005,,0.1393005703125001,,,0.017800148437499996
PPARG,,,,,,,,,,,0.009694632812500048,,,,,0.013543539062499999,-0.07991447656249995,0.08508000781250002,,,,,,,,,,,,,,,,,,-0.11008850781249996,-0.2744107734375,,,,,,,,,,-0.08480417968750004,,,,,,-0.14031799218749996
PRDM16,,,,,,-0.10681133593749992,0.07379650781249997,,,,,,,,,0.1188431015625,,,,,,,,0.22677850781249997,,,,,,,,,,,,-0.11540161718750003,-0.1829881953125,,,,,,,0.1804383671875,,,,,,,,,-0.09454038281249999
PROX1,0.22727373437499998,,,,,,,,,,,0.1020933437499999,,,,-0.1230615625,,,,,0.143320765625,,0.129434828125,,,,,,,0.16954464062500008,,,,,,,,,,,,,,0.12873535937500002,,,,-0.10734985937499997,,,,,
RARB,,,,,,0.03407442187499987,,,,0.026851749999999952,,,,-0.03442220312500005,,,,,,,,,,,,,,,,,,0.2887701718749999,,,,,,,,,,,,,,,,0.259147234375,0.08881057812499993,0.034762343750000035,,,-0.040870640625000065
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711121,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.780665,,,,,,,,,,,,,,,,,
RORB,,,,,,0.21344001562499992,,,,,-0.12053440624999995,-0.0027365468750000232,,,,,-0.03824020312499998,0.026220968750000018,,,0.22556398437499992,,,,,,,,,,,,,,,,,,0.1723103125,0.16038296875000002,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,-0.004730597656250002,,,,,,,-0.15406650390624999,,,,,,,,,,,,,,,0.04137331640624997,-0.04885330078125005,,,,,,,0.16223272265625,,,0.03513676953125,0.18060499609375003,,,,0.01231293359375002,-0.08389318359375003
SIX1,,,,,,0.07082666406249993,,,,,,,,,,,,,,,0.08876166406249997,,0.12412021093749992,0.20550958593750002,,,,,,,,,,,,,,,,,-0.14439839843749996,,,,,,0.27202736718750004,,,0.21907403906250006,,,-0.10898735156249995
SIX4,,,,,,0.10468394531249997,,,,,,,,,,,,,,,0.04768325781249999,,0.10681571093749992,0.23481722656250004,,,,,,,,,,,,,,,,,-0.040481960937500006,,,,,,0.3293750703125,-0.13381255468749997,,,,,-0.04387760156249998
SMAD3,,,,0.12971042968750002,-0.1981345859375,,,,,,,0.15114208593750011,,,,0.048994367187500054,,,,,,,,,,,,,,,,,,,,-0.06001247656249997,-0.12053736718749997,,,,,,,0.07410458593750008,-0.1400918671875,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7370599999999999,,,,,,,,,,,
SP100,,,,0.2012190625,-0.07102260937499993,-0.04185084374999998,,,,,,,,,,,,,,,,,,0.25553640624999996,,,,,,,,,,,,-0.05687585937499995,-0.09606268750000002,,,,,0.16693007812499994,,,,,,,0.0013212031250000034,,,,
STAT1,,,,,,,0.10984852343750007,,,,-0.055892476562500015,,,,,-0.11105608593750005,-0.04385157031249992,0.24011697656250003,,,,,,0.2565671953125,,,,,,,,,,,,,,,,,,,,,,,,0.029090289062500108,,,,,-0.018525398437500062
TBX15,0.24480822656249995,,,,,0.12075358593749991,,,,,,0.17747689843750003,,,,,,,,,0.12833760156249996,,0.1858655703125,0.07593742968749995,,,,,,,,,,,,,,,,,,-0.014236679687499976,,0.14621830468750008,,,,,,,,,
TCF12,,,,,,0.2175322968750001,,,,,-0.17910895312499997,,,,,-0.10926484375,-0.11957254687500002,0.1296971406250001,,,,,0.08121973437499996,,,,,,,,,,,,,,,,,,,,,,0.2126160625000001,,,,,,,,0.08195431250000001
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.766767,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,0.24846203125000002,,0.23233453124999995,,,,,0.17156303125,,-0.12898678124999996,,,,,,,,,,,,-0.05900709374999996,,,,-0.06151346874999997,,,,
TEAD1,,,0.2357344609375,,,0.1355078046875,,,,,-0.14670244531249993,,,,,,-0.06642836718749995,0.1593347109375,,,,,,,,,,,0.07666342968749995,,,,,,,,,,,,,,,,,,,-0.03791299218749988,0.22407203906250006,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7345360000000001,,,
ZBTB20,,,,,,,0.07976734375000005,,,,-0.09667551562499999,,,,,-0.18954793750000004,0.05627812499999996,0.30411768750000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35893256250000005,-0.037405140624999944,,,,,0.04562735937500001
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730364,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,-0.23218150000000004,,-0.08043499999999992,,,,,-0.04912187499999998,,,,,-0.164356375,0.29247524999999996,,,,,,,,,,,,,,,,
