SCL|SCL,GATA1,PU1,GATA2,FLI1|0.036802,0.014501,0.233901,0.228172,0.074137,0.036448,0.091465,0.077823,0.566209,0.086279,0.616367,0.382813,0.176578,0.048368,0.207896,0.125359,0.837562,0.196642,0.610289,0.683138,0.278826,0.161253,0.409244,0.396242,0.991600,0.962513,0.952494,0.881249,0.944299,0.416604,0.842601,0.799672
CEBPA|CEBPA,SCL|0.251793,0.044120,0.874345,0.817254
PU1|PU1,FLI1,GATA1,GATA2|0.175406,0.220315,0.009499,0.017478,0.386631,0.297324,0.173636,0.237834,0.817300,0.701183,0.296835,0.565962,0.950221,0.848888,0.923563,0.712916
FLI1|FLI1,CJUN,PU1,SCL,GATA1,GATA2|0.385034,0.332147,0.025350,0.039278,0.030055,0.253624,0.004679,0.017353,0.419229,0.446388,0.395774,0.412636,0.322460,0.343669,0.056669,0.142887,0.469328,0.561462,0.459221,0.512821,0.360647,0.604283,0.026692,0.203144,0.630705,0.594591,0.555545,0.446500,0.539697,0.567306,0.216757,0.442829,0.610430,0.534109,0.541452,0.560679,0.355543,0.518709,0.111471,0.436632,0.920807,0.806936,0.838397,0.809182,0.638591,0.577122,0.361358,0.554284,0.674848,0.768884,0.648426,0.777979,0.625390,0.908332,0.330819,0.718597,0.946631,0.886611,0.921146,0.810281,0.973756,0.895424,0.751417,0.754143
FOG1|GATA1,SCL,GATA2,PU1,CEBPA,CJUN,FLI1|0.081018,0.050890,0.112674,0.079402,0.006331,0.015758,0.030057,0.053969,0.013997,0.031186,0.020487,0.020681,0.005479,0.122188,0.067724,0.088290,0.326785,0.145923,0.067884,0.107819,0.035404,0.075807,0.172295,0.214116,0.041229,0.033641,0.008783,0.009251,0.064359,0.224130,0.199077,0.116033,0.608911,0.204493,0.157460,0.209158,0.042966,0.109925,0.246378,0.142359,0.162926,0.115813,0.116842,0.036576,0.008112,0.044938,0.158178,0.036275,0.555509,0.333546,0.267039,0.521493,0.085789,0.194759,0.321814,0.476979,0.191932,0.348522,0.159788,0.166861,0.064601,0.197182,0.342217,0.292647,0.947436,0.252918,0.187699,0.187943,0.299600,0.276063,0.321419,0.185906,0.316570,0.127120,0.139383,0.050633,0.086877,0.134882,0.195277,0.083804,0.962241,0.653392,0.355936,0.389901,0.295735,0.483323,0.464477,0.419154,0.416140,0.458126,0.126004,0.056176,0.237891,0.411666,0.377235,0.282964,0.880473,0.536451,0.738342,0.597746,0.548323,0.581048,0.444324,0.465986,0.460193,0.381288,0.581648,0.344456,0.186225,0.257587,0.439922,0.247181,0.911141,0.777851,0.890581,0.880881,0.911237,0.813878,0.876017,0.856038,0.441031,0.732546,0.664497,0.632847,0.696107,0.787031,0.671733,0.768173
GATA2|GATA2,GATA1,SCL,PU1|0.170511,0.113467,0.094651,0.111565,0.207153,0.227056,0.124547,0.221866,0.826563,0.755989,0.984659,0.911557,0.966273,0.932609,0.892317,0.955426
GATA1|GATA1,SCL,GATA2|0.010752,0.066371,0.185189,0.167861,0.354694,0.524087,0.975518,0.948171
CJUN|FLI1,SCL,CEBPA,GATA1,GATA2|0.783512,0.708207,0.137151,0.037285,0.382663,0.628773,0.356037,0.803979,0.093474,0.133086,0.015295,0.039681,0.083326,0.474964,0.027419,0.345208,0.778254,0.879133,0.783487,0.647455,0.747243,0.872073,0.715434,0.864400,0.839821,0.575543,0.115675,0.358049,0.782579,0.884498,0.408667,0.805433
GFI1|GATA2,CEBPA,GATA1,SCL|0.399897,0.455030,0.213239,0.217884,0.307940,0.417094,0.469343,0.231087,0.538359,0.873004,0.377242,0.380601,0.805206,0.954589,0.917853,0.862364
EKLF|EKLF,GATA1,SCL,GATA2|0.025325,0.054032,0.026018,0.088214,0.119748,0.267696,0.607930,0.463741,0.095461,0.261569,0.921498,0.462195,0.736528,0.626193,0.995166,0.949375
