cluster,gene,perturb,mean,count,std,ci95_hi,ci95_lo,ci_sig,mean_sig
Arc_1,ASCL1,activate,-0.174836,4,0.1299630086986293,-0.04747225147534326,-0.3021997485246567,yes,no
Arc_1,ASCL1,knockdown,-0.021665249999999997,4,0.043059093436617235,0.020532661567884893,-0.06386316156788488,no,no
Arc_1,CD44,activate,-0.01869475,4,0.03859705940763709,0.019130368219484346,-0.05651986821948435,no,no
Arc_1,CD44,knockdown,-0.02343475,4,0.04052575471125327,0.016280489617028205,-0.06314998961702821,no,no
Arc_1,CREB1,activate,0.000390250000000003,4,0.061608452122388746,0.060766533079940975,-0.05998603307994097,no,no
Arc_1,CREB1,knockdown,0.06702225,4,0.022245486619012555,0.08882282688663232,0.0452216731133677,no,no
Arc_1,CUX1,activate,-0.043570250000000005,4,0.025555651656401435,-0.018525711376726598,-0.06861478862327341,yes,no
Arc_1,CUX1,knockdown,-0.2951695,4,0.1784207443516588,-0.12031717053537436,-0.47002182946462556,yes,no
Arc_1,CUX2,activate,-0.19116,4,0.09934908800118229,-0.09379789375884136,-0.28852210624115865,yes,no
Arc_1,CUX2,knockdown,-0.0432575,4,0.036985358116422236,-0.00701184904590621,-0.07950315095409378,yes,no
Arc_1,EGR1,activate,-0.25841749999999997,4,0.35194108626728987,0.08648476454194409,-0.603319764541944,no,no
Arc_1,EGR1,knockdown,-0.0037834999999999995,4,0.029175145066763025,0.024808142165427767,-0.032375142165427764,no,no
Arc_1,EHF,activate,-0.016742,4,0.01681507920488829,-0.0002632223792094768,-0.03322077762079052,yes,no
Arc_1,EHF,knockdown,-0.2758725,4,0.09256725254105795,-0.18515659250976324,-0.3665884074902368,yes,no
Arc_1,EPCAM,activate,0.0746645,4,0.046500465879386624,0.12023495656179889,0.029094043438201107,no,no
Arc_1,EPCAM,knockdown,0.045947,4,0.014720736824855836,0.06037332208835872,0.03152067791164128,no,no
Arc_1,ESR1,activate,-0.025486,4,0.04068515939913881,0.014385456211156035,-0.06535745621115605,no,no
Arc_1,ESR1,knockdown,-0.0013710000000000042,4,0.19989222696576608,0.19452338242645076,-0.19726538242645078,no,no
Arc_1,ETS1,activate,-0.19439250000000002,4,0.17151454301506525,-0.026308247845236082,-0.36247675215476394,yes,no
Arc_1,ETS1,knockdown,0.1250535,4,0.1265781482365736,0.24910008527184213,0.0010069147281578927,no,no
Arc_1,FOS,activate,0.03888425,4,0.10549444805415117,0.14226880909306816,-0.06450030909306814,no,no
Arc_1,FOS,knockdown,-0.45606350000000007,4,0.11196290120839138,-0.3463398568157765,-0.5657871431842236,yes,yes
Arc_1,FOXO3,activate,0.0009935000000000013,4,0.06464348971860971,0.06434411992423753,-0.062357119924237515,no,no
Arc_1,FOXO3,knockdown,0.08428400000000003,4,0.3172534498756475,0.3951923808781346,-0.22662438087813452,no,no
Arc_1,GRHL2,activate,0.067192,4,0.11547299357281195,0.1803555337013557,-0.045971533701355705,no,no
Arc_1,GRHL2,knockdown,-0.1157325,4,0.11990347645363193,0.0017729069245592949,-0.2332379069245593,no,no
Arc_1,HSF2,activate,-0.385686,4,0.08744905929358722,-0.2999859218922845,-0.47138607810771543,yes,yes
Arc_1,HSF2,knockdown,-0.028658749999999997,4,0.02162276375142641,-0.007468441523602116,-0.04984905847639788,yes,no
Arc_1,ICAM1,activate,-0.058586,4,0.034827209946630334,-0.02445533425230227,-0.09271666574769773,yes,no
Arc_1,ICAM1,knockdown,-0.0277455,4,0.0176432311005288,-0.010455133521481776,-0.04503586647851822,yes,no
Arc_1,JUN,activate,-0.03144075,4,0.035890043060947514,0.003731492199728563,-0.06661299219972858,no,no
Arc_1,JUN,knockdown,-0.40944075,4,0.08706929972680763,-0.3241128362677286,-0.49476866373227146,yes,yes
Arc_1,JUNB,activate,-0.17427525,4,0.2767193158351075,0.09690967951840535,-0.44546017951840533,no,no
Arc_1,JUNB,knockdown,-0.031573000000000004,4,0.03188598113068918,-0.0003247384919246067,-0.0628212615080754,yes,no
Arc_1,JUND,activate,-0.01440575,4,0.0324542647569879,0.017399429461848137,-0.04621092946184814,no,no
Arc_1,JUND,knockdown,-0.36307625000000004,4,0.11432276011764532,-0.2510399450847076,-0.4751125549152925,yes,yes
Arc_1,KMT2A,activate,-0.011318,4,0.02005991736440274,0.008340719017114686,-0.030976719017114684,no,no
Arc_1,KMT2A,knockdown,-0.041160249999999995,4,0.026698677400138506,-0.014995546147864261,-0.06732495385213573,yes,no
Arc_1,LMX1B,activate,0.014096749999999998,4,0.04440990968522679,0.05761846149152225,-0.029424961491522253,no,no
Arc_1,LMX1B,knockdown,-0.0015634999999999996,4,0.025976712397838185,0.02389367814988142,-0.02702067814988142,no,no
Arc_1,MEIS2,activate,-0.741232,4,0.052950375843803,-0.689340631673073,-0.793123368326927,yes,yes
Arc_1,MEIS2,knockdown,0.093133,4,0.20534602352452147,0.29437210305403105,-0.10810610305403104,no,no
Arc_1,NCAM1,activate,-0.02817875,4,0.012352337791554546,-0.016073458964276546,-0.04028404103572345,yes,no
Arc_1,NCAM1,knockdown,-0.03686975,4,0.02141047059073356,-0.01588748882108111,-0.05785201117891889,yes,no
Arc_1,NFATC2,activate,-0.591268,4,0.05888053538026521,-0.5335650753273401,-0.6489709246726599,yes,yes
Arc_1,NFATC2,knockdown,-0.023069250000000003,4,0.030010428902577633,0.0063409703245260775,-0.05247947032452609,no,no
Arc_1,NFIA,activate,-0.029027749999999998,4,0.05038001682132179,0.02034466648489535,-0.07840016648489534,no,no
Arc_1,NFIA,knockdown,-0.66318175,4,0.0944069630178305,-0.5706629262425261,-0.7557005737574739,yes,yes
Arc_1,NFIB,activate,-0.01249175,4,0.02601706134283168,0.013004970115975047,-0.037988470115975045,no,no
Arc_1,NFIB,knockdown,0.009318999999999997,4,0.03382482450311704,0.042467328013054695,-0.023829328013054697,no,no
Arc_1,NFIX,activate,-0.03699675,4,0.04264639567712611,0.004796717763583584,-0.07879021776358358,no,no
Arc_1,NFIX,knockdown,-0.40067375,4,0.04391407766214234,-0.35763795389110054,-0.44370954610889946,yes,yes
Arc_1,NFKB1,activate,0.06332600000000001,4,0.07798542047930071,0.1397517120697147,-0.013099712069714692,no,no
Arc_1,NFKB1,knockdown,0.06676475,4,0.05859748543737464,0.12419028572862714,0.009339214271372853,no,no
Arc_1,NR3C2,activate,-0.014898,4,0.06484281078114983,0.04864795456552682,-0.07844395456552682,no,no
Arc_1,NR3C2,knockdown,-0.009610750000000001,4,0.03022409426682626,0.02000886238148973,-0.03923036238148973,no,no
Arc_1,PBX1,activate,-0.07802200000000001,4,0.04665676321820879,-0.0322983720461554,-0.12374562795384461,yes,no
Arc_1,PBX1,knockdown,-0.0006742499999999997,4,0.02308276094657367,0.021946855727642194,-0.023295355727642197,no,no
Arc_1,PKNOX2,activate,-0.024278249999999994,4,0.14586247951038217,0.11866697992017453,-0.16722347992017453,no,no
Arc_1,PKNOX2,knockdown,-0.011793,4,0.04695531102370991,0.034223204803235714,-0.05780920480323571,no,no
Arc_1,PPARG,activate,-0.037696,4,0.01595599404612574,-0.022059125834796776,-0.05333287416520323,yes,no
Arc_1,PPARG,knockdown,-0.43596925,4,0.0410392527740211,-0.3957507822814593,-0.4761877177185406,yes,yes
Arc_1,PRDM16,activate,-0.019988,4,0.034736410301967974,0.014053682095928617,-0.054029682095928615,no,no
Arc_1,PRDM16,knockdown,-0.57159225,4,0.06876460706097287,-0.5042029350802466,-0.6389815649197534,yes,yes
Arc_1,PROX1,activate,-0.2770955,4,0.15412695274026542,-0.1260510863145399,-0.4281399136854601,yes,no
Arc_1,PROX1,knockdown,-0.013024,4,0.0626258493009609,0.048349332314941686,-0.0743973323149417,no,no
Arc_1,RARB,activate,-0.020034249999999997,4,0.03877930609122173,0.0179694699693973,-0.05803796996939729,no,no
Arc_1,RARB,knockdown,-0.1684075,4,0.1079487858585419,-0.06261768985862894,-0.27419731014137105,yes,no
Arc_1,REST,activate,0.15597075000000002,4,0.34363164163134047,0.4927297587987137,-0.18078825879871366,no,no
Arc_1,REST,knockdown,-0.32055575000000003,4,0.18654519481057844,-0.13774145908563318,-0.5033700409143669,yes,yes
Arc_1,RORA,activate,-0.151677,4,0.14875961623370773,-0.005892576090966439,-0.2974614239090336,yes,no
Arc_1,RORA,knockdown,-0.0294325,4,0.0280203951732781,-0.0019725127301874618,-0.05689248726981254,yes,no
Arc_1,RORB,activate,-0.755395,4,0.06761661932296427,-0.689130713063495,-0.821659286936505,yes,yes
Arc_1,RORB,knockdown,0.00995575,4,0.031180164222092653,0.0405123109376508,-0.0206008109376508,no,no
Arc_1,RUNX1,activate,-0.01633825,4,0.03529030701080208,0.01824625087058604,-0.05092275087058604,no,no
Arc_1,RUNX1,knockdown,-0.526612,4,0.08660772146870048,-0.4417364329606735,-0.6114875670393265,yes,yes
Arc_1,SIX1,activate,-0.12892175,4,0.13796820593981063,0.006287091821014418,-0.2641305918210144,no,no
Arc_1,SIX1,knockdown,-0.023966499999999998,4,0.020375876087504394,-0.003998141434245692,-0.043934858565754305,yes,no
Arc_1,SIX4,activate,-0.1272165,4,0.14578622226740087,0.015653997822052845,-0.27008699782205287,no,no
Arc_1,SIX4,knockdown,-0.020053,4,0.0428558915980833,0.021945773766121633,-0.062051773766121636,no,no
Arc_1,SMAD3,activate,-0.028041250000000004,4,0.025285249248985727,-0.0032617057359939916,-0.052820794264006016,yes,no
Arc_1,SMAD3,knockdown,-0.4576705,4,0.05958788911347672,-0.3992743686687928,-0.5160666313312071,yes,yes
Arc_1,SOX9,activate,-0.013846000000000002,4,0.0388762586248557,0.02425273345235858,-0.05194473345235859,no,no
Arc_1,SOX9,knockdown,-0.50938725,4,0.036318240416031565,-0.473795374392289,-0.5449791256077109,yes,yes
Arc_1,SP100,activate,-0.041389,4,0.017397594335616252,-0.024339357551096074,-0.05843864244890393,yes,no
Arc_1,SP100,knockdown,-0.37723725,4,0.0427241852926029,-0.3353675484132492,-0.4191069515867509,yes,yes
Arc_1,STAT1,activate,-0.029446,4,0.009848913577987508,-0.01979406469357224,-0.03909793530642776,yes,no
Arc_1,STAT1,knockdown,-0.35696249999999996,4,0.2481632438140937,-0.11376252106218815,-0.6001624789378117,yes,yes
Arc_1,TBX15,activate,-0.3954385,4,0.06503100170687824,-0.3317081183272593,-0.4591688816727407,yes,yes
Arc_1,TBX15,knockdown,-0.0114655,4,0.03193428507106429,0.019830099369643004,-0.04276109936964301,no,no
Arc_1,TCF12,activate,-0.03681725,4,0.03730054051775479,-0.0002627202926003061,-0.07337177970739969,yes,no
Arc_1,TCF12,knockdown,-0.024323749999999998,4,0.026294156136234273,0.001444523013509589,-0.05009202301350958,no,no
Arc_1,TCF4,activate,-0.364583,4,0.028189291844008188,-0.33695749399287195,-0.39220850600712803,yes,yes
Arc_1,TCF4,knockdown,-0.028642,4,0.014598229321850422,-0.014335735264586588,-0.04294826473541341,yes,no
Arc_1,TCF7L2,activate,-0.04604975,4,0.03667026651457553,-0.010112888815715981,-0.08198661118428402,yes,no
Arc_1,TCF7L2,knockdown,-0.789373,4,0.06558209626109855,-0.7251025456641234,-0.8536434543358766,yes,yes
Arc_1,TEAD1,activate,-0.116409,4,0.08174691742200435,-0.03629702092643573,-0.19652097907356425,yes,no
Arc_1,TEAD1,knockdown,-0.03064575,4,0.032062923836055045,0.0007759153593339466,-0.062067415359333945,no,no
Arc_1,ZBTB18,activate,-0.14710974999999998,4,0.14804015938335785,-0.002030393804309305,-0.29218910619569066,yes,no
Arc_1,ZBTB18,knockdown,0.05816075,4,0.09972309018602463,0.15588937838230413,-0.039567878382304134,no,no
Arc_1,ZBTB20,activate,0.016031249999999997,4,0.05648002680815582,0.07138167627199271,-0.03931917627199271,no,no
Arc_1,ZBTB20,knockdown,0.0025702499999999996,4,0.05124284067961755,0.0527882338660252,-0.047647733866025194,no,no
Arc_1,ZBTB7A,activate,0.0210665,4,0.0557128303146292,0.07566507370833661,-0.03353207370833662,no,no
Arc_1,ZBTB7A,knockdown,-0.1019725,4,0.12487833126554289,0.02040826464023203,-0.22435326464023203,no,no
Arc_1,ZEB1,activate,-0.54306075,4,0.10879894999608224,-0.4364377790038394,-0.6496837209961606,yes,yes
Arc_1,ZEB1,knockdown,-0.016471,4,0.06940504413465447,0.05154594325196138,-0.08448794325196138,no,no
Arc_2,ASCL1,activate,-0.14356371428571427,14,0.10284342517889743,-0.0896910336754686,-0.19743639489595993,yes,no
Arc_2,ASCL1,knockdown,-0.0004304285714285703,14,0.040949012526300566,0.02101997595658979,-0.021880833099446932,no,no
Arc_2,CD44,activate,-0.013150142857142859,14,0.04056807152819177,0.008100712572945671,-0.03440099828723139,no,no
Arc_2,CD44,knockdown,-0.0021212857142857136,14,0.029015663611834986,0.013078048377666119,-0.017320619806237548,no,no
Arc_2,CREB1,activate,0.032300357142857145,14,0.09123846575920382,0.08009398825407563,-0.015493273968361337,no,no
Arc_2,CREB1,knockdown,0.1013892142857143,14,0.03928762403525015,0.12196933030095507,0.08080909827047354,no,no
Arc_2,CUX1,activate,0.0008772142857142862,14,0.03931736332848879,0.021472908695426382,-0.01971848012399781,no,no
Arc_2,CUX1,knockdown,-0.2508773571428572,14,0.07969716283590907,-0.20912943021867053,-0.29262528406704386,yes,no
Arc_2,CUX2,activate,-0.09513114285714287,14,0.07134009599081026,-0.057760915257938056,-0.1325013704563477,yes,no
Arc_2,CUX2,knockdown,-0.013930857142857144,14,0.05510959636642542,0.014937314822862102,-0.042799029108576386,no,no
Arc_2,EGR1,activate,-0.22144128571428573,14,0.27095542731158645,-0.07950615306212153,-0.36337641836644996,yes,no
Arc_2,EGR1,knockdown,0.000528142857142854,14,0.07150918942007722,0.0379869470113617,-0.036930661297076,no,no
Arc_2,EHF,activate,0.011386857142857143,14,0.04077374293087902,0.03274544984218148,-0.009971735556467194,no,no
Arc_2,EHF,knockdown,-0.17041664285714284,14,0.1464743916250877,-0.09368866434153084,-0.24714462137275484,yes,no
Arc_2,EPCAM,activate,0.09487107142857144,14,0.046523430598858606,0.11924153471473121,0.07050060814241167,no,no
Arc_2,EPCAM,knockdown,0.09023785714285713,14,0.02886486845459544,0.10535819990085245,0.07511751438486182,no,no
Arc_2,ESR1,activate,0.0006758571428571428,14,0.0343038874447806,0.01864533228225267,-0.017293617996538387,no,no
Arc_2,ESR1,knockdown,0.01705107142857142,14,0.18231966382173764,0.1125559517935559,-0.07845380893641307,no,no
Arc_2,ETS1,activate,-0.27180600000000005,14,0.12556812163002323,-0.20602939542235732,-0.3375826045776428,yes,no
Arc_2,ETS1,knockdown,0.011092642857142856,14,0.07952851325502662,0.05275222572831761,-0.030566940014031894,no,no
Arc_2,FOS,activate,0.059171357142857144,14,0.06539014646025353,0.09342481057639039,0.024917903709323896,no,no
Arc_2,FOS,knockdown,-0.5156162857142857,14,0.15002121032472943,-0.437030369944485,-0.5942022014840864,yes,yes
Arc_2,FOXO3,activate,0.03831178571428571,14,0.049093301807223814,0.06402842986302272,0.012595141565548699,no,no
Arc_2,FOXO3,knockdown,0.05822664285714287,14,0.30200381394474196,0.21642591503637743,-0.09997262932209167,no,no
Arc_2,GRHL2,activate,0.22012392857142857,14,0.09093159555864319,0.2677568112412679,0.17249104590158926,no,no
Arc_2,GRHL2,knockdown,0.04255528571428572,14,0.10536585397879769,0.09774929533377752,-0.012638723905206081,no,no
Arc_2,HSF2,activate,-0.3348827142857143,14,0.12863453519978965,-0.2674998240502807,-0.4022656045211479,yes,yes
Arc_2,HSF2,knockdown,-0.007977857142857144,14,0.042727619427930005,0.014404238656392065,-0.030359952942106354,no,no
Arc_2,ICAM1,activate,-0.011719571428571428,14,0.06266583851940911,0.02110680223466279,-0.04454594509180564,no,no
Arc_2,ICAM1,knockdown,-0.005575571428571427,14,0.05668576782676486,0.024118249639384005,-0.03526939249652686,no,no
Arc_2,JUN,activate,0.01917628571428571,14,0.05167030906761501,0.04624284881824851,-0.007890277389677083,no,no
Arc_2,JUN,knockdown,-0.40875700000000004,14,0.088868221962461,-0.36220497851825684,-0.45530902148174324,yes,yes
Arc_2,JUNB,activate,-0.12264800000000001,14,0.18425620258675773,-0.026128698594527905,-0.2191673014054721,yes,no
Arc_2,JUNB,knockdown,-0.029351857142857145,14,0.15627982237337917,0.052512520107333156,-0.11121623439304745,no,no
Arc_2,JUND,activate,0.04980785714285713,14,0.058651292200148954,0.08053128284149053,0.019084431444223747,no,no
Arc_2,JUND,knockdown,-0.06588114285714287,14,0.29119193464999815,0.08665452059815958,-0.2184168063124453,no,no
