FLI1|FLI1,CJUN,PU1,CEBPA,GATA2|0.017178,0.027130,0.290369,0.255871,0.325609,0.242054,0.378200,0.415162,0.398840,0.347226,0.591555,0.549176,0.620668,0.560592,0.629602,0.564874,0.524047,0.460546,0.617635,0.544219,0.935289,0.664487,0.901979,0.800107,0.582710,0.690884,0.866120,0.856554,0.881518,0.786932,0.970801,0.898483
PU1|PU1|0.104410,0.886083
GATA1|FLI1,CJUN,CEBPA,PU1,GATA2|0.933775,0.935521,0.473897,0.566865,0.289624,0.447545,0.026092,0.130097,0.132184,0.472627,0.024981,0.062839,0.037973,0.293614,0.016578,0.247448,0.136325,0.430825,0.015915,0.167993,0.024310,0.204001,0.010544,0.095009,0.013677,0.135247,0.014757,0.049091,0.014450,0.151680,0.008318,0.094538
CJUN|CJUN,FLI1,PU1,GATA2,CEBPA|0.029272,0.102807,0.029147,0.134550,0.302539,0.064846,0.214536,0.242424,0.514877,0.323763,0.218808,0.297814,0.554909,0.452505,0.512881,0.405269,0.741112,0.690352,0.616932,0.770669,0.911344,0.881041,0.925749,0.930921,0.827695,0.833479,0.871413,0.925744,0.844662,0.852216,0.951274,0.956788
EKLF|FLI1,CJUN,CEBPA,PU1,GATA2|0.954551,0.861443,0.479063,0.545026,0.285673,0.402194,0.012624,0.096861,0.136223,0.470764,0.034966,0.070778,0.033319,0.270861,0.020023,0.246928,0.139936,0.361045,0.047549,0.171567,0.022065,0.158279,0.029929,0.088852,0.022623,0.153725,0.045611,0.085139,0.026685,0.155646,0.025224,0.107432
FOG1|PU1,CEBPA,GATA2,CJUN,FLI1|0.845355,0.111068,0.189521,0.082640,0.885490,0.462286,0.457192,0.272912,0.158608,0.022705,0.034426,0.053417,0.419022,0.243932,0.381336,0.401604,0.217732,0.031720,0.026672,0.020727,0.272101,0.163254,0.037571,0.025275,0.005142,0.118387,0.067858,0.085375,0.118763,0.250730,0.290279,0.170696
CEBPA|CEBPA,PU1,FLI1,GATA2,CJUN|0.012713,0.051124,0.047796,0.167830,0.186404,0.131708,0.312815,0.319351,0.180111,0.250619,0.244928,0.241237,0.325161,0.355520,0.325921,0.394141,0.627953,0.492903,0.567293,0.802720,0.741748,0.718607,0.746059,0.890070,0.959233,0.640111,0.870854,0.894390,0.902612,0.875718,0.940716,0.917968
SCL|CJUN,GATA2,PU1,FLI1,CEBPA|0.953316,0.359385,0.140111,0.051870,0.497391,0.193111,0.014369,0.042043,0.907991,0.629902,0.647978,0.448657,0.637306,0.258439,0.222660,0.104169,0.139788,0.053035,0.016802,0.017288,0.032540,0.028509,0.021536,0.051651,0.514729,0.433283,0.286964,0.525708,0.069049,0.223184,0.057697,0.156830
GFI1|PU1,CEBPA,FLI1,GATA2,CJUN|0.241434,0.783443,0.370805,0.689502,0.729121,0.705452,0.903207,0.726352,0.736720,0.769505,0.841744,0.956502,0.934387,0.871738,0.990938,0.972157,0.505770,0.287537,0.728205,0.460032,0.131713,0.174220,0.568151,0.431166,0.872243,0.488649,0.953975,0.917682,0.264956,0.207799,0.727155,0.763607
GATA2|GATA2,PU1,CEBPA,CJUN,FLI1|0.121584,0.148290,0.145897,0.201200,0.158699,0.149521,0.337488,0.216657,0.233467,0.061982,0.300884,0.155579,0.105979,0.073462,0.226171,0.100879,0.886119,0.900707,0.796933,0.761837,0.954002,0.941294,0.944360,0.958792,0.749450,0.535952,0.617684,0.606432,0.736996,0.661228,0.912445,0.848023
