start-state,dist-to-start,attractor
4635347648513,1, 1130535254491137
4635347648515,1, 1130535254491139
6187553066804191,1, 6187570246673375
8439370060358623,1, 6187570246673375
6187621803058141,1, 6187638982927325
6187638446056415,1, 6187638982927327
6187638982927325,0, 6187638982927325
6187638982927325,1, 6187570263450589
6187638982927325,1, 6187638966150109
6187638982927325,1, 6187638983189469
6187638982927325,1, 6187638982929373
6187638982927325,1, 6187638982927261
6187638982927325,1, 6187638982927317
6187638982927325,1, 6187638982927327
2909755205787168,1, 2909755138678304
2907556115422752,0, 2907556115422752
2907556115422752,1, 2909755138678304
2907556115422752,1, 2907556098645536
2907556115422752,1, 2907556115160608
2907556115422752,1, 2907556115422760
2907556115422752,1, 2907556115422754
2909755138678304,0, 2909755138678304
2909755138678304,1, 2907556115422752
2909755138678304,1, 2909755407113760
2909755138678304,1, 2909755121901088
2909755138678304,1, 2909755138416160
2909755138678304,1, 2909755138678306
2910854717414944,1, 2910923436891680
2910923369782816,1, 2908724346527264
2910923369782816,1, 2910923436891680
2908724346527264,0, 2908724346527264
2908724346527264,1, 2908724329750048
2908724346527264,1, 2908724346265120
2908724346527264,1, 2908724346527272
2908724346527264,1, 2908724346527266
2908724329750048,0, 2908724329750048
2908724329750048,1, 2908724346527264
2908724329750048,1, 2908724329487904
2908724329750048,1, 2908724329750056
2908724329750048,1, 2908724329750050
6099608779580381,1, 6117200965624797
6117269685101533,1, 6117200965624797
2908724346527265,1, 2908724346527264
2910923369782818,1, 2908724346527266
2910923369782818,1, 2910923436891682
2919719529913890,1, 2910923436891682
2909755205787170,1, 2909755138678306
2909823858155042,1, 2909755138678306
2907624834899490,1, 2908724346527266
2907624834899490,1, 2907556115422754
2908724413636130,1, 2910923436891682
2908724413636130,1, 2908724346527266
2910923436891682,0, 2910923436891682
2910923436891682,1, 2910923705327138
2910923436891682,1, 2910923420114466
2910923436891682,1, 2910923436629538
2910923436891682,1, 2910923436891690
2910923436891682,1, 2910923436891680
6185439959671773,1, 6187638982927325
6187570263974879,1, 6187570263450591
6117201502495709,1, 6187570246673373
6117201502495709,1, 6117200965624797
6187570263451615,1, 6187570263450591
2910854633528864,1, 2909755121901088
2910854633528864,1, 2910854633659936
2909755121901088,0, 2909755121901088
2909755121901088,1, 2907556098645536
2909755121901088,1, 2909755138678304
2909755121901088,1, 2909755121638944
2909755121901088,1, 2909755121901090
2909823841377824,1, 2909755121901088
6099608779580383,1, 6117200965624799
6117200965624799,0, 6117200965624799
6117200965624799,1, 6117200982402015
6117200965624799,1, 6117200965886943
6117200965624799,1, 6117200965626847
6117200965624799,1, 6117200965624791
6117200965624799,1, 6117200965624797
6117183785755615,1, 6117200965624799
2907521738907170,1, 2907556098645538
2907556098645538,0, 2907556098645538
2907556098645538,1, 2909755121901090
2907556098645538,1, 2907556115422754
2907556098645538,1, 2907556098383394
2907556098645538,1, 2907556098645546
2907556098645538,1, 2907556098645536
2909823841377826,1, 2909755121901090
2907624818122274,1, 2908724329750050
2907624818122274,1, 2907556098645538
2909755121901090,0, 2909755121901090
2909755121901090,1, 2907556098645538
2909755121901090,1, 2909755138678306
2909755121901090,1, 2909755121638946
2909755121901090,1, 2909755121901098
2909755121901090,1, 2909755121901088
6187570246673373,0, 6187570246673373
6187570246673373,1, 6187638966150109
6187570246673373,1, 6187570263450589
6187570246673373,1, 6187570246935517
6187570246673373,1, 6187570246675421
6187570246673373,1, 6187570246673309
6187570246673373,1, 6187570246673365
6187570246673373,1, 6187570246673375
6187913860834269,1, 6187638982927325
6187638966150111,0, 6187638966150111
6187638966150111,1, 6187570246673375
6187638966150111,1, 6187638982927327
6187638966150111,1, 6187638966412255
6187638966150111,1, 6187638966152159
6187638966150111,1, 6187638966150047
6187638966150111,1, 6187638966150103
6187638966150111,1, 6187638966150109
6117270221972447,1, 6187638966150111
6170046780105695,1, 6187638966150111
6169978060631005,1, 6187570246675421
2909823858155040,1, 2909755138678304
6187570246673375,0, 6187570246673375
6187570246673375,1, 6187638966150111
6187570246673375,1, 6187570263450591
6187570246673375,1, 6187570246935519
6187570246673375,1, 6187570246675423
6187570246673375,1, 6187570246673311
6187570246673375,1, 6187570246673367
6187570246673375,1, 6187570246673373
6187535886935007,1, 6187570246673375
6187621786280927,1, 6187638966150111
6187570263450079,1, 6187570263450591
2909755138678306,0, 2909755138678306
2909755138678306,1, 2907556115422754
2909755138678306,1, 2909755407113762
2909755138678306,1, 2909755121901090
2909755138678306,1, 2909755138416162
2909755138678306,1, 2909755138678314
2909755138678306,1, 2909755138678304
2909720778939938,1, 2909755138678306
2910854650306082,1, 2909755138678306
2910854650306082,1, 2910854650437154
6187570246673372,1, 6187570246673373
6185371240195037,1, 6187570263450589
6187570263450589,0, 6187570263450589
6187570263450589,1, 6187638982927325
6187570263450589,1, 6187570246673373
6187570263450589,1, 6187570263712733
6187570263450589,1, 6187570263452637
6187570263450589,1, 6187570263450525
6187570263450589,1, 6187570263450581
6187570263450589,1, 6187570263450591
6169978060628957,1, 6187570246673373
8439438796612573,1, 6187638982927325
6117200965624798,1, 6117200965624799
6187570246673374,1, 6187570246673375
8439370077135839,1, 6187570263450591
8439438796612575,1, 6187638982927327
6117201502495711,1, 6187570246673375
6117201502495711,1, 6117200965624799
6187638982927327,0, 6187638982927327
6187638982927327,1, 6187570263450591
6187638982927327,1, 6187638966150111
6187638982927327,1, 6187638983189471
6187638982927327,1, 6187638982929375
6187638982927327,1, 6187638982927263
6187638982927327,1, 6187638982927319
6187638982927327,1, 6187638982927325
6117201519272927,1, 6187570263450591
6117201519272927,1, 6117200982402015
8439370060358621,1, 6187570246673373
6187638966150109,0, 6187638966150109
6187638966150109,1, 6187570246673373
6187638966150109,1, 6187638982927325
6187638966150109,1, 6187638966412253
6187638966150109,1, 6187638966152157
6187638966150109,1, 6187638966150045
6187638966150109,1, 6187638966150101
6187638966150109,1, 6187638966150111
6117200965624797,0, 6117200965624797
6117200965624797,1, 6117200982402013
6117200965624797,1, 6117200965886941
6117200965624797,1, 6117200965626845
6117200965624797,1, 6117200965624789
6117200965624797,1, 6117200965624799
6117200965624796,1, 6117200965624797
8439370077135837,1, 6187570263450589
6117200898515933,1, 6117200965624797
6187569726579679,1, 6117200982402015
6187569726579679,1, 6187570263450591
6099608796357599,1, 6117200982402015
6187570263450588,1, 6187570263450589
6117200982402013,0, 6117200982402013
6117200982402013,1, 6117200965624797
6117200982402013,1, 6117200982664157
6117200982402013,1, 6117200982404061
6117200982402013,1, 6117200982402005
6117200982402013,1, 6117200982402015
6117269701878749,1, 6117200982402013
6187570263976927,1, 6187570263452639
6117200982402012,1, 6117200982402013
4558038237185,1, 1130457945079809
4558038237187,1, 1130457945079811
6117270238749661,1, 6187638982927325
6192037029438429,1, 6187638982927325
6169978077406173,1, 6187570263450589
6117200982402014,1, 6117200982402015
6170046796882909,1, 6187638982927325
6117270238749663,1, 6187638982927327
6117269701878751,1, 6117200982402015
4635364425729,1, 1130535271268353
6117270221972445,1, 6187638966150109
8439438779835357,1, 6187638966150109
6099608796357597,1, 6117200982402013
6187570263450590,1, 6187570263450591
8369000796087263,1, 6117200982402015
6117475860308959,1, 6117200982402015
6117200982402015,0, 6117200982402015
6117200982402015,1, 6117200965624799
6117200982402015,1, 6117200982664159
6117200982402015,1, 6117200982404063
6117200982402015,1, 6117200982402007
6117200982402015,1, 6117200982402013
4635364425731,1, 1130535271268355
2910854717414946,1, 2910923436891682
6117166605886431,1, 6117200965624799
6169978077406175,1, 6187570263450591
6187570263450591,0, 6187570263450591
6187570263450591,1, 6187638982927327
6187570263450591,1, 6187570246673375
6187570263450591,1, 6187570263712735
6187570263450591,1, 6187570263452639
6187570263450591,1, 6187570263450527
6187570263450591,1, 6187570263450583
6187570263450591,1, 6187570263450589
8439438779837405,1, 6187638966152157
6117200965626845,0, 6117200965626845
6117200965626845,1, 6117200982404061
6117200965626845,1, 6117200965888989
6117200965626845,1, 6117200965624797
6117200965626845,1, 6117200965626837
6117200965626845,1, 6117200965626847
6187553083583455,1, 6187570263452639
6187638446058463,1, 6187638982929375
6117270238751711,1, 6187638982929375
6099608796359647,1, 6117200982404063
6187570263452636,1, 6187570263452637
6170046796884957,1, 6187638982929373
8439370060360669,1, 6187570246675421
6099608796359645,1, 6117200982404061
8439370077137885,1, 6187570263452637
8439370060360671,1, 6187570246675423
8439438796614623,1, 6187638982929375
8439370077137887,1, 6187570263452639
8439438779837407,1, 6187638966152159
6169978060631007,1, 6187570246675423
2910923470446112,1, 2910923436891680
6187570247197661,1, 6187570246673373
2909720762162722,1, 2909755121901090
2837187354467874,1, 2907556098645538
2910923353005602,1, 2908724329750050
2910923353005602,1, 2910923420114466
6187570263974877,1, 6187570263450589
6187570247197663,1, 6187570246673375
6187638983451615,1, 6187638982927327
6115001942369247,1, 6117200965624799
6187638983451613,1, 6187638982927325
6187570246672863,1, 6187570246673375
6117200965624287,1, 6117200965624799
2910854650306080,1, 2909755138678304
2910854650306080,1, 2910854650437152
2910923353005600,1, 2908724329750048
2910923353005600,1, 2910923420114464
2909823908486688,1, 2910923420114464
2907624818122272,1, 2908724329750048
2907624818122272,1, 2907556098645536
3051660925247008,1, 2910923436891680
2908655627050528,1, 2907556115422752
2908655627050528,1, 2908724346527264
2908655627050528,1, 2908655627181600
2910923436891680,0, 2910923436891680
2910923436891680,1, 2910923705327136
2910923436891680,1, 2910923420114464
2910923436891680,1, 2910923436629536
2910923436891680,1, 2910923436891682
2837187354467872,1, 2907556098645536
2907556098645536,0, 2907556098645536
2907556098645536,1, 2909755121901088
2907556098645536,1, 2907556115422752
2907556098645536,1, 2907556098383392
2907556098645536,1, 2907556098645544
2907556098645536,1, 2907556098645538
2908724329750050,0, 2908724329750050
2908724329750050,1, 2908724346527266
2908724329750050,1, 2908724329487906
2908724329750050,1, 2908724329750058
2908724329750050,1, 2908724329750048
2839386377723426,1, 2909755121901090
2910854700637730,1, 2910923420114466
2910854633528866,1, 2909755121901090
2910854633528866,1, 2910854633659938
2907521755684386,1, 2907556115422754
2908655627050530,1, 2907556115422754
2908655627050530,1, 2908724346527266
2908655627050530,1, 2908655627181602
2908724346527266,0, 2908724346527266
2908724346527266,1, 2908724329750050
2908724346527266,1, 2908724346265122
2908724346527266,1, 2908724346527274
2908724346527266,1, 2908724346527264
2908724346527273,1, 2908724346527272
6187621803058143,1, 6187638982927327
6117200966149087,1, 6117200965624799
6117200969819101,1, 6117200965624797
