,tf,target,key
16840,Rela,Tle6,Rela_Tle6
16841,Rela,Tln2,Rela_Tln2
16842,Rela,Tlr13,Rela_Tlr13
16843,Rela,Tlr2,Rela_Tlr2
16845,Rela,Tm4sf4,Rela_Tm4sf4
16847,Rela,Tm9sf4,Rela_Tm9sf4
16848,Rela,Tma16,Rela_Tma16
16849,Rela,Tmbim1,Rela_Tmbim1
16850,Rela,Tmcc2,Rela_Tmcc2
16852,Rela,Tmco6,Rela_Tmco6
16856,Rela,Tmem138,Rela_Tmem138
16857,Rela,Tmem160,Rela_Tmem160
16861,Rela,Tmem185b,Rela_Tmem185b
16862,Rela,Tmem192,Rela_Tmem192
16863,Rela,Tmem2,Rela_Tmem2
16864,Rela,Tmem205,Rela_Tmem205
16868,Rela,Tmem250-ps,Rela_Tmem250-ps
16871,Rela,Tmem52b,Rela_Tmem52b
16873,Rela,Tmem70,Rela_Tmem70
16875,Rela,Tmem95,Rela_Tmem95
16876,Rela,Tmem98,Rela_Tmem98
16877,Rela,Tmigd1,Rela_Tmigd1
16878,Rela,Tmpo,Rela_Tmpo
16879,Rela,Tmprss9,Rela_Tmprss9
16881,Rela,Tnfaip2,Rela_Tnfaip2
16882,Rela,Tnfaip3,Rela_Tnfaip3
16883,Rela,Tnfaip6,Rela_Tnfaip6
16884,Rela,Tnfaip8,Rela_Tnfaip8
16886,Rela,Tnfrsf1a,Rela_Tnfrsf1a
16887,Rela,Tnfrsf1b,Rela_Tnfrsf1b
16888,Rela,Tnfrsf9,Rela_Tnfrsf9
16890,Rela,Tnfsf13b,Rela_Tnfsf13b
16891,Rela,Tnfsf15,Rela_Tnfsf15
16893,Rela,Tnip1,Rela_Tnip1
16894,Rela,Tnip3,Rela_Tnip3
16901,Rela,Tor3a,Rela_Tor3a
16903,Rela,Tpd52l2,Rela_Tpd52l2
16908,Rela,Traf1,Rela_Traf1
16909,Rela,Traf2,Rela_Traf2
16912,Rela,Trappc3,Rela_Trappc3
16913,Rela,Treml1,Rela_Treml1
16914,Rela,Trex1,Rela_Trex1
16916,Rela,Trf,Rela_Trf
16917,Rela,Trib1,Rela_Trib1
16918,Rela,Trim13,Rela_Trim13
16921,Rela,Trim25,Rela_Trim25
16922,Rela,Trim47,Rela_Trim47
16925,Rela,Trim65,Rela_Trim65
16928,Rela,Trp53,Rela_Trp53
16933,Rela,Trp63,Rela_Trp63
16934,Rela,Trpm6,Rela_Trpm6
16938,Rela,Tspan32,Rela_Tspan32
16939,Rela,Tspan4,Rela_Tspan4
16940,Rela,Tspear,Rela_Tspear
16941,Rela,Tspo,Rela_Tspo
16946,Rela,Ttc39c,Rela_Ttc39c
16948,Rela,Tti2,Rela_Tti2
16949,Rela,Ttll6,Rela_Ttll6
16950,Rela,Tufm,Rela_Tufm
16951,Rela,Tulp4,Rela_Tulp4
16955,Rela,Txndc2,Rela_Txndc2
16956,Rela,Txnip,Rela_Txnip
16958,Rela,Tyk2,Rela_Tyk2
16959,Rela,U2surp,Rela_U2surp
16960,Rela,U90926,Rela_U90926
16966,Rela,Ube2h,Rela_Ube2h
16967,Rela,Ube2l6,Rela_Ube2l6
16968,Rela,Ube2z,Rela_Ube2z
16970,Rela,Ubp1,Rela_Ubp1
16971,Rela,Ubtf,Rela_Ubtf
16972,Rela,Ubxn2a,Rela_Ubxn2a
16973,Rela,Uevld,Rela_Uevld
16975,Rela,Ugt1a6a,Rela_Ugt1a6a
16976,Rela,Ugt1a6b,Rela_Ugt1a6b
16977,Rela,Uhrf1bp1l,Rela_Uhrf1bp1l
16978,Rela,Umodl1,Rela_Umodl1
16983,Rela,Uso1,Rela_Uso1
16985,Rela,Usp43,Rela_Usp43
16986,Rela,Usp50,Rela_Usp50
16989,Rela,Utrn,Rela_Utrn
16990,Rela,Uvrag,Rela_Uvrag
16991,Rela,Vamp1,Rela_Vamp1
16994,Rela,Vapa,Rela_Vapa
16995,Rela,Vasn,Rela_Vasn
16996,Rela,Vcam1,Rela_Vcam1
16997,Rela,Vdac2,Rela_Vdac2
17000,Rela,Vgll3,Rela_Vgll3
17003,Rela,Vmn1r40,Rela_Vmn1r40
17004,Rela,Vmn1r43,Rela_Vmn1r43
17005,Rela,Vmn1r45,Rela_Vmn1r45
17006,Rela,Vmn1r46,Rela_Vmn1r46
17008,Rela,Vnn3,Rela_Vnn3
17009,Rela,Vps37c,Rela_Vps37c
17010,Rela,Wac,Rela_Wac
17011,Rela,Wbp1l,Rela_Wbp1l
17012,Rela,Wbp2,Rela_Wbp2
17014,Rela,Wdr60,Rela_Wdr60
17016,Rela,Wdr95,Rela_Wdr95
17017,Rela,Wfdc18,Rela_Wfdc18
17018,Rela,Wfdc21,Rela_Wfdc21
17019,Rela,Wincr1,Rela_Wincr1
17020,Rela,Wisp1,Rela_Wisp1
17023,Rela,Wnt10b,Rela_Wnt10b
17024,Rela,Wnt16,Rela_Wnt16
17025,Rela,Wnt5b,Rela_Wnt5b
17026,Rela,Wnt8a,Rela_Wnt8a
17031,Rela,Xpnpep1,Rela_Xpnpep1
17032,Rela,Xpo5,Rela_Xpo5
17037,Rela,Yme1l1,Rela_Yme1l1
17039,Rela,Zbtb10,Rela_Zbtb10
17042,Rela,Zbtb7a,Rela_Zbtb7a
17043,Rela,Zbtb7c,Rela_Zbtb7c
17044,Rela,Zc2hc1a,Rela_Zc2hc1a
17045,Rela,Zc3h12a,Rela_Zc3h12a
17046,Rela,Zc3h12c,Rela_Zc3h12c
17047,Rela,Zc3h3,Rela_Zc3h3
17049,Rela,Zcchc10,Rela_Zcchc10
17050,Rela,Zcchc11,Rela_Zcchc11
17051,Rela,Zcchc3,Rela_Zcchc3
17053,Rela,Zfp141,Rela_Zfp141
17057,Rela,Zfp317,Rela_Zfp317
17058,Rela,Zfp36,Rela_Zfp36
17059,Rela,Zfp365,Rela_Zfp365
17060,Rela,Zfp36l2,Rela_Zfp36l2
17061,Rela,Zfp429,Rela_Zfp429
17062,Rela,Zfp445,Rela_Zfp445
17064,Rela,Zfp474,Rela_Zfp474
17066,Rela,Zfp532,Rela_Zfp532
17070,Rela,Zfp598,Rela_Zfp598
17075,Rela,Zfp64,Rela_Zfp64
17076,Rela,Zfp658,Rela_Zfp658
17078,Rela,Zfp809,Rela_Zfp809
17079,Rela,Zfp810,Rela_Zfp810
17080,Rela,Zfp819,Rela_Zfp819
17081,Rela,Zfp850,Rela_Zfp850
17084,Rela,Zfp970,Rela_Zfp970
17086,Rela,Zkscan17,Rela_Zkscan17
17087,Rela,Zmynd8,Rela_Zmynd8
17088,Rela,Znrf1,Rela_Znrf1
17089,Rela,Zscan4b,Rela_Zscan4b
17090,Rela,Zswim4,Rela_Zswim4
17091,Rela,Zyx,Rela_Zyx
17093,Srf,0610009L18Rik,Srf_0610009L18Rik
17096,Srf,1190002N15Rik,Srf_1190002N15Rik
17108,Srf,1700113A16Rik,Srf_1700113A16Rik
17112,Srf,1810037I17Rik,Srf_1810037I17Rik
17115,Srf,2310001H17Rik,Srf_2310001H17Rik
17117,Srf,2310010J17Rik,Srf_2310010J17Rik
17119,Srf,2410015M20Rik,Srf_2410015M20Rik
17122,Srf,2510003B16Rik,Srf_2510003B16Rik
17123,Srf,2610005L07Rik,Srf_2610005L07Rik
17141,Srf,4930523C07Rik,Srf_4930523C07Rik
17150,Srf,5430416N02Rik,Srf_5430416N02Rik
17152,Srf,5830417I10Rik,Srf_5830417I10Rik
17153,Srf,6030440G07Rik,Srf_6030440G07Rik
17161,Srf,9530026F06Rik,Srf_9530026F06Rik
17171,Srf,AW549877,Srf_AW549877
17183,Srf,Abracl,Srf_Abracl
17191,Srf,Acta1,Srf_Acta1
17193,Srf,Actb,Srf_Actb
17194,Srf,Actc1,Srf_Actc1
17195,Srf,Actg1,Srf_Actg1
17198,Srf,Actr3,Srf_Actr3
17199,Srf,Acvrl1,Srf_Acvrl1
17205,Srf,Adpgk,Srf_Adpgk
17206,Srf,Adrm1,Srf_Adrm1
17218,Srf,Akap2,Srf_Akap2
17220,Srf,Akna,Srf_Akna
17221,Srf,Akr1b10,Srf_Akr1b10
17223,Srf,Aldh16a1,Srf_Aldh16a1
17234,Srf,Amigo2,Srf_Amigo2
17235,Srf,Amn1,Srf_Amn1
17236,Srf,Anapc15,Srf_Anapc15
17239,Srf,Angel2,Srf_Angel2
17244,Srf,Ankrd42,Srf_Ankrd42
17246,Srf,Anxa5,Srf_Anxa5
17247,Srf,Anxa7,Srf_Anxa7
17249,Srf,Ap2b1,Srf_Ap2b1
17258,Srf,Arc,Srf_Arc
17260,Srf,Arhgap1,Srf_Arhgap1
17264,Srf,Arhgap25,Srf_Arhgap25
17266,Srf,Arhgdib,Srf_Arhgdib
17270,Srf,Arid3b,Srf_Arid3b
17272,Srf,Arpc4,Srf_Arpc4
17279,Srf,Asb3,Srf_Asb3
17280,Srf,Asph,Srf_Asph
17282,Srf,Atcayos,Srf_Atcayos
17283,Srf,Ate1,Srf_Ate1
17285,Srf,Atf3,Srf_Atf3
17286,Srf,Atf4,Srf_Atf4
17298,Srf,Atp6v0d1,Srf_Atp6v0d1
17304,Srf,Azi2,Srf_Azi2
17309,Srf,BC030867,Srf_BC030867
17311,Srf,BC037032,Srf_BC037032
17312,Srf,Bad,Srf_Bad
17314,Srf,Bag2,Srf_Bag2
17318,Srf,Bcar1,Srf_Bcar1
17325,Srf,Bet1,Srf_Bet1
17328,Srf,Bik,Srf_Bik
17331,Srf,Birc6,Srf_Birc6
17333,Srf,Bloc1s6,Srf_Bloc1s6
17334,Srf,Blvrb,Srf_Blvrb
17339,Srf,Brf1,Srf_Brf1
17343,Srf,Brpf1,Srf_Brpf1
17359,Srf,Cald1,Srf_Cald1
17362,Srf,Camta2,Srf_Camta2
17364,Srf,Cap1,Srf_Cap1
17365,Srf,Cap2,Srf_Cap2
17366,Srf,Capn15,Srf_Capn15
17370,Srf,Capzb,Srf_Capzb
17389,Srf,Ccdc24,Srf_Ccdc24
17397,Srf,Ccr10,Srf_Ccr10
17399,Srf,Cd248,Srf_Cd248
17402,Srf,Cdc73,Srf_Cdc73
17412,Srf,Cdsn,Srf_Cdsn
17413,Srf,Cdv3,Srf_Cdv3
17424,Srf,Chchd3,Srf_Chchd3
17426,Srf,Chd2,Srf_Chd2
17427,Srf,Cherp,Srf_Cherp
17428,Srf,Chfr,Srf_Chfr
17429,Srf,Chmp3,Srf_Chmp3
17432,Srf,Cir1,Srf_Cir1
17436,Srf,Ckm,Srf_Ckm
17439,Srf,Cldn12,Srf_Cldn12
17440,Srf,Cldn34d,Srf_Cldn34d
17442,Srf,Clic4,Srf_Clic4
17449,Srf,Cmpk1,Srf_Cmpk1
17451,Srf,Cnn2,Srf_Cnn2
17453,Srf,Cnot9,Srf_Cnot9
17456,Srf,Colgalt1,Srf_Colgalt1
17460,Srf,Cops7a,Srf_Cops7a
17464,Srf,Coq6,Srf_Coq6
17469,Srf,Cox20,Srf_Cox20
17482,Srf,Creld1,Srf_Creld1
17489,Srf,Cs,Srf_Cs
17495,Srf,Cstf3,Srf_Cstf3
17499,Srf,Ctdsp1,Srf_Ctdsp1
17502,Srf,Ctnnbl1,Srf_Ctnnbl1
17504,Srf,Cttnbp2nl,Srf_Cttnbp2nl
17506,Srf,Cuedc2,Srf_Cuedc2
17511,Srf,Cyr61,Srf_Cyr61
17514,Srf,D230017M19Rik,Srf_D230017M19Rik
17515,Srf,D2hgdh,Srf_D2hgdh
17518,Srf,Dact3,Srf_Dact3
17530,Srf,Ddx20,Srf_Ddx20
17537,Srf,Dedd,Srf_Dedd
17542,Srf,Desi2,Srf_Desi2
17544,Srf,Dgkh,Srf_Dgkh
17548,Srf,Dhfr,Srf_Dhfr
17556,Srf,Dnah6,Srf_Dnah6
17570,Srf,Dpm2,Srf_Dpm2
17571,Srf,Dstn,Srf_Dstn
17576,Srf,Dusp5,Srf_Dusp5
17577,Srf,Dusp7,Srf_Dusp7
17584,Srf,E130307A14Rik,Srf_E130307A14Rik
17592,Srf,Ebf3,Srf_Ebf3
17596,Srf,Eef1b2,Srf_Eef1b2
17597,Srf,Eef1g,Srf_Eef1g
17600,Srf,Egr1,Srf_Egr1
17601,Srf,Egr2,Srf_Egr2
17602,Srf,Egr3,Srf_Egr3
17608,Srf,Eif2b4,Srf_Eif2b4
17616,Srf,Elmsan1,Srf_Elmsan1
17636,Srf,Ern1,Srf_Ern1
17641,Srf,Etv6,Srf_Etv6
17650,Srf,Fam118a,Srf_Fam118a
17657,Srf,Fam214b,Srf_Fam214b
17663,Srf,Fam53c,Srf_Fam53c
17664,Srf,Fam60a,Srf_Fam60a
17668,Srf,Fam98a,Srf_Fam98a
17670,Srf,Fate1,Srf_Fate1
17682,Srf,Fermt2,Srf_Fermt2
17683,Srf,Fgf6,Srf_Fgf6
17684,Srf,Fhl2,Srf_Fhl2
17688,Srf,Filip1l,Srf_Filip1l
17691,Srf,Fkbp1a,Srf_Fkbp1a
17692,Srf,Fkbp2,Srf_Fkbp2
17695,Srf,Flna,Srf_Flna
17699,Srf,Fos,Srf_Fos
17700,Srf,Fosb,Srf_Fosb
17702,Srf,Fosl2,Srf_Fosl2
17703,Srf,Foxc2,Srf_Foxc2
17713,Srf,G3bp2,Srf_G3bp2
17716,Srf,Galt,Srf_Galt
17717,Srf,Gapdh,Srf_Gapdh
17720,Srf,Gatad2a,Srf_Gatad2a
17728,Srf,Gga1,Srf_Gga1
17730,Srf,Ghdc,Srf_Ghdc
17733,Srf,Gins2,Srf_Gins2
17736,Srf,Glipr2,Srf_Glipr2
17739,Srf,Glud1,Srf_Glud1
17742,Srf,Gm10549,Srf_Gm10549
17743,Srf,Gm10687,Srf_Gm10687
17753,Srf,Gm16432,Srf_Gm16432
17755,Srf,Gm1720,Srf_Gm1720
17761,Srf,Gm29686,Srf_Gm29686
17762,Srf,Gm3002,Srf_Gm3002
17763,Srf,Gm3264,Srf_Gm3264
17764,Srf,Gm3383,Srf_Gm3383
17766,Srf,Gm3636,Srf_Gm3636
17768,Srf,Gm3696,Srf_Gm3696
17774,Srf,Gm7244,Srf_Gm7244
17776,Srf,Gm9054,Srf_Gm9054
17781,Srf,Gng11,Srf_Gng11
17782,Srf,Gnpnat1,Srf_Gnpnat1
17785,Srf,Golph3,Srf_Golph3
17792,Srf,Gprasp1,Srf_Gprasp1
17795,Srf,Grk6,Srf_Grk6
17797,Srf,Gstm1,Srf_Gstm1
17801,Srf,Gstp1,Srf_Gstp1
17812,Srf,Hacd1,Srf_Hacd1
17817,Srf,Hdac3,Srf_Hdac3
17823,Srf,Hdlbp,Srf_Hdlbp
17845,Srf,Homer1,Srf_Homer1
17849,Srf,Hsbp1,Srf_Hsbp1
17854,Srf,Hspbp1,Srf_Hspbp1
17858,Srf,Huwe1,Srf_Huwe1
17861,Srf,Ido2,Srf_Ido2
17862,Srf,Ier2,Srf_Ier2
17864,Srf,Ifitm3,Srf_Ifitm3
17873,Srf,Ift81,Srf_Ift81
17876,Srf,Il17b,Srf_Il17b
17881,Srf,Inafm2,Srf_Inafm2
17882,Srf,Ing2,Srf_Ing2
17885,Srf,Inpp5a,Srf_Inpp5a
17891,Srf,Ippk,Srf_Ippk
17893,Srf,Irf2bpl,Srf_Irf2bpl
17899,Srf,Itgb1,Srf_Itgb1
17906,Srf,Jmjd6,Srf_Jmjd6
17907,Srf,Jph2,Srf_Jph2
17908,Srf,Junb,Srf_Junb
17914,Srf,Kcnk3,Srf_Kcnk3
17916,Srf,Kctd10,Srf_Kctd10
17919,Srf,Kdm5c,Srf_Kdm5c
17920,Srf,Kdm7a,Srf_Kdm7a
17931,Srf,Klf6,Srf_Klf6
17932,Srf,Klf7,Srf_Klf7
17933,Srf,Klhl17,Srf_Klhl17
17935,Srf,Klhl28,Srf_Klhl28
17939,Srf,Kpna1,Srf_Kpna1
17947,Srf,Kyat1,Srf_Kyat1
17948,Srf,LOC100861615,Srf_LOC100861615
17950,Srf,Lamc2,Srf_Lamc2
17951,Srf,Lamtor1,Srf_Lamtor1
17953,Srf,Lca5,Srf_Lca5
17956,Srf,Ldb3,Srf_Ldb3
17962,Srf,Lima1,Srf_Lima1
17967,Srf,Lix1l,Srf_Lix1l
17969,Srf,Lmbr1l,Srf_Lmbr1l
17970,Srf,Lmcd1,Srf_Lmcd1
17971,Srf,Lmna,Srf_Lmna
17974,Srf,Lonp2,Srf_Lonp2
17976,Srf,Lrp6,Srf_Lrp6
17977,Srf,Lrrc10,Srf_Lrrc10
17979,Srf,Lrrc47,Srf_Lrrc47
17992,Srf,Lyrm1,Srf_Lyrm1
18000,Srf,Map3k14,Srf_Map3k14
18001,Srf,Map3k20,Srf_Map3k20
18002,Srf,Map3k3,Srf_Map3k3
18003,Srf,Map4k3,Srf_Map4k3
18004,Srf,Mapk14,Srf_Mapk14
18008,Srf,Mapre1,Srf_Mapre1
18011,Srf,Mark2,Srf_Mark2
18016,Srf,Mblac1,Srf_Mblac1
18017,Srf,Mbnl1,Srf_Mbnl1
18019,Srf,Mcl1,Srf_Mcl1
18020,Srf,Mcm10,Srf_Mcm10
18025,Srf,Mdh1,Srf_Mdh1
18033,Srf,Med7,Srf_Med7
18036,Srf,Meis1,Srf_Meis1
18040,Srf,Mettl17,Srf_Mettl17
18041,Srf,Mettl21a,Srf_Mettl21a
18043,Srf,Mfn1,Srf_Mfn1
18044,Srf,Mfn2,Srf_Mfn2
18046,Srf,Micall2,Srf_Micall2
18051,Srf,Mir143,Srf_Mir143
18054,Srf,Mir1a-1,Srf_Mir1a-1
18055,Srf,Mir1a-1hg,Srf_Mir1a-1hg
18056,Srf,Mir1a-2,Srf_Mir1a-2
18062,Srf,Mir5133,Srf_Mir5133
18064,Srf,Mir6236,Srf_Mir6236
18068,Srf,Mir6976,Srf_Mir6976
18072,Srf,Mir7043,Srf_Mir7043
18073,Srf,Mir7052,Srf_Mir7052
18087,Srf,Mob3a,Srf_Mob3a
18095,Srf,Mospd3,Srf_Mospd3
18097,Srf,Mpdu1,Srf_Mpdu1
18106,Srf,Mrps14,Srf_Mrps14
18112,Srf,Msrb3,Srf_Msrb3
18116,Srf,Mthfr,Srf_Mthfr
18118,Srf,Mtmr2,Srf_Mtmr2
18123,Srf,Mus81,Srf_Mus81
18128,Srf,Myadm,Srf_Myadm
18130,Srf,Myh6,Srf_Myh6
18133,Srf,Myl12a,Srf_Myl12a
18135,Srf,Myl3,Srf_Myl3
18136,Srf,Myl6,Srf_Myl6
18138,Srf,Myl9,Srf_Myl9
18142,Srf,Myo18b,Srf_Myo18b
18144,Srf,Myo1e,Srf_Myo1e
18145,Srf,Myom1,Srf_Myom1
18153,Srf,Naca,Srf_Naca
18157,Srf,Naglu,Srf_Naglu
18159,Srf,Nars,Srf_Nars
18165,Srf,Ncoa7,Srf_Ncoa7
18169,Srf,Ndufv2,Srf_Ndufv2
18171,Srf,Necap2,Srf_Necap2
18172,Srf,Nedd1,Srf_Nedd1
18175,Srf,Nelfe,Srf_Nelfe
18176,Srf,Neurl2,Srf_Neurl2
18190,Srf,Nme3,Srf_Nme3
18191,Srf,Nmt1,Srf_Nmt1
18196,Srf,Nolc1,Srf_Nolc1
18202,Srf,Nr1d1,Srf_Nr1d1
18204,Srf,Nr2f2,Srf_Nr2f2
18205,Srf,Nr2f6,Srf_Nr2f6
18206,Srf,Nr4a1,Srf_Nr4a1
18207,Srf,Nr4a3,Srf_Nr4a3
18210,Srf,Nsun3,Srf_Nsun3
18221,Srf,Oas1b,Srf_Oas1b
18222,Srf,Oaz1,Srf_Oaz1
18223,Srf,Ogg1,Srf_Ogg1
18224,Srf,Olfml2b,Srf_Olfml2b
18228,Srf,Opa3,Srf_Opa3
18233,Srf,Otud6b,Srf_Otud6b
18252,Srf,Parp4,Srf_Parp4
18258,Srf,Pdcl3,Srf_Pdcl3
18265,Srf,Pdlim5,Srf_Pdlim5
18266,Srf,Pdlim7,Srf_Pdlim7
18269,Srf,Per1,Srf_Per1
18273,Srf,Pex2,Srf_Pex2
18275,Srf,Pfkfb3,Srf_Pfkfb3
18295,Srf,Pisd-ps3,Srf_Pisd-ps3
18296,Srf,Pitpna,Srf_Pitpna
18299,Srf,Pja2,Srf_Pja2
18303,Srf,Pkm,Srf_Pkm
18310,Srf,Plekhg2,Srf_Plekhg2
18311,Srf,Plin3,Srf_Plin3
18315,Srf,Pmp22,Srf_Pmp22
18319,Srf,Pnrc2,Srf_Pnrc2
18321,Srf,Polr2h,Srf_Polr2h
18323,Srf,Polrmt,Srf_Polrmt
18326,Srf,Pot1a,Srf_Pot1a
18332,Srf,Ppp1r12a,Srf_Ppp1r12a
18340,Srf,Ppp4r4,Srf_Ppp4r4
18346,Srf,Prdm9,Srf_Prdm9
18347,Srf,Prelid3b,Srf_Prelid3b
18348,Srf,Prkab2,Srf_Prkab2
18349,Srf,Prkag2,Srf_Prkag2
18354,Srf,Prpf19,Srf_Prpf19
18362,Srf,Psma3,Srf_Psma3
18364,Srf,Psmb3,Srf_Psmb3
18369,Srf,Psmd8,Srf_Psmd8
18373,Srf,Ptms,Srf_Ptms
18374,Srf,Ptpn21,Srf_Ptpn21
18375,Srf,Ptpra,Srf_Ptpra
18377,Srf,Ptrhd1,Srf_Ptrhd1
18385,Srf,Qpctl,Srf_Qpctl
18387,Srf,Rab10os,Srf_Rab10os
18398,Srf,Rad21,Srf_Rad21
18403,Srf,Ralgapa2,Srf_Ralgapa2
18410,Srf,Rapgef6,Srf_Rapgef6
18413,Srf,Rasgef1b,Srf_Rasgef1b
18426,Srf,Rccd1,Srf_Rccd1
18427,Srf,Rcn2,Srf_Rcn2
18429,Srf,Rcsd1,Srf_Rcsd1
18430,Srf,Rdh13,Srf_Rdh13
18431,Srf,Rexo1,Srf_Rexo1
18433,Srf,Rfx1,Srf_Rfx1
18436,Srf,Rheb,Srf_Rheb
18437,Srf,Rhoc,Srf_Rhoc
18440,Srf,Rilp,Srf_Rilp
18441,Srf,Rnd3,Srf_Rnd3
18447,Srf,Rnf216,Srf_Rnf216
18448,Srf,Rnf25,Srf_Rnf25
18450,Srf,Rnf34,Srf_Rnf34
18452,Srf,Rnf5,Srf_Rnf5
18453,Srf,Rock1,Srf_Rock1
18456,Srf,Rpl10,Srf_Rpl10
18480,Srf,Rras,Srf_Rras
18482,Srf,Rrp8,Srf_Rrp8
18488,Srf,Rsu1,Srf_Rsu1
18492,Srf,Rtn4r,Srf_Rtn4r
18501,Srf,Sap30bp,Srf_Sap30bp
18506,Srf,Schip1,Srf_Schip1
18510,Srf,Sdhaf3,Srf_Sdhaf3
18514,Srf,Sec61a1,Srf_Sec61a1
18519,Srf,Selenoo,Srf_Selenoo
18527,Srf,Sertad1,Srf_Sertad1
18531,Srf,Sf3a3,Srf_Sf3a3
18533,Srf,Sf3b2,Srf_Sf3b2
18536,Srf,Sgk1,Srf_Sgk1
18538,Srf,Sh2b3,Srf_Sh2b3
18539,Srf,Sh3bgr,Srf_Sh3bgr
18541,Srf,Sh3tc1,Srf_Sh3tc1
18544,Srf,Shmt1,Srf_Shmt1
18545,Srf,Shoc2,Srf_Shoc2
18548,Srf,Sidt2,Srf_Sidt2
18549,Srf,Sik1,Srf_Sik1
18551,Srf,Sike1,Srf_Sike1
18552,Srf,Sin3b,Srf_Sin3b
18555,Srf,Skap2,Srf_Skap2
18559,Srf,Slc17a5,Srf_Slc17a5
18567,Srf,Slc25a42,Srf_Slc25a42
18571,Srf,Slc2a1,Srf_Slc2a1
18579,Srf,Slc8a1,Srf_Slc8a1
18580,Srf,Slc8b1,Srf_Slc8b1
18586,Srf,Smarcb1,Srf_Smarcb1
18588,Srf,Smc1a,Srf_Smc1a
18596,Srf,Smpd3,Srf_Smpd3
18597,Srf,Smtn,Srf_Smtn
18607,Srf,Snrnp35,Srf_Snrnp35
18620,Srf,Sparcl1,Srf_Sparcl1
18628,Srf,Srf,Srf_Srf
18634,Srf,Ssbp4,Srf_Ssbp4
18638,Srf,Stard3nl,Srf_Stard3nl
18642,Srf,Stil,Srf_Stil
18643,Srf,Stim1,Srf_Stim1
18648,Srf,Strip1,Srf_Strip1
18653,Srf,Stxbp3,Srf_Stxbp3
18661,Srf,Surf4,Srf_Surf4
18670,Srf,Taf5,Srf_Taf5
18674,Srf,Tars,Srf_Tars
18679,Srf,Tbc1d15,Srf_Tbc1d15
18685,Srf,Tctex1d1,Srf_Tctex1d1
18703,Srf,Tle4,Srf_Tle4
18705,Srf,Tm2d1,Srf_Tm2d1
18711,Srf,Tmem123,Srf_Tmem123
18726,Srf,Tmem87b,Srf_Tmem87b
18734,Srf,Tnnc1,Srf_Tnnc1
18742,Srf,Tpm1,Srf_Tpm1
18744,Srf,Tpm4,Srf_Tpm4
18746,Srf,Tppp,Srf_Tppp
18754,Srf,Trdn,Srf_Trdn
18757,Srf,Trim50,Srf_Trim50
18766,Srf,Trub2,Srf_Trub2
18770,Srf,Tspan14,Srf_Tspan14
18772,Srf,Tspan2os,Srf_Tspan2os
18783,Srf,Txndc11,Srf_Txndc11
18784,Srf,Txndc17,Srf_Txndc17
18785,Srf,Txnl1,Srf_Txnl1
18788,Srf,Ubald1,Srf_Ubald1
18791,Srf,Ube2d3,Srf_Ube2d3
18799,Srf,Ubr2,Srf_Ubr2
18809,Srf,Usp22,Srf_Usp22
18815,Srf,Usp5,Srf_Usp5
18818,Srf,Utp3,Srf_Utp3
18823,Srf,Vasp,Srf_Vasp
18824,Srf,Vcl,Srf_Vcl
18826,Srf,Vdac2,Srf_Vdac2
18834,Srf,Vwa1,Srf_Vwa1
18837,Srf,Wdr1,Srf_Wdr1
18841,Srf,Wdr34,Srf_Wdr34
18844,Srf,Wdr5,Srf_Wdr5
18850,Srf,Wiz,Srf_Wiz
18853,Srf,Wwtr1,Srf_Wwtr1
18867,Srf,Zbtb24,Srf_Zbtb24
18877,Srf,Zfand6,Srf_Zfand6
18880,Srf,Zfp189,Srf_Zfp189
18884,Srf,Zfp322a,Srf_Zfp322a
18898,Srf,Zfp617,Srf_Zfp617
18901,Srf,Zfp626,Srf_Zfp626
18903,Srf,Zfp644,Srf_Zfp644
18904,Srf,Zfp7,Srf_Zfp7
18906,Srf,Zfp760,Srf_Zfp760
18910,Srf,Zfp869,Srf_Zfp869
18911,Srf,Zfp871,Srf_Zfp871
18913,Srf,Zfp955a,Srf_Zfp955a
18914,Srf,Zfp955b,Srf_Zfp955b
18926,Srf,Zswim6,Srf_Zswim6
18927,Srf,Zyx,Srf_Zyx
18928,Stat1,0610040F04Rik,Stat1_0610040F04Rik
18930,Stat1,1110004E09Rik,Stat1_1110004E09Rik
18932,Stat1,1110059E24Rik,Stat1_1110059E24Rik
18933,Stat1,1700007J10Rik,Stat1_1700007J10Rik
18940,Stat1,1700064M15Rik,Stat1_1700064M15Rik
18941,Stat1,1700094M24Rik,Stat1_1700094M24Rik
18943,Stat1,1700113B09Rik,Stat1_1700113B09Rik
18944,Stat1,1810013L24Rik,Stat1_1810013L24Rik
18945,Stat1,1810032O08Rik,Stat1_1810032O08Rik
18946,Stat1,1810055G02Rik,Stat1_1810055G02Rik
18948,Stat1,2300002M23Rik,Stat1_2300002M23Rik
18952,Stat1,2500004C02Rik,Stat1_2500004C02Rik
18953,Stat1,2610005L07Rik,Stat1_2610005L07Rik
18954,Stat1,2610507B11Rik,Stat1_2610507B11Rik
18958,Stat1,4732416N19Rik,Stat1_4732416N19Rik
18960,Stat1,4922502B01Rik,Stat1_4922502B01Rik
18961,Stat1,4930417O13Rik,Stat1_4930417O13Rik
18963,Stat1,4930486F22Rik,Stat1_4930486F22Rik
18964,Stat1,4930526H09Rik,Stat1_4930526H09Rik
18965,Stat1,4930542M03Rik,Stat1_4930542M03Rik
18968,Stat1,4931430N09Rik,Stat1_4931430N09Rik
